,mlpack/mlpack,statsmodels/statsmodels,scikit-learn/scikit-learn
2010-06-26,-2.47336180015,0,13
2010-06-27,-1.383681396509375,1,2
2010-06-28,-0.8343411005156248,3,7
2010-06-29,-0.6385791447796876,2,0
2010-06-30,0.4976991427234372,7,0
2010-07-01,-0.6820715191171882,3,2
2010-07-02,-0.37020962680781283,0,1
2010-07-03,-0.13429697676250013,0,5
2010-07-04,-0.08091273969843757,0,9
2010-07-05,-0.029720249999999997,0,1
2010-07-06,-0.023280862499999996,0,11
2010-07-07,1.98104272625,5,9
2010-07-08,-0.6158767167656252,2,3
2010-07-09,0.7764165867671876,4,0
2010-07-10,-0.419,0,6
2010-07-11,-0.1853249999999999,0,0
2010-07-12,-0.11894049999999996,2,0
2010-07-13,1.913275775,4,1
2010-07-14,1.3323652025,5,2
2010-07-15,0.13496570396874996,1,3
2010-07-16,0.32487589978437514,13,42
2010-07-17,-0.620201716765625,0,3
2010-07-18,-0.3178489132328124,0,6
2010-07-19,-0.20566472499999994,3,2
2010-07-20,-0.1543590225,2,5
2010-07-21,-0.1226690935312501,2,1
2010-07-22,-0.10115839624687514,1,2
2010-07-23,-0.062000816981250095,6,1
2010-07-24,-0.02946012999843757,0,2
2010-07-25,-0.013583413232812524,0,0
2010-07-26,0.0,2,14
2010-07-27,3.0,0,74
2010-07-28,-0.9000000000000001,0,18
2010-07-29,-0.3149999999999998,1,4
2010-07-30,-0.1784999999999999,0,4
2010-07-31,-0.1204875,2,8
2010-08-01,-0.08916074999999998,0,6
2010-08-02,-0.06984258749999998,1,1
2010-08-03,-0.05687182125000001,4,0
2010-08-04,-0.04763015029687513,0,4
2010-08-05,3.9592497603015624,0,4
2010-08-06,-1.2000000000000002,2,4
2010-08-07,0.5800000000000003,0,1
2010-08-08,0.4620000000000001,0,17
2010-08-09,3.4343500000000002,1,0
2010-08-10,0.5166189999999999,0,0
2010-08-11,3.78721405,0,4
2010-08-12,4.906288155,0,1
2010-08-13,-0.021157979562500095,3,16
2010-08-14,0.7717222108187505,0,1
2010-08-15,2.9802895594843752,0,2
2010-08-16,4.424910300001563,4,5
2010-08-17,0.6365616097046871,2,13
2010-08-18,-1.7859877427124995,2,38
2010-08-19,3.2644328359562502,1,17
2010-08-20,-1.5785072422734379,0,22
2010-08-21,-1.5691819266765623,0,3
2010-08-22,-0.9076762962453124,0,11
2010-08-23,-0.6359909397765627,0,9
2010-08-24,2.533072208976562,0,3
2010-08-25,1.776327404057812,1,8
2010-08-26,1.596722399053125,0,10
2010-08-27,0.49457572918906245,3,16
2010-08-28,-1.2977812829296875,0,0
2010-08-29,-0.6117316632328123,0,0
2010-08-30,-0.39849083749999986,0,6
2010-08-31,-0.29620015875,1,20
2010-09-01,-0.23378505904687513,3,8
2010-09-02,0.8081860637546873,1,8
2010-09-03,-0.4262949374953128,0,14
2010-09-04,-0.17750367322968758,0,6
2010-09-05,-0.08666682646562501,0,10
2010-09-06,-0.0401625,0,24
2010-09-07,-0.029720249999999997,2,8
2010-09-08,1.9767191375,2,54
2010-09-09,-0.6189572737500001,0,61
2010-09-10,-0.2258767167656249,0,11
2010-09-11,-0.13258341323281247,7,23
2010-09-12,-0.080325,5,1
2010-09-13,1.9405595,6,3
2010-09-14,-0.6465617250000001,0,29
2010-09-15,0.7520854525000001,9,12
2010-09-16,1.5492465664687498,1,19
2010-09-17,-0.8124918264656251,4,7
2010-09-18,-0.3289404999999998,0,2
2010-09-19,0.794275775,7,1
2010-09-20,-0.44795979750000003,2,6
2010-09-21,-0.21947479603125,1,4
2010-09-22,1.847814174784375,5,1
2010-09-23,-0.6939537642656252,2,0
2010-09-24,0.7149429032359376,10,0
2010-09-25,-0.46944768896562505,0,0
2010-09-26,-0.2042822737499999,0,0
2010-09-27,-0.13481721676562503,0,8
2010-09-28,-0.10030763823281251,2,10
2010-09-29,0.9323652025,4,12
2010-09-30,1.64496570396875,3,7
2010-10-01,0.24887589978437497,3,17
2010-10-02,1.414623283234375,0,0
2010-10-03,8.122254086767187,3,0
2010-10-04,1.9204547500000002,4,12
2010-10-05,6.313116137500001,0,11
2010-10-06,-0.9360642487499997,2,19
2010-10-07,0.3595248732343759,6,4
2010-10-08,1.670349404485938,4,7
2010-10-09,4.50595039676875,1,0
2010-10-10,-3.4188263730140624,6,0
2010-10-11,8.342980341393751,11,10
2010-10-12,-1.108403104173438,4,7
2010-10-13,0.31245957419531223,5,5
2010-10-14,5.662082109357812,3,4
2010-10-15,2.377699477504687,6,2
2010-10-16,0.5268519769890627,9,0
2010-10-17,7.086072454709376,8,0
2010-10-18,3.458040032370312,1,10
2010-10-19,2.54778142359375,0,8
2010-10-20,7.699445496125,1,21
2010-10-21,-1.711229754995312,0,25
2010-10-22,-0.8696335663234374,0,10
2010-10-23,-1.0654648264562505,0,2
2010-10-24,-0.36381873395937525,9,24
2010-10-25,-0.03351804808750014,0,21
2010-10-26,5.156712367296874,0,15
2010-10-27,10.861099191778123,0,5
2010-10-28,1.3749583236828116,0,3
2010-10-29,-1.4562068721062493,9,1
2010-10-30,5.004981924271876,5,4
2010-10-31,5.941203304270313,1,16
2010-11-01,22.024478155003123,0,49
2010-11-02,-4.4720825012468755,0,8
2010-11-03,-3.2071324638249994,0,15
2010-11-04,-3.295788431098437,2,13
2010-11-05,-2.89801352386875,0,8
2010-11-06,-0.8541026079265626,0,4
2010-11-07,1.355771001176562,0,30
2010-11-08,-1.0532892897687507,1,4
2010-11-09,3.5476880349999984,3,7
2010-11-10,1.6341723583703116,5,5
2010-11-11,-2.08279565344375,0,4
2010-11-12,0.07326893103593779,6,23
2010-11-13,1.1290839755171875,12,19
2010-11-14,-1.110280650515625,4,15
2010-11-15,9.415043850220313,1,15
2010-11-16,-0.4036992752140631,6,10
2010-11-17,1.771158657939063,13,7
2010-11-18,8.675854704273437,1,4
2010-11-19,5.580022348318749,2,9
2010-11-20,4.135518735734376,12,3
2010-11-21,-3.9324562217640615,3,3
2010-11-22,2.3127493485343757,9,25
2010-11-23,-2.1778101889062507,8,11
2010-11-24,-2.058547865125,5,12
2010-11-25,6.744259506989062,5,16
2010-11-26,3.6818892126468743,0,9
2010-11-27,-2.6308447894671882,23,14
2010-11-28,-1.9548064194687498,2,10
2010-11-29,4.901005332889063,5,7
2010-11-30,1.5096762291890622,7,7
2010-12-01,0.6517550670703125,1,17
2010-12-02,2.965072109267188,1,5
2010-12-03,3.4230294871249995,3,8
2010-12-04,0.9187669030281249,1,2
2010-12-05,10.382485715604687,3,5
2010-12-06,11.812576244267188,7,5
2010-12-07,-2.3335082330937498,1,12
2010-12-08,-1.7157549802093737,2,8
2010-12-09,-2.4139288469781244,5,11
2010-12-10,7.691373333973438,1,20
2010-12-11,4.468785575742187,0,3
2010-12-12,2.134184682290625,0,19
2010-12-13,-1.4687321871343748,0,11
2010-12-14,4.787037236707812,1,14
2010-12-15,-1.1806192925359378,0,2
2010-12-16,1.1655671347890628,0,11
2010-12-17,-1.775256706464062,0,7
2010-12-18,-1.8148928321390625,0,1
2010-12-19,2.8174824130312492,1,0
2010-12-20,5.014182792295312,1,0
2010-12-21,0.9567416795734367,0,3
2010-12-22,3.4795205049265627,1,0
2010-12-23,5.947442586340625,0,0
2010-12-24,-2.091232880510937,1,0
2010-12-25,-2.4340255696968747,0,0
2010-12-26,-0.35773454573281205,1,0
2010-12-27,0.7518847666874999,2,0
2010-12-28,1.5662078097093746,2,0
2010-12-29,5.289197335307812,0,0
2010-12-30,5.0590663577249995,0,2
2010-12-31,3.3141492722124997,9,0
2011-01-01,-3.7137130151265625,4,0
2011-01-02,-1.6739840752156243,1,5
2011-01-03,2.9305243982343754,5,1
2011-01-04,7.015925794485938,6,1
2011-01-05,-2.7217865430125,4,2
2011-01-06,1.050488515442188,4,0
2011-01-07,4.944051456995312,3,0
2011-01-08,-3.1746478232218758,0,2
2011-01-09,2.590647907370313,3,2
2011-01-10,7.9479353925,0,5
2011-01-11,0.9522985566874995,10,4
2011-01-12,-1.2820657150718748,0,16
2011-01-13,2.7613847053890628,2,7
2011-01-14,2.278079520220312,2,5
2011-01-15,3.1129742929421873,5,1
2011-01-16,0.7448521373703123,2,1
2011-01-17,12.2427630829375,3,4
2011-01-18,8.0191373356625,0,11
2011-01-19,5.227887173843749,2,11
2011-01-20,-0.6123326809453111,0,27
2011-01-21,6.04465954595625,8,2
2011-01-22,8.993753507507812,4,10
2011-01-23,0.5017471007421879,2,5
2011-01-24,0.01758347229062629,0,7
2011-01-25,2.0101344130843746,1,7
2011-01-26,2.0714420567890617,0,9
2011-01-27,3.290374733553125,0,7
2011-01-28,7.1537587918625,0,6
2011-01-29,0.9572906299312489,1,1
2011-01-30,-0.004090912045312756,5,2
2011-01-31,-0.08581636261718728,3,6
2011-02-01,12.63919343979375,0,16
2011-02-02,-0.6668658130062504,0,22
2011-02-03,0.2358963000109382,0,1
2011-02-04,1.9961978007453132,1,2
