,twbs/bootstrap,mui/material-ui,ant-design/ant-design
2023-06-07,0,0.0,19
2023-06-08,1,2.0,2
2023-06-09,0,4.8,4
2023-06-10,0,0.4099999999999995,0
2023-06-11,0,3.6179999999999994,1
2023-06-12,0,10.371175,12
2023-06-13,3,0.5559539999999994,10
2023-06-14,0,4.063429725,8
2023-06-15,0,7.909735795,10
2023-06-16,0,4.438478380218751,7
2023-06-17,0,-0.4944902663999997,0
2023-06-18,1,-0.0027654981953117996,2
2023-06-19,0,5.222426961651564,8
2023-06-20,0,4.830629941684376,10
2023-06-21,0,5.698686402323438,10
2023-06-22,0,2.5787661386,2
2023-06-23,0,3.766074980179688,0
2023-06-24,0,-0.2574307596671872,8
2023-06-25,6,1.169634800518751,21
2023-06-26,0,4.253531331948438,10
2023-06-27,0,3.9892155043703132,9
2023-06-28,0,2.8786468329406256,9
2023-06-29,0,3.947502096175,9
2023-06-30,1,5.876258286435938,11
2023-07-01,0,0.6582490535281251,0
2023-07-02,0,0.039706219304687984,0
2023-07-03,0,12.293906477682814,12
2023-07-04,1,5.2000229486,5
2023-07-05,0,3.3323370747421874,16
2023-07-06,7,2.5337339165078125,18
2023-07-07,0,3.7053538760281257,12
2023-07-08,0,-0.3209771087890616,5
2023-07-09,0,-0.9152582025328114,3
2023-07-10,1,7.386548093162501,6
2023-07-11,0,6.727467642010938,10
2023-07-12,1,11.454473944673438,8
2023-07-13,0,1.8790648696703114,2
2023-07-14,0,2.4728019915078123,6
2023-07-15,1,-1.3372646714718746,6
2023-07-16,0,3.151594824304689,3
2023-07-17,6,10.991387727464064,8
2023-07-18,0,11.136480763375001,7
2023-07-19,0,5.6409295743375,13
2023-07-20,0,2.901748275509375,6
2023-07-21,0,8.265249879970312,9
2023-07-22,0,-2.039530212206249,3
2023-07-23,2,1.7967679048562515,3
2023-07-24,6,8.8402497304375,10
2023-07-25,2,9.179861932418751,18
2023-07-26,1,3.8235985678656252,8
2023-07-27,2,5.185192306657813,14
2023-07-28,0,4.235555402134375,12
2023-07-29,1,5.348381569664063,2
2023-07-30,0,0.28035101089062575,2
2023-07-31,0,7.788237960953126,6
2023-08-01,1,7.251825328485938,3
2023-08-02,2,5.048725766468751,8
2023-08-03,0,6.177932545260938,15
2023-08-04,0,5.134236428675001,10
2023-08-05,3,1.1893050054046883,0
2023-08-06,1,-1.390705061324999,0
2023-08-07,0,11.091152777467189,19
2023-08-08,0,5.146038624037501,14
2023-08-09,0,6.2405387862859385,7
2023-08-10,0,2.1711982285671874,6
2023-08-11,0,9.540069616873438,5
2023-08-12,0,-2.013488600146875,0
