,llvm/llvm-project,gcc-mirror/gcc,golang/go
2016-08-23,97,23,44
2016-08-24,90,11,14
2016-08-25,88,8,19
2016-08-26,93,20,23
2016-08-27,39,6,4
2016-08-28,25,7,6
2016-08-29,77,19,20
2016-08-30,145,19,30
2016-08-31,135,19,21
2016-09-01,100,21,11
2016-09-02,122,13,12
2016-09-03,43,3,2
2016-09-04,37,9,11
2016-09-05,41,14,7
2016-09-06,83,11,19
2016-09-07,119,8,13
2016-09-08,119,4,30
2016-09-09,114,17,18
2016-09-10,28,14,12
2016-09-11,35,7,17
2016-09-12,93,14,23
2016-09-13,145,19,18
2016-09-14,135,18,24
2016-09-15,117,17,24
2016-09-16,113,22,32
2016-09-17,44,3,9
2016-09-18,27,4,3
2016-09-19,77,22,13
2016-09-20,84,28,18
2016-09-21,81,32,16
2016-09-22,84,36,9
2016-09-23,103,68,7
2016-09-24,27,7,4
2016-09-25,23,8,10
2016-09-26,86,28,20
2016-09-27,94,34,21
2016-09-28,91,30,8
2016-09-29,144,25,17
2016-09-30,161,29,14
2016-10-01,67,4,7
2016-10-02,25,3,4
2016-10-03,82,17,16
2016-10-04,112,16,27
2016-10-05,137,44,30
2016-10-06,98,19,22
2016-10-07,100,27,11
2016-10-08,56,11,2
2016-10-09,22,9,7
2016-10-10,120,36,5
2016-10-11,125,47,18
2016-10-12,127,57,42
2016-10-13,92,60,23
2016-10-14,114,39,3
2016-10-15,21,10,8
2016-10-16,36,7,6
2016-10-17,84,35,43
2016-10-18,109,25,33
2016-10-19,112,24,35
2016-10-20,116,27,16
2016-10-21,103,38,15
2016-10-22,28,6,9
2016-10-23,23,8,2
2016-10-24,88,32,41
2016-10-25,100,35,52
2016-10-26,111,41,35
2016-10-27,107,23,38
2016-10-28,110,24,69
2016-10-29,28,7,12
2016-10-30,21,7,10
2016-10-31,120,29,28
2016-11-01,113,24,33
2016-11-02,96,34,19
2016-11-03,102,21,50
2016-11-04,40,22,19
2016-11-05,26,8,11
2016-11-06,33,6,1
2016-11-07,87,40,20
2016-11-08,115,26,17
2016-11-09,106,29,8
2016-11-10,106,24,25
2016-11-11,152,14,30
2016-11-12,52,9,12
2016-11-13,50,19,7
2016-11-14,121,29,6
2016-11-15,128,46,14
2016-11-16,117,53,19
2016-11-17,104,40,22
2016-11-18,117,25,11
2016-11-19,57,13,1
2016-11-20,38,10,2
2016-11-21,82,34,8
2016-11-22,96,32,21
2016-11-23,103,67,8
2016-11-24,65,30,3
2016-11-25,48,28,1
2016-11-26,34,2,1
2016-11-27,20,12,0
2016-11-28,68,31,6
2016-11-29,126,30,20
2016-11-30,77,59,21
2016-12-01,116,38,31
2016-12-02,98,50,8
2016-12-03,51,11,3
2016-12-04,21,4,3
2016-12-05,108,16,7
2016-12-06,124,36,10
2016-12-07,103,32,13
2016-12-08,134,33,11
2016-12-09,113,25,22
2016-12-10,44,8,3
2016-12-11,51,9,1
2016-12-12,86,24,6
2016-12-13,101,21,11
2016-12-14,119,28,13
2016-12-15,149,48,20
2016-12-16,114,23,6
2016-12-17,37,9,0
2016-12-18,20,5,0
2016-12-19,74,26,7
2016-12-20,65,13,14
2016-12-21,73,37,11
2016-12-22,98,14,4
2016-12-23,73,3,3
2016-12-24,37,4,2
2016-12-25,26,1,0
2016-12-26,27,8,0
2016-12-27,80,14,0
2016-12-28,53,4,1
2016-12-29,37,9,1
2016-12-30,45,10,1
2016-12-31,21,1,1
2017-01-01,11,8,0
2017-01-02,40,6,3
2017-01-03,66,21,5
2017-01-04,118,32,6
2017-01-05,141,33,8
2017-01-06,111,58,11
2017-01-07,67,8,6
2017-01-08,34,7,1
2017-01-09,102,30,7
2017-01-10,108,29,13
2017-01-11,104,33,4
2017-01-12,105,38,10
2017-01-13,102,63,9
2017-01-14,55,10,4
2017-01-15,43,6,0
2017-01-16,86,27,4
2017-01-17,117,35,5
2017-01-18,113,38,4
2017-01-19,81,53,2
2017-01-20,131,53,6
2017-01-21,45,13,1
2017-01-22,33,9,0
2017-01-23,79,58,1
2017-01-24,129,28,9
2017-01-25,113,21,7
2017-01-26,112,34,5
2017-01-27,92,25,1
2017-01-28,54,8,1
2017-01-29,43,2,2
2017-01-30,123,19,2
2017-01-31,133,27,3
2017-02-01,105,17,34
2017-02-02,120,20,29
2017-02-03,79,26,28
2017-02-04,41,7,9
2017-02-05,49,13,1
2017-02-06,90,29,16
2017-02-07,114,19,31
2017-02-08,144,15,21
2017-02-09,122,21,25
2017-02-10,130,21,26
2017-02-11,71,14,9
2017-02-12,51,7,3
2017-02-13,71,25,24
2017-02-14,110,26,21
2017-02-15,123,17,17
2017-02-16,108,15,12
2017-02-17,133,22,19
2017-02-18,68,8,4
2017-02-19,39,12,7
2017-02-20,53,27,1
2017-02-21,99,26,22
2017-02-22,107,18,15
2017-02-23,127,16,8
2017-02-24,136,28,21
2017-02-25,72,8,6
2017-02-26,27,4,1
2017-02-27,107,13,15
2017-02-28,127,23,26
2017-03-01,152,18,28
2017-03-02,105,24,27
2017-03-03,87,27,19
2017-03-04,50,5,12
2017-03-05,10,5,2
2017-03-06,106,25,32
2017-03-07,123,11,24
2017-03-08,76,13,11
2017-03-09,80,31,14
2017-03-10,101,28,9
2017-03-11,39,10,4
2017-03-12,24,6,2
2017-03-13,93,19,17
2017-03-14,102,16,19
2017-03-15,123,20,10
2017-03-16,96,23,15
2017-03-17,130,19,26
2017-03-18,27,10,4
2017-03-19,34,3,9
2017-03-20,88,26,21
2017-03-21,135,27,25
2017-03-22,99,27,25
2017-03-23,103,13,23
2017-03-24,83,32,25
2017-03-25,32,6,7
2017-03-26,43,4,7
2017-03-27,65,20,11
2017-03-28,72,29,11
2017-03-29,68,11,23
2017-03-30,95,9,25
2017-03-31,123,17,34
2017-04-01,39,1,5
2017-04-02,24,5,1
