,emberjs/ember.js,facebook/react,angular/angular
2014-10-18,3,1,2.0
2014-10-19,11,1,-0.7999999999999998
2014-10-20,7,6,-0.24
2014-10-21,7,5,-0.128
2014-10-22,4,7,-0.0832000000000001
2014-10-23,17,15,-0.059904000000000034
2014-10-24,1,6,-0.04592640000000001
2014-10-25,11,0,-0.03674111999999999
2014-10-26,7,2,-0.030311423999999986
2014-10-27,16,7,6.9744036864
2014-10-28,14,30,5.200000000000001
2014-10-29,9,5,2.960000000000001
2014-10-30,8,9,-1.2079999999999993
2014-10-31,2,5,-1.8432
2014-11-01,12,1,-1.7504640000000005
2014-11-02,10,0,-1.0035584000000006
2014-11-03,6,2,-0.7107635200000002
2014-11-04,7,7,5.454747136
2014-11-05,11,5,7.1617316864000005
2014-11-06,11,10,3.993449881600001
2014-11-07,1,5,-2.3374247935999986
2014-11-08,7,5,-1.2231501824
2014-11-09,10,0,-2.3445101568
2014-11-10,9,0,-0.24369920000000067
2014-11-11,12,3,0.7377766399999999
2014-11-12,16,1,2.4256353280000003
2014-11-13,9,4,-2.4264747007999996
2014-11-14,14,0,18.984978944
2014-11-15,21,6,-7.566543667199998
2014-11-16,9,4,-3.1179730944
2014-11-17,37,19,-0.6097012736000003
2014-11-18,20,15,5.560250367999999
2014-11-19,10,9,-0.6772318207999999
2014-11-20,19,2,2.3205648384
2014-11-21,18,7,-3.2911670271999993
2014-11-22,8,0,-0.43463680000000027
2014-11-23,15,0,-0.348546048
2014-11-24,26,5,0.9902328831999998
2014-11-25,31,13,8.653600768
2014-11-26,23,9,1.3655841792000007
2014-11-27,9,4,-4.026459033599999
2014-11-28,15,1,-1.6102882304000001
2014-11-29,0,0,-0.9652285440000005
2014-11-30,3,2,-0.6285726720000004
2014-12-01,5,8,2.5259610111999997
2014-12-02,32,8,2.4354056192000004
2014-12-03,19,8,5.752623206400001
2014-12-04,4,2,1.9090841600000008
2014-12-05,17,3,0.18241105920000056
2014-12-06,5,1,2.911744
2014-12-07,6,3,-3.7854976
2014-12-08,14,5,14.387819519999999
2014-12-09,14,1,-6.432766975999999
2014-12-10,21,4,-1.0731689984000004
2014-12-11,9,1,1.5017735168000002
2014-12-12,2,4,3.0258190335999995
2014-12-13,15,3,-0.7764671487999997
2014-12-14,11,11,-2.7986900992
2014-12-15,15,4,-1.3639851008
2014-12-16,13,5,-0.8681963520000002
2014-12-17,17,4,2.3469678592
2014-12-18,18,19,3.4557729792000003
2014-12-19,11,5,-2.6253321215999996
2014-12-20,4,2,-0.9892385791999999
2014-12-21,41,2,-0.5670560768000001
2014-12-22,25,4,-0.3362504704000003
2014-12-23,25,7,-0.2186496000000001
2014-12-24,27,1,0.83007232
2014-12-25,11,2,-0.5373199359999998
2014-12-26,5,0,-0.23417303039999995
2014-12-27,3,0,-0.12799078399999997
2014-12-28,5,0,-0.04160000000000005
2014-12-29,9,5,5.970048
2014-12-30,23,3,1.5770368000000006
2014-12-31,6,2,-2.3383705599999995
2015-01-01,21,1,-0.879155712
2015-01-02,23,2,-0.5183981568000002
2015-01-03,20,0,-0.3461120000000003
2015-01-04,14,0,-0.2575872000000001
2015-01-05,19,12,-0.20207616
2015-01-06,8,1,4.835583488
2015-01-07,7,6,8.8625882112
2015-01-08,1,2,0.948807372800001
2015-01-09,3,2,5.960000000000001
2015-01-10,7,1,-5.632
2015-01-11,8,1,-2.1913600000000004
2015-01-12,4,3,1.6661119999999996
2015-01-13,15,17,2.8598399999999997
2015-01-14,7,4,-0.07515391999999954
2015-01-15,16,7,4.437441024
