,golang/go,nim-lang/Nim,rust-lang/rust
2014-07-16,11,2.0,28
2014-07-17,10,1.7999999999999998,27
2014-07-18,12,5.71,36
2014-07-19,6,9.253,20
2014-07-20,6,-0.3683250000000009,17
2014-07-21,8,-0.7945585000000003,58
2014-07-22,7,12.487467475,31
2014-07-23,9,6.3196630825,29
2014-07-24,4,4.3128739064687505,48
2014-07-25,5,-1.5807333836031254,43
2014-07-26,5,11.035080941834376,23
2014-07-27,0,3.0970123083781256,23
2014-07-28,4,5.442427999125001,23
2014-07-29,12,4.378386496214063,48
2014-07-30,11,2.402440285796876,21
2014-07-31,12,1.5814927354078134,41
2014-08-01,5,6.841233901618751,29
2014-08-02,1,5.464880217284375,27
2014-08-03,1,0.41272717506250034,18
2014-08-04,2,-1.1747102442593742,23
2014-08-05,16,13.268667068710938,23
2014-08-06,47,3.0693658316546877,41
2014-08-07,42,5.488614193971875,24
2014-08-08,13,7.400582493309375,28
2014-08-09,0,4.147502039517188,28
2014-08-10,0,9.310196596103125,13
2014-08-11,10,2.8860819812171874,15
2014-08-12,37,8.297300734928125,41
2014-08-13,38,6.910915299031251,50
2014-08-14,18,11.82197251316875,25
2014-08-15,12,5.341615454960937,21
2014-08-16,4,1.670040150107813,14
2014-08-17,0,3.1730297278328137,24
2014-08-18,9,-1.6850589146374984,30
2014-08-19,23,12.900441482026565,34
2014-08-20,5,1.8241271659140632,22
2014-08-21,19,1.3715093100000009,36
2014-08-22,10,3.6894725749578132,18
2014-08-23,4,-0.3425902871281239,25
2014-08-24,12,-0.8797170535999989,23
2014-08-25,35,-0.5796596502218739,16
2014-08-26,11,-0.4301168101796862,15
2014-08-27,9,10.68093654528125,23
2014-08-28,33,19.628934911184373,21
2014-08-29,25,3.2740691570593734,30
2014-08-30,16,16.05736818106406,23
2014-08-31,1,19.052649924304685,35
2014-09-01,15,-2.800595602535938,11
2014-09-02,17,-0.210208887499999,21
2014-09-03,14,2.2609415787500025,18
2014-09-04,23,2.3196323605781286,24
2014-09-05,18,7.390968646276565,31
2014-09-06,8,4.025521661151564,19
2014-09-07,10,0.2862704205031259,25
2014-09-08,28,2.727283046759376,24
2014-09-09,17,13.81939198869375,45
2014-09-10,4,8.869415936432812,25
2014-09-11,11,5.755070645365624,19
2014-09-12,17,-0.08806750345625058,26
2014-09-13,0,4.539499070215626,15
2014-09-14,3,6.405126256582814,35
2014-09-15,12,-1.7809189637468739,36
2014-09-16,23,3.932482461615626,22
2014-09-17,13,5.7113446358718765,61
2014-09-18,14,16.466691673789065,30
2014-09-19,22,2.343472650479687,21
2014-09-20,0,-1.87099822381875,18
2014-09-21,1,5.873821596834376,12
2014-09-22,7,0.4800080681593766,43
2014-09-23,5,0.8767926109625015,19
2014-09-24,21,0.06750258617187599,34
2014-09-25,16,0.23389345121093885,31
2014-09-26,21,2.3573676667171886,21
2014-09-27,1,2.261786501775001,16
2014-09-28,1,2.3376298385703125,9
2014-09-29,14,-0.672768858609375,47
2014-09-30,22,-0.4118822487828121,37
2014-10-01,12,3.7439722101468753,40
2014-10-02,9,9.4127164981625,67
2014-10-03,9,-1.319084541801563,43
2014-10-04,4,5.326129082167188,22
2014-10-05,1,6.945167414595312,27
2014-10-06,18,-1.3949934966546873,25
2014-10-07,13,0.22998789239218786,29
2014-10-08,13,0.37203009000000076,23
2014-10-09,11,0.4437892854375012,48
2014-10-10,2,4.489315384700001,12
2014-10-11,3,9.149990697140625,25
2014-10-12,1,4.563561301906249,23
2014-10-13,5,-0.36938088184062545,41
2014-10-14,6,3.1341242209625,22
2014-10-15,19,1.0629672282343756,28
2014-10-16,10,0.21148657569843843,27
2014-10-17,9,2.373581228198438,21
2014-10-18,2,1.2530837948859381,17
2014-10-19,5,18.313306417164064,16
2014-10-20,16,-0.33353614970312595,15
2014-10-21,7,10.67923551176875,23
2014-10-22,10,-0.003196759598438348,20
2014-10-23,3,-0.32513276992499884,21
2014-10-24,9,4.034485618162501,19
2014-10-25,1,2.808447078417189,26
2014-10-26,1,2.8303365626109387,21
2014-10-27,17,-1.1541231948687494,53
2014-10-28,21,-0.7515924542140614,41
2014-10-29,22,3.555799383740626,24
2014-10-30,16,2.2560563847875006,45
2014-10-31,9,4.3210504506625,37
2014-11-01,2,6.097736747385937,18
2014-11-02,1,11.782207700257812,30
2014-11-03,8,16.04417683779375,76
2014-11-04,4,3.1775937898562487,24
2014-11-05,8,0.9104179274999997,34
2014-11-06,14,2.398205846687501,69
2014-11-07,4,2.502654332059377,40
2014-11-08,1,4.598623341064064,18
2014-11-09,7,-1.5427947300390614,31
2014-11-10,13,3.023161105545314,18
2014-11-11,26,1.8944200677515637,18
2014-11-12,16,4.037039637509376,32
2014-11-13,7,3.9781786107375003,20
2014-11-14,21,10.920033330329687,20
2014-11-15,2,0.16761466029374938,14
2014-11-16,4,6.8221839117625,42
2014-11-17,10,1.449849812284375,62
2014-11-18,11,0.8171018466875011,42
2014-11-19,6,3.0186951070593757,73
2014-11-20,9,3.9405157460640634,38
2014-11-21,13,-0.17720570775781175,55
2014-11-22,4,1.1870272386328131,18
2014-11-23,1,1.2494580360375007,46
2014-11-24,4,-0.6392288229468743,25
2014-11-25,4,0.5810225481656257,36
2014-11-26,0,-0.36895978113906197,33
2014-11-27,0,4.757740049115625,45
2014-11-28,0,3.320411803528125,11
2014-11-29,0,1.2542635068046875,7
2014-11-30,0,1.4116603789328122,16
2014-12-01,2,0.4435911563968752,12
2014-12-02,2,-0.4381251513218746,18
2014-12-03,2,1.7168296244843755,33
2014-12-04,2,2.581426116214063,41
2014-12-05,11,1.4385636249218752,60
2014-12-06,4,1.4631043177578125,17
2014-12-07,0,0.49509355882500006,51
2014-12-08,13,8.611750972646876,27
2014-12-09,7,0.8556347069124994,42
2014-12-10,7,6.222869217464062,20
2014-12-11,9,3.8218622602187495,17
2014-12-12,12,6.831906688381251,24
2014-12-13,4,1.5094416613609374,122
2014-12-14,3,3.8551428601468753,79
2014-12-15,4,3.7683369406625005,47
2014-12-16,9,-0.26521889967656165,37
2014-12-17,2,11.103386264895313,63
2014-12-18,21,5.21629677256875,41
2014-12-19,7,6.312734609670313,103
2014-12-20,8,2.224121831945312,45
2014-12-21,2,6.559258946915626,57
2014-12-22,27,5.312292883564063,62
2014-12-23,22,2.289009075992188,26
2014-12-24,5,3.5685949818046883,22
2014-12-25,1,-0.41543758247343643,35
2014-12-26,5,20.978266458459377,30
2014-12-27,2,-0.8679766068765629,27
2014-12-28,7,3.32737277015,35
2014-12-29,6,8.44130791198125,63
2014-12-30,7,13.002954391103126,126
2014-12-31,3,6.345910786435938,42
2015-01-01,6,1.6223590535281254,49
2015-01-02,7,22.158343331804687,70
2015-01-03,2,11.385495806120312,61
2015-01-04,7,-0.5127137380718745,60
2015-01-05,11,16.74029282985,127
2015-01-06,22,14.554592050914064,136
2015-01-07,25,6.182755963156251,78
2015-01-08,17,0.7724005598203134,109
2015-01-09,8,-2.3814795723859357,43
2015-01-10,3,23.387730346231255,33
2015-01-11,2,15.260817017653126,48
2015-01-12,12,7.128798319164062,86
2015-01-13,8,16.729731837595313,32
2015-01-14,21,5.9515446550359385,34
2015-01-15,14,8.699756489196876,91
2015-01-16,6,1.7951821600781264,50
2015-01-17,2,18.523449696106255,44
2015-01-18,3,35.20926980835937,46
2015-01-19,15,8.826342330554686,43
2015-01-20,9,-1.768537191354688,72
2015-01-21,30,1.846368999292189,96
2015-01-22,5,9.330616151625005,51
2015-01-23,10,3.0203302247031285,28
2015-01-24,4,2.5188473457406277,43
2015-01-25,1,1.8633240727421896,22
2015-01-26,10,-0.8799653421140596,31
2015-01-27,10,22.689952904614064,66
2015-01-28,29,9.872886641664062,44
2015-01-29,16,6.143131697314062,40
2015-01-30,27,3.4566842411328116,65
2015-01-31,1,4.846170610225002,28
2015-02-01,0,13.962314022206252,36
2015-02-02,11,2.1112702390078133,51
2015-02-03,29,6.8309556543406265,43
2015-02-04,23,32.67694747133906,21
2015-02-05,13,-1.9956931213156253,49
2015-02-06,26,4.153323334892188,71
2015-02-07,5,16.479706125332815,35
2015-02-08,7,8.470581241175001,18
2015-02-09,11,4.733614680248438,21
2015-02-10,13,8.182775340596876,66
2015-02-11,22,4.13672076392969,75
2015-02-12,17,15.48693594537969,39
2015-02-13,34,12.562400110945314,46
2015-02-14,10,11.573379372532813,25
2015-02-15,4,6.466067879951563,71
2015-02-16,8,33.87632808812969,71
2015-02-17,29,-1.5896989808062507,86
2015-02-18,14,10.595180137790628,123
2015-02-19,21,1.3474794484953132,36
2015-02-20,22,16.22436907046719,17
2015-02-21,8,9.194732327353126,53
2015-02-22,3,0.4729202391906271,72
2015-02-23,30,0.4597722705546894,64
2015-02-24,15,15.009669683062503,105
2015-02-25,38,3.9060166441078144,32
2015-02-26,27,1.6842337388875013,31
2015-02-27,12,8.12673360816875,34
2015-02-28,11,7.800228938773439,41
2015-03-01,20,5.6495506601140635,43
2015-03-02,28,-1.134960886279687,32
2015-03-03,30,11.640880727059375,76
2015-03-04,24,10.741045697376563,31
2015-03-05,31,18.37427890577969,55
2015-03-06,15,7.455281192685936,59
2015-03-07,3,10.9542591472,15
2015-03-08,4,9.746786511984375,38
2015-03-09,8,5.770334861765626,35
2015-03-10,12,7.158177402946876,33
2015-03-11,12,9.204533514510938,24
2015-03-12,18,26.98793008907969,33
2015-03-13,10,5.163101259954687,29
2015-03-14,8,6.348278993573438,18
2015-03-15,7,1.7968625761359385,42
2015-03-16,26,16.478288604043755,30
2015-03-17,25,16.43569148739219,53
2015-03-18,10,-0.06455003297968709,37
2015-03-19,15,-1.7692192940468736,57
2015-03-20,28,-0.9535639583999971,41
2015-03-21,3,5.497136018765629,10
2015-03-22,0,14.336296625734377,23
2015-03-23,13,5.3655199308125,96
2015-03-24,27,5.745406565023438,65
2015-03-25,10,6.814764494004688,24
2015-03-26,11,6.838076738468751,44
2015-03-27,15,10.897440493090626,79
2015-03-28,11,0.43805076069843807,26
2015-03-29,1,0.18543121635468873,34
2015-03-30,16,5.557556103998439,37
2015-03-31,12,-0.7072990771999981,75
2015-04-01,16,11.894456046837501,95
2015-04-02,21,-0.058430316178125,34
2015-04-03,20,12.664220421285938,37
2015-04-04,5,3.7464373942234372,42
2015-04-05,0,5.176059247985938,18
2015-04-06,12,9.245006180110938,21
2015-04-07,24,2.8265157450687504,43
2015-04-08,38,14.216988142982814,68
2015-04-09,20,25.28091951076094,38
2015-04-10,24,12.634789718501562,57
2015-04-11,11,11.993952897709374,45
2015-04-12,15,3.028384425153125,21
2015-04-13,32,3.9538699724250024,36
2015-04-14,13,6.296364407826565,86
2015-04-15,22,3.2946508170265654,49
2015-04-16,36,-2.336470478429685,31
2015-04-17,30,6.414565808737502,75
2015-04-18,9,3.062757830228127,35
2015-04-19,2,2.4053107873890642,22
2015-04-20,16,8.652825682065625,35
2015-04-21,31,14.207614499889063,99
2015-04-22,22,16.39228453760781,30
2015-04-23,11,0.6934705990828114,45
2015-04-24,22,21.812955252284375,63
2015-04-25,1,3.2020694646249996,50
2015-04-26,11,11.164517204634377,25
2015-04-27,24,2.8103350727578134,51
2015-04-28,24,5.453277082200002,31
2015-04-29,32,2.4990506876406267,97
2015-04-30,22,3.8904650771281277,70
2015-05-01,21,-0.9588437477453104,44
