,emberjs/ember.js,facebook/react,angular/angular
2019-03-30,5,1.2617413632000005,0.0
2019-03-31,3,-4.3122028544,0.0
2019-04-01,5,10.153152,30.0
2019-04-02,9,6.006750208000001,29.0
2019-04-03,24,12.9403588608,11.0
2019-04-04,2,23.199317811200004,16.0
2019-04-05,2,2.3210851328000004,4.0
2019-04-06,10,-3.514083839999998,0.0
2019-04-07,3,16.3636980736,0.0
2019-04-08,5,14.0137659392,16.0
2019-04-09,4,3.344052736000002,9.0
2019-04-10,4,35.331753574400004,15.0
2019-04-11,8,-16.353227161599996,16.0
2019-04-12,4,29.104032256,6.0
2019-04-13,0,-6.142094131199997,3.0
2019-04-14,1,-16.597721088,0.0
2019-04-15,4,1.2570048511999978,16.0
2019-04-16,1,7.450115686399998,10.0
2019-04-17,6,-0.7760378879999976,17.0
2019-04-18,2,10.3303128064,6.0
2019-04-19,3,10.357184102400002,34.0
2019-04-20,0,-0.21519452159999908,4.0
2019-04-21,0,-5.430703615999999,0.0
2019-04-22,4,10.72928768,15.0
2019-04-23,5,1.1740703744000012,20.0
2019-04-24,10,10.6128955392,26.0
2019-04-25,8,13.734386073600001,44.0
2019-04-26,3,-2.4092532735999974,38.0
2019-04-27,0,-12.362687180799998,1.0
2019-04-28,0,2.2296378367999994,0.0
2019-04-29,1,-1.793816576000001,27.0
2019-04-30,4,10.5503058944,6.0
2019-05-01,0,10.622694604800001,7.0
2019-05-02,4,-5.874935910399998,1.0
2019-05-03,4,8.793230643200001,0.0
2019-05-04,0,-6.956795801599998,0.0
2019-05-05,0,-3.2561866752000004,0.0
2019-05-06,0,5.386850303999999,11.0
2019-05-07,0,1.1913312256,12.0
2019-05-08,0,8.576295424,19.0
2019-05-09,1,0.8254246912000021,14.0
2019-05-10,0,7.127980032,12.0
2019-05-11,0,-8.5570864128,0.0
2019-05-12,0,-0.5417115648000008,0.0
2019-05-13,6,10.715488665599999,13.0
2019-05-14,3,-3.4240444415999995,19.0
2019-05-15,0,0.42354196480000006,11.0
2019-05-16,0,3.710613094400001,43.0
2019-05-17,1,-2.3010194431999995,23.0
2019-05-18,0,-2.4619809792000003,0.0
2019-05-19,0,-2.1555786752,0.0
2019-05-20,0,8.810932224,8.0
2019-05-21,0,2.1327113216000004,23.0
2019-05-22,1,21.3531885568,23.0
2019-05-23,2,10.747222732800001,20.0
2019-05-24,5,-5.447311359999997,16.0
2019-05-25,0,-6.3809429504,0.0
2019-05-26,0,-1.806446182400001,0.0
2019-05-27,0,-3.0447981568000007,0.0
2019-05-28,0,7.213109759999999,7.0
2019-05-29,11,4.125324288000001,2.0
2019-05-30,6,1.4614319104000009,31.0
2019-05-31,2,2.954319667200001,16.0
2019-06-01,3,2.8328139776000008,0.0
2019-06-02,0,1.8817084416000007,0.0
2019-06-03,5,10.1926139904,10.0
2019-06-04,3,2.9830962176,10.0
2019-06-05,2,2.592265523200002,5.0
2019-06-06,1,-5.099539967999998,11.0
2019-06-07,6,3.185552896,7.0
2019-06-08,2,3.1697406976,0.0
2019-06-09,2,4.665015500800001,0.0
2019-06-10,1,0.747811532800001,2.0
2019-06-11,1,-2.3365745663999995,29.0
2019-06-12,0,7.4643791872000005,3.0
2019-06-13,3,-3.0782759935999993,3.0
2019-06-14,8,1.5018478591999997,25.0
2019-06-15,0,-0.6315864064000003,0.0
2019-06-16,0,-3.8195764224,0.0
2019-06-17,5,5.0894624768,5.0
2019-06-18,8,7.9635259392,15.0
2019-06-19,0,4.538580377600001,16.0
2019-06-20,6,1.147869388800002,9.0
2019-06-21,0,2.004523110400001,21.0
2019-06-22,0,2.2115268608000003,0.0
2019-06-23,0,-5.7871781888000005,0.0
2019-06-24,0,6.410383052799999,5.0
2019-06-25,1,-2.2635479039999993,35.0
2019-06-26,5,0.49034659839999994,26.0
2019-06-27,11,-0.4265767935999998,18.0
2019-06-28,3,-0.8390955008000001,8.0
2019-06-29,0,-2.1809634304,0.0
2019-06-30,1,-1.1185557504000003,0.0
2019-07-01,0,4.2907821056,11.0
2019-07-02,0,2.5435781120000005,13.0
2019-07-03,3,1.0370736128000004,3.0
2019-07-04,1,0.27994460160000045,0.0
2019-07-05,2,-0.34140088319999995,0.0
2019-07-06,0,-0.8424658944000001,0.0
2019-07-07,0,-1.2885723136000002,0.0
2019-07-08,0,4.3007232,8.0
2019-07-09,1,-1.4965401599999995,13.0
2019-07-10,4,0.6163548160000001,7.0
2019-07-11,4,2.504396288,31.0
2019-07-12,3,0.7316359168000002,13.0
2019-07-13,0,-0.08643645439999981,0.0
2019-07-14,1,-0.6847200255999999,0.0
2019-07-15,0,0.8140818431999999,7.0
2019-07-16,1,0.5673164800000001,8.0
2019-07-17,1,2.515203584,9.0
2019-07-18,1,2.7450145792000002,30.0
2019-07-19,3,2.0915907584000006,3.0
2019-07-20,0,-0.15546808319999972,2.0
2019-07-21,0,-2.4793068544,0.0
2019-07-22,0,3.8687724543999997,9.0
2019-07-23,0,5.2785364992,11.0
2019-07-24,0,10.6812340224,30.0
2019-07-25,1,3.3372560384000014,8.0
2019-07-26,2,0.7922864128000011,11.0
2019-07-27,0,-3.1574410239999997,0.0
2019-07-28,0,-1.9518899200000006,0.0
2019-07-29,0,1.1071671295999996,6.0
2019-07-30,6,1.7385369599999998,16.0
2019-07-31,5,6.31419392,8.0
2019-08-01,1,-2.7445586943999993,8.0
2019-08-02,1,4.479156736,10.0
2019-08-03,0,-3.8908715007999994,0.0
2019-08-04,1,-0.3942063104000004,0.0
2019-08-05,0,3.8866758656,21.0
2019-08-06,1,3.4656400384,0.0
2019-08-07,4,-0.30878238719999906,0.0
2019-08-08,6,3.6084828160000004,29.0
2019-08-09,3,4.619119616000001,17.0
2019-08-10,0,-3.390849126399999,3.0
2019-08-11,0,-2.9961252864000003,0.0
2019-08-12,4,11.4589166592,8.0
2019-08-13,5,7.7509586944,18.0
2019-08-14,6,18.0701284352,11.0
2019-08-15,5,3.5426233344000018,16.0
2019-08-16,15,-0.7253440512000005,5.0
2019-08-17,4,-5.3385056256,0.0
2019-08-18,2,-0.9529444352000009,0.0
2019-08-19,4,5.7441496064,13.0
2019-08-20,7,3.7259607040000002,9.0
2019-08-21,3,1.2175630336000012,21.0
2019-08-22,3,-1.089925427199999,17.0
2019-08-23,4,-4.6756881408,3.0
2019-08-24,1,-2.0556517376000003,0.0
2019-08-25,1,-2.1537225728000005,0.0
2019-08-26,0,8.715189452799999,21.0
2019-08-27,2,9.075239424000001,14.0
2019-08-28,2,1.5178412032000015,7.0
2019-08-29,2,5.639680307200001,41.0
2019-08-30,5,-6.439451443199999,29.0
2019-08-31,4,-3.4082352128000006,0.0
2019-09-01,12,-1.9393138688000007,0.0
2019-09-02,10,-0.35075655680000084,0.0
2019-09-03,12,0.58356224,9.0
2019-09-04,1,4.268993024,18.0
2019-09-05,2,4.737014476800001,15.0
2019-09-06,3,1.5949774848000011,4.0
2019-09-07,2,-4.0258855936,1.0
2019-09-08,0,-1.5772653568000004,0.0
2019-09-09,1,6.0391910399999995,23.0
2019-09-10,3,6.521107968,25.0
2019-09-11,3,13.6432494592,14.0
2019-09-12,1,-4.649274265599997,30.0
2019-09-13,5,1.4805420032,12.0
2019-09-14,5,-4.4349835264,0.0
2019-09-15,2,-2.887451340800001,0.0
2019-09-16,8,2.2966860799999993,12.0
2019-09-17,7,7.168943616,15.0
2019-09-18,8,-1.4362648575999994,13.0
2019-09-19,2,2.2455127040000007,1.0
2019-09-20,9,-2.1569006591999997,0.0
2019-09-21,2,-2.5002593280000003,0.0
2019-09-22,0,-1.2865156096000003,0.0
2019-09-23,0,11.1866796032,4.0
2019-09-24,4,-0.3990932479999989,8.0
2019-09-25,1,6.086084812800001,9.0
2019-09-26,1,2.287245824000001,2.0
2019-09-27,0,-0.3980680192000001,12.0
2019-09-28,0,1.7254756352000005,0.0
2019-09-29,0,-2.3789147136000004,0.0
2019-09-30,0,3.19241728,9.0
2019-10-01,6,-0.9749693439999998,11.0
2019-10-02,4,0.9558723583999997,38.0
2019-10-03,6,6.915759616000001,13.0
2019-10-04,8,-4.460363264,19.0
2019-10-05,2,-2.4948255744,0.0
2019-10-06,0,-1.3457013760000005,0.0
2019-10-07,5,5.113978675199999,14.0
2019-10-08,2,-1.0046150655999995,11.0
2019-10-09,5,-0.9753223167999998,8.0
2019-10-10,1,-1.3296861183999997,35.0
2019-10-11,0,1.2812796927999996,8.0
2019-10-12,2,-1.2700492799999998,0.0
2019-10-13,0,-0.4920813568000001,0.0
2019-10-14,2,2.68589824,41.0
2019-10-15,0,4.566161408,13.0
2019-10-16,0,3.0546250752000006,17.0
2019-10-17,2,0.6013215744000004,37.0
