,JetBrains/kotlin,rust-lang/rust,apple/swift
2011-06-17,24,39,0.0
2011-06-18,4,14,0.0
2011-06-19,0,24,0.0
2011-06-20,2,25,0.0
2011-06-21,0,13,0.0
2011-06-22,3,10,0.0
2011-06-23,8,15,0.0
2011-06-24,2,18,0.0
2011-06-25,0,8,0.0
2011-06-26,0,3,0.0
2011-06-27,2,38,0.0
2011-06-28,4,50,0.0
2011-06-29,9,38,0.0
2011-06-30,17,38,0.0
2011-07-01,0,33,0.0
2011-07-02,0,6,0.0
2011-07-03,0,8,0.0
2011-07-04,3,9,0.0
2011-07-05,9,26,0.0
2011-07-06,25,68,0.0
2011-07-07,3,32,0.0
2011-07-08,14,58,0.0
2011-07-09,0,15,0.0
2011-07-10,1,13,0.0
2011-07-11,2,35,0.0
2011-07-12,16,50,0.0
2011-07-13,14,32,1.0
2011-07-14,18,25,1.7
2011-07-15,10,28,-0.7050000000000001
2011-07-16,1,10,-0.26949999999999985
2011-07-17,0,8,0.8408375000000001
2011-07-18,0,15,2.58995475
2011-07-19,3,22,17.912278637500002
2011-07-20,0,22,-6.1400189987500005
2011-07-21,0,24,-2.2674537642656234
2011-07-22,0,29,-1.326044596764062
2011-07-23,0,11,2.097304061034375
2011-07-24,0,4,9.44651538875
2011-07-25,0,16,-3.130084925515625
2011-07-26,0,41,1.9450982352203132
2011-07-27,4,40,-2.4223953582453133
2011-07-28,0,51,-1.2685331014234378
2011-07-29,0,32,4.3250721625
2011-07-30,4,16,-2.0033315587500002
2011-07-31,0,4,17.076677975953125
2011-08-01,0,12,-2.024974847870313
2011-08-02,0,48,-1.5319358573265616
2011-08-03,1,32,8.683308469704688
2011-08-04,0,29,-3.6416629654312507
2011-08-05,3,40,-2.364400868749999
2011-08-06,0,4,-0.45714510882812487
2011-08-07,0,0,-1.3629994436640624
2011-08-08,0,14,0.11974302821874927
2011-08-09,0,27,0.0087674097468744
2011-08-10,0,31,1.2369395397874998
2011-08-11,0,38,3.9850117653624997
2011-08-12,0,76,26.00176237517344
2011-08-13,0,3,14.853576563017185
2011-08-14,0,4,-6.586702829265624
2011-08-15,0,46,-5.70207454948281
2011-08-16,4,49,-2.202546965515624
2011-08-17,2,33,-0.5178459899984373
2011-08-18,0,31,-2.3709233655140625
2011-08-19,0,38,0.41552422470625006
2011-08-20,0,20,3.180274344398436
2011-08-21,0,0,-2.657251117893752
2011-08-22,4,23,5.8837698528499995
2011-08-23,4,10,4.40232234831875
2011-08-24,1,21,7.8509557357343756
2011-08-25,0,6,21.308000178235936
2011-08-26,5,30,-2.834123186465625
2011-08-27,0,52,-6.100219052281249
2011-08-28,0,4,-3.201345697793749
2011-08-29,3,17,1.8487682300859376
2011-08-30,9,14,3.2462085788906245
2011-08-31,16,29,15.551904903760937
2011-09-01,8,51,3.506417067948437
2011-09-02,13,20,-3.5075630977171883
2011-09-03,5,15,-0.009661761412499636
2011-09-04,5,0,-0.299116342629687
2011-09-05,20,0,-2.7204865199999997
2011-09-06,17,4,4.3800028529375
2011-09-07,8,8,-1.9941823922750004
2011-09-08,10,4,0.16910080330624955
2011-09-09,18,9,3.2661152429046867
2011-09-10,3,9,-2.353194378357813
2011-09-11,2,1,-0.023612928010937395
2011-09-12,8,46,-0.9491942282281252
2011-09-13,11,17,-0.5430277446984375
2011-09-14,4,33,0.6311194506562497
2011-09-15,15,27,2.4081414438374997
2011-09-16,4,30,0.8251565344859373
2011-09-17,0,3,-1.10433127279375
2011-09-18,4,2,0.4844631600859376
2011-09-19,7,9,4.414915533234375
2011-09-20,4,37,1.1886499742671874
2011-09-21,3,30,-1.6327403612499998
2011-09-22,4,27,-0.7719727630156248
2011-09-23,11,42,6.491839138970312
2011-09-24,6,19,1.5351267142703118
2011-09-25,1,6,-2.1866891627156244
2011-09-26,4,23,0.9829943269843755
2011-09-27,8,31,3.731023681689062
2011-09-28,6,23,-0.19423896646093786
2011-09-29,8,7,-0.5665972771984373
2011-09-30,4,33,-1.1136493662499998
2011-10-01,4,6,-0.6712191123593751
2011-10-02,1,3,-0.4935787346921878
2011-10-03,5,4,-0.3082555129312501
2011-10-04,2,9,-0.20282177728125012
2011-10-05,6,39,-0.1677458202937503
2011-10-06,1,16,-0.11862777344531272
2011-10-07,2,14,-0.04304354323125009
2011-10-08,3,0,-0.013583413232812524
2011-10-09,3,4,0.0
2011-10-10,3,6,0.0
2011-10-11,2,16,0.0
2011-10-12,7,49,0.0
2011-10-13,20,7,0.0
2011-10-14,4,2,0.0
2011-10-15,1,3,0.0
2011-10-16,1,2,1.0
2011-10-17,20,10,-0.30000000000000004
2011-10-18,7,17,9.895
2011-10-19,12,0,0.9404999999999997
2011-10-20,8,13,6.709837500000001
2011-10-21,16,46,0.2552797500000006
2011-10-22,1,4,8.1920941375
2011-10-23,6,5,-4.73230977375
2011-10-24,16,34,-2.122028841765624
2011-10-25,4,7,-1.3789118507328122
2011-10-26,5,9,0.9952074748437496
2011-10-27,18,19,0.6099973368593745
2011-10-28,18,46,1.6608573136781246
2011-10-29,0,10,-1.623287597407813
2011-10-30,2,7,-0.7433025373531252
2011-10-31,30,18,-0.46768304556093765
2011-11-01,24,13,25.773510275
2011-11-02,23,49,-5.973637022500001
2011-11-03,40,7,0.5304894314687516
2011-11-04,32,2,-3.0727920812468743
2011-11-05,3,29,-1.6580219767624997
2011-11-06,1,5,-1.1318017396984374
2011-11-07,28,17,2.174607075
2011-11-08,13,11,8.4416681575
2011-11-09,39,17,11.141167366593749
2011-11-10,30,19,7.810748727415624
2011-11-11,8,16,-6.581161193528125
2011-11-12,26,6,-2.9076194029312483
2011-11-13,3,2,-1.8024825874999995
2011-11-14,25,6,-1.29775919625
2011-11-15,17,8,-1.002499325296875
2011-11-16,24,59,0.19019141139531204
2011-11-17,17,33,11.060613283687498
2011-11-18,19,36,4.868974766789061
2011-11-19,2,7,-4.2096677852593745
2011-11-20,1,1,-1.699162499999999
2011-11-21,7,13,-1.0471702499999997
2011-11-22,18,17,-0.7413863624999999
2011-11-23,36,11,-0.5658098737499999
2011-11-24,41,4,-0.45289176426562505
2011-11-25,38,9,-0.3747194781703131
2011-11-26,2,4,-0.30589140968437567
2011-11-27,0,0,-0.12225071909531271
2011-11-28,29,6,0.0
2011-11-29,21,37,3.0
2011-11-30,19,11,-0.9000000000000001
2011-12-01,24,13,-0.3149999999999998
2011-12-02,26,25,-0.1784999999999999
2011-12-03,5,6,-0.1204875
2011-12-04,1,4,-0.08916074999999998
2011-12-05,13,7,3.9301574125
2011-12-06,22,12,11.74312817875
2011-12-07,35,28,0.6323698497031245
2011-12-08,36,15,-2.143750239698437
2011-12-09,17,13,-1.7591499999999993
2011-12-10,1,1,0.9565065000000001
2011-12-11,4,3,-1.3397991999999999
2011-12-12,23,4,-0.7772440574999998
2011-12-13,28,21,1.4249240116874997
2011-12-14,38,33,6.9408767978656245
2011-12-15,20,12,6.055634270395312
2011-12-16,46,42,-3.7893555079296872
2011-12-17,3,25,-1.5528229607328117
2011-12-18,3,16,-0.9479939335312498
2011-12-19,18,46,-0.672953051465625
2011-12-20,36,33,-0.4916436974999999
2011-12-21,27,25,5.60706061396875
2011-12-22,12,21,22.875203975659375
2011-12-23,12,11,0.6184422432468732
2011-12-24,1,5,-5.804250719095311
2011-12-25,8,1,-2.6734749999999985
2011-12-26,11,1,-1.7178839999999997
2011-12-27,29,0,-1.2441539249999998
2011-12-28,3,12,-0.9632474549999999
2011-12-29,26,5,-0.7787199068437503
2011-12-30,34,9,-0.6490338622875014
2011-12-31,0,9,-0.4824757817109385
2012-01-01,0,2,-0.12225071909531271
2012-01-02,5,23,0.0
2012-01-03,11,11,0.0
2012-01-04,18,13,0.0
2012-01-05,3,23,3.0
2012-01-06,21,28,5.1
2012-01-07,5,29,-2.115
2012-01-08,6,10,-0.8084999999999994
2012-01-09,2,25,-0.47748749999999984
2012-01-10,19,18,-0.33013574999999995
2012-01-11,12,22,7.7518359125
2012-01-12,22,21,21.40344300375
2012-01-13,13,32,-2.2013737927968755
2012-01-14,4,31,2.067989459707814
2012-01-15,9,15,-4.560800479396875
2012-01-16,15,43,-0.2936619999999994
2012-01-17,21,63,8.8429921
2012-01-18,38,41,17.32014211
2012-01-19,16,76,-1.8037152291250003
2012-01-20,14,76,-5.911243188237499
2012-01-21,1,31,-3.0991911344312495
2012-01-22,8,8,-1.86619697175625
2012-01-23,19,20,-1.3240709276296876
2012-01-24,24,66,2.0394958302187502
2012-01-25,39,41,-1.6818367708875006
2012-01-26,20,32,6.053593769345311
2012-01-27,51,36,-2.6884721084812515
2012-01-28,15,14,-0.950571392629687
2012-01-29,2,13,-0.5056607499999998
2012-01-30,39,15,-0.3509800875
2012-01-31,25,31,0.7350864287500001
2012-02-01,16,22,0.4894038122031248
2012-02-02,20,25,1.4215488440515625
2012-02-03,30,29,-0.8756370173593753
2012-02-04,7,43,-0.4047463926296875
2012-02-05,9,17,-0.18888274999999993
2012-02-06,26,21,1.8666738875
2012-02-07,24,10,0.29832136374999996
2012-02-08,62,31,0.408604284484375
2012-02-09,26,12,-0.5913746774984374
2012-02-10,18,45,0.7098381532359375
2012-02-11,4,21,0.5137301735343749
2012-02-12,7,28,-0.521444475
2012-02-13,32,34,0.7445843400000001
2012-02-14,15,25,-0.47365406978125013
2012-02-15,12,24,-0.23688356698125002
2012-02-16,8,6,3.8580387575015624
2012-02-17,22,17,-0.29598404948281276
2012-02-18,0,26,-0.7845542405156248
2012-02-19,7,3,-0.39574099249843736
2012-02-20,38,8,-0.2526906869828125
2012-02-21,50,24,-0.17492021676562503
2012-02-22,30,18,0.8635728867671875
2012-02-23,27,31,-0.39910995750000006
2012-02-24,36,21,-0.18746414081250012
2012-02-25,0,12,-0.1297103696968751
2012-02-26,2,0,9.946254086767187
2012-02-27,21,14,-3.0297202500000004
2012-02-28,18,17,-1.0732808624999994
2012-02-29,66,37,0.38604272625000025
2012-03-01,30,14,13.282498283234375
2012-03-02,43,25,1.3842140867671864
2012-03-03,7,17,-0.5623086249999991
2012-03-04,0,8,5.4072647625000005
2012-03-05,22,5,2.17723758234375
2012-03-06,45,49,-3.6346734948281245
2012-03-07,54,20,0.2503016512500009
2012-03-08,22,30,-1.7884244742656248
2012-03-09,37,10,-0.10818067795156283
2012-03-10,23,29,2.8741316928968743
2012-03-11,14,24,26.19420100530625
2012-03-12,40,13,-9.220448116323439
2012-03-13,37,23,-2.4686518314562482
2012-03-14,40,25,-0.27578527689687427
2012-03-15,10,60,-0.003465296031250009
2012-03-16,25,40,7.159085449784375
2012-03-17,12,8,-0.8127324617656249
2012-03-18,3,9,-0.6819391952953122
2012-03-19,35,20,9.88757191513125
2012-03-20,13,21,4.144742430731249
2012-03-21,31,30,-3.5673227392656237
2012-03-22,7,25,0.5787350932359381
2012-03-23,25,34,-1.3812688112468754
2012-03-24,8,11,-1.66609632360625
2012-03-25,1,13,2.921689483107812
2012-03-26,28,15,3.0807735292703122
2012-03-27,22,25,5.539092996096874
2012-03-28,61,20,3.4125884790656245
2012-03-29,27,49,11.383569880389063
2012-03-30,28,12,-4.110864337279688
2012-03-31,1,3,-3.2111516564640614
2012-04-01,2,22,-1.8272163207328118
2012-04-02,42,15,10.725980614187499
2012-04-03,27,13,0.4255297857406246
2012-04-04,39,24,2.5037148459609377
2012-04-05,20,17,7.410274845528125
2012-04-06,21,53,0.9194008083859364
2012-04-07,31,7,-4.104960132023438
2012-04-08,29,17,-0.9806134264656241
2012-04-09,28,9,2.3789994025000003
2012-04-10,13,7,23.7021101050625
2012-04-11,25,12,10.929960827378125
2012-04-12,16,12,0.4804449469921881
2012-04-13,63,15,10.792741743681251
2012-04-14,7,10,-5.071064708654687
2012-04-15,3,17,-5.4545577031468735
2012-04-16,14,9,0.8159617632343759
2012-04-17,15,10,4.506275852204688
2012-04-18,13,12,16.4053031111625
2012-04-19,59,20,20.223787658134373
2012-04-20,37,44,6.5935601901875
2012-04-21,3,9,-3.932125129109375
2012-04-22,3,3,-6.302806255253124
2012-04-23,10,19,12.729252602068751
2012-04-24,19,9,23.0494620804375
2012-04-25,21,16,7.755082601693751
2012-04-26,10,12,-2.248879934190624
2012-04-27,22,21,-1.030813452842187
2012-04-28,20,7,-4.301340131048438
2012-04-29,5,0,-4.883694055032812
2012-04-30,23,4,5.028308749354688
2012-05-01,20,11,2.442936303001561
2012-05-02,20,10,10.34774288155781
2012-05-03,38,33,4.069522750204686
2012-05-04,44,8,8.721680376954687
2012-05-05,13,2,5.613880812296875
2012-05-06,6,1,-6.2825236061593746
2012-05-07,15,10,0.19953428280156427
2012-05-08,7,5,8.383212162125
2012-05-09,2,2,2.192330833028125
2012-05-10,12,6,6.7844966571359375
2012-05-11,33,5,6.690224348335937
2012-05-12,14,1,-0.8941247182953127
2012-05-13,1,1,-3.0791722401953123
2012-05-14,1,7,9.729127466207814
2012-05-15,21,20,11.163420034704687
2012-05-16,11,30,2.11277895588125
2012-05-17,2,16,8.36270030958125
2012-05-18,18,20,3.1716293591999998
2012-05-19,2,25,-4.068829394246875
2012-05-20,0,2,-4.466779682620312
2012-05-21,16,5,9.375386865821875
2012-05-22,28,42,12.54526232683125
2012-05-23,25,61,9.907315517957812
2012-05-24,17,23,0.9767054636359376
2012-05-25,21,24,9.9046925174375
2012-05-26,3,12,-1.7358349041640633
2012-05-27,1,4,-3.214307545857811
2012-05-28,36,5,11.729617450301564
2012-05-29,19,18,-0.4622720536875011
2012-05-30,32,22,15.232296836925
2012-05-31,42,46,7.568841010028123
2012-06-01,42,18,-4.341769047096875
2012-06-02,10,28,4.100556678906251
2012-06-03,0,19,-2.359374913567187
2012-06-04,24,15,10.536615789573437
2012-06-05,45,22,4.862566513301561
2012-06-06,14,29,-6.085575290334375
2012-06-07,33,59,6.222474589042188
2012-06-08,41,23,1.5769306433453112
2012-06-09,63,28,-1.7302515462859382
2012-06-10,0,7,-2.278531766320312
2012-06-11,0,7,-1.2259157056406247
2012-06-12,6,10,-1.7050925519156257
2012-06-13,37,30,-1.1390669484296883
2012-06-14,36,22,-0.7202397005593754
2012-06-15,55,46,-0.444776834639063
2012-06-16,57,15,-0.35684408343750057
2012-06-17,7,2,3.815047820823437
2012-06-18,17,10,7.724415769785937
2012-06-19,28,17,4.850539870001563
2012-06-20,22,16,5.403416586767188
2012-06-21,9,55,0.7638500000000006
2012-06-22,16,19,1.5986565000000006
2012-06-23,3,5,-1.2424056999999995
2012-06-24,0,4,-2.3070813574999995
2012-06-25,20,25,16.6038360191875
2012-06-26,48,33,-3.4268238063218757
2012-06-27,7,14,1.444789520529688
2012-06-28,27,25,-0.40818893800312495
2012-06-29,7,53,1.3305926033265623
2012-06-30,1,16,-2.6531671974921878
2012-07-01,0,3,-1.4071992746953121
2012-07-02,16,22,6.054670908534375
2012-07-03,46,31,7.191132214468748
2012-07-04,23,25,-2.3106415447375
2012-07-05,29,24,1.663370905223438
2012-07-06,5,51,1.5224861885390624
2012-07-07,35,17,1.5470761432390625
2012-07-08,0,28,-2.4528271904312495
2012-07-09,31,37,4.75639995875
2012-07-10,35,52,8.335197520140625
2012-07-11,25,42,-0.5944200577859382
2012-07-12,4,22,-0.16742111085937417
2012-07-13,10,44,-1.4751012385281248
2012-07-14,4,34,1.33322138500625
2012-07-15,1,5,-1.92859844499375
2012-07-16,5,10,-1.0380352829312498
2012-07-17,0,14,4.295262988156249
2012-07-18,21,28,-0.05202379631875065
2012-07-19,47,19,8.492762153626563
2012-07-20,94,15,4.301736335521875
2012-07-21,3,3,-3.8833112777140624
2012-07-22,5,0,11.274860186470313
2012-07-23,53,20,11.005779947801562
2012-07-24,11,43,12.07514940625
2012-07-25,33,49,6.258631243671875
2012-07-26,23,26,-1.4446026371953113
2012-07-27,18,23,11.827944565878127
2012-07-28,4,14,-6.831610578953125
2012-07-29,3,1,-4.8012279146124985
2012-07-30,13,18,4.040008664546875
2012-07-31,36,35,-2.289979729026564
2012-08-01,17,30,-0.9166068740218756
2012-08-02,15,20,4.666067455842187
2012-08-03,10,54,35.587181631648434
2012-08-04,15,8,-8.26114609191094
2012-08-05,0,4,-1.5904864092218727
2012-08-06,28,21,3.1074925322843763
2012-08-07,9,43,6.807507460140625
2012-08-08,20,31,-3.4251201611609376
2012-08-09,29,27,2.915011436253126
2012-08-10,7,22,2.407056917424999
2012-08-11,0,13,0.3413214722609359
2012-08-12,0,6,-4.018800468657814
2012-08-13,5,24,7.109872560007813
2012-08-14,76,48,4.021060077210937
2012-08-15,18,34,5.7271199842
2012-08-16,37,26,12.969600687159375
2012-08-17,33,28,6.311545014192188
2012-08-18,0,10,-5.574789528739062
2012-08-19,0,0,-4.164382238957812
2012-08-20,8,10,2.512093070085938
2012-08-21,31,28,1.7564032341093743
2012-08-22,26,27,7.620698784279687
2012-08-23,34,41,11.883462023981249
2012-08-24,24,34,21.513108908390624
