,JetBrains/kotlin,rust-lang/rust,apple/swift
2017-07-07,55,37,58
2017-07-08,13,25,3
2017-07-09,1,16,21
2017-07-10,61,37,37
2017-07-11,16,48,56
2017-07-12,30,48,57
2017-07-13,8,55,55
2017-07-14,50,23,34
2017-07-15,0,20,30
2017-07-16,0,13,17
2017-07-17,36,31,66
2017-07-18,52,32,57
2017-07-19,64,35,66
2017-07-20,38,80,26
2017-07-21,32,41,34
2017-07-22,0,45,14
2017-07-23,1,19,12
2017-07-24,23,50,72
2017-07-25,7,63,56
2017-07-26,42,45,81
2017-07-27,24,44,44
2017-07-28,41,92,37
2017-07-29,0,26,10
2017-07-30,5,44,3
2017-07-31,40,70,41
2017-08-01,22,95,50
2017-08-02,35,58,47
2017-08-03,14,38,34
2017-08-04,14,43,42
2017-08-05,0,24,2
2017-08-06,0,21,11
2017-08-07,133,50,30
2017-08-08,28,42,41
2017-08-09,28,57,60
2017-08-10,119,47,30
2017-08-11,15,74,59
2017-08-12,0,39,10
2017-08-13,0,48,2
2017-08-14,12,48,46
2017-08-15,29,43,40
2017-08-16,30,54,46
2017-08-17,16,37,34
2017-08-18,30,35,38
2017-08-19,0,15,25
2017-08-20,0,25,2
2017-08-21,7,41,33
2017-08-22,7,60,43
2017-08-23,45,42,48
2017-08-24,20,32,43
2017-08-25,17,52,46
2017-08-26,2,34,60
2017-08-27,0,41,41
2017-08-28,49,48,24
2017-08-29,60,55,69
2017-08-30,21,44,28
2017-08-31,28,44,53
2017-09-01,36,53,58
2017-09-02,0,39,4
2017-09-03,0,46,5
2017-09-04,45,43,14
2017-09-05,21,92,37
2017-09-06,31,30,38
2017-09-07,27,52,58
2017-09-08,34,24,33
2017-09-09,1,31,39
2017-09-10,1,46,29
2017-09-11,29,31,30
2017-09-12,47,35,75
2017-09-13,43,54,56
2017-09-14,41,45,130
2017-09-15,56,68,88
2017-09-16,15,50,24
2017-09-17,0,89,16
2017-09-18,23,59,56
2017-09-19,70,59,55
2017-09-20,74,42,61
2017-09-21,17,36,51
2017-09-22,10,29,69
2017-09-23,0,63,38
2017-09-24,0,54,15
2017-09-25,76,56,88
2017-09-26,55,55,78
2017-09-27,9,62,52
2017-09-28,55,49,79
2017-09-29,25,69,82
2017-09-30,0,67,16
2017-10-01,0,23,32
2017-10-02,21,31,48
2017-10-03,22,22,66
2017-10-04,27,40,75
2017-10-05,46,60,51
2017-10-06,68,48,43
2017-10-07,0,45,30
2017-10-08,0,63,20
2017-10-09,18,37,50
2017-10-10,87,58,65
2017-10-11,111,43,51
2017-10-12,43,43,59
2017-10-13,32,57,26
2017-10-14,0,35,36
2017-10-15,4,37,30
2017-10-16,62,56,41
2017-10-17,22,42,48
2017-10-18,18,58,36
2017-10-19,14,30,16
2017-10-20,40,46,39
2017-10-21,0,41,60
2017-10-22,0,23,27
2017-10-23,43,21,42
2017-10-24,44,28,47
2017-10-25,31,46,39
2017-10-26,19,37,51
2017-10-27,13,45,55
2017-10-28,0,40,22
2017-10-29,0,30,8
2017-10-30,24,23,17
2017-10-31,26,74,23
2017-11-01,6,48,70
2017-11-02,31,66,93
2017-11-03,19,71,43
2017-11-04,0,51,34
2017-11-05,0,43,18
2017-11-06,2,77,47
2017-11-07,13,80,61
2017-11-08,11,62,54
2017-11-09,17,43,62
2017-11-10,30,47,38
2017-11-11,0,29,34
2017-11-12,0,43,32
2017-11-13,37,68,45
2017-11-14,36,64,61
2017-11-15,42,88,65
2017-11-16,28,102,71
2017-11-17,15,59,70
2017-11-18,4,50,44
2017-11-19,0,100,36
2017-11-20,19,73,50
2017-11-21,17,40,15
2017-11-22,10,39,19
2017-11-23,21,31,0
2017-11-24,18,52,10
2017-11-25,0,36,29
2017-11-26,0,53,2
2017-11-27,30,61,40
2017-11-28,29,42,89
2017-11-29,18,63,78
2017-11-30,49,54,77
2017-12-01,58,69,80
2017-12-02,0,25,53
2017-12-03,0,47,20
2017-12-04,14,57,50
2017-12-05,21,63,59
2017-12-06,33,55,72
2017-12-07,57,63,42
2017-12-08,8,26,48
2017-12-09,0,18,24
2017-12-10,0,46,16
2017-12-11,31,46,46
2017-12-12,34,35,72
2017-12-13,8,78,54
2017-12-14,46,43,63
2017-12-15,57,68,43
2017-12-16,3,13,57
2017-12-17,0,43,5
2017-12-18,53,73,71
2017-12-19,16,35,88
2017-12-20,57,91,47
2017-12-21,26,77,49
2017-12-22,53,45,46
2017-12-23,0,27,23
2017-12-24,0,27,6
2017-12-25,15,14,15
2017-12-26,51,59,19
2017-12-27,21,31,16
2017-12-28,22,38,23
2017-12-29,26,20,10
2017-12-30,0,20,10
2017-12-31,0,44,8
2018-01-01,0,34,13
2018-01-02,6,28,34
2018-01-03,26,43,49
2018-01-04,2,50,102
2018-01-05,1,26,73
2018-01-06,0,40,63
2018-01-07,0,43,28
2018-01-08,2,38,77
2018-01-09,28,29,73
2018-01-10,32,46,92
2018-01-11,20,42,79
2018-01-12,93,65,89
2018-01-13,0,46,67
2018-01-14,0,30,30
2018-01-15,32,62,53
2018-01-16,54,79,39
2018-01-17,40,62,54
2018-01-18,25,37,36
2018-01-19,38,86,94
2018-01-20,0,55,23
2018-01-21,0,35,26
2018-01-22,9,85,65
2018-01-23,19,60,66
2018-01-24,10,38,95
2018-01-25,14,63,67
2018-01-26,21,76,60
2018-01-27,0,61,24
2018-01-28,3,53,19
2018-01-29,27,78,36
2018-01-30,130,75,68
2018-01-31,17,65,76
2018-02-01,49,36,86
2018-02-02,18,36,79
2018-02-03,0,19,72
2018-02-04,0,75,11
2018-02-05,35,54,28
2018-02-06,47,38,108
2018-02-07,22,41,70
2018-02-08,72,35,55
2018-02-09,50,32,51
2018-02-10,0,59,21
2018-02-11,4,36,34
2018-02-12,46,43,45
2018-02-13,48,29,92
2018-02-14,33,61,82
2018-02-15,21,29,69
2018-02-16,19,30,60
2018-02-17,2,61,34
2018-02-18,2,36,5
2018-02-19,16,40,38
2018-02-20,40,48,47
2018-02-21,38,31,107
2018-02-22,42,36,64
2018-02-23,0,85,50
2018-02-24,0,58,11
2018-02-25,0,49,12
2018-02-26,25,33,52
2018-02-27,22,30,68
2018-02-28,39,76,72
2018-03-01,22,67,93
2018-03-02,26,39,64
2018-03-03,0,39,47
2018-03-04,0,31,25
2018-03-05,9,69,67
2018-03-06,46,64,81
2018-03-07,22,45,83
2018-03-08,2,167,97
2018-03-09,1,78,116
2018-03-10,0,46,60
2018-03-11,0,30,45
2018-03-12,22,48,89
2018-03-13,41,59,81
2018-03-14,53,69,65
2018-03-15,26,71,88
2018-03-16,31,57,78
2018-03-17,0,75,51
2018-03-18,0,57,13
2018-03-19,20,73,59
2018-03-20,19,46,78
2018-03-21,18,41,68
2018-03-22,25,96,89
2018-03-23,34,68,92
2018-03-24,1,40,72
2018-03-25,17,49,21
2018-03-26,31,78,92
2018-03-27,10,89,92
2018-03-28,25,65,69
2018-03-29,29,54,74
2018-03-30,35,34,67
2018-03-31,0,28,59
2018-04-01,1,40,14
2018-04-02,24,44,56
2018-04-03,66,55,63
2018-04-04,72,58,66
2018-04-05,10,76,81
2018-04-06,15,74,76
2018-04-07,5,38,19
2018-04-08,1,31,8
2018-04-09,23,42,31
2018-04-10,35,64,54
2018-04-11,265,72,57
2018-04-12,49,62,62
2018-04-13,26,53,71
2018-04-14,1,45,19
2018-04-15,0,76,9
2018-04-16,21,41,56
2018-04-17,19,42,84
2018-04-18,40,33,51
2018-04-19,35,29,59
2018-04-20,49,49,98
2018-04-21,2,38,30
2018-04-22,4,20,16
2018-04-23,35,34,32
2018-04-24,24,39,72
2018-04-25,15,35,33
2018-04-26,34,61,65
2018-04-27,50,82,89
2018-04-28,17,36,23
2018-04-29,1,40,2
2018-04-30,6,61,74
2018-05-01,0,51,61
2018-05-02,4,43,73
2018-05-03,47,64,80
2018-05-04,40,40,66
2018-05-05,1,38,42
2018-05-06,2,39,16
2018-05-07,30,44,35
2018-05-08,47,33,67
2018-05-09,2,56,32
2018-05-10,25,61,78
2018-05-11,61,54,73
2018-05-12,2,61,56
2018-05-13,1,47,12
2018-05-14,22,47,56
2018-05-15,42,100,60
2018-05-16,42,75,39
2018-05-17,14,90,72
2018-05-18,34,73,51
2018-05-19,0,46,18
2018-05-20,1,34,8
2018-05-21,5,61,27
2018-05-22,31,68,96
2018-05-23,51,45,68
2018-05-24,67,108,49
2018-05-25,18,24,61
2018-05-26,3,35,9
2018-05-27,0,42,6
2018-05-28,36,64,8
2018-05-29,20,71,50
2018-05-30,5,53,48
2018-05-31,7,59,22
2018-06-01,37,54,51
2018-06-02,2,47,6
2018-06-03,3,84,3
2018-06-04,38,38,50
2018-06-05,34,81,31
2018-06-06,40,56,29
2018-06-07,15,49,58
2018-06-08,89,38,30
2018-06-09,27,45,22
2018-06-10,0,24,24
2018-06-11,0,49,48
2018-06-12,2,36,52
2018-06-13,40,27,58
2018-06-14,24,19,55
2018-06-15,11,23,102
2018-06-16,0,18,37
2018-06-17,0,18,7
2018-06-18,24,29,30
2018-06-19,48,69,52
2018-06-20,56,74,50
2018-06-21,41,30,45
2018-06-22,32,57,39
2018-06-23,1,45,11
2018-06-24,2,25,5
2018-06-25,9,55,54
2018-06-26,26,131,92
2018-06-27,21,116,82
2018-06-28,30,73,58
2018-06-29,105,39,57
2018-06-30,2,54,41
2018-07-01,0,71,6
2018-07-02,26,69,41
2018-07-03,19,44,84
2018-07-04,33,49,37
2018-07-05,21,44,62
2018-07-06,14,49,71
2018-07-07,1,52,27
2018-07-08,1,25,5
2018-07-09,53,42,28
2018-07-10,47,45,45
2018-07-11,28,74,77
2018-07-12,53,100,53
2018-07-13,24,100,61
2018-07-14,1,118,24
2018-07-15,0,45,28
2018-07-16,30,83,59
2018-07-17,28,65,87
2018-07-18,33,78,96
2018-07-19,26,57,76
2018-07-20,49,89,64
2018-07-21,0,42,39
2018-07-22,0,65,12
2018-07-23,28,62,66
2018-07-24,14,109,78
2018-07-25,33,82,116
2018-07-26,13,79,79
2018-07-27,18,56,75
2018-07-28,0,32,45
2018-07-29,1,56,28
2018-07-30,11,109,63
2018-07-31,11,108,112
2018-08-01,21,120,78
2018-08-02,50,64,58
2018-08-03,26,57,55
2018-08-04,0,68,12
2018-08-05,0,97,4
2018-08-06,37,58,49
2018-08-07,50,104,80
2018-08-08,32,70,59
2018-08-09,53,127,75
2018-08-10,53,46,88
2018-08-11,4,52,43
2018-08-12,1,41,16
2018-08-13,35,53,65
2018-08-14,33,125,105
2018-08-15,30,105,73
2018-08-16,27,116,115
