,canonical/lxd,containerd/containerd,moby/moby
2015-12-05,1,0.0,7.0
2015-12-06,0,0.0,4.8999999999999995
2015-12-07,17,11.0,25.165
2015-12-08,11,5.399999999999999,18.4485
2015-12-09,16,-1.5200000000000014,63.9623625
2015-12-10,8,2.7439999999999998,-3.895179249999998
2015-12-11,16,0.718399999999999,0.658442212500006
2015-12-12,0,-6.926528000000001,-7.994383953749996
2015-12-13,0,-2.1576832,-0.303219083609374
2015-12-14,13,5.7464217600000005,26.522972275010936
2015-12-15,5,5.939432447999999,29.41734532293281
2015-12-16,24,1.9183341567999985,27.154800605043746
2015-12-17,7,5.8632221696,1.2340562477937453
2015-12-18,13,0.29281884159999905,2.638412653181252
2015-12-19,12,-7.528777420800001,-4.156073077384374
2015-12-20,1,-4.076630937599999,0.8110003437171898
2015-12-21,13,-1.8296652799999997,15.023250159714063
2015-12-22,0,0.8164136960000001,33.744505709109376
2015-12-23,2,-2.0556135424000006,10.207163813649998
2015-12-24,2,-0.8478856192000004,-9.473619722725001
2015-12-25,0,0.48252415999999965,-10.421400506814061
2015-12-26,1,-0.9258236928000003,-6.487121510396873
2015-12-27,1,-0.27989944320000015,-0.15787467605937522
2015-12-28,0,-0.10651453440000003,20.943558205753124
2015-12-29,0,-0.059450879999999984,29.993656752067185
2015-12-30,0,-0.04352870400000002,15.618204466196872
2015-12-31,8,-0.03375933440000003,-10.378725984175002
2016-01-01,0,-0.012925440000000009,0.1480419488937521
2016-01-02,0,-0.01034035200000001,-6.420838152109374
2016-01-03,5,-0.00850206720000001,3.6464749130187517
2016-01-04,5,2.0,24.692722772939064
2016-01-05,0,2.8,35.00010486167969
2016-01-06,6,-1.6400000000000006,14.639302297306248
2016-01-07,15,-1.1920000000000002,14.748235862939062
2016-01-08,19,-0.4111999999999999,28.960956133457813
2016-01-09,4,-0.2360959999999999,-1.4029211202859386
2016-01-10,5,-0.1585024,-2.5551692671093704
2016-01-11,1,0.8842803199999999,6.053052086393752
2016-01-12,5,1.3108623359999998,31.838503233670313
2016-01-13,13,-1.3912909824000002,25.25913087878281
2016-01-14,13,-0.34034862080000006,40.653999370528126
2016-01-15,7,-0.15410206719999997,0.14159030182031174
2016-01-16,0,1.909952,-12.353571414665623
2016-01-17,3,-1.2624512,-12.428536960268747
2016-01-18,2,-0.28643584,11.10603475739375
2016-01-19,13,-0.148191232,26.066125586195312
2016-01-20,0,0.9036172288000001,29.147139585374997
2016-01-21,2,4.3372998656,25.483117522056247
2016-01-22,8,6.8464896,10.492754764542184
2016-01-23,0,-5.681850880000001,0.35506457138281533
2016-01-24,2,-1.134280704,12.176110621610938
2016-01-25,9,4.5121478656,15.545361417892188
2016-01-26,25,-2.2429952,53.14838138197344
2016-01-27,6,2.6652185599999996,29.796178465751566
2016-01-28,1,-3.874967552,-13.235293734579685
2016-01-29,3,-0.14266142719999997,11.24148285080938
2016-01-30,2,-1.2598824960000001,0.9970567767796865
2016-01-31,1,-0.542513664,-10.429088149490624
2016-02-01,1,-0.3001454592000001,27.442824222676563
2016-02-02,5,1.7862289407999998,31.097127274234374
2016-02-03,5,5.6408316928,30.857689653693747
2016-02-04,9,-3.5254610944000007,10.336774707035932
2016-02-05,3,-1.607435776,8.220482173003127
2016-02-06,0,-0.5895403519999999,-13.981961614171873
2016-02-07,0,-0.3453980671999998,-8.846642562292185
2016-02-08,1,-0.2270464,10.080781324020315
2016-02-09,13,-0.16598528000000007,21.5002625122625
2016-02-10,16,-0.1279139840000001,18.77782169814062
2016-02-11,19,9.897687961599999,34.91197314750156
2016-02-12,5,-0.06985482240000085,15.853448721353125
2016-02-13,1,-4.808502067200001,-16.393677271845313
2016-02-14,1,-1.2799999999999998,-10.210008489557811
2016-02-15,4,-0.6719999999999997,0.3280503103093757
2016-02-16,2,2.56992,19.448834241023437
2016-02-17,20,-0.10464000000000029,26.225727185312497
2016-02-18,15,-1.7897856000000003,22.184364751521873
2016-02-19,9,2.4110438399999996,9.096816907024998
2016-02-20,1,-2.1598627840000004,-4.664025455712498
2016-02-21,6,0.45324359680000004,-6.1626235436546875
2016-02-22,3,0.1360383999999999,4.84433384332344
2016-02-23,11,3.1069132799999997,20.162915894410936
2016-02-24,30,-2.7014159360000005,16.380012398967185
2016-02-25,11,9.3339474944,21.52870066010625
2016-02-26,17,3.6637715455999995,2.7007510457968706
2016-02-27,8,-7.405024256000001,0.4829521844859386
2016-02-28,0,-1.9065788416,-2.5960544229531237
2016-02-29,10,7.013713408,41.29836473988125
2016-03-01,7,-0.4350241792000009,35.07727262265156
2016-03-02,16,-4.4058954752,16.814736950521873
2016-03-03,4,-1.3788146688,16.176115005781252
2016-03-04,1,-0.78145792,5.693555130189061
2016-03-05,0,-0.539208192,-13.029915226690626
2016-03-06,0,-0.3333022720000002,-6.310580784371874
2016-03-07,19,2.81282048,5.703715709368751
2016-03-08,15,-0.9473500160000004,15.557363645124997
2016-03-09,10,0.9202817023999998,12.239064152501559
2016-03-10,19,-1.5305103360000003,11.675056439290621
2016-03-11,12,6.6032,27.617860981098435
2016-03-12,1,-2.414144000000001,-4.249257173014065
2016-03-13,0,-2.1803136,-5.848045097359373
2016-03-14,0,2.26677248,21.322961759278126
2016-03-15,28,1.775343104,25.88902471037031
2016-03-16,5,-0.048833433600000475,20.261993606853125
2016-03-17,8,7.3598348287999995,21.745329011292185
2016-03-18,4,-2.825792614400001,11.994620418792188
2016-03-19,2,-2.069177344,-7.502004508207811
2016-03-20,3,-2.5626527744,-2.970009414760936
2016-03-21,8,9.0086547456,26.045163305400003
2016-03-22,6,4.3921315839999995,21.51401350065312
2016-03-23,17,-0.23178792960000116,17.862117014892185
2016-03-24,3,-3.987000524800001,17.118984928079687
2016-03-25,7,6.0738781184,28.726709993515627
2016-03-26,4,-6.55831296,-16.13591353830781
2016-03-27,1,-2.7103689728,-1.240501057867185
2016-03-28,8,6.7058502656000005,30.957773461053122
2016-03-29,3,0.35983103999999955,23.095061966612498
2016-03-30,2,-1.174513664000001,11.631116562778125
2016-03-31,15,3.0265781247999994,23.313336353078128
2016-04-01,7,-2.529847193600001,-14.324808156189064
2016-04-02,6,-2.3902191616,-13.737311483626563
2016-04-03,5,-1.852890624,-7.882159525029687
2016-04-04,8,4.1729712128,6.935892587953125
2016-04-05,7,0.4559677439999996,3.6587701945531226
2016-04-06,8,3.5988091903999995,49.63074588631875
2016-04-07,9,0.7840345087999987,5.257376037209372
2016-04-08,12,-4.993922252800001,23.141441932398436
2016-04-09,3,-1.4641009664,2.033427850617187
2016-04-10,3,-0.7822145535999998,-2.5658873353437475
2016-04-11,3,0.49831393280000014,4.046562961251565
2016-04-12,0,-0.9577779200000003,10.319295208814063
2016-04-13,5,1.6051189759999998,12.778904861785938
2016-04-14,4,1.5600566271999996,22.235110577549996
2016-04-15,0,-0.1951565824000001,26.345057504825
2016-04-16,0,-1.7458604032000002,-10.012631062910941
2016-04-17,0,2.5080448,-11.736133156906249
2016-04-18,4,3.92857856,15.883033235925001
2016-04-19,2,-3.1395947520000007,14.516063962223436
2016-04-20,0,0.38168545279999977,7.5207353394312495
2016-04-21,1,3.150232576,11.239344331721874
2016-04-22,4,5.3599799296,4.487104566868748
2016-04-23,0,-6.379140505600001,-3.9227610540671876
2016-04-24,13,-1.6063596544,-5.266951194164061
2016-04-25,2,-0.843024896,25.788279750175
2016-04-26,6,15.4493758464,5.506172854909373
2016-04-27,6,-8.976611635200001,4.022097894740625
2016-04-28,8,0.23539322880000002,9.240559592620311
2016-04-29,4,-0.0010348544000002846,12.519950025987498
2016-04-30,0,-2.889173504,-4.871117363117188
2016-05-01,6,-1.0036866048,-2.539076747314061
2016-05-02,1,3.4402688,14.418499266342188
2016-05-03,2,-2.7929062400000007,7.740624409318748
2016-05-04,5,1.222819328,13.498153528003126
2016-05-05,2,-1.6594153472000004,6.731764505326563
2016-05-06,1,2.5473005568000002,14.5111755829625
2016-05-07,2,-2.0599192576000003,4.48589691796875
2016-05-08,0,-0.5197270016,-6.815021906712499
2016-05-09,6,7.73460224,11.565540619793751
2016-05-10,3,-4.975671808,1.780207091024998
2016-05-11,6,-1.0884031488,10.143504962829688
2016-05-12,0,0.48105369600000003,22.582689733184374
2016-05-13,0,1.0754195456,-3.060292928634375
2016-05-14,2,-1.5338050560000003,5.629350522670315
2016-05-15,0,-0.4555478016000001,-5.319302902084374
2016-05-16,0,-0.24900352000000003,7.252509176731251
2016-05-17,5,0.827229184,1.820883392789062
2016-05-18,1,4.2695322624,8.656194883639063
2016-05-19,3,-2.1664358400000006,6.271044538909374
2016-05-20,1,-1.292191232,8.132126160310936
2016-05-21,0,-0.4627827712,3.4967975696296882
2016-05-22,0,-0.2638521343999999,2.6449506292062495
2016-05-23,1,0.8354048000000001,13.450609846946875
2016-05-24,0,-0.7195494400000002,31.790676111617188
2016-05-25,6,1.788277248,37.511678979584374
2016-05-26,5,0.6708707327999996,0.9423538806718739
2016-05-27,4,-0.5264506880000002,13.97525452054063
2016-05-28,0,-0.9833500672000001,-11.78463967975781
2016-05-29,0,-0.31595519999999994,-3.539431466660936
2016-05-30,0,-0.18182143999999995,-0.4048034801984368
2016-05-31,10,0.876853248,21.455812217360936
2016-06-01,17,-0.6907113472000002,12.770069099204683
2016-06-02,13,-0.18328678400000004,20.022516028362496
2016-06-03,11,0.8933897216,31.367171055554685
2016-06-04,0,-0.6609444864,-4.620445333570313
2016-06-05,13,-0.1513500672,15.489512806690628
2016-06-06,3,0.9272448,33.59522678449531
2016-06-07,4,0.3534745599999999,26.916969493246874
2016-06-08,3,-0.7531883520000001,14.39605394918594
2016-06-09,4,4.7987427328,11.890057406593751
2016-06-10,8,-3.1025254400000004,16.32048556716719
2016-06-11,1,-0.666788352,-3.2048364996640615
2016-06-12,0,-0.3281052672,0.40973712606093926
2016-06-13,8,2.8023193600000003,19.119632643324998
2016-06-14,2,-1.9375057920000003,77.39721606098593
2016-06-15,1,0.5373815808,17.921170733829683
2016-06-16,11,1.1588707327999999,35.26893415898594
2016-06-17,0,0.5274982399999999,18.181580224626565
2016-06-18,0,-1.6070543360000002,-5.050565346489066
2016-06-19,0,-0.43586559999999996,-3.804392720140619
2016-06-20,1,-0.24082431999999995,9.108575709814062
2016-06-21,4,-0.16067225599999996,24.725230595529688
2016-06-22,10,1.8823619584,4.239268644335937
2016-06-23,5,-1.2697016320000003,11.82847448452656
2016-06-24,2,-0.2950336512,17.466736420151562
2016-06-25,0,-0.14968483840000002,-15.66649734892344
2016-06-26,0,-0.08420413439999996,-7.113004911507812
2016-06-27,3,1.954304,19.50452285990469
2016-06-28,5,-0.23351040000000012,11.331076938409373
2016-06-29,1,0.1341491199999999,19.85967384429687
2016-06-30,2,0.14731929599999993,19.941843793321873
2016-07-01,2,3.1397958656,11.185355519234374
2016-07-02,0,-2.6552960000000003,-1.6320263450249968
2016-07-03,0,-0.6259584,10.775807211560942
2016-07-04,0,0.6769459200000001,-1.0412913069734344
2016-07-05,11,5.192390656,12.9394484294
2016-07-06,3,-3.8684171264000007,4.583518774092187
2016-07-07,6,-0.8747886592,17.981756279149998
2016-07-08,8,-0.4401441792,10.850033901007812
2016-07-09,0,-0.2743114751999999,-10.81828913883125
2016-07-10,0,-0.18785146880000006,-7.176447663982811
2016-07-11,0,-0.11345664000000005,19.98351841090156
2016-07-12,4,-0.08789299200000006,33.208657153210936
2016-07-13,0,0.9294558207999999,30.978760106849997
2016-07-14,0,1.3489875967999998,-0.35842797311718755
2016-07-15,0,-0.3200000000000003,17.69032072509219
2016-07-16,0,-0.8960000000000001,-6.461144256639059
2016-07-17,0,-0.26559999999999995,-10.37838896361406
2016-07-18,0,-0.14604799999999996,18.60255157030469
2016-07-19,2,-0.09605119999999998,34.265164843878125
2016-07-20,9,-0.06928384000000003,24.473234226493748
2016-07-21,0,-0.05294643200000003,7.3907123324921855
2016-07-22,8,-0.04210821120000004,18.829960809000003
2016-07-23,0,-0.027344486400000027,-5.606637487401564
2016-07-24,0,-0.00850206720000001,6.619181110148439
2016-07-25,1,0.0,29.933788686426563
2016-07-26,9,0.0,36.30004434262969
2016-07-27,0,0.0,9.04173435796406
2016-07-28,2,0.0,2.895439069856252
2016-07-29,0,0.0,23.873999295306252
2016-07-30,0,0.0,-13.759109369076565
2016-07-31,0,0.0,-7.684766419329684
2016-08-01,3,0.0,22.27797352568125
2016-08-02,5,1.0,23.226202114424996
2016-08-03,8,0.3999999999999999,16.547078415867183
2016-08-04,7,-0.7200000000000001,4.24667917091875
2016-08-05,7,-0.176,28.703409437714065
2016-08-06,0,-0.08959999999999996,-13.631634719973441
2016-08-07,4,-0.05644799999999997,-12.349729228649995
2016-08-08,1,-0.03960320000000001,22.110492566562503
2016-08-09,0,-0.029680640000000015,6.5303203416046856
2016-08-10,0,1.9767342079999999,24.395144001442187
2016-08-11,5,-1.2188424192000002,24.62672868160937
2016-08-12,2,-0.2485020672,20.644838186245313
2016-08-13,0,-0.11199999999999999,-15.374830628289061
2016-08-14,0,-0.06719999999999994,-11.703910858349996
2016-08-15,7,0.954304,17.413899239139063
2016-08-16,3,-0.6335104000000001,35.24104381004844
2016-08-17,3,-0.14585088000000002,13.923745060937499
2016-08-18,2,-0.07668070400000002,7.042769838767185
2016-08-19,2,-0.050604134399999987,5.177177191231252
2016-08-20,2,-0.022848000000000004,-6.895196901917192
2016-08-21,0,-0.01675520000000001,-6.836378709387496
2016-08-22,0,-0.012925440000000009,15.65952989685469
2016-08-23,2,-0.01034035200000001,17.28303509012656
2016-08-24,4,-0.00850206720000001,5.208216145679685
2016-08-25,1,0.0,25.903372599278125
2016-08-26,3,7.0,22.882245625429686
2016-08-27,0,-4.200000000000001,-13.428933806645311
2016-08-28,0,-0.84,-3.457235137745311
2016-08-29,0,-0.39199999999999996,9.967837605092189
2016-08-30,10,0.7648000000000001,48.80287142270937
2016-08-31,3,-0.7599360000000002,22.969389846942185
2016-09-01,2,-0.23728640000000006,2.534855892185938
2016-09-02,2,-0.14647808000000007,-0.43692397976562347
2016-09-03,3,-0.10598246400000003,-9.805581069720313
2016-09-04,2,-0.08236247040000007,-6.334404037404687
2016-09-05,2,-0.01675520000000001,9.579123171995313
2016-09-06,0,-0.012925440000000009,17.915503863090624
2016-09-07,13,3.989659648,36.04107723888906
2016-09-08,14,-0.40850206720000015,15.194135239296873
2016-09-09,2,-0.6800000000000002,10.61539134913594
2016-09-10,0,-1.064,-12.665071118332811
2016-09-11,2,-0.36639999999999984,-9.921740909517185
2016-09-12,6,4.785408,30.134329849790625
2016-09-13,8,-3.1463168000000006,18.074228622053123
2016-09-14,9,0.29193983999999995,15.208475555604686
2016-09-15,44,-0.9639674880000001,3.5127187249499983
2016-09-16,37,3.6443855872,11.40229740678125
2016-09-17,14,-2.5975844864000006,8.029536735651561
2016-09-18,13,-0.6058780672,-5.076546297060936
2016-09-19,14,3.6885248,38.4188111000875
2016-09-20,5,6.39714304,24.06992929643906
2016-09-21,2,-5.026827776,9.813489581604685
2016-09-22,36,1.0186388479999997,11.31317798681875
2016-09-23,25,-2.6186038272000003,22.124207503223438
2016-09-24,0,-0.8511534079999998,-13.602394388793748
2016-09-25,0,-0.5082610688,-10.754902109660932
2016-09-26,8,-0.32614656000000003,35.928717438506254
2016-09-27,8,3.757010432,14.476487964906248
2016-09-28,5,0.40973752319999956,-5.463830136610937
2016-09-29,9,-2.4056352768000004,19.444916016257814
2016-09-30,3,1.3764768768,3.7484859168171845
2016-10-01,11,-1.5279062016,-6.64288562885625
2016-10-02,3,-0.4321919999999999,-3.959167940418748
2016-10-03,12,1.7524351999999999,14.554546486857813
2016-10-04,16,-0.36916736000000006,8.744137373348435
2016-10-05,5,0.034166271999999887,12.202842489492188
2016-10-06,7,4.0694602752,6.1136647691156245
2016-10-07,4,-3.2945570816000003,6.229654412724999
2016-10-08,0,-0.7559767039999999,-8.353102553760937
2016-10-09,4,-0.38696253439999995,-4.516993029514062
2016-10-10,1,-0.23345407999999987,21.45102162104375
2016-10-11,15,-0.16460134400000004,17.155215826759374
2016-10-12,6,-0.12404592640000009,9.581867616065624
2016-10-13,1,-0.08346961920000005,8.011561056718751
2016-10-14,15,-0.06020382720000006,16.476601448865626
2016-10-15,0,-0.04251033600000005,-3.818075799454686
2016-10-16,2,0.0,-6.285753060987497
2016-10-17,19,0.0,33.17526480927032
2016-10-18,13,0.0,27.630437285128124
2016-10-19,2,0.0,12.335693027759373
2016-10-20,6,0.0,22.793679432621875
2016-10-21,11,0.0,34.13993901731719
2016-10-22,3,0.0,-14.176789925342188
2016-10-23,0,0.0,-16.487679963173434
2016-10-24,12,0.0,11.639833437376565
2016-10-25,5,0.0,40.13735866894375
2016-10-26,12,0.0,2.8632551742499963
2016-10-27,14,0.0,5.777601116990624
2016-10-28,3,1.0,55.59375421666094
2016-10-29,3,-0.6000000000000001,-19.12578180340313
2016-10-30,0,-0.12,-14.36336482149062
2016-10-31,4,-0.055999999999999994,26.41580066672344
2016-11-01,0,-0.03359999999999997,8.787065014171873
2016-11-02,0,3.977152,37.54100701603281
2016-11-03,2,-2.4167552000000003,38.25684004275469
2016-11-04,3,0.50707456,42.02248635607187
2016-11-05,4,-0.8343403520000001,-22.2663712609625
2016-11-06,1,-0.26290206719999987,-15.178676734684366
2016-11-07,0,3.852608,13.246933740907817
2016-11-08,0,-2.5006208000000005,56.78863992747188
2016-11-09,8,-0.55454976,94.0183448677125
2016-11-10,1,-0.28211660800000005,57.61978245435312
2016-11-11,2,-0.18133370879999994,11.237361356693754
2016-11-12,1,-0.10173235200000003,-32.74881651204218
2016-11-13,0,-0.07552286720000004,-8.089882614465619
2016-11-14,2,-0.051701760000000034,13.871896214145316
2016-11-15,7,-0.04136140800000004,8.231067251679686
2016-11-16,6,1.9659917312,14.79107120080625
2016-11-17,21,-1.2000000000000002,25.498873474551555
2016-11-18,7,-0.24,18.20630880094531
2016-11-19,2,-0.11199999999999999,-13.811406908907816
2016-11-20,8,-0.06719999999999994,-8.42530998955312
2016-11-21,3,-0.04569600000000001,39.503231458175
2016-11-22,9,-0.03351040000000002,44.4615204400125
2016-11-23,12,-0.025850880000000017,10.31186207285156
2016-11-24,4,-0.02068070400000002,-8.133931073043748
2016-11-25,15,-0.01700413440000002,-1.4622408461281253
2016-11-26,5,0.0,-2.478311341609377
2016-11-27,5,0.0,-9.5641357541625
2016-11-28,7,2.0,42.95180789509844
2016-11-29,3,5.8,16.25074043534062
2016-11-30,0,0.5599999999999987,28.386345403079687
2016-12-01,6,16.048,-2.424390413989066
2016-12-02,2,-4.059200000000002,20.44842603942344
2016-12-03,1,-6.360896,-8.45793801945625
2016-12-04,0,-3.7614464,-8.648122901660933
2016-12-05,6,1.3266227200000005,13.586705353926565
2016-12-06,12,1.1337052159999996,21.988335314004686
2016-12-07,4,-2.5219497984000006,-0.5450974839515652
2016-12-08,3,4.1857821695999995,18.716766291370313
2016-12-09,3,3.5560432639999995,8.445539480248435
2016-12-10,0,-6.067899392000001,-9.206795175715627
2016-12-11,0,-1.5684569088,-2.388907760284374
2016-12-12,4,5.2047507456,20.498823723628124
2016-12-13,1,4.8946339839999995,17.06052870447656
2016-12-14,26,5.516891750399999,12.724153905098436
2016-12-15,33,6.128057139199999,7.390563029335937
2016-12-16,8,2.680452300799999,15.689818269792188
2016-12-17,0,-11.445223219200003,-8.226338822590627
2016-12-18,1,-2.2973797375999996,-2.15406819766406
2016-12-19,0,-2.39052544,25.79722846324375
2016-12-20,12,-0.31255347199999983,7.8353449254328105
2016-12-21,10,-1.5263808512000006,17.9181919240125
2016-12-22,3,-0.7826572288000004,11.416444362328125
2016-12-23,15,-0.5169342464000004,-14.232252168628126
2016-12-24,0,-0.3226511360000002,-0.504851097323435
2016-12-25,0,-0.15480238080000014,-3.722489396109375
2016-12-26,0,-0.027095552000000016,7.3497138150125005
2016-12-27,0,0.9785724928,27.46202742785625
2016-12-28,0,-0.6103403520000001,5.430762054474997
2016-12-29,0,-0.12850206720000001,20.755249169145312
2016-12-30,0,-0.055999999999999994,-4.826872240387502
2016-12-31,3,-0.03359999999999997,-4.403921394049998
2017-01-01,0,-0.022848000000000004,-5.294619618090623
2017-01-02,0,-0.01675520000000001,6.962283580825
2017-01-03,0,0.98707456,26.020591447865623
2017-01-04,3,0.38965964799999986,16.27341885367656
2017-01-05,0,0.2714979327999999,11.887720180289062
2017-01-06,0,-0.776,5.101294395828125
2017-01-07,5,-0.20959999999999995,-6.085207388604687
2017-01-08,0,-0.11244799999999996,-5.5541059936546855
2017-01-09,1,1.9267968,26.089995339571875
2017-01-10,0,2.7474713599999996,2.521099913596874
