,rust-lang/rust,python/cpython,JuliaLang/julia
2010-07-16,23.0,7,2
2010-07-17,-7.1999999999999975,17,5
2010-07-18,2.4400000000000004,19,14
2010-07-19,7.888,25,7
2010-07-20,10.395199999999999,7,7
2010-07-21,-0.396096,19,0
2010-07-22,3.7543424000000005,5,0
2010-07-23,4.28463872,49,0
2010-07-24,-8.285725696,17,0
2010-07-25,-3.738034790400001,15,3
2010-07-26,10.7774802944,16,6
2010-07-27,-5.8062978048,21,3
2010-07-28,2.8514207743999997,20,1
2010-07-29,27.816395366400002,25,2
2010-07-30,-14.627142963199997,38,4
2010-07-31,-3.9776242687999996,54,4
2010-08-01,-3.1796514816,133,4
2010-08-02,-0.8926924800000013,109,5
2010-08-03,0.22436198399999951,73,10
2010-08-04,14.0118224896,44,2
2010-08-05,1.5744576512000013,7,1
2010-08-06,-1.2743349247999989,24,1
2010-08-07,5.3549364224,22,0
2010-08-08,-4.939622912,51,0
2010-08-09,15.1492728832,45,7
2010-08-10,-1.8568760319999988,14,2
2010-08-11,5.8665326592,14,5
2010-08-12,0.318641254400001,11,8
2010-08-13,-2.5294087168,23,0
2010-08-14,-4.5559667712000005,62,2
2010-08-15,-2.3481200640000006,30,0
2010-08-16,1.4172262399999995,35,3
2010-08-17,0.7042307071999998,48,5
2010-08-18,20.5795828736,24,6
2010-08-19,-6.2622729215999975,26,1
2010-08-20,16.9748941824,6,3
2010-08-21,-10.129664102399998,24,1
2010-08-22,-4.462738227200001,22,0
2010-08-23,-2.5072972800000004,18,4
2010-08-24,11.272259583999999,14,3
2010-08-25,9.5012187136,13,0
2010-08-26,3.044399513600002,6,7
2010-08-27,5.6659040256000015,0,8
2010-08-28,-6.007788851199999,13,13
2010-08-29,-4.9996911615999995,5,4
2010-08-30,-2.545751756800001,17,6
2010-08-31,3.259947519999999,8,4
2010-09-01,-2.3106396159999996,39,0
2010-09-02,-2.0406549504,11,0
2010-09-03,2.8472835072000002,39,0
2010-09-04,-2.2928695296,26,0
2010-09-05,-0.8960013311999999,31,4
2010-09-06,-0.4391624704,29,0
2010-09-07,3.718784,40,0
2010-09-08,13.18604288,25,0
2010-09-09,-2.6509992959999984,20,4
2010-09-10,-0.7422803967999996,40,3
2010-09-11,-2.867022848,26,1
2010-09-12,-0.41100062720000086,28,1
2010-09-13,-0.2995328000000004,39,0
2010-09-14,3.8174617599999996,29,2
2010-09-15,1.2981099520000003,19,2
2010-09-16,13.2734998528,8,2
2010-09-17,-7.5792588799999985,16,1
2010-09-18,-2.5335749632000004,19,8
2010-09-19,-1.4198882304000002,23,0
2010-09-20,0.06624972799999918,20,0
2010-09-21,10.9091085312,32,2
2010-09-22,2.5505298432000014,4,0
2010-09-23,-1.1225425919999994,21,1
2010-09-24,4.3367159808,13,1
2010-09-25,-4.925922508799999,14,4
2010-09-26,-1.9311872000000005,6,9
2010-09-27,1.7880550399999997,16,14
2010-09-28,2.928083968,31,19
2010-09-29,-2.0330999807999994,29,16
2010-09-30,3.2759885824,3,12
2010-10-01,-0.8747725823999994,16,5
2010-10-02,-0.9342943232,20,8
2010-10-03,-1.3226348544,15,10
2010-10-04,0.3441203199999997,12,7
2010-10-05,1.1427568639999999,11,7
2010-10-06,3.7311364096000004,51,0
2010-10-07,0.4491223040000003,16,0
2010-10-08,3.8821189632000004,14,4
2010-10-09,5.694175232000001,12,5
2010-10-10,-2.8436192255999995,17,10
2010-10-11,-0.6156551168000002,4,9
2010-10-12,8.877831168,18,4
2010-10-13,1.4740360192000015,45,3
2010-10-14,3.1049662464,61,1
2010-10-15,-3.3134540799999996,43,1
2010-10-16,-2.0660941824000005,30,4
2010-10-17,-2.0685298688000007,89,10
2010-10-18,7.774704844799999,30,1
2010-10-19,0.5944577024000006,17,1
2010-10-20,0.3138873344000004,17,0
2010-10-21,11.7542874112,18,0
2010-10-22,4.555062886400002,13,1
2010-10-23,0.5153647616000008,14,19
2010-10-24,-6.1635808255999995,17,15
2010-10-25,-2.7647571968000006,11,4
2010-10-26,3.219412991999999,9,8
2010-10-27,-1.3011162112,22,3
2010-10-28,5.684653568,19,3
2010-10-29,-4.4426806272,55,1
2010-10-30,-1.816805376,37,1
2010-10-31,-1.0197835776000002,68,1
2010-11-01,-0.6099052544000003,30,9
2010-11-02,1.6226048,26,3
2010-11-03,7.90377472,14,1
2010-11-04,-1.0812666879999995,27,1
2010-11-05,5.4451579904,48,10
2010-11-06,4.6784147456000005,49,7
2010-11-07,-5.186304,28,9
2010-11-08,-0.0322944000000005,23,6
2010-11-09,-0.042065920000000645,33,18
2010-11-10,-0.9185520640000004,17,7
2010-11-11,0.5616169983999999,10,4
2010-11-12,1.3545161728000001,21,1
2010-11-13,-0.9720792063999997,18,1
2010-11-14,5.7257829376,6,2
2010-11-15,-2.423002931199999,1,0
2010-11-16,-0.578719744,11,3
2010-11-17,-1.2196606976000002,9,1
2010-11-18,0.34846525439999965,24,1
2010-11-19,3.1635515392,6,7
2010-11-20,2.9582715904000003,84,13
2010-11-21,3.2209406976000006,29,18
2010-11-22,2.5421780992000005,43,7
2010-11-23,3.2405346304000004,14,0
2010-11-24,-0.2827250687999996,15,7
2010-11-25,6.6536184832,9,9
2010-11-26,4.439234048,59,5
2010-11-27,-4.2299650047999995,17,2
2010-11-28,-3.3910377472000004,7,8
2010-11-29,3.1583011839999995,15,4
2010-11-30,2.7683100672,34,5
2010-12-01,2.1312868352,14,4
2010-12-02,3.9365484544000005,23,4
2010-12-03,9.0556182528,54,2
2010-12-04,-2.6596398079999988,64,3
2010-12-05,-4.894420992000001,23,3
2010-12-06,-1.2637403136000005,10,1
2010-12-07,7.134202879999999,20,6
2010-12-08,0.2038179840000005,14,0
2010-12-09,8.070067507200001,12,0
2010-12-10,3.4123615232000013,12,0
2010-12-11,4.4292299776,13,0
2010-12-12,-3.1234839551999993,28,0
2010-12-13,4.502009856,14,3
2010-12-14,1.145269248,33,1
2010-12-15,7.590269235199999,36,0
2010-12-16,2.2470873088000003,33,1
2010-12-17,-2.184368127999999,22,6
2010-12-18,0.8081680383999998,34,3
2010-12-19,-4.96530944,17,14
2010-12-20,4.627143987199999,6,7
2010-12-21,2.6937704448,19,7
2010-12-22,1.270917324800001,9,2
2010-12-23,-2.4528449535999997,21,5
2010-12-24,-0.8067651584000002,20,13
2010-12-25,1.7611525119999998,2,9
2010-12-26,-2.742931456,15,0
2010-12-27,-1.2370372608000002,17,2
2010-12-28,-0.7715671040000001,42,7
2010-12-29,0.42186915839999994,11,2
2010-12-30,6.2170031104,16,0
2010-12-31,13.8443057152,6,0
2011-01-01,-6.833389977599999,15,1
2011-01-02,-3.0158191616,29,4
2011-01-03,7.419655372799999,51,2
2011-01-04,9.396172799999999,30,6
2011-01-05,-3.4098969599999993,31,21
2011-01-06,1.5799239680000001,33,14
2011-01-07,0.39544913920000013,23,11
2011-01-08,-2.1935727616000005,26,26
2011-01-09,-2.8091211776000002,25,5
2011-01-10,10.5709740032,19,1
2011-01-11,-0.801154047999999,22,9
2011-01-12,5.7884151808,31,4
2011-01-13,-4.8927404031999995,10,7
2011-01-14,4.3008939008,12,2
2011-01-15,-2.3167326208,32,6
2011-01-16,-2.6396206080000004,17,11
2011-01-17,5.6100209664,21,2
2011-01-18,3.247494656,17,7
2011-01-19,0.6311107584000002,13,14
2011-01-20,3.2574351360000007,14,6
2011-01-21,3.5431424000000007,8,6
2011-01-22,-3.0164932608,5,12
2011-01-23,-2.9063049216000003,9,11
2011-01-24,3.4921073663999995,22,8
2011-01-25,0.9800360960000001,14,6
2011-01-26,3.0289117184000003,10,5
2011-01-27,7.262430822400001,10,0
2011-01-28,1.053028352000001,3,1
2011-01-29,-5.0677339136,17,5
2011-01-30,0.8390793215999999,19,13
2011-01-31,1.5053860863999997,14,0
2011-02-01,2.132288,4,1
2011-02-02,5.630903808,10,10
2011-02-03,-2.085745459199999,5,7
2011-02-04,-1.2283516928,7,2
2011-02-05,-2.3795673088,18,2
2011-02-06,-1.1927115776000003,3,1
2011-02-07,4.243866624,18,1
2011-02-08,-1.5705949183999994,0,1
2011-02-09,8.578900172800001,3,1
2011-02-10,5.258569728000001,4,2
2011-02-11,3.3306083328000007,19,1
2011-02-12,-5.7000658944,4,0
2011-02-13,-2.3063643136000005,4,2
2011-02-14,3.5936639999999995,5,1
2011-02-15,8.00229888,8,0
2011-02-16,1.2379479040000012,0,1
2011-02-17,-3.9947296767999987,2,5
2011-02-18,0.4031262720000002,3,1
2011-02-19,1.3602570239999996,6,9
2011-02-20,-2.8746714112,10,2
2011-02-21,-0.26771200000000017,32,0
2011-02-22,2.7506508800000002,29,0
2011-02-23,9.641483264,16,4
2011-02-24,2.202062131200001,16,0
2011-02-25,6.810692710400001,60,2
2011-02-26,-0.8560995327999992,40,2
2011-02-27,-5.0929885184,6,1
2011-02-28,-0.34163998720000066,10,1
2011-03-01,6.7129876479999995,11,3
2011-03-02,22.0734026752,10,5
2011-03-03,3.1567039488000024,18,3
2011-03-04,1.0677505024000027,9,3
2011-03-05,-6.276781158399999,26,3
2011-03-06,0.6527934463999987,42,1
2011-03-07,12.6774971392,15,3
2011-03-08,7.093915136,17,2
2011-03-09,12.1463619584,8,0
2011-03-10,4.174669004800002,21,1
2011-03-11,4.146110054400001,23,0
2011-03-12,-8.2578659328,23,4
2011-03-13,-4.980589977600001,21,4
2011-03-14,22.3439307776,69,4
2011-03-15,-1.7323808767999989,97,1
2011-03-16,4.832541593600002,52,1
2011-03-17,-1.658202521599998,38,0
2011-03-18,15.6775832576,4,0
2011-03-19,1.444673433600002,28,2
2011-03-20,1.6256369664000019,55,0
