,golang/go,swiftlang/swift,rust-lang/rust
2014-09-17,13.0,47,61
2014-09-18,12.7,52,30
2014-09-19,20.014999999999997,36,21
2014-09-20,-3.2005000000000026,4,18
2014-09-21,-0.6576125000000002,9,12
2014-09-22,5.774207250000002,27,43
2014-09-23,3.4036843375000023,50,19
2014-09-24,19.473445273750002,26,34
2014-09-25,12.885573408296874,20,31
2014-09-26,17.664542967314063,15,21
2014-09-27,-2.9758785843468765,12,16
2014-09-28,-1.3034987895406238,29,9
2014-09-29,12.434414000734378,26,47
2014-09-30,19.42747171260469,37,37
2014-10-01,8.232192395920313,32,40
2014-10-02,5.677390511492188,32,67
2014-10-03,6.052009704745314,25,43
2014-10-04,1.313218577346877,12,22
2014-10-05,-1.04532458752031,7,27
2014-10-06,16.62129331194844,26,25
2014-10-07,10.165626047745313,25,29
2014-10-08,10.054129960653125,25,23
2014-10-09,7.998974609271874,38,48
2014-10-10,-0.7829341138218742,34,12
2014-10-11,1.1565447125359392,11,25
2014-10-12,-0.5435030961359353,3,23
2014-10-13,3.8572383318406276,16,41
2014-10-14,4.654938049432815,23,22
2014-10-15,17.4877113964,44,28
2014-10-16,7.236559414079687,17,27
2014-10-17,6.578460793860937,14,21
2014-10-18,-0.25402585517656284,7,17
2014-10-19,3.4983055971312513,3,16
2014-10-20,14.471451323126564,24,15
2014-10-21,4.397989167385938,15,23
2014-10-22,7.809319755476563,8,20
2014-10-23,0.6318678624875003,22,21
2014-10-24,7.25788763041094,29,19
2014-10-25,-0.980606297499999,8,26
2014-10-26,-0.27072923010468575,12,21
2014-10-27,16.04107250235,20,53
2014-10-28,18.587823980320312,20,41
2014-10-29,18.589003918315623,17,24
2014-10-30,12.027506450842186,9,45
2014-10-31,5.218422006843749,19,37
2014-11-01,-1.0904643334984363,14,18
2014-11-02,-1.1740326445890599,14,30
2014-11-03,6.385369235698441,18,76
2014-11-04,1.9605774299484402,14,24
2014-11-05,6.2267556660609396,15,34
2014-11-06,12.056267957901564,20,69
2014-11-07,1.4805481947093755,25,40
2014-11-08,-0.7254298627156246,16,18
2014-11-09,5.8801169048953135,15,31
2014-11-10,11.5550273619125,13,18
2014-11-11,23.813599258339064,40,18
2014-11-12,12.151888682649998,35,32
2014-11-13,3.380644038231249,18,20
2014-11-14,18.19888624999375,29,20
2014-11-15,-1.8768277213156241,16,14
2014-11-16,1.6139387405906271,6,42
2014-11-17,7.9471870801046895,29,62
2014-11-18,8.534061910545315,27,42
2014-11-19,3.3286288011265643,33,73
2014-11-20,6.779595189565626,38,38
2014-11-21,10.784756522065626,47,55
2014-11-22,1.4009830164203132,17,18
2014-11-23,-0.9142666892859364,4,46
2014-11-24,2.7560469428656265,11,25
2014-11-25,2.697055475950002,2,36
2014-11-26,-1.2749280085312484,2,33
2014-11-27,-0.7998761847390613,0,45
2014-11-28,-0.5461407836062488,4,11
2014-11-29,-0.4046315395265613,0,7
2014-11-30,-0.27566708127968675,1,16
2014-12-01,1.8598134418406254,12,12
2014-12-02,1.7089531104015625,22,18
2014-12-03,1.6381313377937499,39,33
2014-12-04,1.61940458985625,28,41
2014-12-05,10.611675,46,60
2014-12-06,2.6794414999999994,15,17
2014-12-07,-1.0518825250000003,2,51
2014-12-08,12.3844300825,19,27
