,elastic/kibana,grafana/grafana,getsentry/sentry
2021-07-22,43.0,23,40
2021-07-23,-0.30000000000000426,11,31
2021-07-24,-2.3350000000000017,1,1
2021-07-25,0.5944999999999989,0,0
2021-07-26,39.7975125,18,15
2021-07-27,33.03432975,10,28
2021-07-28,41.6675664625,5,28
2021-07-29,32.750498011249995,22,33
2021-07-30,24.321791755328125,13,23
2021-07-31,-7.384709686107811,0,0
2021-08-01,-4.953161815143744,0,0
2021-08-02,36.41959885271876,9,18
2021-08-03,39.166415153787504,13,24
2021-08-04,17.267395968932814,26,23
2021-08-05,21.506259870134375,15,25
2021-08-06,-2.3821997441156224,10,33
2021-08-07,-3.8123459797390566,0,2
2021-08-08,-3.2433064467015567,0,0
2021-08-09,29.73665272246407,15,4
2021-08-10,50.965546876875,16,1
2021-08-11,37.412522784843745,11,2
2021-08-12,35.92923264119062,12,1
2021-08-13,37.6083182628625,18,0
2021-08-14,-1.0113379848703126,2,1
2021-08-15,-2.6232599756953086,2,3
2021-08-16,56.08384716746407,11,0
2021-08-17,68.23422316850001,20,15
2021-08-18,30.490360849975,23,17
2021-08-19,32.095490190518746,20,15
2021-08-20,24.615337361393753,11,9
2021-08-21,-8.408947142101557,0,0
2021-08-22,-2.568374933829678,0,0
2021-08-23,43.04849762886407,21,16
2021-08-24,38.448313638403135,19,17
2021-08-25,37.078562395089065,15,23
2021-08-26,44.66404514450937,15,32
2021-08-27,3.7729806257312486,23,20
2021-08-28,-7.848085722643747,1,0
2021-08-29,-4.968771452324994,2,0
2021-08-30,34.472392285365636,9,26
2021-08-31,37.370748503856255,16,42
2021-09-01,38.55007870529063,25,30
2021-09-02,16.58495973782656,17,24
2021-09-03,38.15841627120157,5,2
2021-09-04,-9.236548084710936,0,0
2021-09-05,-4.117413763039057,0,0
2021-09-06,15.293598742500006,12,0
2021-09-07,36.21515638290626,20,28
2021-09-08,45.67135128219688,19,17
2021-09-09,33.57968859918437,23,23
2021-09-10,16.583963514904685,21,16
2021-09-11,-7.870555327153124,0,0
2021-09-12,-3.798918400403119,1,0
2021-09-13,37.65633369573438,26,31
2021-09-14,34.282129741417194,18,25
2021-09-15,37.90165302942656,25,29
2021-09-16,21.695122692448436,17,20
2021-09-17,-2.3467919965765613,22,18
2021-09-18,-2.4370380599515586,0,0
2021-09-19,1.166131875315632,1,0
2021-09-20,21.808039628234383,23,31
2021-09-21,26.10491194257344,15,33
2021-09-22,32.81882579738594,14,34
2021-09-23,37.63346523855781,24,29
2021-09-24,-5.5246593851375,2,18
2021-09-25,-4.896821707957811,2,0
2021-09-26,-0.18657359801249518,0,0
2021-09-27,32.29773133356407,17,26
2021-09-28,33.43933359067969,18,35
2021-09-29,33.859616016867186,26,38
2021-09-30,23.91328149502656,21,25
2021-10-01,20.28055182664531,21,18
2021-10-02,-5.224563090664061,0,3
2021-10-03,-3.366863833857808,0,0
2021-10-04,54.75971045470313,14,28
2021-10-05,50.67132982059532,12,20
2021-10-06,50.42575600738281,22,44
2021-10-07,39.09571328745781,19,31
2021-10-08,0.2714717595265608,15,52
2021-10-09,-5.959384450587494,0,0
2021-10-10,-3.4335956682874906,0,0
2021-10-11,37.884731611912514,18,14
2021-10-12,56.56232390130782,27,33
2021-10-13,46.01863197624375,15,25
2021-10-14,44.346519447676556,23,25
2021-10-15,38.951179151510935,15,24
2021-10-16,-5.835476153020311,1,0
2021-10-17,-2.3951492739624936,0,0
2021-10-18,51.356506876396885,21,34
2021-10-19,70.06877637577188,22,27
2021-10-20,55.01203352424062,27,25
2021-10-21,53.30005696830937,22,22
2021-10-22,-10.102656957173439,18,30
2021-10-23,-8.188846695809367,0,1
2021-10-24,-6.269507051176552,0,0
2021-10-25,43.511857883456265,15,20
2021-10-26,66.5891858329297,26,22
2021-10-27,20.334072222951562,24,26
2021-10-28,28.788580041546872,18,24
2021-10-29,36.18690339620781,21,28
2021-10-30,-2.2488487337718723,0,0
2021-10-31,-6.555457925695308,0,0
2021-11-01,33.46326253996407,16,19
2021-11-02,62.66731909400001,36,16
2021-11-03,41.38315063835313,21,30
2021-11-04,32.35429100153906,17,41
2021-11-05,30.168892531204687,20,21
2021-11-06,-8.505758717620308,2,1
2021-11-07,-4.485335195778117,1,0
2021-11-08,31.36807009721251,16,18
2021-11-09,46.85895920540626,28,31
2021-11-10,33.06485549129063,25,32
2021-11-11,59.04763608515625,27,29
2021-11-12,-4.497394028342189,20,19
2021-11-13,-6.636839762721871,1,3
2021-11-14,-5.0448014225046816,2,0
2021-11-15,43.46221117889689,26,31
2021-11-16,52.46786114136563,23,16
