,typesense/typesense,meilisearch/meilisearch,elastic/elasticsearch
2022-08-28,-0.2860613525359376,0.0,0
2022-08-29,1.8525582500000002,3.0,15
2022-08-30,1.6976044875,1.0,19
2022-08-31,1.6312572787500002,5.0,12
2022-09-01,1.5890107944843748,8.0,22
2022-09-02,1.5578154964328126,3.0,3
2022-09-03,1.540456402428125,2.0,0
2022-09-04,-0.4660191510312499,3.0,0
2022-09-05,0.7141323774281253,2.0,7
2022-09-06,1.7017934564687502,2.0,17
2022-09-07,0.5969957513968753,15.0,37
2022-09-08,1.6648207513968751,3.0,34
2022-09-09,1.592891751396875,1.0,23
2022-09-10,0.5659365263968751,0.0,1
2022-09-11,2.651007656396875,0.0,0
2022-09-12,0.486342823678125,1.0,25
2022-09-13,0.6180237819843752,4.0,22
2022-09-14,0.6516508001828127,4.0,16
2022-09-15,2.6735183144125,0.0,22
2022-09-16,0.4946023664328125,0.0,1
2022-09-17,1.6132066851468752,0.0,0
2022-09-18,-0.44008836933749995,0.0,0
2022-09-19,-0.25796375033281216,1.0,18
2022-09-20,1.8149666706265628,0.0,28
2022-09-21,2.6740113506984375,6.0,18
2022-09-22,1.5133562331984374,4.0,15
2022-09-23,-0.4665215128328126,0.0,13
2022-09-24,-0.2737772631234373,0.0,1
2022-09-25,0.8212435214328129,0.0,1
2022-09-26,-0.23279698007187466,0.0,33
2022-09-27,-0.13890692999999976,0.0,28
2022-09-28,-0.1072417397812498,1.0,18
2022-09-29,1.9116474633812504,3.0,23
2022-09-30,-0.2604499336390625,1.0,17
2022-10-01,-0.11995971757187499,1.0,1
2022-10-02,-0.06809369625000002,2.0,0
2022-10-03,-0.05089331301562482,7.0,15
2022-10-04,-0.040632352535937374,8.0,21
2022-10-05,0.973675975,6.0,23
2022-10-06,0.8778126075,12.0,15
2022-10-07,2.83586337396875,2.0,3
2022-10-08,-0.3902977050718753,0.0,0
2022-10-09,-0.18416250000000003,3.0,1
2022-10-10,-0.12227924999999994,5.0,25
2022-10-11,1.9087337375000004,2.0,28
2022-10-12,-0.27260595874999993,11.0,31
2022-10-13,-0.15014804676562488,8.0,19
2022-10-14,-0.1082482543015624,4.0,38
2022-10-15,1.9215712084171876,0.0,1
2022-10-16,-0.2574300576078125,0.0,0
2022-10-17,0.8836759750000001,11.0,15
2022-10-18,2.8208126074999997,15.0,21
2022-10-19,0.5945383739687499,12.0,13
2022-10-20,0.687468794928125,3.0,19
2022-10-21,0.722513475,0.0,4
2022-10-22,-0.27379164249999977,0.0,0
2022-10-23,-0.17481138853124975,0.0,0
2022-10-24,0.8673433111781252,7.0,15
2022-10-25,0.8072093357343753,9.0,15
2022-10-26,-0.2224762503328124,80.0,13
2022-10-27,-0.1325205793734374,376.0,6
2022-10-28,-0.07822336180156236,6.0,7
2022-10-29,-0.05474641555156232,1.0,0
2022-10-30,0.9623223849640626,4.0,0
2022-10-31,2.87574429125,7.0,18
2022-11-01,0.6343379907343747,0.0,25
2022-11-02,0.7185328344484374,1.0,20
2022-11-03,0.7404386474640624,5.0,25
2022-11-04,-0.25160424999999986,2.0,23
2022-11-05,-0.15567476249999979,0.0,3
2022-11-06,0.8841410162500003,0.0,0
2022-11-07,-0.1927906642656248,0.0,19
2022-11-08,0.8775237496671877,10.0,31
2022-11-09,1.8124794206265626,1.0,28
2022-11-10,-0.29472336180156256,4.0,35
2022-11-11,0.8474160844484375,0.0,9
2022-11-12,-0.1992233650359375,2.0,0
2022-11-13,-0.11353544624999981,2.0,0
2022-11-14,0.9165361744843752,3.0,24
2022-11-15,1.8335209262140626,4.0,29
2022-11-16,0.707127544484375,1.0,26
2022-11-17,1.7408025089328123,8.0,22
2022-11-18,0.6494460986781249,0.0,27
2022-11-19,0.714489936984375,0.0,3
2022-11-20,-0.27645686503593747,0.0,1
2022-11-21,-0.16835947124999975,1.0,21
2022-11-22,-0.12631371801562472,0.0,28
2022-11-23,0.8982675501828128,3.0,24
2022-11-24,1.8221678269125001,6.0,30
2022-11-25,0.7032088126828124,0.0,1
2022-11-26,-0.2559597143375001,3.0,0
2022-11-27,-0.14062966555156245,0.0,1
2022-11-28,-0.09434060253593729,11.0,17
2022-11-29,-0.06605801249999978,2.0,14
2022-11-30,1.9464655287500001,7.0,13
2022-12-01,0.755082281984375,14.0,9
2022-12-02,-0.22862917481718756,0.0,11
2022-12-03,1.8716339819125,8.0,0
2022-12-04,-0.2782238525359375,3.0,0
2022-12-05,-0.14289599999999988,11.0,20
2022-12-06,0.9005592250000001,11.0,24
2022-12-07,1.8233255950000002,18.0,28
2022-12-08,1.69253617771875,13.0,19
2022-12-09,0.6288099569124999,2.0,3
2022-12-10,0.7017512549640625,1.0,0
2022-12-11,-0.2785783760312499,4.0,3
2022-12-12,-0.17701821757187472,7.0,31
2022-12-13,1.8811862787500002,13.0,18
2022-12-14,1.7051410194843752,8.0,25
2022-12-15,4.630998366432813,3.0,15
2022-12-16,-0.7071900398531255,3.0,15
2022-12-17,-0.3607847143375,0.0,2
2022-12-18,0.7659743344484378,0.0,1
2022-12-19,1.729731122464063,14.0,12
2022-12-20,3.6259048325000003,7.0,18
2022-12-21,2.37436591896875,13.0,27
2022-12-22,0.35093468764687485,17.0,28
2022-12-23,1.5289189798500002,0.0,12
2022-12-24,-0.5005397751796872,0.0,1
2022-12-25,0.7176277787500005,1.0,0
2022-12-26,-0.31041650551562466,3.0,6
2022-12-27,-0.213838051067187,0.0,9
2022-12-28,0.8377524416156253,0.0,7
2022-12-29,0.7796194295593752,0.0,3
2022-12-30,-0.2180690131234374,0.0,7
2022-12-31,-0.11419749106718743,0.0,1
2023-01-01,0.9229460986781252,0.0,0
2023-01-02,1.853652436984375,5.0,0
2023-01-03,6.717322384964063,3.0,18
2023-01-04,0.1572442912499994,9.0,24
2023-01-05,3.486675490734375,14.0,17
2023-01-06,2.280091084448437,1.0,3
2023-01-07,0.2930681349640628,0.0,0
2023-01-08,-0.5198974712499997,0.0,0
2023-01-09,7.646843456984375,8.0,29
2023-01-10,2.9266921351828126,6.0,24
2023-01-11,3.02346960756875,13.0,30
2023-01-12,-0.9763378532671877,9.0,23
2023-01-13,0.44758479415156316,1.0,34
2023-01-14,-0.4989780454406243,0.0,3
2023-01-15,0.6678220293765634,0.0,0
2023-01-16,1.657236527464063,10.0,24
2023-01-17,4.560768160875,16.0,30
2023-01-18,2.21554439265,16.0,24
2023-01-19,4.312306825293749,18.0,32
2023-01-20,0.12036914360624973,0.0,4
2023-01-21,3.431223674484375,0.0,3
2023-01-22,0.22411217621406265,0.0,1
2023-01-23,-0.5577285180156244,12.0,39
2023-01-24,0.6172637526828131,8.0,43
2023-01-25,2.609002828600001,18.0,31
2023-01-26,3.430540804523438,4.0,30
2023-01-27,3.2836033810640624,0.0,35
2023-01-28,0.20473812680468728,0.0,1
2023-01-29,-0.5298700508484374,0.0,0
2023-01-30,4.653674014340625,5.0,33
2023-01-31,1.2654044137140628,26.0,26
2023-02-01,-0.6056269517656248,9.0,30
2023-02-02,2.617256623417188,15.0,40
2023-02-03,2.4186808928296877,0.0,3
2023-02-04,4.36012889154375,0.0,3
2023-02-05,2.1382927143406247,0.0,0
2023-02-06,2.2373211412140623,9.0,37
2023-02-07,1.242133292421875,0.0,47
2023-02-08,-0.672779676210937,9.0,25
2023-02-09,4.592363918678125,5.0,27
2023-02-10,2.2048661597031254,2.0,26
2023-02-11,-0.7635312654046872,0.0,5
2023-02-12,1.544461251064063,0.0,1
2023-02-13,0.48088318452343803,13.0,25
2023-02-14,1.591339860845313,14.0,28
2023-02-15,1.5395065038609377,2.0,13
2023-02-16,32.528422776178125,13.0,19
2023-02-17,-0.5810186538281275,1.0,6
2023-02-18,0.003535023273436577,0.0,1
2023-02-19,-1.409604462607813,0.0,0
2023-02-20,3.053849652718753,19.0,21
2023-02-21,2.874282314412502,8.0,26
2023-02-22,1.8462554664328137,16.0,25
2023-02-23,-1.0677458448531243,21.0,27
2023-02-24,0.27619285166250107,0.0,14
2023-02-25,-0.6606714652328113,0.0,1
2023-02-26,2.7315642663609383,0.0,0
2023-02-27,3.5093292099281252,2.0,18
2023-02-28,0.3222034254375,1.0,24
2023-03-01,1.51323349904375,1.0,27
2023-03-02,2.5035501383093752,0.0,26
2023-03-03,8.414209496142188,3.0,3
2023-03-04,-1.2261838505156255,0.0,2
2023-03-05,2.3577302587140627,0.0,0
2023-03-06,2.2630372634531253,9.0,26
2023-03-07,1.229799719079688,4.0,23
2023-03-08,-0.6703879031593746,10.0,35
2023-03-09,-0.4167621798171869,15.0,17
2023-03-10,53.68731633963125,0.0,32
2023-03-11,-3.640472662248442,0.0,3
2023-03-12,-2.8105902990734393,0.0,0
2023-03-13,0.2826899472031239,3.0,3
2023-03-14,1.5511361108453166,2.0,7
2023-03-15,0.6540373163609403,6.0,5
2023-03-16,6.848220119928127,1.0,6
2023-03-17,-1.6422086224999988,0.0,1
2023-03-18,2.9499027046562514,0.0,3
2023-03-19,2.783326062028126,0.0,0
2023-03-20,1.1439953649281254,75.0,22
2023-03-21,-0.7016757397812498,3.0,32
2023-03-22,2.5403638633812506,2.0,28
2023-03-23,2.362800246360938,8.0,20
2023-03-24,-0.6867842591968746,0.0,22
2023-03-25,0.5830528447125004,0.0,1
2023-03-26,-0.3564595620624996,1.0,2
2023-03-27,-0.24939380470624942,8.0,41
2023-03-28,0.8309316763250003,6.0,36
2023-03-29,0.7897726686781252,11.0,29
2023-03-30,-0.2231027777968749,25.0,34
2023-03-31,1.8594364908453127,1.0,34
2023-04-01,0.7145472461421875,0.0,0
2023-04-02,3.763652436984375,0.0,0
2023-04-03,1.460322384964062,16.0,12
2023-04-04,-0.4740807087500001,12.0,23
2023-04-05,5.722441990734375,12.0,34
2023-04-06,0.19994205944843735,25.0,20
2023-04-07,1.4804597424640626,6.0,6
2023-04-08,-0.53111187228125,0.0,0
2023-04-09,-0.3395398280874994,0.0,2
2023-04-10,3.756777502901563,0.0,16
2023-04-11,2.410854138825,1.0,39
2023-04-12,0.39124460492812496,16.0,25
2023-04-13,1.55617240065625,16.0,24
2023-04-14,-0.49529882073124976,0.0,5
2023-04-15,-0.2724899785671871,0.0,1
2023-04-16,-0.19545850507187462,0.0,0
2023-04-17,1.8586974275000006,0.0,48
2023-04-18,2.6830501466875,4.0,40
2023-04-19,1.510281929559375,0.0,22
2023-04-20,0.5510477368765623,0.0,43
2023-04-21,0.6556395214328126,0.0,35
2023-04-22,0.6869812949281252,0.0,4
2023-04-23,-0.2894992749999997,0.0,0
2023-04-24,0.8119305700000004,8.0,33
2023-04-25,0.7559790102187502,7.0,24
2023-04-26,-0.2626312991187498,9.0,22
2023-04-27,-0.15820564238906232,3.0,29
2023-04-28,0.9002157731625002,1.0,20
2023-04-29,0.8341598881984376,4.0,3
2023-04-30,-0.1922459280515625,0.0,1
2023-05-01,5.893845438714062,0.0,13
2023-05-02,1.3301754907343746,18.0,28
2023-05-03,2.4752535844484376,33.0,39
2023-05-04,7.401322384964062,14.0,33
2023-05-05,-1.1402307087500003,0.0,21
2023-05-06,3.395812490734375,1.0,1
2023-05-07,1.1808397594484377,0.0,2
2023-05-08,3.3050646949640634,3.0,18
2023-05-09,3.1479826919062504,0.0,32
2023-05-10,3.0722430700031254,6.0,25
2023-05-11,1.06595578588125,1.0,25
2023-05-12,58.23672538826719,0.0,17
2023-05-13,-3.389006630287505,0.0,1
2023-05-14,-0.27222569456250145,0.0,0
2023-05-15,0.6279531288249989,7.0,22
2023-05-16,55.07608520786563,10.0,31
2023-05-17,11.924056777793748,2.0,28
2023-05-18,-1.5314525422062513,0.0,10
2023-05-19,1.2634160975750008,0.0,1
2023-05-20,-1.101708049243745,0.0,0
2023-05-21,-2.447246614917182,0.0,0
2023-05-22,3.541214452095316,2.0,29
2023-05-23,6.338900079595316,4.0,24
2023-05-24,5.019072571751565,4.0,29
2023-05-25,5.994549110654688,11.0,29
2023-05-26,3.2740435435046873,0.0,22
2023-05-27,0.5909918822781253,0.0,2
2023-05-28,-1.0535124512109366,0.0,2
2023-05-29,1.3118204636781263,11.0,8
2023-05-30,7.282028277421876,2.0,24
2023-05-31,78.68659850944532,0.0,16
2023-06-01,-2.7379621438968815,0.0,32
2023-06-02,-2.686455978126565,0.0,20
2023-06-03,-1.0847532778656257,0.0,3
2023-06-04,-1.330388913710931,0.0,0
2023-06-05,5.19540380242813,1.0,24
2023-06-06,-0.10087269603124671,3.0,32
2023-06-07,2.323129515803128,1.0,33
2023-06-08,1.3320619359625019,3.0,29
2023-06-09,-1.4755837484687477,0.0,20
2023-06-10,-0.5080213962468744,0.0,2
2023-06-11,-0.33954561485312423,0.0,0
2023-06-12,0.7431995831625009,1.0,27
2023-06-13,2.7014372638546877,0.0,25
2023-06-14,6.493210583717188,3.0,39
2023-06-15,4.048147954115624,0.0,22
2023-06-16,14.016537150809375,0.0,6
2023-06-17,2.9721991923921864,0.0,1
2023-06-18,2.4763502374999997,0.0,3
2023-06-19,5.68079051625,1.0,17
2023-06-20,2.451995260734376,7.0,36
2023-06-21,1.6453665221671885,1.0,16
