,defold/defold,cocos/cocos-engine,cocos2d/cocos2d-x
2020-02-05,10,0.0,0
2020-02-06,3,0.0,0
2020-02-07,3,0.0,0
2020-02-08,0,2.0,0
2020-02-09,0,0.3999999999999999,0
2020-02-10,0,4.49,0
2020-02-11,4,2.276,0
2020-02-12,9,5.135175,0
2020-02-13,0,5.082897,0
2020-02-14,8,-0.6500944749999995,0
2020-02-15,1,-2.5269466599999992,0
2020-02-16,3,-0.3581335197812494,0
2020-02-17,11,4.76120488801875,0
2020-02-18,10,2.404988370439062,1
2020-02-19,6,-0.7290324994765625,0
2020-02-20,7,1.090866052209375,0
2020-02-21,5,13.042835301995312,0
2020-02-22,1,-5.492712318659375,0
2020-02-23,1,-2.181818938448436,0
2020-02-24,6,9.681547328234375,0
2020-02-25,1,4.758209942423436,0
2020-02-26,17,4.430555051775,0
2020-02-27,6,0.1947447415546879,0
2020-02-28,7,2.2185564169875,0
2020-02-29,0,-3.8277862411828125,0
2020-03-01,0,-0.016285435992187125,0
2020-03-02,9,4.15664747625,0
2020-03-03,10,2.0456366393281242,0
2020-03-04,2,-3.006649272701563,0
2020-03-05,2,4.538062286264062,0
2020-03-06,8,10.286706554576561,0
2020-03-07,0,-5.118873091757813,0
2020-03-08,0,-2.129701451896874,0
2020-03-09,5,7.72362361146875,0
2020-03-10,0,-0.6176474958093756,0
2020-03-11,1,5.468067511775001,0
2020-03-12,4,-0.7348119211640625,0
2020-03-13,6,2.37833264065625,1
2020-03-14,2,-2.9668675473500006,0
2020-03-15,3,2.4999271154734375,0
2020-03-16,21,0.90379244875,0
2020-03-17,0,11.004017577859376,0
2020-03-18,3,6.007017103107812,0
2020-03-19,1,11.654809892426563,0
2020-03-20,3,0.4810476750906254,0
2020-03-21,0,-5.664030523526561,0
2020-03-22,0,-2.893239498664061,0
2020-03-23,7,14.0912848491875,1
2020-03-24,10,3.7689579005218743,0
2020-03-25,2,1.2307857685984374,0
2020-03-26,0,2.038251189801562,0
2020-03-27,0,1.3564200794234367,0
2020-03-28,0,-4.186580759082813,0
2020-03-29,0,-2.1060011058624992,0
2020-03-30,11,5.617695745000001,0
2020-03-31,2,1.8444170067499988,0
2020-04-01,3,1.9149097668687496,0
2020-04-02,6,2.0391427590625,0
2020-04-03,1,1.0763979475109373,0
2020-04-04,0,-2.621698443223438,0
2020-04-05,2,4.688619733103126,0
2020-04-06,8,-2.63651897875,0
2020-04-07,3,9.738421051390626,1
2020-04-08,9,2.8384608422921866,0
2020-04-09,12,-0.8311854687421878,0
2020-04-10,3,1.309048755007813,0
2020-04-11,0,-2.644396608226562,0
2020-04-12,1,1.6253624545687504,0
2020-04-13,2,6.18212096190625,0
2020-04-14,8,3.582192721853125,0
2020-04-15,7,10.385431611828125,0
2020-04-16,4,-0.9420373341703137,0
2020-04-17,8,-3.0155038879265614,0
2020-04-18,10,-2.350999194260937,0
2020-04-19,5,-1.4702691241812498,0
2020-04-20,10,4.961349622203125,0
2020-04-21,0,3.384839284926562,0
2020-04-22,6,-2.061330718221875,0
2020-04-23,16,-0.7224251585984376,0
2020-04-24,21,5.7085163571625,0
2020-04-25,1,-2.767590282929688,0
2020-04-26,7,1.8337474117671881,0
2020-04-27,16,5.3601884325,0
2020-04-28,12,7.041857444406249,0
2020-04-29,1,-4.340540666240625,0
2020-04-30,6,-1.8662880074124995,0
2020-05-01,4,-1.1274592962484373,0
2020-05-02,0,-0.8042297680921877,0
2020-05-03,0,-0.6121242513796876,0
2020-05-04,6,-0.41313969154687513,0
2020-05-05,8,-0.34145999455781295,0
2020-05-06,6,3.746148939714062,0
2020-05-07,6,1.6641658676718745,0
2020-05-08,4,0.6800000000000002,1
2020-05-09,0,-0.1529999999999998,0
2020-05-10,0,-0.8491499999999998,0
2020-05-11,7,10.5366315,1
2020-05-12,9,0.3778907999999994,0
2020-05-13,2,-2.6002746824999994,0
2020-05-14,8,7.7288393366875,0
2020-05-15,11,0.45705328677187484,0
2020-05-16,2,-2.7240336969796872,0
2020-05-17,0,3.6264859692687503,0
2020-05-18,18,0.5853006255171875,0
2020-05-19,7,4.896394770578125,0
2020-05-20,5,1.7461668248765618,0
2020-05-21,2,0.06761493331875013,0
2020-05-22,16,2.670691704109375,0
2020-05-23,7,-2.7849601486578126,0
2020-05-24,7,-1.3313168591812496,0
2020-05-25,10,9.134189807421874,0
2020-05-26,8,0.34537430478906206,0
2020-05-27,10,7.284882536692187,0
2020-05-28,4,4.637256389792187,0
2020-05-29,12,17.400041414789065,0
2020-05-30,0,-8.717986323526564,0
2020-05-31,3,-1.6667316911640606,0
2020-06-01,2,1.1496388125000006,0
2020-06-02,10,6.97153786234375,0
2020-06-03,11,11.208713000609375,0
2020-06-04,5,-0.06422025933750053,1
2020-06-05,1,-1.29087510571875,0
2020-06-06,1,-3.925606212939063,0
2020-06-07,3,-1.2061755886218748,0
2020-06-08,9,2.3649473464687505,0
2020-06-09,2,4.673568018971874,0
2020-06-10,2,2.622235761912499,0
2020-06-11,11,7.571151533171874,0
2020-06-12,5,5.0588290259156246,0
2020-06-13,6,-5.093890122192187,0
2020-06-14,3,2.680068873318751,0
2020-06-15,21,5.030219150734375,0
2020-06-16,10,7.996975878454688,0
2020-06-17,16,13.429993699709375,0
2020-06-18,10,3.7315046705265615,0
2020-06-19,0,-2.2246183513187496,0
2020-06-20,1,-5.0348010257171865,0
2020-06-21,7,-2.7755979010781244,0
2020-06-22,5,2.145453126171875,0
2020-06-23,2,3.3777900272109367,0
2020-06-24,2,9.6926522917,0
2020-06-25,3,-5.576550174840626,0
2020-06-26,13,-2.426041821360937,0
2020-06-27,5,-1.3757405426218752,0
2020-06-28,1,4.138525483835937,0
2020-06-29,15,1.8981224799999996,0
2020-06-30,21,-2.2049017220625,0
2020-07-01,11,-1.113538512275,0
2020-07-02,2,-0.7267102973500006,0
2020-07-03,5,0.5141643779734373,1
2020-07-04,1,-0.5352853125,0
2020-07-05,0,-0.29290981874999994,0
2020-07-06,7,5.785287321171875,0
2020-07-07,1,1.0284135667734369,0
2020-07-08,1,1.3859460970687503,0
2020-07-09,10,4.404719137500001,0
2020-07-10,7,2.44656772625,0
2020-07-11,2,-2.623185716765625,0
2020-07-12,0,0.755083161767188,0
2020-07-13,4,-1.4112219799999999,0
2020-07-14,6,0.18889129065625,0
2020-07-15,7,2.1067111240562495,0
2020-07-16,1,-1.4038533449953128,0
2020-07-17,6,4.335262590957813,0
2020-07-18,0,-1.9261082882250005,0
2020-07-19,2,0.21896063633593765,0
2020-07-20,8,2.25830495396875,0
2020-07-21,14,0.6782208122843749,0
2020-07-22,4,2.804150211984375,0
2020-07-23,10,2.1937196239703125,0
2020-07-24,9,1.9752556415515627,0
2020-07-25,1,-2.130150196328125,0
2020-07-26,2,-1.0348074274140622,0
2020-07-27,3,1.3631587369843752,0
2020-07-28,6,-1.0717825610296878,0
2020-07-29,7,1.4296627817703125,0
2020-07-30,0,1.0213737614718748,0
2020-07-31,4,5.916005385006249,0
2020-08-01,7,0.3937189800062493,0
2020-08-02,1,-0.9352203779312496,0
2020-08-03,13,2.7908199525000006,0
2020-08-04,7,6.09760684146875,0
2020-08-05,4,7.680327651034375,0
2020-08-06,2,12.26004273146875,0
2020-08-07,7,-0.18283401374687447,0
2020-08-08,0,-5.198137527575,0
2020-08-09,1,-2.6808442666765613,0
2020-08-10,9,0.2551117985359377,0
2020-08-11,1,-0.8712197077953128,0
