,statsmodels/statsmodels,scikit-learn/scikit-learn,mlpack/mlpack
2010-04-25,1,1,1.1606315
2010-04-26,1,1,-0.9922841999999998
2010-04-27,0,0,0.5253283175000002
2010-04-28,0,2,10.3802963116875
2010-04-29,0,7,-0.6467293032281258
2010-04-30,0,4,-1.2612524646984369
2010-05-01,0,0,-1.3941387724999994
2010-05-02,11,0,-0.8246757310312498
2010-05-03,12,10,2.410888627503125
2010-05-04,13,10,1.6684631622843749
2010-05-05,0,8,-0.538969565515625
2010-05-06,0,11,2.9381200185953125
2010-05-07,0,23,-0.8199924696078129
2010-05-08,0,1,-1.0457752064640622
2010-05-09,0,6,1.4442507492671877
2010-05-10,7,4,-0.9765846587500001
2010-05-11,0,0,2.503173665953125
2010-05-12,2,6,3.7508186362546874
2010-05-13,0,2,-0.051061913964062455
2010-05-14,0,1,3.5410119459546876
2010-05-15,4,1,-1.244759594696875
2010-05-16,4,0,-1.2854712107328121
2010-05-17,3,6,2.26697772896875
2010-05-18,5,2,-1.420195960215625
2010-05-19,1,0,-0.6927419940468749
2010-05-20,6,3,1.5173270664734373
2010-05-21,6,0,0.06177476905468715
2010-05-22,7,0,-0.7246684340437501
2010-05-23,0,0,-0.3776363704296875
2010-05-24,0,3,11.789719765517187
2010-05-25,0,1,8.252766849703125
2010-05-26,0,4,0.02296778530156285
2010-05-27,1,19,-1.5351954099999991
2010-05-28,3,5,-0.37166070728124945
2010-05-29,0,6,-1.98913654323125
2010-05-30,0,2,-1.1794092632328121
2010-05-31,3,2,-0.854783885
2010-06-01,0,2,5.325822301312499
2010-06-02,0,7,-1.3543101537312512
2010-06-03,0,3,6.743139184878125
2010-06-04,2,3,-2.9995850471953127
2010-06-05,0,0,0.8006047400031253
2010-06-06,0,0,-0.3216508264656248
2010-06-07,2,2,-0.0007054249999998152
2010-06-08,5,0,5.101213495
2010-06-09,8,3,5.65471052565625
2010-06-10,4,10,-3.4381383861625
2010-06-11,0,1,-1.454041622357812
2010-06-12,2,0,-0.9165579658624999
2010-06-13,0,0,-0.57361306978125
2010-06-14,6,2,0.5605520080187499
2010-06-15,3,3,0.37054932750156244
2010-06-16,8,13,3.334498096173437
2010-06-17,4,6,2.4269857864781246
2010-06-18,3,3,12.1716701941375
2010-06-19,0,0,-4.92788275
2010-06-20,0,0,-0.9216511124999986
2010-06-21,4,7,1.5452308637500005
2010-06-22,6,11,3.1858865594843753
2010-06-23,0,14,10.511003825001563
2010-06-24,0,0,-3.1225139502953123
2010-06-25,1,8,0.20404989750625058
2010-06-26,0,13,-2.47336180015
2010-06-27,1,2,-1.383681396509375
2010-06-28,3,7,-0.8343411005156248
2010-06-29,2,0,-0.6385791447796876
2010-06-30,7,0,0.4976991427234372
2010-07-01,3,2,-0.6820715191171882
2010-07-02,0,1,-0.37020962680781283
2010-07-03,0,5,-0.13429697676250013
2010-07-04,0,9,-0.08091273969843757
2010-07-05,0,1,-0.029720249999999997
2010-07-06,0,11,-0.023280862499999996
2010-07-07,5,9,1.98104272625
2010-07-08,2,3,-0.6158767167656252
2010-07-09,4,0,0.7764165867671876
2010-07-10,0,6,-0.419
2010-07-11,0,0,-0.1853249999999999
2010-07-12,2,0,-0.11894049999999996
2010-07-13,4,1,1.913275775
2010-07-14,5,2,1.3323652025
2010-07-15,1,3,0.13496570396874996
2010-07-16,13,42,0.32487589978437514
2010-07-17,0,3,-0.620201716765625
2010-07-18,0,6,-0.3178489132328124
2010-07-19,3,2,-0.20566472499999994
2010-07-20,2,5,-0.1543590225
2010-07-21,2,1,-0.1226690935312501
2010-07-22,1,2,-0.10115839624687514
2010-07-23,6,1,-0.062000816981250095
2010-07-24,0,2,-0.02946012999843757
2010-07-25,0,0,-0.013583413232812524
2010-07-26,2,14,0.0
2010-07-27,0,74,3.0
2010-07-28,0,18,-0.9000000000000001
2010-07-29,1,4,-0.3149999999999998
2010-07-30,0,4,-0.1784999999999999
2010-07-31,2,8,-0.1204875
2010-08-01,0,6,-0.08916074999999998
2010-08-02,1,1,-0.06984258749999998
2010-08-03,4,0,-0.05687182125000001
2010-08-04,0,4,-0.04763015029687513
2010-08-05,0,4,3.9592497603015624
2010-08-06,2,4,-1.2000000000000002
2010-08-07,0,1,0.5800000000000003
2010-08-08,0,17,0.4620000000000001
2010-08-09,1,0,3.4343500000000002
2010-08-10,0,0,0.5166189999999999
2010-08-11,0,4,3.78721405
2010-08-12,0,1,4.906288155
2010-08-13,3,16,-0.021157979562500095
2010-08-14,0,1,0.7717222108187505
2010-08-15,0,2,2.9802895594843752
2010-08-16,4,5,4.424910300001563
2010-08-17,2,13,0.6365616097046871
2010-08-18,2,38,-1.7859877427124995
2010-08-19,1,17,3.2644328359562502
2010-08-20,0,22,-1.5785072422734379
2010-08-21,0,3,-1.5691819266765623
2010-08-22,0,11,-0.9076762962453124
2010-08-23,0,9,-0.6359909397765627
2010-08-24,0,3,2.533072208976562
2010-08-25,1,8,1.776327404057812
2010-08-26,0,10,1.596722399053125
2010-08-27,3,16,0.49457572918906245
2010-08-28,0,0,-1.2977812829296875
2010-08-29,0,0,-0.6117316632328123
2010-08-30,0,6,-0.39849083749999986
2010-08-31,1,20,-0.29620015875
2010-09-01,3,8,-0.23378505904687513
2010-09-02,1,8,0.8081860637546873
2010-09-03,0,14,-0.4262949374953128
2010-09-04,0,6,-0.17750367322968758
2010-09-05,0,10,-0.08666682646562501
2010-09-06,0,24,-0.0401625
2010-09-07,2,8,-0.029720249999999997
2010-09-08,2,54,1.9767191375
2010-09-09,0,61,-0.6189572737500001
2010-09-10,0,11,-0.2258767167656249
2010-09-11,7,23,-0.13258341323281247
2010-09-12,5,1,-0.080325
2010-09-13,6,3,1.9405595
2010-09-14,0,29,-0.6465617250000001
2010-09-15,9,12,0.7520854525000001
2010-09-16,1,19,1.5492465664687498
2010-09-17,4,7,-0.8124918264656251
2010-09-18,0,2,-0.3289404999999998
2010-09-19,7,1,0.794275775
2010-09-20,2,6,-0.44795979750000003
2010-09-21,1,4,-0.21947479603125
2010-09-22,5,1,1.847814174784375
2010-09-23,2,0,-0.6939537642656252
2010-09-24,10,0,0.7149429032359376
2010-09-25,0,0,-0.46944768896562505
2010-09-26,0,0,-0.2042822737499999
2010-09-27,0,8,-0.13481721676562503
2010-09-28,2,10,-0.10030763823281251
2010-09-29,4,12,0.9323652025
2010-09-30,3,7,1.64496570396875
2010-10-01,3,17,0.24887589978437497
2010-10-02,0,0,1.414623283234375
2010-10-03,3,0,8.122254086767187
2010-10-04,4,12,1.9204547500000002
2010-10-05,0,11,6.313116137500001
2010-10-06,2,19,-0.9360642487499997
2010-10-07,6,4,0.3595248732343759
2010-10-08,4,7,1.670349404485938
2010-10-09,1,0,4.50595039676875
2010-10-10,6,0,-3.4188263730140624
2010-10-11,11,10,8.342980341393751
2010-10-12,4,7,-1.108403104173438
2010-10-13,5,5,0.31245957419531223
2010-10-14,3,4,5.662082109357812
2010-10-15,6,2,2.377699477504687
2010-10-16,9,0,0.5268519769890627
2010-10-17,8,0,7.086072454709376
2010-10-18,1,10,3.458040032370312
2010-10-19,0,8,2.54778142359375
2010-10-20,1,21,7.699445496125
2010-10-21,0,25,-1.711229754995312
2010-10-22,0,10,-0.8696335663234374
2010-10-23,0,2,-1.0654648264562505
2010-10-24,9,24,-0.36381873395937525
2010-10-25,0,21,-0.03351804808750014
2010-10-26,0,15,5.156712367296874
2010-10-27,0,5,10.861099191778123
2010-10-28,0,3,1.3749583236828116
2010-10-29,9,1,-1.4562068721062493
2010-10-30,5,4,5.004981924271876
2010-10-31,1,16,5.941203304270313
2010-11-01,0,49,22.024478155003123
2010-11-02,0,8,-4.4720825012468755
2010-11-03,0,15,-3.2071324638249994
2010-11-04,2,13,-3.295788431098437
2010-11-05,0,8,-2.89801352386875
2010-11-06,0,4,-0.8541026079265626
2010-11-07,0,30,1.355771001176562
2010-11-08,1,4,-1.0532892897687507
2010-11-09,3,7,3.5476880349999984
2010-11-10,5,5,1.6341723583703116
2010-11-11,0,4,-2.08279565344375
2010-11-12,6,23,0.07326893103593779
2010-11-13,12,19,1.1290839755171875
2010-11-14,4,15,-1.110280650515625
2010-11-15,1,15,9.415043850220313
2010-11-16,6,10,-0.4036992752140631
2010-11-17,13,7,1.771158657939063
2010-11-18,1,4,8.675854704273437
2010-11-19,2,9,5.580022348318749
2010-11-20,12,3,4.135518735734376
2010-11-21,3,3,-3.9324562217640615
2010-11-22,9,25,2.3127493485343757
2010-11-23,8,11,-2.1778101889062507
2010-11-24,5,12,-2.058547865125
2010-11-25,5,16,6.744259506989062
2010-11-26,0,9,3.6818892126468743
2010-11-27,23,14,-2.6308447894671882
2010-11-28,2,10,-1.9548064194687498
2010-11-29,5,7,4.901005332889063
2010-11-30,7,7,1.5096762291890622
2010-12-01,1,17,0.6517550670703125
2010-12-02,1,5,2.965072109267188
2010-12-03,3,8,3.4230294871249995
2010-12-04,1,2,0.9187669030281249
2010-12-05,3,5,10.382485715604687
2010-12-06,7,5,11.812576244267188
2010-12-07,1,12,-2.3335082330937498
2010-12-08,2,8,-1.7157549802093737
2010-12-09,5,11,-2.4139288469781244
2010-12-10,1,20,7.691373333973438
2010-12-11,0,3,4.468785575742187
2010-12-12,0,19,2.134184682290625
2010-12-13,0,11,-1.4687321871343748
2010-12-14,1,14,4.787037236707812
2010-12-15,0,2,-1.1806192925359378
2010-12-16,0,11,1.1655671347890628
2010-12-17,0,7,-1.775256706464062
2010-12-18,0,1,-1.8148928321390625
2010-12-19,1,0,2.8174824130312492
2010-12-20,1,0,5.014182792295312
2010-12-21,0,3,0.9567416795734367
2010-12-22,1,0,3.4795205049265627
2010-12-23,0,0,5.947442586340625
2010-12-24,1,0,-2.091232880510937
2010-12-25,0,0,-2.4340255696968747
2010-12-26,1,0,-0.35773454573281205
2010-12-27,2,0,0.7518847666874999
2010-12-28,2,0,1.5662078097093746
2010-12-29,0,0,5.289197335307812
2010-12-30,0,2,5.0590663577249995
2010-12-31,9,0,3.3141492722124997
2011-01-01,4,0,-3.7137130151265625
2011-01-02,1,5,-1.6739840752156243
2011-01-03,5,1,2.9305243982343754
2011-01-04,6,1,7.015925794485938
2011-01-05,4,2,-2.7217865430125
2011-01-06,4,0,1.050488515442188
2011-01-07,3,0,4.944051456995312
2011-01-08,0,2,-3.1746478232218758
2011-01-09,3,2,2.590647907370313
2011-01-10,0,5,7.9479353925
2011-01-11,10,4,0.9522985566874995
2011-01-12,0,16,-1.2820657150718748
2011-01-13,2,7,2.7613847053890628
2011-01-14,2,5,2.278079520220312
2011-01-15,5,1,3.1129742929421873
2011-01-16,2,1,0.7448521373703123
2011-01-17,3,4,12.2427630829375
2011-01-18,0,11,8.0191373356625
2011-01-19,2,11,5.227887173843749
2011-01-20,0,27,-0.6123326809453111
2011-01-21,8,2,6.04465954595625
2011-01-22,4,10,8.993753507507812
2011-01-23,2,5,0.5017471007421879
2011-01-24,0,7,0.01758347229062629
2011-01-25,1,7,2.0101344130843746
2011-01-26,0,9,2.0714420567890617
2011-01-27,0,7,3.290374733553125
2011-01-28,0,6,7.1537587918625
2011-01-29,1,1,0.9572906299312489
2011-01-30,5,2,-0.004090912045312756
2011-01-31,3,6,-0.08581636261718728
2011-02-01,0,16,12.63919343979375
2011-02-02,0,22,-0.6668658130062504
2011-02-03,0,1,0.2358963000109382
2011-02-04,1,2,1.9961978007453132
2011-02-05,0,0,8.0082258642
2011-02-06,2,0,0.2939532050968747
2011-02-07,1,0,12.581075628542187
2011-02-08,2,14,0.591998261773437
2011-02-09,0,0,-4.740780576181249
2011-02-10,3,0,13.70381554393125
2011-02-11,0,3,-2.0960820557250006
2011-02-12,0,2,-4.701394076757811
2011-02-13,11,0,-1.595963885584375
2011-02-14,2,9,7.9232354368625
2011-02-15,1,1,5.662599533087499
2011-02-16,1,0,-0.030764945332812488
2011-02-17,7,12,-0.7483844888781244
2011-02-18,1,1,0.170380783001562
2011-02-19,1,0,-2.5449099712859375
2011-02-20,5,4,5.688802035085938
2011-02-21,3,19,12.014153170734374
2011-02-22,12,3,-2.922975880889063
2011-02-23,6,20,0.5601089937656258
2011-02-24,2,12,-0.030569624906250148
2011-02-25,11,7,-1.4813982877109373
2011-02-26,6,4,-0.6706376774953122
2011-02-27,0,25,-1.3559748434484373
2011-02-28,12,18,9.130792788890625
2011-03-01,3,5,-1.6720531653640638
2011-03-02,4,8,6.883064218710937
2011-03-03,4,3,-1.7191300405109375
2011-03-04,3,3,2.7901730605218753
