,statsmodels/statsmodels,scikit-learn/scikit-learn,mlpack/mlpack
2010-03-05,0,6,1.0
2010-03-06,1,2,-0.30000000000000004
2010-03-07,0,0,-0.10499999999999993
2010-03-08,9,1,-0.05949999999999997
2010-03-09,1,2,1.9598375
2010-03-10,3,1,0.3702797499999999
2010-03-11,6,4,-0.5332808624999998
2010-03-12,2,15,-0.24295727374999987
2010-03-13,0,0,-0.155701716765625
2010-03-14,2,0,-0.1131864132328125
2010-03-15,0,10,4.923718025
2010-03-16,1,5,-1.5611954100000003
2010-03-17,1,17,0.42428929271875027
2010-03-18,0,16,-0.6405435432312501
2010-03-19,0,11,-0.31939591323281247
2010-03-20,1,0,-0.20810124999999996
2010-03-21,0,0,-0.15656681249999999
2010-03-22,0,7,-0.12450661875000002
2010-03-23,0,8,-0.10266444632812523
2010-03-24,0,5,-0.08687433991406263
2010-03-25,0,6,-0.015876716765625045
2010-03-26,0,0,1.9864165867671875
2010-03-27,0,0,-0.6000000000000001
2010-03-28,0,0,-0.20999999999999985
2010-03-29,0,0,0.881
2010-03-30,2,1,-0.380325
2010-03-31,2,0,-0.16444049999999993
2010-04-01,9,0,-0.10606172499999997
2010-04-02,0,0,-0.0780770475
2010-04-03,3,0,-0.06147368353125009
2010-04-04,0,0,-0.05044768896562504
2010-04-05,1,0,1.98104272625
2010-04-06,0,4,0.38412328323437483
2010-04-07,0,0,1.4764165867671877
2010-04-08,1,8,1.1760000000000002
2010-04-09,1,0,-0.9498249999999999
2010-04-10,0,0,-0.4286029999999998
2010-04-11,4,0,1.7243930250000001
2010-04-12,14,0,2.19903909
2010-04-13,3,3,2.73328706771875
2010-04-14,1,9,14.23848018426875
2010-04-15,0,5,-3.5620763942640625
2010-04-16,4,0,-2.756848259996874
2010-04-17,6,0,-1.4855393014656246
2010-04-18,3,0,-0.9882381349999998
2010-04-19,2,9,-0.7375977047812501
2010-04-20,1,15,3.4174396282375
2010-04-21,1,16,1.345864788239062
2010-04-22,1,13,-1.6662756686812505
2010-04-23,0,7,-0.8020880452562502
2010-04-24,14,0,1.633683173534375
