,diaspora/diaspora,mastodon/mastodon,friendica/friendica
2024-06-22,0,0,0.21647759360000018
2024-06-23,0,0,13.3394106368
2024-06-24,0,7,-0.1951601663999991
2024-06-25,0,7,-1.9566210048000008
2024-06-26,0,6,-0.07916154880000037
2024-06-27,0,11,-0.9306710016000002
2024-06-28,0,1,-0.5925862400000004
2024-06-29,0,0,2.5436866559999998
2024-06-30,0,0,0.028813107200000077
2024-07-01,0,3,2.2697865216000004
2024-07-02,0,0,0.9378371584000007
2024-07-03,0,4,10.1568652288
2024-07-04,0,4,0.37140428800000036
2024-07-05,0,5,-1.7760917504000007
2024-07-06,0,1,0.016983039999999283
2024-07-07,0,3,-0.8860482560000001
2024-07-08,0,6,1.3948704768
2024-07-09,0,5,-0.8388107263999999
2024-07-10,0,4,0.4927362047999999
2024-07-11,0,3,6.444480307200001
2024-07-12,0,6,3.2520452096000008
2024-07-13,0,0,-1.7134067712000003
2024-07-14,0,0,0.17515468799999945
2024-07-15,0,5,2.2529412096
2024-07-16,0,4,7.9240437759999995
2024-07-17,0,4,-2.4005470208
2024-07-18,0,7,0.8673812479999992
2024-07-19,0,6,3.8438470656000003
2024-07-20,0,0,1.2813391872000004
2024-07-21,0,0,4.533616128
2024-07-22,0,7,0.00377292799999962
2024-07-23,0,7,-0.45104496640000047
2024-07-24,0,1,3.9157649408000004
2024-07-25,0,8,-1.7024295935999998
2024-07-26,0,4,2.1568885759999996
2024-07-27,0,0,-0.19490222079999975
2024-07-28,0,0,4.118536192
2024-07-29,0,6,-0.5296965631999995
2024-07-30,0,3,7.0285377536
2024-07-31,0,5,1.8458319872000004
2024-08-01,0,4,-0.8272303104000001
2024-08-02,0,9,0.8011642879999994
2024-08-03,0,0,3.8714301439999996
2024-08-04,0,3,3.2964538368
2024-08-05,0,1,-0.8965090304000001
2024-08-06,0,8,1.7734005759999996
2024-08-07,0,9,7.645221273600001
2024-08-08,0,10,0.4012300288000006
2024-08-09,0,11,1.1744574463999993
2024-08-10,0,6,-1.6263583744000003
2024-08-11,0,3,1.0350523392
2024-08-12,0,4,0.9128775680000003
2024-08-13,0,9,5.951218176
2024-08-14,0,6,4.9981326336
2024-08-15,0,2,7.5978359808
2024-08-16,0,3,0.7795605504000003
2024-08-17,0,0,6.6562992128
2024-08-18,0,0,0.8739289087999995
2024-08-19,0,9,-0.4323824640000007
2024-08-20,0,10,1.1430372351999993
2024-08-21,0,9,-1.8049717248
2024-08-22,0,7,0.8607941632
2024-08-23,0,4,4.8039273472
2024-08-24,0,0,35.071827968
2024-08-25,0,0,0.6594607104000012
2024-08-26,0,15,2.619885158399998
2024-08-27,0,11,-2.4781049856000017
2024-08-28,0,4,-0.9773754368000014
2024-08-29,0,4,-2.385066291200001
2024-08-30,0,4,-1.6408253440000007
2024-08-31,0,0,-0.28890081280000013
2024-09-01,0,0,2.7587956736000026
2024-09-02,0,7,3.301801267200002
2024-09-03,0,31,1.3299631104000007
2024-09-04,2,16,0.6120163328000001
2024-09-05,0,15,-0.09365012480000012
2024-09-06,0,12,3.1804884992
2024-09-07,0,0,2.69687808
2024-09-08,0,3,0.5039534079999997
2024-09-09,0,6,1.7873878016
2024-09-10,0,8,1.6746102784000003
2024-09-11,0,3,0.6676638720000001
2024-09-12,0,15,-0.11816939520000025
2024-09-13,0,4,-0.8446204928000002
2024-09-14,0,1,1.4680073216
2024-09-15,0,0,3.2056239104000004
2024-09-16,0,12,-0.23539138559999984
2024-09-17,0,4,-0.8012755968
2024-09-18,0,10,2.5259465728
2024-09-19,0,8,2.0834178048000003
2024-09-20,0,12,-1.0559280128
2024-09-21,0,0,0.4624260095999997
2024-09-22,0,0,0.438288896
2024-09-23,0,13,-0.5568242687999998
2024-09-24,0,10,0.6698404864
2024-09-25,0,13,0.5938640895999999
2024-09-26,0,9,-0.4330792959999999
2024-09-27,0,7,0.7454640128000002
2024-09-28,0,0,0.6436364288
2024-09-29,0,0,0.6295495680000001
2024-09-30,0,5,0.5991781376
2024-10-01,0,26,-0.4114248704000001
2024-10-02,0,17,-0.21845043200000008
2024-10-03,0,4,2.8455781376
2024-10-04,0,13,-0.7089608703999999
2024-10-05,0,0,-0.3172792320000002
2024-10-06,0,0,-0.2082125824
2024-10-07,0,6,1.8554162176
2024-10-08,0,8,2.4965349376
2024-10-09,0,5,-0.8337557503999999
2024-10-10,0,3,-0.3867801600000003
2024-10-11,0,3,0.7456368640000001
2024-10-12,0,0,-0.38928005119999987
2024-10-13,0,0,0.8025343999999999
2024-10-14,0,7,2.65686016
2024-10-15,0,24,1.206844416
2024-10-16,0,9,6.2183621632
2024-10-17,0,3,-0.7954368511999999
2024-10-18,0,4,1.0007372799999994
2024-10-19,0,0,4.005375487999999
2024-10-20,0,0,7.4150455296
2024-10-21,0,2,1.3856225279999999
2024-10-22,0,4,-2.0852235264000005
2024-10-23,0,16,-0.17617131520000062
2024-10-24,0,7,2.9944829952000003
2024-10-25,0,9,2.5181053952
2024-10-26,0,0,3.4201184255999997
2024-10-27,0,0,7.1234670592
2024-10-28,0,6,0.18852096000000085
2024-10-29,0,7,4.0132521984
2024-10-30,0,2,-0.2906633216000003
2024-10-31,0,7,0.3821102079999994
2024-11-01,0,0,11.5815049216
2024-11-02,0,0,0.4898709504000003
2024-11-03,0,0,3.5081411583999995
2024-11-04,0,6,12.37253888
2024-11-05,0,3,8.5423227904
2024-11-06,0,3,17.2471866368
2024-11-07,0,10,-3.8667633664
2024-11-08,0,5,22.003307315199997
2024-11-09,0,0,6.2819013632
2024-11-10,0,2,22.2771872768
2024-11-11,0,3,0.5137291263999995
2024-11-12,0,12,0.09767925759999763
2024-11-13,0,4,-4.534090752000001
2024-11-14,0,5,-0.6324641792000003
2024-11-15,0,8,3.8638692351999993
2024-11-16,0,1,17.5805421568
2024-11-17,0,0,10.662854041600001
2024-11-18,0,15,18.5535806464
2024-11-19,0,8,5.675787878400001
2024-11-20,0,4,-2.8039726080000005
2024-11-21,0,7,2.4770890751999985
2024-11-22,0,12,-0.2692363264000015
2024-11-23,0,0,5.498327244799999
2024-11-24,0,1,-3.1358056447999996
2024-11-25,0,8,-2.6649626624
2024-11-26,0,6,1.2844869632000013
2024-11-27,0,0,0.22358579200000173
2024-11-28,0,3,9.6642520064
2024-11-29,0,7,5.068306534400001
2024-11-30,0,1,3.0055944192
2024-12-01,0,0,7.2918984704
2024-12-02,0,10,0.5274297344000001
2024-12-03,0,4,1.458196889599999
2024-12-04,0,7,0.6923786239999994
2024-12-05,0,7,-2.0170237952000005
2024-12-06,0,4,4.7370499072
2024-12-07,0,1,13.861343129600002
2024-12-08,0,0,-1.3200074751999988
2024-12-09,0,8,6.3872766976
2024-12-10,0,15,-2.320837632
2024-12-11,0,13,0.08697559039999936
2024-12-12,0,7,-1.6369893376000002
2024-12-13,0,5,8.9471628288
2024-12-14,0,3,15.222135808
2024-12-15,0,0,6.967605145600001
2024-12-16,0,10,3.2134859775999995
2024-12-17,0,9,-0.9846817792000007
2024-12-18,0,8,6.163374694399999
2024-12-19,0,7,6.4676192256
2024-12-20,0,9,10.998843699199998
2024-12-21,0,0,0.7692083200000006
2024-12-22,0,0,18.99076864
2024-12-23,0,0,23.040374988800004
2024-12-24,0,0,-9.3867332608
2024-12-25,0,0,11.411813580799997
2024-12-26,0,0,59.7913873408
2024-12-27,0,0,-1.7079028735999984
2024-12-28,0,0,12.273988095999997
2024-12-29,0,0,-6.781145088000002
2024-12-30,0,0,5.100288921599998
2024-12-31,0,0,-3.0586632191999996
2025-01-01,0,0,3.898951167999999
2025-01-02,0,10,17.928473088
2025-01-03,0,11,-6.890205798399995
2025-01-04,0,2,-3.4226545663999994
2025-01-05,0,0,20.380645888
2025-01-06,0,15,-1.3598057471999985
2025-01-07,0,9,4.016975974399998
2025-01-08,0,10,3.0074780671999997
2025-01-09,0,12,20.332553830400002
2025-01-10,5,9,4.020174950400001
2025-01-11,0,0,1.3595481087999994
2025-01-12,0,0,8.610196377599998
2025-01-13,0,8,50.7353972736
2025-01-14,0,9,-4.195612979199998
2025-01-15,0,3,-6.406322688000005
2025-01-16,0,8,-3.334978867200002
2025-01-17,0,7,-4.0153540608
2025-01-18,0,0,-2.8636066816000003
2025-01-19,0,0,0.9795030016000004
2025-01-20,0,2,-2.1447820287999995
2025-01-21,0,5,-0.4690102271999965
2025-01-22,0,9,31.7391282176
2025-01-23,4,8,31.031877632
2025-01-24,0,5,-4.4183221247999995
2025-01-25,0,0,-0.9438251008000034
2025-01-26,0,0,12.510883839999998
2025-01-27,0,10,-0.27107993600000047
2025-01-28,0,4,7.299546828799999
2025-01-29,0,11,4.633520127999999
2025-01-30,0,1,-4.199932006399999
2025-01-31,0,2,2.626362060800002
2025-02-01,0,0,2.691499212800001
2025-02-02,0,1,2.0724862976
2025-02-03,0,3,8.289396224
2025-02-04,0,5,50.179150131200004
2025-02-05,0,5,-3.711980646399997
2025-02-06,0,2,8.597775155199997
2025-02-07,0,1,-4.372494336000002
2025-02-08,0,0,6.290204057599999
2025-02-09,0,0,-3.3598367744000006
2025-02-10,0,1,3.3724722175999986
2025-02-11,0,4,5.084110336
2025-02-12,0,12,-0.29550858239999744
2025-02-13,0,2,0.6609557504000012
2025-02-14,0,0,14.5438034944
2025-02-15,0,0,-2.8628762623999995
2025-02-16,0,0,2.311248076799999
2025-02-17,0,1,4.3191714816
2025-02-18,0,3,-2.9290523648
2025-02-19,0,0,-1.6675089408000001
2025-02-20,0,0,-0.13984348160000004
2025-02-21,0,6,-0.9989200895999999
2025-02-22,0,0,0.31078205440000095
2025-02-23,0,0,-0.7163895807999994
2025-02-24,0,0,3.6710356992000004
2025-02-25,0,3,9.963403264
2025-02-26,0,0,3.3386857472000004
2025-02-27,0,4,0.6855372799999992
2025-02-28,0,9,-1.7772165120000005
2025-03-01,0,0,0.9708599295999993
2025-03-02,0,0,-0.12259891200000017
2025-03-03,0,3,-0.9189090304000003
2025-03-04,0,3,-0.6189255680000001
2025-03-05,0,7,3.5138110464000007
2025-03-06,0,4,2.8410587136000007
2025-03-07,0,7,1.6956271616000003
2025-03-08,0,0,2.7963097088
2025-03-09,0,0,-1.4121021440000001
2025-03-10,0,6,2.2601295872
2025-03-11,0,7,3.9108714496
2025-03-12,0,6,4.399569919999999
2025-03-13,0,1,14.967311872
2025-03-14,0,5,9.539276390400001
2025-03-15,0,0,-2.8533554176000013
2025-03-16,0,0,-2.8215252992000015
2025-03-17,0,3,8.2407824384
2025-03-18,0,6,2.7491184640000004
2025-03-19,0,3,-1.9829005312000008
2025-03-20,0,1,-0.9335024640000005
2025-03-21,0,4,-1.5012388863999993
2025-03-22,0,0,-1.0322203647999988
2025-03-23,0,0,-0.6424503295999996
2025-03-24,0,7,3.6240852992
2025-03-25,0,8,0.9085977600000006
2025-03-26,0,7,1.0316247040000004
2025-03-27,0,6,-0.8581305343999999
2025-03-28,0,7,0.5827429375999998
2025-03-29,0,2,2.5221866496
2025-03-30,0,0,-0.8799872
2025-03-31,0,5,1.5523635199999997
2025-04-01,0,2,-0.7098618879999998
2025-04-02,0,9,0.6011577344000001
2025-04-03,0,0,-0.4467509247999999
2025-04-04,0,1,-0.25035182080000007
2025-04-05,0,0,-0.16423987200000004
2025-04-06,0,0,-0.1300900863999998
2025-04-07,0,3,-0.09679749119999993
2025-04-08,0,9,-0.049204223999999894
2025-04-09,0,1,1.9581345792
2025-04-10,0,5,7.585612288
2025-04-11,0,7,3.2275306496000002
2025-04-12,0,0,-1.7360000000000004
2025-04-13,2,0,-0.8512000000000006
2025-04-14,0,4,12.440128
2025-04-15,0,0,-0.013145599999999646
2025-04-16,0,2,-0.9649638400000009
2025-04-17,0,5,1.6696668159999994
2025-04-18,0,2,-0.4854739967999997
2025-04-19,0,0,-1.0924613631999998
