,NativeScript/NativeScript,flutter/flutter,facebook/react-native
2015-10-19,10,21.1604040704,21
2015-10-20,10,3.8137392128000016,26
2015-10-21,17,7.106108928000001,37
2015-10-22,13,2.4472957952000023,24
2015-10-23,6,14.8545604608,19
2015-10-24,0,-11.236449279999999,7
2015-10-25,0,-8.6068161536,1
2015-10-26,4,33.386201804799995,25
2015-10-27,2,3.627237068800003,34
2015-10-28,10,7.270120550400003,34
2015-10-29,20,15.130823577600003,22
2015-10-30,20,-6.258075647999998,23
2015-10-31,0,-9.1512035328,11
2015-11-01,0,-7.0536743936000015,0
2015-11-02,29,14.042241535999999,16
2015-11-03,14,28.046465024,28
2015-11-04,6,11.546086297600006,22
2015-11-05,8,0.6444422144000015,28
2015-11-06,30,3.3487932415999992,24
2015-11-07,0,-1.4497005567999999,9
2015-11-08,0,-8.524998246400003,3
2015-11-09,18,7.296982220799999,21
2015-11-10,27,19.4109770752,27
2015-11-11,9,6.858237132800003,18
2015-11-12,12,10.425115340800001,13
2015-11-13,5,9.239485030400004,21
2015-11-14,0,-14.194196172799998,10
2015-11-15,0,-9.351033344000001,0
2015-11-16,9,13.7457005568,16
2015-11-17,10,19.8313340928,29
2015-11-18,10,6.6373524480000015,33
2015-11-19,2,7.480498688000004,13
2015-11-20,2,16.4413820928,22
2015-11-21,0,-11.302924697599998,2
2015-11-22,0,-1.8653858816,2
2015-11-23,20,4.978659532799998,25
2015-11-24,7,9.723789312000001,37
2015-11-25,15,6.0921817088,16
2015-11-26,6,4.875273011200001,28
2015-11-27,11,-11.751310131199999,14
2015-11-28,0,-4.8851412992,1
2015-11-29,0,-0.8038861824000012,4
2015-11-30,7,10.618033868799998,19
2015-12-01,10,7.539348992000001,25
2015-12-02,10,10.086941696000002,25
2015-12-03,5,10.926853427200001,23
2015-12-04,10,25.005602816,8
2015-12-05,0,5.843049676800003,6
2015-12-06,0,-18.737069977599997,6
2015-12-07,3,21.9789712384,11
2015-12-08,10,14.928982732800002,22
2015-12-09,3,5.978643456,17
2015-12-10,10,9.205323571200001,22
2015-12-11,4,-10.557002751999999,18
2015-12-12,8,-5.235195494400001,14
2015-12-13,0,-9.3092923392,11
2015-12-14,11,22.008958566399997,22
2015-12-15,9,15.899371520000003,36
2015-12-16,9,8.209700352000006,27
2015-12-17,3,-6.462298009599998,17
2015-12-18,7,-5.646389452799999,18
2015-12-19,0,-8.064047718400001,5
2015-12-20,0,-0.24543979520000114,7
2015-12-21,4,2.5051597824,9
2015-12-22,6,-2.416436224,8
2015-12-23,2,-4.0061633536,28
2015-12-24,0,-0.0922485759999998,10
2015-12-25,0,-1.0126962688,3
2015-12-26,0,1.7019692032,7
2015-12-27,0,-1.8488695807999997,2
2015-12-28,1,3.234693632,5
2015-12-29,0,-0.1058982911999995,16
2015-12-30,0,1.3842673664,22
2015-12-31,0,2.1160452096,6
2016-01-01,0,-2.3719715839999997,4
2016-01-02,0,9.0291282944,4
2016-01-03,0,-4.590822092799999,5
2016-01-04,2,6.3859408896,24
2016-01-05,0,3.873938432000001,22
2016-01-06,0,10.1955314688,37
2016-01-07,1,22.083934310400004,31
2016-01-08,3,1.0265506816000034,18
2016-01-09,0,-6.767314227199998,7
2016-01-10,0,-0.03887871999999959,3
2016-01-11,11,23.420068352,7
2016-01-12,16,7.663181824000002,17
2016-01-13,10,-4.123317350399997,12
2016-01-14,4,4.230791065600002,14
2016-01-15,8,3.6949473280000014,16
2016-01-16,0,-2.2383912959999996,6
2016-01-17,0,-8.6045349888,4
2016-01-18,6,8.757176831999999,18
2016-01-19,13,8.931343462400001,10
2016-01-20,12,15.537269760000001,22
2016-01-21,3,8.3773551616,34
2016-01-22,5,6.200857395200002,17
2016-01-23,0,-9.505219072,6
2016-01-24,2,-0.20967936000000087,1
2016-01-25,8,4.376072908799999,14
2016-01-26,16,8.251137024,10
2016-01-27,5,8.981196697600001,15
2016-01-28,3,5.193072742400002,14
2016-01-29,4,1.3912527872000027,26
2016-01-30,0,-6.994809958399999,3
2016-01-31,0,2.459753267199999,6
2016-02-01,10,4.8801024,22
2016-02-02,8,8.6866466816,25
2016-02-03,12,15.406298214400001,24
2016-02-04,14,11.124954214400002,11
2016-02-05,11,-0.2545745919999973,11
2016-02-06,0,3.0266781696000002,18
2016-02-07,1,-12.2554744832,5
2016-02-08,5,5.397232844799999,20
2016-02-09,13,29.9252533248,20
2016-02-10,15,6.849265254400002,21
2016-02-11,17,10.400105062400002,8
2016-02-12,9,38.4022592512,25
2016-02-13,1,-11.603444428799996,3
2016-02-14,1,1.848366899200002,3
2016-02-15,15,-2.5510002687999993,10
2016-02-16,5,5.592306687999999,19
2016-02-17,7,17.5210350592,16
2016-02-18,17,-12.706344550399997,15
2016-02-19,9,12.0664732672,19
2016-02-20,0,-7.006771814399997,4
2016-02-21,0,1.2884767743999994,1
2016-02-22,4,8.9665266688,15
2016-02-23,7,9.5246902272,10
2016-02-24,24,6.773731328000002,23
2016-02-25,15,27.521049088,12
2016-02-26,1,14.9310288896,30
2016-02-27,3,-0.9753037823999975,3
2016-02-28,0,-14.080848691199996,2
2016-02-29,9,-1.7194749952000024,14
2016-03-01,8,13.1613000704,15
2016-03-02,6,9.3781971968,19
2016-03-03,2,29.9231094784,23
2016-03-04,1,2.5923039232000065,16
2016-03-05,0,-13.133146521599997,8
2016-03-06,0,3.6752710656000005,10
2016-03-07,9,5.151927193599999,13
2016-03-08,7,13.651376127999999,23
2016-03-09,15,3.883578572800001,17
2016-03-10,4,15.1566739456,24
2016-03-11,7,24.421568204800003,14
2016-03-12,1,4.146213171200003,4
2016-03-13,0,-13.133164646399997,5
2016-03-14,1,20.7698548736,12
2016-03-15,5,-1.8147176447999982,28
2016-03-16,9,-8.559100006400001,12
2016-03-17,7,10.8273516544,15
2016-03-18,7,27.1042429952,15
2016-03-19,1,-17.582147788799997,5
2016-03-20,0,-11.7137620992,10
2016-03-21,12,28.855938048,26
2016-03-22,8,-4.9533678592,13
2016-03-23,8,11.7171652608,15
2016-03-24,14,21.687270604800002,20
2016-03-25,13,1.6868463616000007,9
2016-03-26,0,-7.7934427135999975,6
2016-03-27,0,-0.9479448575999996,2
2016-03-28,9,7.6516718592,1
2016-03-29,7,17.454592,10
