,decaporg/decap-cms,strapi/strapi,TryGhost/Ghost
2016-08-14,-0.20765862959843734,0,0
2016-08-15,-0.15454955264374948,1,2
2016-08-16,-0.0967656385312497,3,0
2016-08-17,1.9194605486781253,2,4
2016-08-18,5.746056901984375,4,8
2016-08-19,-0.736672104598438,9,7
2016-08-20,-0.36059541014375013,0,1
2016-08-21,-0.21232499999999999,0,0
2016-08-22,-0.15620849999999945,15,10
2016-08-23,0.8769754750000004,5,13
2016-08-24,-0.2011594674999998,1,8
2016-08-25,1.8693011964687503,6,12
2016-08-26,-0.302707583165625,14,4
2016-08-27,-0.16105561521562484,0,0
2016-08-28,-0.07311675,0,0
2016-08-29,2.9455129875000003,0,6
2016-08-30,1.6566728037499998,5,2
2016-08-31,19.629107661984374,8,0
2016-09-01,-2.206086245035939,3,9
2016-09-02,-1.0381241260312504,6,0
2016-09-03,-0.6764729550718751,0,0
2016-09-04,2.5150304625000017,0,0
2016-09-05,9.318059886250001,4,0
2016-09-06,1.5508674184531248,3,8
2016-09-07,-1.1017071086390624,0,0
2016-09-08,3.3098485346156252,1,0
2016-09-09,3.091547699281251,3,0
2016-09-10,-0.8426410374999996,0,0
2016-09-11,2.4927485362500006,0,0
2016-09-12,2.3242220609531254,0,0
2016-09-13,31.26372222348594,0,0
2016-09-14,-0.6503085144062526,0,35
2016-09-15,8.990293107392187,0,4
2016-09-16,3.660014212937499,0,0
2016-09-17,-2.001404949706248,0,0
2016-09-18,-1.2675860363937481,0,0
2016-09-19,4.070191822203127,0,14
2016-09-20,0.7503549358453143,0,53
2016-09-21,-1.0311463003578112,0,3
2016-09-22,14.269029046053125,0,1
2016-09-23,-0.8573226782796879,1,5
2016-09-24,-1.0467060059890623,0,2
2016-09-25,-0.620936677715625,3,0
2016-09-26,3.579769993750001,2,19
2016-09-27,6.267557292421875,2,2
2016-09-28,3.8453221737890626,8,2
2016-09-29,4.874634838678125,0,1
2016-09-30,1.7382316085156249,2,8
2016-10-01,-1.057155601054687,0,2
2016-10-02,-0.5831766525359369,0,1
2016-10-03,8.573432377500001,0,10
2016-10-04,-0.24042718831249976,4,3
2016-10-05,10.211635592496876,9,6
2016-10-06,16.385818252170314,0,5
2016-10-07,-0.6421477295234386,0,16
2016-10-08,-1.5683113042625,0,1
2016-10-09,-0.9900589201078116,0,0
2016-10-10,5.280785471250002,0,31
2016-10-11,8.826582849109377,0,8
2016-10-12,5.253661630410938,3,4
2016-10-13,11.339339146792188,3,6
2016-10-14,0.6892205953234374,1,7
2016-10-15,-1.5581414716781243,0,0
2016-10-16,-0.907074780071874,0,0
2016-10-17,2.3348879475000017,0,14
2016-10-18,5.168013821906252,0,5
2016-10-19,1.8218114683781255,0,3
2016-10-20,7.0098291947812505,2,0
2016-10-21,4.615551374295313,6,14
2016-10-22,6.644284727985937,0,2
2016-10-23,-0.5213705951078129,0,0
2016-10-24,3.043096586250001,8,7
2016-10-25,-0.06066215404687414,2,3
2016-10-26,3.208315875548439,0,2
2016-10-27,11.0445838007375,0,1
2016-10-28,3.2191319107671874,0,10
2016-10-29,-1.46564178088125,0,0
2016-10-30,1.1435518844093755,0,0
2016-10-31,7.2107870691968765,11,9
2016-11-01,4.702872649151563,0,0
2016-11-02,3.656933591840625,0,2
2016-11-03,-1.2849315220984374,0,10
2016-11-04,0.20258285241875096,9,0
2016-11-05,-0.6703608205093738,0,6
2016-11-06,-0.41449075517968637,0,1
2016-11-07,-0.2959420210312492,3,10
2016-11-08,-0.2463789491968743,3,7
2016-11-09,-0.19618592963124948,1,7
2016-11-10,-0.1113966927937497,0,4
2016-11-11,12.946912041070313,0,0
2016-11-12,3.6904316869843736,0,0
2016-11-13,-1.0933988525359384,0,0
2016-11-14,-0.5955000000000005,0,25
2016-11-15,-0.4111124999999991,0,5
2016-11-16,1.6871697500000011,0,8
2016-11-17,5.548310087500001,0,7
2016-11-18,-0.9000281137499999,4,0
2016-11-19,-0.5068565504531247,0,0
2016-11-20,-0.36935164804531206,0,0
2016-11-21,1.8017972373203133,0,1
2016-11-22,-0.3230245249999998,6,0
2016-11-23,8.8088405325,1,0
2016-11-24,-1.0426988035312506,9,0
2016-11-25,-0.520532583165625,3,0
2016-11-26,-0.3391266152156249,0,7
2016-11-27,-0.21228652499999923,0,5
2016-11-28,-0.16723814249999946,2,2
2016-11-29,6.8624052614687505,0,0
2016-11-30,2.1833590286781246,0,0
2016-12-01,4.298885182859375,5,2
2016-12-02,3.089910327176562,11,0
2016-12-03,-0.8551375000000001,0,2
2016-12-04,-0.49730474999999963,0,0
2016-12-05,-0.35779683749999924,11,0
2016-12-06,-0.2803756612499991,0,0
2016-12-07,2.7694636576406255,6,0
2016-12-08,-0.4956134380484372,0,0
2016-12-09,-0.25241290768593727,1,4
2016-12-10,-0.16576751474218737,0,0
2016-12-11,-0.09558291014374969,1,0
2016-12-12,2.95164975,0,0
2016-12-13,-0.33948603750000017,0,0
2016-12-14,-0.16828108875,0,0
2016-12-15,2.885795060953125,0,0
2016-12-16,-0.3871840576078125,0,0
2016-12-17,-0.18335024999999994,0,0
2016-12-18,-0.12498603749999995,4,0
2016-12-19,-0.09526858874999967,0,0
2016-12-20,0.9229448109531252,3,1
2016-12-21,-0.1646825951078124,0,1
2016-12-22,-0.07828108874999994,0,0
2016-12-23,8.942795060953125,0,0
2016-12-24,-0.9458590576078132,0,0
2016-12-25,-0.42111675000000026,0,2
2016-12-26,-0.26966201250000016,0,0
2016-12-27,2.8029438037500007,0,0
2016-12-28,8.545380936984376,0,0
2016-12-29,0.838143034964062,0,0
2016-12-30,9.20965673375,0,0
2016-12-31,-1.4946023171406257,0,0
2017-01-01,-0.8169024228234368,0,0
2017-01-02,2.4891382125000003,0,0
2017-01-03,-0.6905977012499989,0,0
2017-01-04,-0.45103973029687416,7,45
2017-01-05,0.6493811077515632,2,1
2017-01-06,-0.3676507613546868,6,1
2017-01-07,-0.2058310852281246,0,0
2017-01-08,-0.1519745628593747,0,2
2017-01-09,-0.05394358874999983,9,3
2017-01-10,-0.04482168904687488,0,4
2017-01-11,5.961641429892188,2,6
2017-01-12,1.3889063037499993,1,1
2017-01-13,4.520431686984375,0,9
2017-01-14,-0.7693988525359381,1,0
2017-01-15,-0.40597499999999975,7,1
2017-01-16,4.7194745000000005,0,4
2017-01-17,-0.7145180749999998,3,4
2017-01-18,1.6015300475000003,1,1
2017-01-19,7.51209266690625,1,7
2017-01-20,-1.118310722496875,3,6
2017-01-21,0.4377769798500002,0,0
2017-01-22,2.5228706748203127,0,2
2017-01-23,0.4019980187500005,5,8
2017-01-24,1.5334004099218754,3,9
2017-01-25,-0.5206402551796872,0,11
2017-01-26,2.6955095539687504,2,14
2017-01-27,-0.5325189716968748,0,0
2017-01-28,-0.31021230403749955,1,0
2017-01-29,-0.17374491426562477,0,0
2017-01-30,-0.13650901283281205,5,10
2017-01-31,1.894697486876563,0,4
2017-02-01,-0.2670215160671875,2,9
2017-02-02,0.8599212061781251,0,2
2017-02-03,0.814295060953125,5,6
2017-02-04,-0.2115215576078124,0,10
2017-02-05,-0.10573349999999995,0,0
2017-02-06,-0.07548652499999987,1,9
2017-02-07,0.9410333575000002,0,4
2017-02-08,3.85158461146875,0,19
2017-02-09,-0.4860534138218753,0,2
2017-02-10,-0.22916200926562508,0,6
2017-02-11,-0.15262966555156246,0,6
2017-02-12,-0.10716560253593713,0,0
2017-02-13,-0.07762901249999975,0,2
2017-02-14,-0.06374174624999981,5,3
2017-02-15,-0.053943098015624844,2,4
2017-02-16,-0.04667210459843738,0,4
2017-02-17,-0.033595410143749914,0,19
2017-02-18,1.0,0,5
2017-02-19,-0.10000000000000009,0,2
2017-02-20,-0.04500000000000003,0,0
2017-02-21,0.9715,0,10
2017-02-22,7.8793375,0,2
2017-02-23,-0.8611167500000007,0,5
2017-02-24,0.5983379874999998,0,3
2017-02-25,-0.35975619625000016,0,0
2017-02-26,-0.23598506301562436,0,0
2017-02-27,-0.17899486503593703,0,6
2017-02-28,-0.13705229624999957,0,4
2017-03-01,-0.11443463301562466,0,23
2017-03-02,-0.09810736916093724,6,32
2017-03-03,-0.0782845165374998,2,23
2017-03-04,-0.009568313015624975,0,0
2017-03-05,-0.008398852535937478,0,0
2017-03-06,5.0,2,2
2017-03-07,0.49999999999999956,3,3
2017-03-08,-0.3250000000000003,0,23
2017-03-09,1.8124999999999998,4,4
2017-03-10,-0.33181249999999984,0,3
2017-03-11,1.8087537500000002,0,1
2017-03-12,-0.3389268125,0,0
2017-03-13,-0.1999554937499997,0,13
2017-03-14,1.8518312386718752,10,26
2017-03-15,8.680788399304689,3,6
2017-03-16,6.947180254964062,0,2
2017-03-17,2.692539348968749,0,1
2017-03-18,-1.0968100975718755,3,0
2017-03-19,-0.6453326260312495,0,0
2017-03-20,5.532527519928126,1,12
2017-03-21,3.047770495000001,0,6
2017-03-22,1.0412570077187504,0,5
2017-03-23,0.20468985778750026,0,5
2017-03-24,-0.6244859619484368,1,5
2017-03-25,-0.38681457234999916,0,0
2017-03-26,-0.24685948514374934,0,1
2017-03-27,-0.17210622749999946,0,0
2017-03-28,1.8557745619062505,0,3
2017-03-29,0.6759842277218752,0,5
2017-03-30,-0.253825732425,0,5
2017-03-31,2.8716339819125,0,0
2017-04-01,-0.3782238525359376,0,0
2017-04-02,-0.1878959999999999,0,0
2017-04-03,0.8720592250000001,2,5
2017-04-04,1.8026630950000002,0,27
2017-04-05,3.67641942771875,0,22
2017-04-06,0.41564794441249975,0,11
2017-04-07,0.6006575587140625,3,9
2017-04-08,0.654853310953125,0,1
2017-04-09,1.673257929892188,0,0
2017-04-10,0.6039527787500002,2,7
2017-04-11,4.660316994484376,15,18
2017-04-12,-0.7238515260671876,1,0
2017-04-13,3.6097315841156252,0,5
2017-04-14,14.337184568090624,0,4
2017-04-15,-1.8548141368015634,0,4
2017-04-16,-0.9229003205515627,0,0
2017-04-17,1.3854107626828127,0,7
2017-04-18,4.343761000662502,0,1
2017-04-19,5.0593602823859385,0,12
2017-04-20,-0.16579923517968753,1,4
2017-04-21,4.241496304187501,6,0
2017-04-22,-1.0286661053781248,0,0
2017-04-23,-0.6103655630390615,0,0
2017-04-24,20.652139545,0,17
