,twbs/bootstrap,mui/material-ui,ant-design/ant-design
2023-11-17,1,4.913086771200001,12
2023-11-18,1,0.24325713920000025,0
2023-11-19,0,-1.2692305920000004,0
2023-11-20,0,-0.7020067840000004,3
2023-11-21,2,0.49509048320000004,10
2023-11-22,0,10.426840780800001,17
2023-11-23,0,4.448236646400001,11
2023-11-24,0,-1.5116626944000005,9
2023-11-25,0,-0.46671841280000037,0
2023-11-26,0,0.8852724735999999,0
2023-11-27,0,3.9105364992,10
2023-11-28,0,3.33800448,6
2023-11-29,0,5.101280768,5
2023-11-30,0,2.5576139776,11
2023-12-01,0,4.7056956416,5
2023-12-02,0,-1.5911374848,0
2023-12-03,0,-1.5257345024000009,0
2023-12-04,0,2.0092256255999996,8
2023-12-05,0,2.6646075392000004,3
2023-12-06,0,4.392731648,3
2023-12-07,0,-1.0802319359999997,8
2023-12-08,0,-1.2709398528,2
2023-12-09,1,-0.7589954559999998,7
2023-12-10,1,-0.5147035647999999,9
2023-12-11,0,6.6682192896,8
2023-12-12,1,2.3410211840000006,5
2023-12-13,0,1.4230519808,7
2023-12-14,0,0.5908696064000001,10
2023-12-15,1,3.8435961856,10
2023-12-16,0,-1.6296213504000001,1
2023-12-17,3,-0.8419456000000006,2
2023-12-18,0,5.4159897599999995,11
2023-12-19,0,-0.6487792639999994,5
2023-12-20,0,0.9558459392,3
2023-12-21,1,4.0029620224,7
2023-12-22,1,5.4395829248,10
2023-12-23,0,-2.1796932607999997,0
2023-12-24,0,1.9223444479999994,3
2023-12-25,0,15.72293888,6
2023-12-26,0,2.853009408,1
2023-12-27,0,2.692046745599999,15
2023-12-28,0,3.054320025599999,5
2023-12-29,0,-1.8791723008000005,7
2023-12-30,2,0.13834086399999967,8
2023-12-31,0,1.3662927871999997,1
2024-01-01,0,-1.6367349760000003,1
2024-01-02,0,10.954125004800002,12
2024-01-03,0,1.8264379392000012,4
2024-01-04,0,6.5925271552,7
2024-01-05,0,2.9284653056000005,10
2024-01-06,0,1.2524563455999997,2
2024-01-07,0,-0.27845693440000074,2
2024-01-08,0,7.2486725631999995,5
2024-01-09,1,8.0739033088,6
2024-01-10,0,2.2552386560000004,3
2024-01-11,0,7.8221719552,10
2024-01-12,0,-2.9365836799999996,9
2024-01-13,0,0.7254610943999991,8
2024-01-14,0,0.9594244095999995,2
2024-01-15,0,5.1334738944,9
2024-01-16,0,8.4383091712,5
2024-01-17,0,7.372897894400001,4
2024-01-18,0,4.976480153600001,7
2024-01-19,0,-1.8311020543999996,5
2024-01-20,0,5.540030873599999,2
2024-01-21,0,-1.0919102464000003,0
2024-01-22,0,6.856928972799999,2
2024-01-23,0,8.8099432448,8
2024-01-24,0,-0.15147540479999932,6
2024-01-25,0,1.0478862335999999,3
2024-01-26,0,5.4865918976,13
2024-01-27,0,-3.0622949376,12
2024-01-28,0,1.3694149631999994,7
2024-01-29,1,13.2534396928,6
2024-01-30,3,0.9497920512000011,10
2024-01-31,0,5.0174132224,5
2024-02-01,0,5.7408796672,9
2024-02-02,1,1.4965499903999997,8
2024-02-03,0,6.1186945023999995,2
2024-02-04,0,2.5145530367999998,3
2024-02-05,0,7.934104064,9
2024-02-06,5,7.9888882688,6
2024-02-07,0,2.423668224,7
2024-02-08,0,6.248643071999999,2
2024-02-09,0,-1.1565530111999998,1
2024-02-10,0,2.120828006399999,0
2024-02-11,0,3.22025472,0
2024-02-12,0,6.1113580544,2
2024-02-13,2,2.5446368256000005,1
2024-02-14,1,4.9148015616,0
2024-02-15,0,5.6778202112,1
2024-02-16,0,-0.5677027327999999,2
2024-02-17,0,-2.5104870400000006,1
2024-02-18,1,3.5112178687999993,6
2024-02-19,0,9.925725696,6
2024-02-20,1,13.400079769600001,7
2024-02-21,0,14.8055686144,5
2024-02-22,1,2.4924553215999996,2
2024-02-23,0,2.9730956287999986,3
2024-02-24,0,-3.4151632896000006,9
2024-02-25,0,0.2547007487999986,2
2024-02-26,0,-1.4994688000000007,3
2024-02-27,0,6.082046464,3
2024-02-28,0,0.02149509120000115,10
2024-02-29,0,-1.2298400767999986,1
2024-03-01,0,2.531073024000001,9
2024-03-02,0,0.3761250304000008,2
2024-03-03,0,-1.2584394752,1
2024-03-04,1,7.3018023936,1
2024-03-05,7,9.8955680768,5
2024-03-06,7,0.5918759936000004,6
2024-03-07,2,2.5633681407999993,5
2024-03-08,2,15.674839756799999,4
2024-03-09,0,-3.9033616384,1
2024-03-10,0,-0.5629152256000012,0
2024-03-11,1,4.980357939199999,8
2024-03-12,5,6.259582464,1
2024-03-13,1,10.608493772800001,1
2024-03-14,0,-2.6082710528,7
2024-03-15,2,6.314802278399998,5
2024-03-16,0,-2.492261887999999,9
2024-03-17,0,0.8680849407999993,2
2024-03-18,1,7.119704985599999,6
2024-03-19,11,7.9945316352,1
2024-03-20,2,12.1779694592,6
2024-03-21,0,0.8302992384000003,6
2024-03-22,1,1.236876390399999,11
2024-03-23,0,-3.0800652288000006,3
2024-03-24,0,-1.8677472256000007,3
2024-03-25,1,8.7171342336,8
2024-03-26,2,6.9988318208,6
2024-03-27,0,6.408430694400001,8
2024-03-28,0,-2.8510705663999993,6
2024-03-29,0,4.8135305216,6
2024-03-30,0,-2.6981146624,2
2024-03-31,0,-1.4659947520000007,8
2024-04-01,4,7.001484799999999,7
2024-04-02,0,1.6218316800000006,9
2024-04-03,0,4.922981376,4
2024-04-04,0,3.4675010560000006,6
2024-04-05,1,-0.47836825600000044,12
2024-04-06,0,-0.6678713344000002,1
2024-04-07,0,-1.2360598528000004,13
2024-04-08,0,4.2265190399999994,5
2024-04-09,0,7.405773824000001,9
2024-04-10,0,2.3169625088000005,4
2024-04-11,0,3.7214546944,5
2024-04-12,0,5.5721060352,6
2024-04-13,0,-0.8705982464000002,3
2024-04-14,0,0.13270558719999914,2
2024-04-15,0,2.4457578495999996,8
2024-04-16,0,3.19556096,12
2024-04-17,0,6.91346944,10
2024-04-18,0,3.0405745664,7
2024-04-19,0,2.329583616,3
2024-04-20,0,1.5532271615999997,1
2024-04-21,0,-2.1621788672,2
2024-04-22,0,4.7850109951999995,7
2024-04-23,0,2.9358016512000003,6
2024-04-24,0,0.8611907584000003,9
2024-04-25,0,1.2143155200000002,5
2024-04-26,0,0.3535007744000003,8
2024-04-27,0,0.6803224576,0
2024-04-28,0,-1.1749504,5
2024-04-29,0,3.3130102783999997,7
2024-04-30,0,1.7279457280000003,8
2024-05-01,0,2.7029067776000004,5
2024-05-02,2,5.519780352,10
2024-05-03,0,2.8463177728,2
2024-05-04,0,-2.0549809152000007,3
2024-05-05,0,0.9175626751999995,1
2024-05-06,0,3.8687240191999996,4
2024-05-07,0,-0.6967982079999999,6
2024-05-08,0,6.872570982399999,8
2024-05-09,0,1.6972100608000003,7
2024-05-10,0,2.0577030144,12
2024-05-11,0,-1.8653616128,1
2024-05-12,0,-1.0046801920000004,3
2024-05-13,0,3.335474176,2
2024-05-14,0,0.6862216192000004,12
2024-05-15,0,1.8839925759999998,7
2024-05-16,0,3.7710068736,3
2024-05-17,0,2.3045874688000003,1
2024-05-18,0,-1.6207722495999999,6
2024-05-19,0,-0.8434646016000005,4
2024-05-20,0,4.454827519999999,5
2024-05-21,0,5.585229312,4
2024-05-22,0,4.8662790144,3
2024-05-23,0,8.565549363199999,3
2024-05-24,0,4.5589465088,3
2024-05-25,1,-3.2987776,0
2024-05-26,0,-0.733973401600001,1
2024-05-27,0,9.6400128,4
2024-05-28,0,5.836876800000001,2
2024-05-29,1,4.561447424,2
2024-05-30,2,1.5807762431999999,6
2024-05-31,0,0.15189995520000021,8
2024-06-01,0,-0.23998935040000013,4
2024-06-02,0,3.2799776767999997,2
2024-06-03,0,5.939271167999999,5
2024-06-04,1,4.1890149376000005,14
2024-06-05,0,5.0719819776,9
2024-06-06,0,-0.1363178495999997,9
2024-06-07,0,2.7641888767999996,4
2024-06-08,0,2.6950046719999996,3
2024-06-09,0,0.6942005247999994,0
2024-06-10,0,5.0796193791999995,3
2024-06-11,0,3.416026112,10
2024-06-12,0,-0.5968489471999998,8
2024-06-13,3,2.2002086912000003,8
2024-06-14,0,6.1104964608,3
2024-06-15,0,-2.6516186112,6
2024-06-16,0,-0.38048307200000053,2
2024-06-17,0,1.8839582719999999,2
2024-06-18,0,3.6685160448000005,2
2024-06-19,0,2.2185316352000006,9
2024-06-20,0,3.2876711936,10
2024-06-21,0,1.0957606912,5
2024-06-22,0,-0.6220158975999999,5
2024-06-23,0,0.8799520767999998,1
2024-06-24,0,5.938544128,1
2024-06-25,1,-1.0584612864,7
2024-06-26,0,9.7545945088,5
2024-06-27,0,4.025446400000001,2
2024-06-28,0,-0.8072969215999999,6
2024-06-29,0,-0.8636462080000005,3
2024-06-30,0,1.6802131967999996,4
2024-07-01,0,2.5277433856,8
2024-07-02,0,-0.7012482047999997,3
2024-07-03,0,2.8204593152,6
2024-07-04,0,1.4715851776000006,4
2024-07-05,0,1.5288329216000005,4
2024-07-06,0,1.6379820031999999,3
