,golang/go,rust-lang/rust,nim-lang/Nim
2010-09-16,14,16.0,1
2010-09-17,3,-8.0,0
2010-09-18,2,-2.0,0
2010-09-19,3,-1.0,2
2010-09-20,16,0.375,2
2010-09-21,5,11.0625,1
2010-09-22,17,1.546875,0
2010-09-23,12,-1.8203125,0
2010-09-24,29,4.00146484375,0
2010-09-25,2,-5.670654296875,0
2010-09-26,0,-1.9111328125,0
2010-09-27,12,1.86279296875,0
2010-09-28,10,2.707611083984375,0
2010-09-29,14,-2.4727020263671875,0
2010-09-30,16,3.22332763671875,0
2010-10-01,5,-1.3232421875,0
2010-10-02,0,-1.11322021484375,0
2010-10-03,1,-1.3870849609375,0
2010-10-04,3,0.37646484375,0
2010-10-05,2,1.082305908203125,0
2010-10-06,13,3.5644073486328125,0
2010-10-07,13,-0.0290679931640625,0
2010-10-08,2,3.5818328857421875,0
2010-10-09,1,5.1101837158203125,0
2010-10-10,0,-3.742919921875,0
2010-10-11,11,-0.8219451904296875,0
2010-10-12,16,8.723236083984375,0
2010-10-13,9,0.4301910400390625,0
2010-10-14,10,2.4171142578125,0
2010-10-15,10,-4.0703887939453125,0
2010-10-16,2,-2.2191925048828125,0
2010-10-17,4,-2.08074951171875,0
2010-10-18,14,7.8639068603515625,0
2010-10-19,7,-0.228179931640625,0
2010-10-20,17,-0.16143798828125,2
2010-10-21,17,11.403579711914062,0
2010-10-22,12,3.1020965576171875,0
2010-10-23,0,-0.69598388671875,7
2010-10-24,1,-6.949951171875,0
2010-10-25,11,-2.7037811279296875,1
2010-10-26,14,3.340667724609375,1
2010-10-27,8,-1.6763458251953125,1
2010-10-28,14,5.5615386962890625,0
2010-10-29,7,-5.159942626953125,0
2010-10-30,4,-1.7699737548828125,3
2010-10-31,4,-0.95050048828125,1
2010-11-01,18,-0.5570068359375,5
2010-11-02,6,1.65966796875,1
2010-11-03,6,7.738250732421875,0
2010-11-04,10,-1.9596405029296875,0
2010-11-05,14,5.123443603515625,0
2010-11-06,4,3.8970947265625,0
2010-11-07,0,-6.09375,2
2010-11-08,6,-0.029296875,0
2010-11-09,5,-0.173828125,0
2010-11-10,9,-1.05303955078125,0
2010-11-11,4,0.52685546875,0
2010-11-12,8,1.2209320068359375,0
2010-11-13,3,-1.2277984619140625,0
2010-11-14,0,5.660125732421875,0
2010-11-15,0,-3.0894012451171875,0
2010-11-16,0,-0.68829345703125,0
2010-11-17,2,-1.288726806640625,0
2010-11-18,8,0.383056640625,2
2010-11-19,5,3.1010894775390625,0
2010-11-20,1,2.58782958984375,0
2010-11-21,1,2.7310333251953125,0
2010-11-22,4,1.9467620849609375,0
2010-11-23,2,2.6483306884765625,0
2010-11-24,1,-0.9741973876953125,0
2010-11-25,0,6.2698516845703125,0
2010-11-26,1,3.483978271484375,0
2010-11-27,1,-5.2043914794921875,0
2010-11-28,1,-3.551483154296875,0
2010-11-29,5,3.2516632080078125,0
2010-11-30,10,2.372100830078125,0
2010-12-01,4,1.5968017578125,0
2010-12-02,9,3.3878631591796875,0
2010-12-03,5,8.302978515625,0
2010-12-04,0,-4.018341064453125,0
2010-12-05,3,-5.386260986328125,0
2010-12-06,13,-1.201995849609375,0
2010-12-07,28,7.136688232421875,3
2010-12-08,29,-0.5969696044921875,0
2010-12-09,17,7.615753173828125,0
2010-12-10,5,2.275115966796875,0
2010-12-11,1,3.45745849609375,0
2010-12-12,4,-4.18011474609375,0
2010-12-13,18,4.1392974853515625,1
2010-12-14,17,0.333099365234375,0
2010-12-15,14,6.9664764404296875,0
2010-12-16,17,1.0433807373046875,0
2010-12-17,12,-3.1218109130859375,0
2010-12-18,0,0.3968505859375,0
2010-12-19,0,-5.45135498046875,0
2010-12-20,2,4.7304534912109375,0
2010-12-21,2,2.115386962890625,0
2010-12-22,0,0.6495208740234375,0
2010-12-23,5,-2.9868011474609375,0
2010-12-24,1,-0.9373016357421875,0
2010-12-25,0,1.638916015625,0
2010-12-26,0,-3.0774383544921875,0
2010-12-27,3,-1.188995361328125,0
2010-12-28,0,-0.710296630859375,0
2010-12-29,0,0.4833526611328125,0
2010-12-30,1,6.1624603271484375,0
2010-12-31,0,13.169097900390625,0
2011-01-01,0,-8.549957275390625,0
2011-01-02,0,-3.175750732421875,0
2011-01-03,2,7.46807861328125,2
2011-01-04,13,8.5615234375,2
2011-01-05,14,-4.78857421875,6
2011-01-06,6,1.185638427734375,8
2011-01-07,8,-0.1235504150390625,1
2011-01-08,5,-2.6080169677734375,0
2011-01-09,3,-2.9221954345703125,4
2011-01-10,5,10.650711059570312,3
2011-01-11,15,-1.909820556640625,2
2011-01-12,16,5.3161773681640625,0
2011-01-13,11,-5.834014892578125,2
2011-01-14,11,4.2249755859375,1
2011-01-15,1,-2.93658447265625,3
2011-01-16,3,-2.7916717529296875,2
2011-01-17,1,5.682281494140625,0
2011-01-18,14,2.6314697265625,2
2011-01-19,31,-0.022552490234375,0
2011-01-20,32,2.7876739501953125,0
2011-01-21,9,2.8880615234375,0
2011-01-22,3,-3.7871246337890625,0
2011-01-23,0,-3.0703277587890625,0
2011-01-24,10,3.561676025390625,0
2011-01-25,12,0.564117431640625,0
2011-01-26,12,2.6859893798828125,0
2011-01-27,13,6.7141265869140625,0
2011-01-28,7,-0.0114288330078125,2
2011-01-29,4,-5.7563018798828125,3
2011-01-30,4,0.87774658203125,0
2011-01-31,16,1.284332275390625,1
2011-02-01,24,1.797821044921875,2
2011-02-02,18,5.1919097900390625,2
2011-02-03,23,-2.9351806640625,0
2011-02-04,13,-1.498046875,1
2011-02-05,6,-2.5153656005859375,0
2011-02-06,0,-1.1325225830078125,3
2011-02-07,6,4.305450439453125,0
2011-02-08,7,-2.0103912353515625,1
2011-02-09,25,8.504669189453125,0
2011-02-10,11,4.3007659912109375,0
2011-02-11,16,2.3224945068359375,0
2011-02-12,3,-6.6096954345703125,1
2011-02-13,2,-2.292327880859375,5
2011-02-14,9,3.67236328125,1
2011-02-15,7,7.588348388671875,0
2011-02-16,19,0.1950531005859375,2
2011-02-17,14,-4.6750335693359375,0
2011-02-18,13,0.357147216796875,0
2011-02-19,2,1.1441650390625,0
2011-02-20,1,-3.2124481201171875,7
2011-02-21,5,-0.22412109375,2
2011-02-22,10,2.719207763671875,3
2011-02-23,24,9.304855346679688,0
2011-02-24,10,1.0388336181640625,0
2011-02-25,17,5.9911041259765625,2
2011-02-26,1,-2.0482330322265625,0
2011-02-27,0,-5.6837310791015625,0
2011-02-28,7,-0.28240966796875,0
2011-03-01,9,6.613861083984375,0
2011-03-02,11,21.266799926757812,0
2011-03-03,14,0.51019287109375,1
2011-03-04,10,-0.56768798828125,0
2011-03-05,10,-7.434814453125,0
2011-03-06,12,0.44873046875,2
