,vercel/next.js,denoland/fresh,alephjs/aleph.js
2022-02-04,15.008605463701564,0,0
2022-02-05,10.410486340603125,0,0
2022-02-06,24.65394925916094,0,0
2022-02-07,9.225257292682812,0,0
2022-02-08,12.892647929037501,0,1
2022-02-09,5.734159544660939,0,8
2022-02-10,12.37852049812344,0,5
2022-02-11,11.102537669232815,1,7
2022-02-12,-0.8619632571406228,0,9
2022-02-13,3.3083628521343775,0,5
2022-02-14,8.581169840059378,1,8
2022-02-15,11.287357285525003,3,5
2022-02-16,17.02848683073125,0,1
2022-02-17,19.27078179923281,0,7
2022-02-18,19.634038985140624,1,5
2022-02-19,-0.8617187495593761,0,18
2022-02-20,-3.1404165420859353,0,7
2022-02-21,11.94952223054844,0,8
2022-02-22,4.045218194112503,0,15
2022-02-23,4.44960402738594,0,6
2022-02-24,7.6415394904343765,0,2
2022-02-25,14.489279989921876,0,5
2022-02-26,0.8130400942984379,0,2
2022-02-27,-2.1315686379249987,0,8
2022-02-28,6.735016504856251,0,6
2022-03-01,8.269823656531251,1,5
2022-03-02,14.889527124637501,0,4
2022-03-03,1.0970716661390618,1,2
2022-03-04,0.9889840158421883,1,2
2022-03-05,0.4089163683750012,6,7
2022-03-06,0.7522201548265648,6,7
2022-03-07,9.013900144856251,3,12
2022-03-08,11.315307820875,1,12
2022-03-09,4.69920991330625,1,1
2022-03-10,7.025930830875,0,11
2022-03-11,11.934982641076562,0,5
2022-03-12,0.454908233309375,0,12
2022-03-13,0.2612040488609384,1,4
2022-03-14,9.649242793896876,0,0
2022-03-15,6.941341276021877,0,2
2022-03-16,8.8558874191875,1,5
2022-03-17,9.631550034673438,0,2
2022-03-18,12.449274430107813,2,6
2022-03-19,-0.9858979187921877,0,0
2022-03-20,-0.9025966545499988,0,0
2022-03-21,10.67244379511094,0,0
2022-03-22,6.827986948006251,0,0
2022-03-23,4.7899467462140635,0,0
2022-03-24,8.988708341504688,0,1
2022-03-25,3.664496647167188,0,9
2022-03-26,3.046476169334376,0,0
2022-03-27,1.3126544896796886,0,0
2022-03-28,13.6859467644125,1,1
2022-03-29,1.6060447875265629,0,1
2022-03-30,19.230147941178124,0,0
2022-03-31,24.806358152317188,0,0
2022-04-01,14.48629659907656,0,9
2022-04-02,-4.327653024739064,0,1
2022-04-03,-2.4803254565437483,0,0
2022-04-04,14.251745554523442,0,3
2022-04-05,16.066645199657817,0,0
2022-04-06,17.30802173864844,0,0
2022-04-07,5.793768284028124,0,0
2022-04-08,7.527831103557814,0,3
2022-04-09,-2.215921318303123,0,9
2022-04-10,-1.9903011481828095,0,5
2022-04-11,20.668845872500004,0,3
2022-04-12,11.742769500500001,0,5
2022-04-13,12.631285915878125,0,0
2022-04-14,9.465651378489062,0,6
2022-04-15,11.690673295339064,0,4
2022-04-16,5.594160335218751,0,0
2022-04-17,-1.909371215910936,0,0
2022-04-18,1.091129142464065,0,0
2022-04-19,7.291544219906253,0,1
2022-04-20,3.8318814964750025,0,22
2022-04-21,9.12306271496094,0,0
2022-04-22,7.751762483971875,0,17
2022-04-23,-1.2660278069515623,16,15
2022-04-24,0.6047969110703135,10,38
2022-04-25,29.90911481291094,0,5
2022-04-26,12.181671617167186,0,1
2022-04-27,24.44351431025156,0,6
2022-04-28,18.15240791533281,0,6
2022-04-29,4.0314854666125,0,20
2022-04-30,1.2112925206984388,0,22
2022-05-01,0.0793153816250034,0,13
2022-05-02,9.709961237682817,0,15
2022-05-03,8.106401351443754,0,8
2022-05-04,-0.0006704693640604553,0,2
2022-05-05,6.944521218737502,0,20
2022-05-06,-0.26569264911562307,0,2
2022-05-07,2.514568555782814,0,9
2022-05-08,0.6995717733484386,0,7
2022-05-09,2.980081555773439,1,5
2022-05-10,5.908091239954688,0,12
2022-05-11,5.590339625146876,0,15
2022-05-12,8.517948391807813,0,6
2022-05-13,9.184469682751562,1,5
2022-05-14,0.8759703911453123,1,15
2022-05-15,-0.4673611496343746,0,3
2022-05-16,3.9428168413250013,7,0
2022-05-17,27.756184081615626,1,1
2022-05-18,1.2973786499968738,0,0
2022-05-19,12.601997991139061,2,19
2022-05-20,2.013078955842187,2,10
2022-05-21,0.767020680218752,0,4
2022-05-22,29.278805674307815,0,0
2022-05-23,22.760047035626563,7,0
2022-05-24,9.030668578635936,0,5
2022-05-25,0.7865547411171869,0,19
2022-05-26,8.88798845512969,0,4
2022-05-27,8.83801977333594,0,16
2022-05-28,-2.222055079367185,1,0
2022-05-29,17.91907487702344,2,0
2022-05-30,6.478854015157814,0,1
2022-05-31,6.890318309964064,0,13
2022-06-01,6.191798468060938,0,9
2022-06-02,5.479139244418752,2,0
2022-06-03,1.6779396136328142,0,4
2022-06-04,0.12576756713125192,0,1
2022-06-05,-0.41897859344687305,0,8
2022-06-06,14.943327049651565,0,3
2022-06-07,4.593360744125,1,11
2022-06-08,18.060896978234375,1,0
2022-06-09,3.8646030374999985,0,3
2022-06-10,6.630948263051563,0,3
2022-06-11,1.6716810226500005,0,0
2022-06-12,-0.8049851824249981,0,1
2022-06-13,15.700528254412502,4,2
2022-06-14,14.339832265464064,2,1
2022-06-15,7.763431405815625,1,0
2022-06-16,13.119098285685936,2,0
2022-06-17,3.665674191921875,2,0
2022-06-18,0.43880916760781385,1,0
2022-06-19,5.079016916364065,0,6
2022-06-20,15.002104978090628,6,6
2022-06-21,12.992559352448438,5,6
2022-06-22,9.622630576873437,10,2
2022-06-23,16.784847086217187,4,4
2022-06-24,31.132297952604688,3,3
2022-06-25,-0.7018597579343764,1,6
2022-06-26,9.439612506951564,3,0
2022-06-27,43.36337246503281,2,4
2022-06-28,21.956918908482812,9,14
2022-06-29,33.24376944738906,4,6
2022-06-30,13.064989677721874,1,8
2022-07-01,-3.6617960245296857,0,0
2022-07-02,-1.471142400015621,0,0
2022-07-03,-2.4320197925859306,0,1
2022-07-04,3.5314330818671937,15,24
2022-07-05,15.461967264048443,2,14
2022-07-06,24.398784990857816,4,3
2022-07-07,8.251234347082812,2,11
2022-07-08,24.177252448984376,0,0
2022-07-09,4.0968505564484365,0,2
2022-07-10,-1.5431187679046858,0,0
2022-07-11,26.538875226876566,0,0
2022-07-12,16.331400636870313,4,1
2022-07-13,96.19641609300312,0,0
2022-07-14,7.010277738665618,0,1
2022-07-15,4.436416452290624,3,0
2022-07-16,-2.4830633886546867,0,1
2022-07-17,-3.705532693146866,0,6
2022-07-18,48.61561249739532,0,1
2022-07-19,20.193442833725,0,2
2022-07-20,21.71112738187969,0,4
2022-07-21,15.737114894667187,0,5
2022-07-22,12.269916782307815,0,1
2022-07-23,-4.528022917421872,0,0
2022-07-24,-2.5039581812796823,0,0
2022-07-25,9.38230447184063,0,0
2022-07-26,11.764954263151568,0,2
2022-07-27,19.27552267494375,0,0
2022-07-28,12.628338550290625,0,0
2022-07-29,8.885853085848439,0,1
2022-07-30,-0.623065764373437,9,1
2022-07-31,5.5753268925515655,1,1
2022-08-01,10.62403054194844,1,6
2022-08-02,9.119552410026564,1,0
2022-08-03,11.992274598084377,0,7
2022-08-04,13.670096763851564,0,0
2022-08-05,9.345914481657813,0,0
2022-08-06,-0.35571350106406197,0,3
