,rails/rails,django/django,pallets/flask
2018-07-06,8.0,3.0,0
2018-07-07,6.4,2.0,0
2018-07-08,9.76,0.0,0
2018-07-09,2.5759999999999996,13.0,0
2018-07-10,3.187199999999999,9.0,0
2018-07-11,1.2709119999999992,12.0,2
2018-07-12,4.661081599999999,0.0,0
2018-07-13,1.1851238399999993,3.0,0
2018-07-14,2.5975229439999996,1.0,0
2018-07-15,5.5158340608,0.0,0
2018-07-16,7.974115532800001,2.0,0
2018-07-17,2.1876140032,1.0,0
2018-07-18,5.8940051455999996,4.0,0
2018-07-19,4.4629508096,8.0,0
2018-07-20,17.4976697344,6.0,3
2018-07-21,1.8526036991999995,2.0,0
2018-07-22,12.398437478399998,2.0,0
2018-07-23,-3.0328391680000006,1.0,0
2018-07-24,-0.7973271552000005,3.0,2
2018-07-25,2.9996839935999997,6.0,0
2018-07-26,18.8717879296,5.0,0
2018-07-27,-1.3051293695999986,5.0,0
2018-07-28,1.8899918847999997,0.0,0
2018-07-29,4.339793305600001,0.0,0
2018-07-30,7.331171532800001,4.0,0
2018-07-31,19.7137129472,4.0,0
2018-08-01,-1.0248451072,8.0,0
2018-08-02,1.3317178367999984,10.0,0
2018-08-03,1.9955598335999998,7.0,0
2018-08-04,-2.6665509887999996,5.0,0
2018-08-05,2.7087324159999993,2.0,0
2018-08-06,-0.5892189183999998,3.0,0
2018-08-07,6.0103502848,5.0,0
2018-08-08,7.106582937600002,4.0,0
2018-08-09,5.460740198400001,0.0,0
2018-08-10,2.5379885055999996,2.0,0
2018-08-11,9.9999149056,0.0,0
2018-08-12,2.733016985599999,1.0,0
2018-08-13,10.4325482496,2.0,0
2018-08-14,5.153752063999999,0.0,0
2018-08-15,9.4608172032,2.0,0
2018-08-16,12.6422867968,9.0,0
2018-08-17,-1.4704696320000004,7.0,0
2018-08-18,0.632896614399999,6.0,0
2018-08-19,19.3438934016,1.0,0
2018-08-20,10.0936183808,8.0,0
2018-08-21,-2.8516318208000007,5.0,0
2018-08-22,27.517179494399997,4.0,0
2018-08-23,9.830573568000002,5.0,0
2018-08-24,-2.3308553216000014,0.0,1
2018-08-25,2.3246051327999986,3.0,0
2018-08-26,-5.040233472000001,0.0,0
2018-08-27,3.853714432,2.0,0
2018-08-28,6.276401356800001,7.0,0
2018-08-29,16.8186519552,2.0,0
2018-08-30,14.505247334400002,1.0,0
2018-08-31,2.4674235392000003,5.0,0
2018-09-01,-2.661409689600001,1.0,0
2018-09-02,2.298120601599999,0.0,0
2018-09-03,1.4156141567999994,1.0,0
2018-09-04,2.804758015999999,1.0,0
2018-09-05,5.7402115072,0.0,0
2018-09-06,16.215207424,1.0,0
2018-09-07,1.876232089600002,0.0,0
2018-09-08,3.4596335615999996,3.0,0
2018-09-09,3.9728230399999998,0.0,1
2018-09-10,4.1432352768,9.0,0
2018-09-11,15.164305817599999,7.0,0
2018-09-12,14.993322496000001,1.0,0
2018-09-13,19.7166416896,3.0,0
2018-09-14,0.8360894464000008,4.0,0
2018-09-15,1.325979135999999,0.0,0
2018-09-16,3.599515340799999,1.0,0
2018-09-17,9.8981265408,5.0,6
2018-09-18,22.9050590208,6.0,0
2018-09-19,18.7636799488,3.0,4
2018-09-20,14.6529429504,0.0,0
2018-09-21,7.651153817600001,0.0,3
2018-09-22,-5.1012625408000005,0.0,0
2018-09-23,3.1800883199999976,0.0,2
2018-09-24,7.385411788799999,0.0,0
2018-09-25,8.8538788864,11.0,0
2018-09-26,11.344999936,11.0,0
2018-09-27,25.6161025024,1.0,0
2018-09-28,23.478145228800003,2.0,0
2018-09-29,-9.962246656000001,2.0,0
2018-09-30,4.6082459647999965,0.0,1
2018-10-01,5.733705830399999,15.0,0
2018-10-02,30.7180283904,14.0,0
2018-10-03,14.8198274048,5.0,0
2018-10-04,17.144147968,7.0,0
2018-10-05,20.5442951168,1.0,0
2018-10-06,-1.5968730111999996,0.0,0
2018-10-07,6.193495142399998,0.0,0
2018-10-08,10.837074227199999,2.0,0
2018-10-09,8.2145391616,3.0,0
2018-10-10,6.479169331200001,4.0,0
2018-10-11,7.9799877632000005,3.0,0
2018-10-12,2.269129113600001,4.0,0
2018-10-13,-3.3585585151999986,1.0,1
2018-10-14,1.6945559552000002,2.0,0
2018-10-15,6.1374841856,4.0,0
2018-10-16,9.576830976,2.0,0
2018-10-17,18.6935696384,6.0,0
2018-10-18,3.418881843200001,2.0,0
2018-10-19,14.070986752,0.0,0
2018-10-20,10.725500313600001,2.0,0
2018-10-21,5.634391039999999,4.0,0
2018-10-22,9.4385312768,5.0,0
2018-10-23,10.997145497599998,3.0,2
2018-10-24,-0.5765995520000011,6.0,2
2018-10-25,6.3809060864,8.0,2
2018-10-26,-0.8573500416000002,1.0,0
2018-10-27,0.6954515456000001,2.0,2
2018-10-28,4.273878016,1.0,0
2018-10-29,3.1280135168000007,9.0,0
2018-10-30,15.4055804928,5.0,1
2018-10-31,-2.8618010623999988,2.0,0
2018-11-01,0.5170930687999995,6.0,0
2018-11-02,2.1617964032,1.0,0
2018-11-03,1.2492132352,4.0,0
2018-11-04,2.6093153279999997,2.0,1
2018-11-05,5.544909312,0.0,0
2018-11-06,9.9544931328,1.0,0
2018-11-07,4.764772659200001,2.0,2
2018-11-08,18.0559243264,1.0,0
2018-11-09,3.5982123008,8.0,0
2018-11-10,-0.1247548416000015,6.0,0
2018-11-11,2.141670399999999,1.0,0
2018-11-12,2.4281718783999993,3.0,1
2018-11-13,13.600852992,6.0,6
2018-11-14,4.520070860800001,5.0,0
2018-11-15,0.15445319679999958,5.0,0
2018-11-16,4.3290189824,3.0,0
2018-11-17,-0.8298252287999994,4.0,0
2018-11-18,0.32912281599999993,3.0,0
2018-11-19,14.755117056,4.0,0
2018-11-20,11.1663353856,8.0,0
2018-11-21,3.4000935936000003,2.0,0
2018-11-22,3.3226719231999997,1.0,0
2018-11-23,6.870859776,5.0,0
2018-11-24,0.4667729920000001,1.0,0
2018-11-25,3.484036300799999,1.0,0
2018-11-26,10.4781897728,4.0,0
2018-11-27,9.089426124800001,8.0,0
2018-11-28,16.5371507712,2.0,1
2018-11-29,0.7559904256000003,3.0,0
2018-11-30,5.8031842303999985,6.0,0
2018-12-01,1.7904411647999998,0.0,0
2018-12-02,1.625704345599999,0.0,0
2018-12-03,8.195369984,3.0,0
2018-12-04,16.2349908992,1.0,0
2018-12-05,8.1240868864,4.0,0
2018-12-06,-1.487583129599999,7.0,0
2018-12-07,4.516961075199999,1.0,0
2018-12-08,-3.4311114752,0.0,2
2018-12-09,-0.7848387584000012,1.0,0
2018-12-10,6.7312228352,2.0,0
2018-12-11,0.6525582336000006,0.0,0
2018-12-12,18.3127570432,1.0,0
2018-12-13,11.209099161600001,0.0,0
2018-12-14,14.942779904,0.0,0
2018-12-15,-1.1818444800000005,1.0,0
2018-12-16,1.1519314943999976,0.0,0
2018-12-17,3.9292435455999986,5.0,0
2018-12-18,13.8411482112,0.0,0
2018-12-19,1.8616182784,3.0,0
2018-12-20,12.152405606399999,0.0,0
2018-12-21,12.6895026176,7.0,2
2018-12-22,-7.091342028799999,13.0,0
2018-12-23,-0.6776213504000013,0.0,0
2018-12-24,1.0482374655999998,5.0,0
2018-12-25,-1.7705411584,0.0,0
2018-12-26,9.0093790208,5.0,0
2018-12-27,6.411748556800001,4.0,0
2018-12-28,10.1950384128,1.0,0
2018-12-29,-1.8103758847999991,0.0,0
2018-12-30,9.0354509824,3.0,0
2018-12-31,7.939805184,2.0,0
2019-01-01,9.4336375808,4.0,0
2019-01-02,5.750948966399999,4.0,0
2019-01-03,7.9981874176,2.0,0
2019-01-04,13.5590675456,2.0,2
2019-01-05,15.233120768000001,0.0,7
2019-01-06,-5.9371042816,0.0,40
2019-01-07,2.5111195647999978,0.0,15
2019-01-08,12.6296563712,1.0,0
2019-01-09,10.9167875072,8.0,0
2019-01-10,5.3339777023999995,6.0,0
2019-01-11,8.0424836096,7.0,0
2019-01-12,-6.1746655232,6.0,3
2019-01-13,3.5683856384,1.0,0
2019-01-14,10.3218102272,15.0,0
2019-01-15,4.1024714752,6.0,0
2019-01-16,18.521719603199998,7.0,0
2019-01-17,49.8271060992,21.0,0
2019-01-18,3.0572424192000014,3.0,1
2019-01-19,-0.41796577280000236,3.0,0
2019-01-20,-3.7576851456000036,0.0,0
2019-01-21,4.511924735999998,6.0,0
2019-01-22,10.228731699199999,3.0,0
2019-01-23,5.1545355264,5.0,0
2019-01-24,10.674557030399999,1.0,0
2019-01-25,4.817992396800003,1.0,2
2019-01-26,9.650325811200002,1.0,0
2019-01-27,-4.428096307200001,3.0,0
2019-01-28,13.187995647999998,8.0,0
2019-01-29,8.1249603584,3.0,0
