,facebook/react,vuejs/core,sveltejs/svelte
2018-12-19,0.0,1.0,0
2018-12-20,3.0,-0.30000000000000004,0
2018-12-21,-0.5999999999999999,-0.10499999999999993,1
2018-12-22,-0.2400000000000002,-0.05949999999999997,13
2018-12-23,-0.1440000000000001,-0.0401625,37
2018-12-24,-0.10080000000000003,-0.029720249999999997,21
2018-12-25,0.923392,-0.023280862499999996,9
2018-12-26,-0.2612864,-0.018957273750000003,8
2018-12-27,-0.1307801600000001,-0.015876716765625045,1
2018-12-28,-0.09116313599999985,-0.013583413232812524,7
2018-12-29,-0.0710080511999999,0.0,19
2018-12-30,-0.025536000000000014,0.0,1
2018-12-31,-0.02042880000000001,0.0,14
2019-01-01,-0.01692672000000001,0.0,21
2019-01-02,0.9856122880000001,0.0,6
2019-01-03,-0.21246935039999992,0.0,10
2019-01-04,-0.08000000000000007,0.0,4
2019-01-05,-0.048000000000000036,0.0,14
2019-01-06,-0.03360000000000001,0.0,0
2019-01-07,0.974464,0.0,0
2019-01-08,1.7795712,0.0,0
2019-01-09,0.50307328,0.0,5
2019-01-10,1.5776122879999999,0.0,3
2019-01-11,-0.6220693504,0.0,5
2019-01-12,0.6992639999999998,0.0,1
2019-01-13,-0.4011008000000001,0.0,12
2019-01-14,1.7694796799999999,0.0,5
2019-01-15,4.432258048,0.0,4
2019-01-16,0.7073709056000002,0.0,4
2019-01-17,4.005284147199999,0.0,2
2019-01-18,8.4711264256,0.0,1
2019-01-19,-1.7569374208,0.0,12
2019-01-20,-1.4901253120000009,0.0,2
2019-01-21,9.0724612096,0.0,0
2019-01-22,0.33405337599999996,1.0,0
2019-01-23,9.0781652992,0.7,1
2019-01-24,0.6744202240000003,0.595,0
2019-01-25,-0.4465732608000006,-0.4644999999999999,2
2019-01-26,-1.827310592,-0.2046624999999999,10
2019-01-27,1.8584227839999998,-0.12938274999999996,7
2019-01-28,0.6456810495999998,-0.09316361249999999,0
2019-01-29,1.7712819200000003,-0.07195838625,6
2019-01-30,7.60916224,-0.05811485301562505,24
2019-01-31,5.458962636800001,-0.048417403748437574,3
2019-02-01,0.16362485760000034,-0.02946012999843757,2
2019-02-02,-0.9638112256000007,-0.013583413232812524,0
2019-02-03,-1.3195844608000005,0.0,5
2019-02-04,4.139073024,0.0,6
2019-02-05,8.3460891648,0.0,3
2019-02-06,11.1059192832,0.0,4
2019-02-07,-2.2291336191999997,0.0,12
2019-02-08,3.5334651903999994,0.0,2
2019-02-09,-0.6555246592000001,0.0,4
2019-02-10,0.14430023679999948,0.0,1
2019-02-11,1.4259050495999994,0.0,0
2019-02-12,1.36411904,0.0,0
2019-02-13,9.359528448,0.0,0
2019-02-14,13.815180288,0.0,3
2019-02-15,-0.9216362495999997,0.0,1
2019-02-16,-0.051384012800001155,0.0,0
2019-02-17,-1.3809393664000007,0.0,24
2019-02-18,-1.6498766848000004,0.0,9
2019-02-19,8.8638892032,0.0,9
2019-02-20,3.1350012928,0.0,12
2019-02-21,18.3246496768,0.0,1
2019-02-22,2.3037167616000014,0.0,11
2019-02-23,-0.244738764800001,0.0,3
2019-02-24,-2.014927257600001,0.0,2
2019-02-25,2.9811002367999992,1.0,3
2019-02-26,0.6186346495999997,1.7,1
2019-02-27,7.93886976,2.295,3
2019-02-28,10.654344704,0.8305,3
2019-03-01,3.468376985600001,3.9258375,1
2019-03-02,-3.8935737344,-1.9985452499999998,5
2019-03-03,0.9990156287999992,-0.8472088624999996,1
2019-03-04,1.0800548863999997,-0.5325047487499999,0
2019-03-05,2.1942199296,0.616113148234375,3
2019-03-06,3.0509317119999997,-0.5973716430140626,2
2019-03-07,7.8535103488,-0.3341158367625001,10
2019-03-08,-3.230943231999999,-0.22679004197968763,3
2019-03-09,3.3980329983999997,0.8532870897062497,13
2019-03-10,0.038034636799999966,-0.39763731616406267,35
2019-03-11,7.560661504,-0.12828086249999993,6
2019-03-12,-1.7057820672,-0.07845727374999997,1
2019-03-13,3.4321195008,-0.05603921676562504,0
2019-03-14,2.0020368384,-0.04330366323281252,0
2019-03-15,10.090160128,-0.023280862499999996,12
2019-03-16,1.5263912960000003,-0.018957273750000003,39
2019-03-17,1.3648127999999993,-0.015876716765625045,24
2019-03-18,11.698028544,-0.013583413232812524,28
2019-03-19,2.8611571712000003,0.0,6
2019-03-20,4.520607334399999,0.0,6
2019-03-21,2.5086596095999996,0.0,3
2019-03-22,4.8262937599999995,0.0,0
2019-03-23,-3.4455827456,0.0,1
2019-03-24,3.0491671551999993,0.0,1
2019-03-25,1.71023872,0.0,27
