,angular/angular,facebook/react,jquery/jquery
2018-12-18,26.0,3.0,0
2018-12-19,7.0,-0.9000000000000001,0
2018-12-20,13.0,2.685,0
2018-12-21,8.0,-1.0785,0
2018-12-22,0.0,-0.4354874999999998,0
2018-12-23,0.0,-0.2676607499999999,0
2018-12-24,0.0,-0.19033008749999997,0
2018-12-25,0.0,0.85396742875,0
2018-12-26,8.0,-0.41747273779687516,0
2018-12-27,0.0,-0.20262206094843752,0
2018-12-28,0.0,-0.1071301502968751,0
2018-12-29,0.0,-0.08091273969843757,0
2018-12-30,0.0,-0.029720249999999997,0
2018-12-31,0.0,-0.023280862499999996,0
2019-01-01,0.0,-0.018957273750000003,0
2019-01-02,0.0,0.9841232832343749,0
2019-01-03,16.0,-0.3135834132328126,0
2019-01-04,14.0,-0.10499999999999993,0
2019-01-05,3.0,-0.05949999999999997,0
2019-01-06,3.0,-0.0401625,0
2019-01-07,31.0,0.97027975,0
2019-01-08,16.0,1.6767191375,0
2019-01-09,34.0,0.27604272625000004,0
2019-01-10,22.0,1.414623283234375,0
2019-01-11,36.0,-0.8777459132328125,0
2019-01-12,5.0,0.6204547500000002,0
2019-01-13,0.0,-0.5418838625,0
2019-01-14,27.0,1.71943575125,2
2019-01-15,22.0,4.203987373234375,0
2019-01-16,8.0,0.13898165448593724,0
2019-01-17,14.0,3.6453216592687503,0
2019-01-18,10.0,7.843557290735937,0
2019-01-19,0.0,-2.950377100215625,0
2019-01-20,0.0,-1.9388646917656243,0
2019-01-21,0.0,8.871844726767188,2
2019-01-22,43.0,-0.7828277772812506,0
2019-01-23,20.0,8.45176572970625,0
2019-01-24,8.0,-0.6669857434453128,0
2019-01-25,19.0,-1.2545290102937496,0
2019-01-26,0.0,-2.3378315075703124,0
2019-01-27,0.0,1.6365322759062502,0
2019-01-28,21.0,0.22042851176718736,0
2019-01-29,26.0,1.4140655235937498,1
2019-01-30,17.0,7.1669417561249995,0
2019-01-31,8.0,4.407727555879687,0
2019-02-01,6.0,-0.9438247101234376,0
2019-02-02,3.0,-1.6113576739624995,0
2019-02-03,0.0,-1.6722236227156246,0
2019-02-04,19.0,3.9723304647031252,0
2019-02-05,22.0,7.743347243020312,0
2019-02-06,32.0,9.9140174094875,0
2019-02-07,18.0,-3.982361718089063,0
2019-02-08,22.0,2.804770363029688,0
2019-02-09,3.0,-1.568480979909375,0
2019-02-10,0.0,-0.3815087689640624,0
2019-02-11,25.0,0.9954130930171878,0
2019-02-12,11.0,0.8756961036718751,0
2019-02-13,45.0,8.868705708679688,0
2019-02-14,29.0,12.531026610453123,0
2019-02-15,2.0,-2.995654586290625,0
2019-02-16,0.0,-1.0560516495593735,0
2019-02-17,8.0,-2.0834592979281243,0
2019-02-18,0.0,-2.048319918746875,1
2019-02-19,27.0,8.6628474644875,2
2019-02-20,23.0,2.0084464362546868,0
2019-02-21,17.0,17.38988552212969,0
2019-02-22,40.0,-0.11971366307656339,0
2019-02-23,2.0,-1.7382025757703117,0
2019-02-24,1.0,-2.9485985769781244,0
2019-02-25,12.0,2.492830418535938,0
2019-02-26,10.0,-0.13126657573281264,0
2019-02-27,21.0,7.3556790773437495,0
2019-02-28,19.0,9.413012418328124,0
2019-03-01,11.0,1.6812740785249982,0
2019-03-02,2.0,-5.245464119514063,0
2019-03-03,0.0,0.5286784908250008,0
2019-03-04,17.0,0.5296831740531251,3
2019-03-05,16.0,1.6649690566890625,0
2019-03-06,19.0,2.4376859710390626,0
2019-03-07,27.0,7.129846360145312,0
2019-03-08,13.0,-4.482414607046875,0
2019-03-09,2.0,3.0156651431156254,0
2019-03-10,0.0,-0.6500752146125004,0
2019-03-11,10.0,7.127148328453125,3
2019-03-12,26.0,-2.7853162974953127,0
2019-03-13,14.0,3.003335399489063,0
2019-03-14,27.0,1.3072837757406246,0
2019-03-15,12.0,9.451508453679686,0
2019-03-16,0.0,0.0976730239218746,0
2019-03-17,0.0,0.44464135617187583,0
2019-03-18,16.0,10.958181924054688,1
2019-03-19,19.0,1.1762501363937492,0
2019-03-20,50.0,3.3085072453890634,1
2019-03-21,25.0,1.2745823079390632,0
2019-03-22,12.0,3.7870284692734373,0
2019-03-23,0.0,-4.635985072868751,0
2019-03-24,0.0,2.629512537378125,0
2019-03-25,7.0,0.9854711967734371,3
2019-03-26,10.0,3.1798229960999995,0
2019-03-27,31.0,0.6520898323812494,2
2019-03-28,12.0,2.209099330745312,0
2019-03-29,20.0,5.05816295354375,0
2019-03-30,0.0,2.152225473978125,0
2019-03-31,0.0,-3.5730486246124995,0
2019-04-01,30.0,10.279408646171875,0
2019-04-02,29.0,7.234807724273437,1
2019-04-03,11.0,14.319435638975001,0
2019-04-04,16.0,25.421637884790627,2
2019-04-05,4.0,6.078989398240626,0
2019-04-06,0.0,-0.9072674427890597,0
2019-04-07,0.0,17.933809043543754,0
2019-04-08,16.0,17.006711885603124,2
2019-04-09,9.0,6.8131363638125,2
2019-04-10,15.0,38.08309114001875,0
2019-04-11,16.0,-10.69701010160625,0
2019-04-12,6.0,31.176966652812503,0
2019-04-13,3.0,-1.245666183978127,0
2019-04-14,0.0,-13.837879915328124,0
2019-04-15,16.0,1.936110914267191,0
2019-04-16,10.0,8.66532596724531,0
2019-04-17,17.0,1.1633999991718724,1
2019-04-18,6.0,11.781219539565623,0
2019-04-19,34.0,12.65221934195625,0
2019-04-20,4.0,2.5279918367531238,0
2019-04-21,0.0,-3.509206465789063,0
2019-04-22,15.0,11.765937265562503,0
2019-04-23,20.0,3.2620627616124995,1
2019-04-24,26.0,12.221192655157813,0
2019-04-25,44.0,16.085693261871874,0
2019-04-26,38.0,0.6497712316281259,0
2019-04-27,1.0,-10.484915274014062,0
2019-04-28,0.0,2.554534277178126,0
