,JetBrains/kotlin,rust-lang/rust,apple/swift
2019-08-16,13,70,39
2019-08-17,0,73,30
2019-08-18,0,46,2
2019-08-19,16,108,74
2019-08-20,22,72,84
2019-08-21,18,85,65
2019-08-22,47,81,66
2019-08-23,31,42,71
2019-08-24,1,80,31
2019-08-25,2,62,24
2019-08-26,6,68,103
2019-08-27,86,55,109
2019-08-28,15,59,100
2019-08-29,17,71,91
2019-08-30,91,63,86
2019-08-31,0,47,30
2019-09-01,9,34,21
2019-09-02,64,36,11
2019-09-03,51,65,61
2019-09-04,6,62,61
2019-09-05,40,123,51
2019-09-06,35,66,77
2019-09-07,2,79,50
2019-09-08,1,45,7
2019-09-09,16,82,24
2019-09-10,27,64,53
2019-09-11,25,45,43
2019-09-12,12,42,49
2019-09-13,45,47,77
2019-09-14,0,68,82
2019-09-15,1,56,7
2019-09-16,63,95,28
2019-09-17,39,87,60
2019-09-18,51,56,70
2019-09-19,17,72,44
2019-09-20,25,46,62
2019-09-21,1,49,56
2019-09-22,1,56,0
2019-09-23,30,74,89
2019-09-24,53,70,94
2019-09-25,44,119,68
2019-09-26,17,84,70
2019-09-27,66,57,42
2019-09-28,5,128,21
2019-09-29,27,63,10
2019-09-30,44,100,29
2019-10-01,33,82,42
2019-10-02,46,132,73
2019-10-03,35,82,58
2019-10-04,37,78,30
2019-10-05,6,34,8
2019-10-06,0,55,4
2019-10-07,12,84,9
2019-10-08,69,83,72
2019-10-09,25,50,44
2019-10-10,42,59,78
2019-10-11,49,101,65
2019-10-12,6,39,35
2019-10-13,3,78,15
2019-10-14,41,66,88
2019-10-15,10,113,68
2019-10-16,22,66,65
2019-10-17,50,91,61
2019-10-18,40,112,36
2019-10-19,3,60,23
2019-10-20,1,55,9
2019-10-21,71,65,45
2019-10-22,10,98,51
2019-10-23,43,88,26
2019-10-24,52,103,33
2019-10-25,23,138,34
2019-10-26,3,65,14
2019-10-27,1,63,8
2019-10-28,50,80,27
2019-10-29,87,87,68
2019-10-30,32,57,84
2019-10-31,59,64,60
2019-11-01,61,69,45
2019-11-02,0,37,32
2019-11-03,0,65,25
2019-11-04,5,83,53
2019-11-05,34,100,90
2019-11-06,29,102,99
2019-11-07,40,111,49
2019-11-08,59,76,57
2019-11-09,2,51,38
2019-11-10,4,51,24
2019-11-11,47,85,74
2019-11-12,39,93,76
2019-11-13,31,89,73
2019-11-14,49,86,67
2019-11-15,12,150,62
2019-11-16,1,59,58
2019-11-17,1,74,32
2019-11-18,29,84,49
2019-11-19,70,73,77
2019-11-20,46,59,54
2019-11-21,41,76,94
2019-11-22,42,101,54
2019-11-23,4,84,9
2019-11-24,0,95,10
2019-11-25,57,84,1
2019-11-26,48,99,7
2019-11-27,59,114,6
2019-11-28,45,74,2
2019-11-29,75,70,1
2019-11-30,3,72,4
2019-12-01,2,51,6
2019-12-02,40,153,55
2019-12-03,48,112,58
2019-12-04,13,87,70
2019-12-05,26,53,45
2019-12-06,15,117,47
2019-12-07,0,47,30
2019-12-08,0,67,12
2019-12-09,23,56,31
2019-12-10,39,44,30
2019-12-11,45,51,84
2019-12-12,51,85,77
2019-12-13,29,74,77
2019-12-14,1,29,26
2019-12-15,3,47,15
2019-12-16,70,59,33
2019-12-17,67,24,51
2019-12-18,45,70,47
2019-12-19,58,67,84
2019-12-20,23,148,67
2019-12-21,3,111,10
2019-12-22,1,92,5
2019-12-23,22,133,6
2019-12-24,28,47,2
2019-12-25,76,71,2
2019-12-26,40,84,2
2019-12-27,55,65,8
2019-12-28,3,35,6
2019-12-29,1,36,0
2019-12-30,18,119,2
2019-12-31,5,131,1
2020-01-01,0,30,4
2020-01-02,3,35,66
2020-01-03,8,65,40
2020-01-04,0,82,26
2020-01-05,0,50,13
2020-01-06,2,51,38
2020-01-07,5,126,35
2020-01-08,15,107,36
2020-01-09,64,105,64
2020-01-10,45,118,86
2020-01-11,1,130,31
2020-01-12,1,67,19
2020-01-13,28,71,52
2020-01-14,58,71,101
2020-01-15,47,111,46
2020-01-16,51,86,68
2020-01-17,93,49,75
2020-01-18,4,55,35
2020-01-19,6,52,35
2020-01-20,38,71,22
2020-01-21,54,48,63
2020-01-22,51,35,100
2020-01-23,69,52,88
2020-01-24,119,45,99
2020-01-25,4,43,27
2020-01-26,11,36,26
2020-01-27,54,54,70
2020-01-28,60,63,69
2020-01-29,67,77,84
2020-01-30,44,58,40
2020-01-31,29,44,54
2020-02-01,9,68,34
2020-02-02,1,99,33
2020-02-03,24,89,71
2020-02-04,41,62,75
2020-02-05,44,83,59
2020-02-06,116,120,57
2020-02-07,56,92,62
2020-02-08,3,78,48
2020-02-09,7,103,23
2020-02-10,53,80,18
2020-02-11,107,108,58
2020-02-12,173,145,70
2020-02-13,90,114,75
2020-02-14,107,106,74
2020-02-15,12,79,18
2020-02-16,3,86,50
2020-02-17,55,111,35
2020-02-18,67,81,91
2020-02-19,56,103,70
2020-02-20,83,49,74
2020-02-21,52,97,74
2020-02-22,5,87,25
2020-02-23,4,69,15
2020-02-24,4,95,72
2020-02-25,42,37,64
2020-02-26,60,77,73
2020-02-27,37,78,57
2020-02-28,69,95,60
2020-02-29,14,89,15
2020-03-01,4,67,8
2020-03-02,35,83,50
2020-03-03,81,92,78
2020-03-04,54,123,57
2020-03-05,51,68,99
2020-03-06,60,72,61
2020-03-07,4,89,16
2020-03-08,1,84,9
2020-03-09,8,82,36
2020-03-10,48,119,58
2020-03-11,54,97,71
2020-03-12,65,77,57
2020-03-13,32,75,53
2020-03-14,1,123,29
2020-03-15,1,60,9
2020-03-16,129,125,32
2020-03-17,26,95,55
2020-03-18,49,88,69
2020-03-19,44,116,76
2020-03-20,75,66,73
2020-03-21,0,137,29
2020-03-22,3,84,14
2020-03-23,59,145,49
2020-03-24,60,134,72
2020-03-25,71,95,52
2020-03-26,92,136,43
2020-03-27,39,93,74
2020-03-28,28,75,28
2020-03-29,5,80,18
2020-03-30,115,115,27
2020-03-31,73,142,47
2020-04-01,33,98,52
2020-04-02,76,124,26
2020-04-03,73,77,70
2020-04-04,3,64,22
2020-04-05,3,126,8
2020-04-06,33,86,80
2020-04-07,67,86,61
2020-04-08,71,91,101
2020-04-09,78,101,83
2020-04-10,23,105,94
2020-04-11,15,97,38
2020-04-12,0,59,13
2020-04-13,77,84,39
2020-04-14,56,99,83
2020-04-15,80,93,68
2020-04-16,61,91,72
2020-04-17,74,94,74
2020-04-18,12,111,28
2020-04-19,4,73,18
2020-04-20,48,101,83
2020-04-21,79,44,59
2020-04-22,40,112,59
2020-04-23,78,129,72
2020-04-24,36,75,96
2020-04-25,3,100,36
2020-04-26,7,87,19
2020-04-27,27,162,30
2020-04-28,75,76,46
2020-04-29,51,81,79
2020-04-30,20,75,89
2020-05-01,7,122,55
2020-05-02,0,109,54
2020-05-03,0,89,18
2020-05-04,16,99,64
2020-05-05,0,100,69
2020-05-06,41,95,101
2020-05-07,74,82,80
2020-05-08,63,91,43
2020-05-09,7,79,25
2020-05-10,1,102,15
2020-05-11,3,66,48
2020-05-12,95,49,70
2020-05-13,47,47,74
2020-05-14,43,82,60
2020-05-15,49,24,57
2020-05-16,1,80,15
2020-05-17,2,80,8
2020-05-18,53,70,54
2020-05-19,38,77,65
2020-05-20,54,103,52
2020-05-21,35,82,50
2020-05-22,8,122,72
2020-05-23,5,54,30
2020-05-24,26,96,14
2020-05-25,55,111,13
2020-05-26,187,77,41
2020-05-27,38,72,23
2020-05-28,66,69,79
2020-05-29,56,117,99
2020-05-30,10,96,37
2020-05-31,19,118,39
2020-06-01,73,51,31
2020-06-02,60,58,47
2020-06-03,91,66,42
2020-06-04,39,61,40
2020-06-05,52,75,41
2020-06-06,6,32,20
2020-06-07,9,53,7
2020-06-08,41,86,49
2020-06-09,78,72,66
2020-06-10,31,68,65
2020-06-11,47,97,75
2020-06-12,1,58,77
2020-06-13,6,69,14
2020-06-14,27,39,4
2020-06-15,64,117,43
2020-06-16,71,75,63
2020-06-17,60,38,70
2020-06-18,45,91,42
2020-06-19,136,104,40
2020-06-20,0,131,11
2020-06-21,0,46,1
2020-06-22,40,75,50
2020-06-23,42,124,39
2020-06-24,156,122,36
2020-06-25,31,85,52
2020-06-26,62,104,47
2020-06-27,4,89,14
2020-06-28,1,85,8
2020-06-29,105,29,52
2020-06-30,50,99,62
2020-07-01,31,96,73
2020-07-02,61,121,67
2020-07-03,30,101,56
2020-07-04,14,55,5
2020-07-05,1,51,8
2020-07-06,37,36,17
2020-07-07,38,59,26
2020-07-08,27,40,33
2020-07-09,45,86,52
2020-07-10,32,53,48
2020-07-11,6,75,15
2020-07-12,1,39,6
2020-07-13,39,36,32
2020-07-14,50,112,35
2020-07-15,39,131,46
2020-07-16,47,165,59
2020-07-17,26,123,57
2020-07-18,3,61,12
2020-07-19,3,66,19
2020-07-20,55,79,54
2020-07-21,43,44,66
2020-07-22,53,91,80
2020-07-23,22,74,56
2020-07-24,19,81,69
2020-07-25,5,39,18
2020-07-26,1,43,6
2020-07-27,29,108,45
2020-07-28,74,78,78
2020-07-29,23,92,42
2020-07-30,26,124,54
2020-07-31,14,95,63
2020-08-01,1,47,30
2020-08-02,21,79,11
2020-08-03,27,69,47
2020-08-04,36,63,48
2020-08-05,33,77,54
2020-08-06,18,77,58
2020-08-07,7,97,94
2020-08-08,0,97,38
2020-08-09,80,99,12
2020-08-10,42,135,54
2020-08-11,32,115,63
2020-08-12,17,110,38
2020-08-13,51,113,42
2020-08-14,23,110,59
2020-08-15,1,55,31
2020-08-16,0,94,5
2020-08-17,60,68,38
2020-08-18,22,89,96
2020-08-19,49,96,51
2020-08-20,33,67,36
2020-08-21,52,61,31
2020-08-22,1,95,17
2020-08-23,0,58,14
2020-08-24,35,86,42
2020-08-25,76,79,58
2020-08-26,16,74,39
2020-08-27,48,54,80
2020-08-28,66,67,48
2020-08-29,4,62,45
2020-08-30,4,91,19
2020-08-31,39,83,35
2020-09-01,98,88,54
2020-09-02,38,74,31
2020-09-03,29,148,52
2020-09-04,28,62,54
2020-09-05,2,95,37
2020-09-06,2,61,12
2020-09-07,48,45,22
2020-09-08,36,64,32
2020-09-09,55,114,50
2020-09-10,18,99,49
2020-09-11,56,62,73
2020-09-12,15,72,28
2020-09-13,4,66,4
2020-09-14,43,73,14
2020-09-15,38,99,23
2020-09-16,41,121,57
2020-09-17,43,83,33
2020-09-18,7,108,27
2020-09-19,0,82,11
2020-09-20,0,124,9
2020-09-21,13,129,44
2020-09-22,51,82,47
2020-09-23,95,107,61
2020-09-24,55,97,46
2020-09-25,36,120,57
2020-09-26,0,92,15
2020-09-27,2,102,4
2020-09-28,19,64,21
2020-09-29,90,64,31
2020-09-30,27,86,54
2020-10-01,47,109,24
2020-10-02,38,131,48
2020-10-03,0,78,34
2020-10-04,0,113,9
2020-10-05,28,90,22
2020-10-06,49,137,55
2020-10-07,45,72,70
2020-10-08,35,108,45
2020-10-09,68,118,72
2020-10-10,2,112,39
2020-10-11,0,80,25
2020-10-12,33,116,36
2020-10-13,37,96,48
2020-10-14,71,87,42
2020-10-15,55,69,54
2020-10-16,45,109,46
2020-10-17,0,78,13
2020-10-18,0,69,5
2020-10-19,24,69,34
2020-10-20,21,79,33
2020-10-21,29,83,45
2020-10-22,40,82,54
2020-10-23,80,86,30
2020-10-24,0,90,20
2020-10-25,1,92,5
2020-10-26,22,154,28
2020-10-27,36,104,45
2020-10-28,46,90,55
2020-10-29,12,74,49
2020-10-30,22,71,44
2020-10-31,6,54,6
2020-11-01,1,41,20
2020-11-02,16,79,26
2020-11-03,17,88,37
2020-11-04,11,79,56
2020-11-05,23,82,66
2020-11-06,34,97,43
2020-11-07,1,54,10
2020-11-08,3,66,15
2020-11-09,19,70,49
2020-11-10,39,51,73
2020-11-11,58,74,59
2020-11-12,28,119,41
2020-11-13,19,66,60
2020-11-14,2,49,36
2020-11-15,0,68,11
2020-11-16,25,72,49
2020-11-17,15,134,52
2020-11-18,20,51,53
2020-11-19,41,77,42
2020-11-20,25,39,58
2020-11-21,5,46,7
2020-11-22,0,70,1
2020-11-23,55,72,3
2020-11-24,48,73,6
2020-11-25,107,58,3
2020-11-26,50,60,3
2020-11-27,29,96,2
2020-11-28,138,73,5
2020-11-29,6,95,0
2020-11-30,33,42,56
2020-12-01,17,67,57
2020-12-02,46,41,46
2020-12-03,31,66,52
2020-12-04,23,69,55
2020-12-05,10,29,42
2020-12-06,0,46,9
2020-12-07,21,81,23
2020-12-08,10,71,38
2020-12-09,87,67,47
2020-12-10,46,82,46
2020-12-11,14,77,44
2020-12-12,7,55,39
2020-12-13,9,71,10
2020-12-14,88,43,35
2020-12-15,28,42,48
2020-12-16,86,46,59
2020-12-17,8,88,49
2020-12-18,34,70,40
2020-12-19,5,54,24
2020-12-20,8,75,15
2020-12-21,43,63,35
2020-12-22,14,95,30
2020-12-23,56,79,42
2020-12-24,42,25,4
2020-12-25,25,41,2
2020-12-26,0,40,1
2020-12-27,0,34,0
2020-12-28,30,60,0
2020-12-29,11,60,5
2020-12-30,10,80,1
2020-12-31,11,68,0
2021-01-01,0,65,1
2021-01-02,0,81,13
2021-01-03,3,52,1
2021-01-04,2,94,25
2021-01-05,0,61,43
2021-01-06,6,56,65
2021-01-07,12,69,72
2021-01-08,3,66,47
2021-01-09,0,58,53
2021-01-10,0,76,1
2021-01-11,22,75,47
2021-01-12,57,59,45
2021-01-13,23,85,99
2021-01-14,27,53,79
2021-01-15,69,90,67
2021-01-16,0,102,35
2021-01-17,0,90,12
2021-01-18,14,87,37
2021-01-19,24,50,46
2021-01-20,16,38,87
2021-01-21,46,73,53
2021-01-22,24,110,49
2021-01-23,6,124,14
2021-01-24,1,57,18
2021-01-25,32,60,31
2021-01-26,57,61,51
2021-01-27,34,62,94
2021-01-28,62,74,72
2021-01-29,54,73,59
2021-01-30,2,87,23
2021-01-31,1,98,22
2021-02-01,70,71,43
2021-02-02,99,92,67
2021-02-03,52,104,70
2021-02-04,32,71,63
2021-02-05,21,93,75
2021-02-06,7,75,29
2021-02-07,2,66,21
2021-02-08,27,68,37
2021-02-09,132,106,105
2021-02-10,47,76,81
2021-02-11,32,41,77
2021-02-12,55,81,70
2021-02-13,1,106,44
2021-02-14,2,72,4
2021-02-15,99,114,33
2021-02-16,32,77,54
2021-02-17,49,74,75
2021-02-18,30,69,46
2021-02-19,43,68,31
2021-02-20,31,81,22
2021-02-21,3,80,10
2021-02-22,7,71,72
2021-02-23,13,105,89
2021-02-24,81,52,92
2021-02-25,32,76,60
2021-02-26,49,59,85
2021-02-27,1,95,30
2021-02-28,0,84,9
2021-03-01,32,106,39
2021-03-02,49,117,75
2021-03-03,19,101,80
2021-03-04,28,102,71
2021-03-05,42,192,87
2021-03-06,23,113,53
2021-03-07,10,54,21
2021-03-08,12,128,34
2021-03-09,73,187,56
2021-03-10,26,82,36
2021-03-11,75,113,44
2021-03-12,40,63,46
2021-03-13,2,80,36
2021-03-14,1,76,12
2021-03-15,58,137,50
2021-03-16,89,97,37
2021-03-17,55,124,100
2021-03-18,30,67,55
2021-03-19,91,55,78
2021-03-20,8,62,17
2021-03-21,1,75,10
2021-03-22,58,75,33
2021-03-23,24,75,30
2021-03-24,82,70,60
2021-03-25,26,55,49
2021-03-26,36,65,51
2021-03-27,6,90,11
2021-03-28,0,43,8
2021-03-29,55,70,35
2021-03-30,34,81,54
2021-03-31,27,93,85
2021-04-01,31,44,43
2021-04-02,24,92,63
2021-04-03,18,86,20
2021-04-04,2,97,16
2021-04-05,21,129,37
2021-04-06,59,91,70
2021-04-07,34,83,46
2021-04-08,55,97,72
2021-04-09,92,65,79
2021-04-10,1,58,12
2021-04-11,2,52,11
2021-04-12,23,64,44
2021-04-13,68,59,63
2021-04-14,37,68,63
2021-04-15,41,52,49
2021-04-16,22,80,43
2021-04-17,2,40,12
2021-04-18,0,62,7
2021-04-19,64,69,19
2021-04-20,34,58,54
2021-04-21,37,62,45
2021-04-22,58,90,39
2021-04-23,28,68,47
2021-04-24,5,56,10
2021-04-25,29,65,5
2021-04-26,32,49,36
2021-04-27,27,55,48
2021-04-28,10,46,48
2021-04-29,36,81,55
2021-04-30,49,66,89
2021-05-01,9,53,27
2021-05-02,0,62,7
2021-05-03,7,76,33
2021-05-04,20,69,61
2021-05-05,14,77,45
2021-05-06,60,98,42
2021-05-07,16,91,74
2021-05-08,0,54,16
2021-05-09,0,44,1
2021-05-10,23,64,24
2021-05-11,33,97,47
2021-05-12,81,88,33
2021-05-13,37,79,34
2021-05-14,62,43,27
2021-05-15,0,86,9
2021-05-16,0,51,3
2021-05-17,19,70,43
2021-05-18,57,80,40
2021-05-19,19,86,48
2021-05-20,121,55,53
2021-05-21,23,78,65
2021-05-22,1,54,30
2021-05-23,0,87,16
2021-05-24,11,94,32
2021-05-25,40,67,46
2021-05-26,21,88,47
2021-05-27,30,98,27
2021-05-28,64,43,26
2021-05-29,2,50,17
2021-05-30,0,62,4
2021-05-31,21,103,17
2021-06-01,18,59,33
2021-06-02,35,72,76
2021-06-03,105,73,37
2021-06-04,18,119,49
2021-06-05,1,59,20
2021-06-06,3,59,11
2021-06-07,113,75,27
2021-06-08,60,70,43
2021-06-09,50,82,61
2021-06-10,35,54,26
2021-06-11,43,52,33
2021-06-12,37,34,17
2021-06-13,0,68,9
2021-06-14,6,81,17
2021-06-15,27,78,42
2021-06-16,61,69,44
2021-06-17,27,97,40
2021-06-18,23,78,11
2021-06-19,36,52,3
2021-06-20,29,57,2
2021-06-21,57,103,24
2021-06-22,41,65,43
2021-06-23,34,47,64
2021-06-24,25,54,105
2021-06-25,41,73,51
2021-06-26,4,46,5
2021-06-27,13,38,6
2021-06-28,33,59,24
2021-06-29,43,58,38
2021-06-30,11,67,63
2021-07-01,36,78,77
2021-07-02,22,77,71
2021-07-03,0,47,16
2021-07-04,5,60,3
2021-07-05,47,66,14
2021-07-06,35,76,48
2021-07-07,36,64,47
2021-07-08,51,79,57
2021-07-09,27,71,60
2021-07-10,10,91,12
2021-07-11,2,58,2
2021-07-12,52,41,27
2021-07-13,44,47,42
2021-07-14,55,73,73
2021-07-15,67,63,48
2021-07-16,36,58,48
2021-07-17,2,52,31
2021-07-18,0,75,26
2021-07-19,37,71,45
2021-07-20,52,57,63
2021-07-21,17,59,60
2021-07-22,30,50,70
2021-07-23,52,76,92
2021-07-24,0,55,18
2021-07-25,0,61,5
2021-07-26,39,74,31
2021-07-27,20,89,55
2021-07-28,18,98,86
2021-07-29,77,65,49
2021-07-30,50,73,46
2021-07-31,0,45,12
2021-08-01,18,27,6
2021-08-02,39,83,25
2021-08-03,60,89,17
2021-08-04,55,70,45
2021-08-05,29,59,43
2021-08-06,123,60,59
2021-08-07,1,56,20
2021-08-08,0,39,6
2021-08-09,34,54,34
2021-08-10,50,84,34
2021-08-11,28,36,38
2021-08-12,21,87,78
2021-08-13,44,63,49
2021-08-14,0,47,15
2021-08-15,0,48,3
2021-08-16,20,104,50
2021-08-17,26,42,58
2021-08-18,18,70,65
2021-08-19,46,83,69
2021-08-20,15,42,72
2021-08-21,5,53,5
2021-08-22,1,94,8
2021-08-23,68,82,52
2021-08-24,59,60,56
2021-08-25,15,74,53
2021-08-26,39,91,79
2021-08-27,20,63,54
2021-08-28,0,55,22
2021-08-29,1,53,10
2021-08-30,26,73,34
2021-08-31,37,108,66
2021-09-01,42,68,51
2021-09-02,41,78,55
2021-09-03,25,43,51
2021-09-04,0,44,32
2021-09-05,2,53,10
2021-09-06,52,48,28
2021-09-07,30,53,51
2021-09-08,39,78,60
2021-09-09,63,113,58
2021-09-10,15,65,64
2021-09-11,31,62,15
2021-09-12,2,46,11
2021-09-13,41,63,56
2021-09-14,44,39,41
2021-09-15,74,59,24
2021-09-16,34,70,51
2021-09-17,15,101,33
2021-09-18,1,44,13
2021-09-19,0,46,16
2021-09-20,33,42,39
2021-09-21,25,57,56
2021-09-22,80,49,59
