,home-assistant/core,node-red/node-red,ioBroker/ioBroker
2015-01-10,0.7655203840000002,0,0
2015-01-11,8.1968898048,0,0
2015-01-12,1.9897634815999998,1,0
2015-01-13,1.4716990463999995,2,0
2015-01-14,-2.2123807743999997,3,0
2015-01-15,4.6772073471999995,12,0
2015-01-16,2.9549891584,4,0
2015-01-17,-0.09786214400000004,5,0
2015-01-18,2.4079962111999995,6,0
2015-01-19,-0.7492339711999996,0,0
2015-01-20,19.798445056,0,0
2015-01-21,-1.9093503999999992,2,0
2015-01-22,3.2329462783999983,0,0
2015-01-23,-2.795561472,0,6
2015-01-24,-1.6174593024000004,0,0
2015-01-25,2.895686144,0,0
2015-01-26,-1.6066290687999998,0,1
2015-01-27,0.04577136639999968,2,4
2015-01-28,1.1200357376000012,0,0
2015-01-29,-1.020979814399999,11,0
2015-01-30,3.5661216768000004,3,4
2015-01-31,0.9138686976000003,0,0
2015-02-01,5.11955712,0,0
2015-02-02,2.318948352,1,0
2015-02-03,0.38193827839999983,7,0
2015-02-04,4.774414847999999,14,0
2015-02-05,1.0723680255999999,19,0
2015-02-06,4.4028808192,10,0
2015-02-07,4.888678912,3,0
2015-02-08,6.4613996544,6,0
2015-02-09,0.8781545472000003,1,0
2015-02-10,-1.4230011904000004,6,0
2015-02-11,-1.5819155456000005,0,0
2015-02-12,-1.0377699328000003,0,1
2015-02-13,-0.7747651583999999,4,0
2015-02-14,8.4381754368,3,0
2015-02-15,-2.235121766399999,3,0
2015-02-16,4.9750894592,0,0
2015-02-17,1.1812982784000003,0,0
2015-02-18,-1.4466651136000002,0,1
2015-02-19,1.2297066495999995,0,0
2015-02-20,2.0705408,3,0
2015-02-21,1.8336435199999999,1,0
2015-02-22,2.7353297920000004,4,0
2015-02-23,1.4737291264,4,0
2015-02-24,2.647021568,6,0
2015-02-25,-0.5682448383999998,5,0
2015-02-26,-0.007555891200000442,20,0
2015-02-27,1.1842140159999999,0,1
2015-02-28,15.0603948032,0,0
2015-03-01,23.2466915328,0,2
2015-03-02,-2.0625902591999994,2,0
2015-03-03,-3.201912217600002,1,0
2015-03-04,4.383013580799999,6,0
2015-03-05,-1.1578254336000002,2,0
2015-03-06,4.746956697599999,5,0
2015-03-07,16.0790701056,2,0
2015-03-08,19.4689564672,3,0
2015-03-09,-3.7949922303999983,3,0
2015-03-10,0.43318865919999894,0,0
2015-03-11,0.4267688959999987,2,0
2015-03-12,-3.0072223744000004,8,0
2015-03-13,-1.9554951168000008,4,0
2015-03-14,3.5798756351999996,2,0
2015-03-15,14.8723848192,7,0
2015-03-16,-3.668605337599997,8,0
2015-03-17,6.6643665919999995,4,0
2015-03-18,-3.0535228416,1,1
2015-03-19,2.4132223999999995,7,0
2015-03-20,-0.8517334016000002,8,0
2015-03-21,2.7201407999999994,2,0
2015-03-22,18.3180544,6,0
2015-03-23,-3.0101237759999986,1,0
2015-03-24,-2.706451148800001,2,0
2015-03-25,-1.5036099584000004,3,1
2015-03-26,1.9294961663999999,7,2
2015-03-27,-0.334112768,0,0
2015-03-28,5.9683800064,3,0
2015-03-29,10.9265878016,2,0
2015-03-30,-0.6802850815999988,4,0
2015-03-31,-1.3643704320000003,4,0
2015-04-01,1.5890388991999993,2,0
2015-04-02,0.48923903999999974,1,0
2015-04-03,0.6761405439999999,2,0
2015-04-04,9.7499347968,3,0
2015-04-05,1.0231469056000009,2,0
2015-04-06,4.7346573312,0,0
2015-04-07,7.3502501888000005,2,0
2015-04-08,-3.3161055232,4,0
2015-04-09,-1.681639526400001,12,0
2015-04-10,-1.1420977152000005,1,0
2015-04-11,3.1636247552,5,0
2015-04-12,0.5507279872000006,3,0
2015-04-13,1.7625112576000004,9,0
2015-04-14,-0.27185858559999954,6,0
2015-04-15,4.0984374272,1,0
2015-04-16,-1.5180375039999996,2,0
2015-04-17,1.3184127999999995,0,0
2015-04-18,1.1412275199999997,0,9
2015-04-19,-0.906226688,1,3
2015-04-20,0.4664582143999999,3,0
2015-04-21,3.4496274432000003,1,0
2015-04-22,2.8652986368000004,2,0
2015-04-23,12.655662489600001,0,0
2015-04-24,1.5173422080000005,2,0
2015-04-25,10.465435136,0,0
2015-04-26,4.0173130752,1,0
2015-04-27,2.423875379199999,1,0
2015-04-28,0.846686207999999,1,0
2015-04-29,3.3477897215999994,0,0
2015-04-30,0.14468567039999947,1,0
2015-05-01,8.7205986304,2,0
2015-05-02,1.3543967744000005,3,0
2015-05-03,-2.835117568,2,0
2015-05-04,-0.6424947712,2,0
2015-05-05,-1.2625687551999998,4,0
2015-05-06,-0.8241096703999998,1,0
2015-05-07,-0.5873806335999998,5,0
2015-05-08,7.5600828416,1,0
2015-05-09,-1.905842483199999,1,0
2015-05-10,9.1304697856,1,0
2015-05-11,7.536726528000001,1,0
2015-05-12,2.9168122879999996,0,0
2015-05-13,2.303242649599999,4,0
2015-05-14,-0.45943040000000046,1,0
2015-05-15,4.185226239999999,0,0
2015-05-16,4.623650304,0,0
2015-05-17,-1.7705260032000005,0,0
2015-05-18,11.321402879999999,0,1
2015-05-19,5.259053056000001,3,0
2015-05-20,15.387073024,0,0
2015-05-21,0.3404670976000004,2,0
2015-05-22,0.04997990399999841,0,0
2015-05-23,-3.076548812800001,1,0
2015-05-24,-1.9342552064000005,0,0
2015-05-25,0.6156362751999995,0,0
2015-05-26,-0.4276132863999995,2,0
2015-05-27,2.8020845568000006,1,0
2015-05-28,14.455133798400002,0,0
2015-05-29,-2.026150809599999,1,0
2015-05-30,18.910961049599997,0,0
2015-05-31,21.6213289984,3,0
2015-06-01,5.1299737599999995,0,0
2015-06-02,37.628806655999995,3,0
2015-06-03,1.6734339071999997,2,0
2015-06-04,0.23083868159999632,0,0
2015-06-05,-4.901211033600002,0,0
2015-06-06,-4.737691750400002,0,0
2015-06-07,-3.2356604928000006,0,0
2015-06-08,-1.5251431423999984,2,0
2015-06-09,3.948484403200001,0,0
2015-06-10,-1.5470661631999967,1,0
2015-06-11,15.328722534400002,0,0
2015-06-12,-4.139513753599998,0,0
2015-06-13,2.2238644223999993,0,0
2015-06-14,-1.8481835008000005,0,0
2015-06-15,3.9437644799999996,5,0
2015-06-16,2.2375111679999997,8,0
2015-06-17,15.2025880576,11,0
2015-06-18,-2.4391020543999993,0,0
2015-06-19,3.5412243455999994,1,0
2015-06-20,6.2822341632,0,0
2015-06-21,-3.209038848,0,0
2015-06-22,11.274461798399999,3,0
2015-06-23,-0.7716070400000001,0,1
2015-06-24,3.455874559999999,1,0
2015-06-25,15.2552812544,2,0
2015-06-26,-5.186973900799999,0,1
2015-06-27,4.575626547199999,0,0
2015-06-28,-2.0120879104,0,1
2015-06-29,1.0884260863999995,14,0
2015-06-30,-1.8360412159999997,0,2
2015-07-01,0.8022565888000002,0,1
2015-07-02,-1.1847672831999998,43,0
2015-07-03,0.23686748160000115,4,0
2015-07-04,-0.7359721471999995,1,0
2015-07-05,-0.3261271039999997,4,0
2015-07-06,4.748474675200001,0,0
2015-07-07,4.869909913600001,0,0
2015-07-08,7.3032025088,6,0
2015-07-09,0.4307957760000001,1,0
2015-07-10,8.1821345792,3,0
2015-07-11,18.984332288,1,0
2015-07-12,-3.9142293503999994,0,0
2015-07-13,1.8221695999999978,5,0
2015-07-14,-2.9859660800000007,5,0
2015-07-15,-1.8528599040000004,4,0
2015-07-16,0.6716343296000002,0,0
2015-07-17,1.6068399104000002,0,0
2015-07-18,0.5177893888000005,1,0
2015-07-19,-1.3132206079999986,1,0
2015-07-20,7.241065267200001,0,0
2015-07-21,0.055250739200000565,0,0
2015-07-22,-1.2870123520000005,3,0
2015-07-23,6.309788159999999,0,0
2015-07-24,5.1147868160000005,0,0
2015-07-25,-2.3334432768,0,0
2015-07-26,5.8233141247999995,0,0
2015-07-27,0.8275899392000001,0,0
2015-07-28,-1.7229071360000001,0,0
2015-07-29,0.9737161727999997,0,0
2015-07-30,2.9343726591999997,1,0
2015-07-31,0.5412469760000003,0,0
2015-08-01,2.7763909632000003,0,0
2015-08-02,-1.4862588928,0,0
2015-08-03,9.247033856,0,0
2015-08-04,8.4673498112,0,0
2015-08-05,7.6615513088,0,0
2015-08-06,27.200516096,0,0
2015-08-07,-5.1420581888,0,0
2015-08-08,4.620680294399998,0,0
2015-08-09,4.534726451199999,0,0
2015-08-10,2.569642598399999,0,0
2015-08-11,15.00079616,1,0
