,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2015-05-07,5,2,3.0
2015-05-08,5,4,0.6999999999999997
2015-05-09,9,2,6.765
2015-05-10,0,2,13.1695
2015-05-11,4,3,21.1945125
2015-05-12,7,5,16.801487249999997
2015-05-13,0,11,4.365759712499997
2015-05-14,0,21,0.19596464874999953
2015-05-15,3,5,6.937195277203127
2015-05-16,16,6,-2.3436241693734345
2015-05-17,0,2,-0.5115500786453095
2015-05-18,5,2,4.74143488627969
2015-05-19,0,0,1.4558620901375021
2015-05-20,0,0,-0.2563262261390611
2015-05-21,2,1,0.17707474390625078
2015-05-22,2,2,1.4336692244156257
2015-05-23,0,7,1.443338612751563
2015-05-24,0,1,16.446831805926564
2015-05-25,13,0,-1.9993957780156262
2015-05-26,11,3,1.0083064181203123
2015-05-27,23,1,0.13858773698749993
2015-05-28,6,7,2.354321408126564
2015-05-29,15,18,1.2575366669484382
2015-05-30,0,5,0.3216979164328132
2015-05-31,0,1,1.4470768326468755
2015-06-01,5,11,1.4141126986625006
2015-06-02,17,2,12.413694851889064
2015-06-03,13,2,15.430387640218749
2015-06-04,33,0,1.5145871181624986
2015-06-05,18,2,10.318488303417187
2015-06-06,0,0,2.7529030951109372
2015-06-07,4,0,7.210342314412501
2015-06-08,22,2,5.955536216432813
2015-06-09,57,9,12.936176405146876
2015-06-10,39,2,16.204359839475
2015-06-11,15,3,7.456288410767187
2015-06-12,18,0,12.927161087326564
2015-06-13,0,3,4.602286739918751
2015-06-14,23,0,5.178394088240626
2015-06-15,62,1,12.436205412679689
2015-06-16,14,6,7.835495891801564
2015-06-17,41,1,13.007554118228127
2015-06-18,8,11,10.542862405914065
2015-06-19,21,11,1.5800036186453137
2015-06-20,0,1,14.505435193854689
2015-06-21,0,1,3.6710078478000012
2015-06-22,0,6,7.390432094337502
2015-06-23,2,16,6.328214625728126
2015-06-24,8,0,24.425652203789063
2015-06-25,22,1,23.724775553854688
2015-06-26,13,0,10.86149703345625
2015-06-27,0,2,3.577217575668749
2015-06-28,0,0,7.565130167304689
2015-06-29,1,0,3.6311439907796905
2015-06-30,3,0,1.1854382983421905
2015-07-01,13,7,2.7101625087500034
2015-07-02,16,1,28.90912868075469
2015-07-03,15,4,-1.5383987729078124
2015-07-04,2,7,4.345240163243751
2015-07-05,7,0,6.68862760905
2015-07-06,30,0,11.675632562790629
2015-07-07,30,2,23.16434283349531
2015-07-08,41,1,11.759956161435937
2015-07-09,35,1,34.067392653528124
2015-07-10,14,0,-0.15935289241406458
2015-07-11,12,1,2.9859571460890644
2015-07-12,11,1,9.821078310032814
2015-07-13,23,3,21.528526142607816
2015-07-14,33,0,4.270514142457815
2015-07-15,59,0,1.3191463110906265
2015-07-16,45,0,16.129074543315628
2015-07-17,40,1,9.235745949831252
2015-07-18,0,8,-1.5117095607093733
2015-07-19,0,0,-1.1655029200749984
2015-07-20,65,0,9.387348194295315
2015-07-21,45,0,8.70912301289219
2015-07-22,21,0,14.524024400710939
2015-07-23,11,0,2.933286370848437
2015-07-24,13,1,-1.316238536226562
2015-07-25,1,7,-1.578387422385936
2015-07-26,1,3,-1.028744292748435
2015-07-27,14,3,8.280361435662503
2015-07-28,19,4,4.523201833042188
2015-07-29,36,3,9.513679517682814
2015-07-30,39,0,9.038727110839062
2015-07-31,21,4,7.836753432545312
2015-08-01,3,2,-0.13748717823125034
2015-08-02,0,0,1.5856550349640632
2015-08-03,38,0,16.74161290875
2015-08-04,28,0,5.326631617859375
2015-08-05,14,31,3.7021951528328128
2015-08-06,21,9,11.0234836578625
2015-08-07,16,0,2.4468249414328134
2015-08-08,3,8,0.038854561948438615
2015-08-09,5,1,0.5782685348593763
2015-08-10,15,44,3.851701723381252
2015-08-11,8,13,0.675021913110939
2015-08-12,19,0,3.9306970602281264
2015-08-13,3,32,13.859312687868751
2015-08-14,14,9,10.82588030933125
2015-08-15,4,5,1.5550531844546867
2015-08-16,3,0,-1.6971743437109377
2015-08-17,31,14,5.941251912646877
2015-08-18,51,37,9.522999524850002
2015-08-19,43,72,4.978802692539063
2015-08-20,41,44,1.1388821236000002
2015-08-21,28,43,13.544477440835939
2015-08-22,16,7,-2.469350392242187
2015-08-23,11,45,-1.3220141725296863
2015-08-24,36,25,12.141661828606251
2015-08-25,30,27,-0.9394306873593741
2015-08-26,12,25,-0.2079365721734363
2015-08-27,25,15,0.09442315474531315
2015-08-28,10,2,-0.6960148505484359
2015-08-29,1,10,1.5275984971578136
2015-08-30,0,2,6.437631799460938
2015-08-31,27,3,-0.9841593137500001
2015-09-01,39,6,2.463239472046875
2015-09-02,2,36,2.3161658952671877
2015-09-03,0,9,0.35906813819843786
2015-09-04,0,0,-0.47760844055156226
2015-09-05,0,14,0.6847921674640629
2015-09-06,0,17,0.6643697502187506
2015-09-07,21,3,1.6627253163187503
2015-09-08,20,9,2.5788241559984377
2015-09-09,14,4,-0.5143105402968751
2015-09-10,14,10,8.706225557095312
2015-09-11,30,3,-1.090868633123438
2015-09-12,4,2,0.4681244387140626
2015-09-13,8,1,-0.45183628426562494
2015-09-14,13,1,0.6893969044484384
2015-09-15,18,2,4.665632682682813
2015-09-16,27,6,3.27037674338125
2015-09-17,18,1,0.20534342614218737
2015-09-18,7,0,-0.542439329640625
2015-09-19,2,3,0.634887380926563
2015-09-20,1,3,1.6855359244843755
2015-09-21,2,1,1.5845678887140628
2015-09-22,7,5,10.547698405734375
2015-09-23,20,4,13.618560284885938
2015-09-24,8,7,21.79919703900781
2015-09-25,4,9,3.4816157643406225
2015-09-26,0,2,0.4871624262140619
2015-09-27,0,6,-1.8443014805156241
2015-09-28,0,6,8.733343741432815
2015-09-29,0,5,17.027665322646875
2015-09-30,0,0,7.870852358006251
2015-10-01,0,10,-0.8826451206296877
2015-10-02,17,2,5.084110788335939
2015-10-03,0,0,-1.959086740721873
2015-10-04,0,3,-1.1246227817984353
2015-10-05,1,0,10.195678992392189
2015-10-06,3,2,12.27188350359375
2015-10-07,0,7,18.57804159359375
2015-10-08,1,4,-1.422651121354689
2015-10-09,14,3,2.0395326223234376
2015-10-10,2,3,2.361164853818751
2015-10-11,3,5,-0.5001211052515602
2015-10-12,4,5,-1.0800755837499982
2015-10-13,3,11,2.189151046828127
2015-10-14,13,2,20.03874759363594
2015-10-15,9,3,4.286516548668749
2015-10-16,3,5,0.9608478857140619
2015-10-17,0,4,-0.38809525463437544
2015-10-18,0,0,1.0002748915437516
