,strapi/strapi,TryGhost/Ghost,decaporg/decap-cms
2020-02-25,21,1.0,7
2020-02-26,44,3.8,4
2020-02-27,25,21.12,3
2020-02-28,30,-4.767999999999999,5
2020-02-29,4,-1.9856000000000018,0
2020-03-01,2,-1.2159360000000008,0
2020-03-02,39,12.1382272,3
2020-03-03,27,0.7395660799999999,3
2020-03-04,48,6.628471807999999,7
2020-03-05,58,3.8135919616,4
2020-03-06,35,-2.115207065599999,1
2020-03-07,2,1.0673062911999998,0
2020-03-08,1,-1.6861184000000005,0
2020-03-09,44,14.94521344,3
2020-03-10,20,3.005041664000001,0
2020-03-11,3,-2.3213304832000006,0
2020-03-12,21,1.0771093503999996,4
2020-03-13,15,2.1552487424000004,2
2020-03-14,2,-1.8842293248000002,0
2020-03-15,0,-1.0588452864000004,0
2020-03-16,14,20.2304268288,1
2020-03-17,4,3.219872768000002,0
2020-03-18,6,1.2394192895999998,1
2020-03-19,5,4.117831475199999,7
2020-03-20,33,20.9870606336,4
2020-03-21,4,-6.5000148992,0
2020-03-22,2,-3.1071702016000025,4
2020-03-23,30,6.966228479999999,6
2020-03-24,30,0.6751482880000013,1
2020-03-25,26,47.2625427456,0
2020-03-26,51,12.467528396800002,1
2020-03-27,30,-1.8637020160000013,0
2020-03-28,3,-6.7168145408000015,0
2020-03-29,1,-3.057267609600001,1
2020-03-30,55,11.098744319999998,1
2020-03-31,39,0.019699711999999536,2
2020-04-01,41,11.121309798399999,14
2020-04-02,21,4.555465318400003,3
2020-04-03,31,4.959877632000002,1
2020-04-04,0,-4.4802989056,0
2020-04-05,0,3.6856352767999985,2
2020-04-06,18,16.247454208,3
2020-04-07,31,20.5236770816,5
2020-04-08,3,21.0319417344,0
2020-04-09,31,-2.645317632000001,5
2020-04-10,15,10.740199423999998,2
2020-04-11,2,-7.101927424,0
2020-04-12,5,-3.9487370240000024,4
2020-04-13,7,10.269173247999998,2
2020-04-14,19,7.269335449600001,3
2020-04-15,41,10.881013350400002,4
2020-04-16,24,15.008776601600001,1
2020-04-17,24,18.7571206144,0
2020-04-18,1,-8.7150445568,1
2020-04-19,0,-4.409585356800003,3
2020-04-20,22,20.17263104,4
2020-04-21,9,23.273122304,3
2020-04-22,21,22.4614775808,3
2020-04-23,16,15.829554483199999,0
2020-04-24,22,-11.1145462784,1
2020-04-25,0,-5.927264870400002,0
2020-04-26,4,-3.931345510400001,0
2020-04-27,23,31.27346944,1
2020-04-28,8,10.018087424,1
2020-04-29,40,9.6683409408,1
2020-04-30,23,26.956491264,4
2020-05-01,0,27.718112563200002,0
2020-05-02,3,-13.3072964608,0
2020-05-03,4,-6.584563200000005,0
2020-05-04,25,-1.4713036800000028,3
2020-05-05,21,3.0173317120000007,1
2020-05-06,15,8.6470825984,0
2020-05-07,19,8.8109451264,0
2020-05-08,5,19.335039692800002,0
