,mrdoob/three.js,BabylonJS/Babylon.js,playcanvas/engine
2021-06-27,0,3.0,0
2021-06-28,6,22.4,2
2021-06-29,7,11.16,2
2021-06-30,10,12.815999999999997,1
2021-07-01,2,20.9152,4
2021-07-02,2,19.542592,2
2021-07-03,2,-9.810214400000003,0
2021-07-04,4,7.929981439999995,0
2021-07-05,4,7.929813503999998,3
2021-07-06,2,11.5228566528,8
2021-07-07,6,6.5677349888,1
2021-07-08,0,28.1636837376,6
2021-07-09,3,1.1267673088000016,3
2021-07-10,2,-5.8394067968000005,0
2021-07-11,2,-0.8252403712000014,0
2021-07-12,3,14.138763264,2
2021-07-13,10,5.732826316800001,4
2021-07-14,2,8.2088361984,1
2021-07-15,0,31.9270709248,3
2021-07-16,14,-7.925063065599996,1
2021-07-17,0,-0.8994964480000016,1
2021-07-18,1,-1.4546649088000017,0
2021-07-19,5,19.5893798912,5
2021-07-20,4,22.0508519424,3
2021-07-21,2,12.5610226688,7
2021-07-22,8,22.8919580672,2
2021-07-23,1,6.724363878400002,4
2021-07-24,0,-9.440646451200001,0
2021-07-25,6,-4.085733171200003,0
2021-07-26,13,4.211748351999998,0
2021-07-27,8,5.5894140928,0
2021-07-28,11,14.122203852800002,0
2021-07-29,11,21.394885734400003,0
2021-07-30,6,17.066250547200003,0
2021-07-31,0,-1.5707148288,0
2021-08-01,0,-4.3225654272000025,1
2021-08-02,15,24.931926527999998,0
2021-08-03,10,6.382406553599999,0
2021-08-04,8,5.514017996799999,0
2021-08-05,13,22.133355008,0
2021-08-06,1,5.171229286400001,1
2021-08-07,1,-6.0880376832,0
2021-08-08,0,-4.877433446400001,0
2021-08-09,3,23.8877948928,4
2021-08-10,17,12.297798451200002,2
2021-08-11,12,9.9998505984,0
2021-08-12,1,5.2815406079999985,3
2021-08-13,5,13.2186963968,2
2021-08-14,3,4.1232477184,0
2021-08-15,9,3.493086719999998,0
2021-08-16,1,21.293015859199997,1
2021-08-17,5,18.125310976,6
2021-08-18,4,4.8513979392,3
2021-08-19,17,27.764578816,2
2021-08-20,6,7.146271436799999,0
2021-08-21,6,-4.853936435200001,0
2021-08-22,2,-3.584356352000002,0
2021-08-23,11,22.1932516352,1
2021-08-24,13,11.285688832000002,5
2021-08-25,13,12.3283377152,2
2021-08-26,6,16.1255227392,0
2021-08-27,9,2.2474424319999997,1
2021-08-28,1,-5.6376551424,0
2021-08-29,1,-1.6875339776000011,0
2021-08-30,12,16.316636671999998,0
2021-08-31,7,21.4289845248,3
2021-09-01,8,29.7917601792,12
2021-09-02,7,25.62828544,0
2021-09-03,5,12.321864601600002,4
2021-09-04,0,-10.143046144000003,0
2021-09-05,0,-5.9671717888000035,0
2021-09-06,3,2.1406533631999975,0
2021-09-07,11,28.9841983488,1
2021-09-08,6,21.772184576,5
2021-09-09,2,22.374701260800002,3
2021-09-10,9,14.233273958400002,4
2021-09-11,1,-5.879350067200001,0
2021-09-12,0,-4.4483308544000035,0
2021-09-13,3,34.8120553472,0
2021-09-14,1,18.3541625856,0
2021-09-15,4,24.9522260992,0
2021-09-16,0,12.0145332224,1
2021-09-17,1,11.511596339199999,1
2021-09-18,0,1.3392871424,0
2021-09-19,0,-2.0682108928000034,0
2021-09-20,6,7.181655961599998,6
2021-09-21,9,29.669080268800002,4
2021-09-22,10,24.006493184,0
2021-09-23,8,2.764020224000001,2
2021-09-24,1,19.987585843199998,1
2021-09-25,1,0.358738841600001,1
2021-09-26,1,-1.6132269056000013,0
2021-09-27,7,13.487448780799998,3
2021-09-28,6,26.7969851392,3
2021-09-29,1,18.251581030400004,0
2021-09-30,8,19.835352883200002,2
2021-10-01,0,24.2372007936,2
2021-10-02,0,-5.0639832064,0
2021-10-03,0,-5.271556096000003,0
2021-10-04,17,34.558831411199996,0
2021-10-05,7,4.4073091072000015,6
2021-10-06,4,5.966287871999999,3
2021-10-07,1,16.942196736,2
2021-10-08,9,20.579620864,2
2021-10-09,0,4.168403763200001,0
2021-10-10,3,-5.395855052800002,0
2021-10-11,2,9.938763878399996,2
2021-10-12,3,11.752075366400001,6
2021-10-13,4,6.840973209600001,2
2021-10-14,3,17.6534541312,0
2021-10-15,1,5.823076761599999,11
2021-10-16,0,-3.889740902399999,0
2021-10-17,0,-2.2005049344000005,0
2021-10-18,0,28.2209248256,2
2021-10-19,4,14.1174795264,1
2021-10-20,4,17.941063065599998,13
2021-10-21,0,13.838722662399999,2
2021-10-22,1,-0.0981570559999998,7
2021-10-23,0,-4.4624947200000005,1
2021-10-24,0,-4.995620864000001,4
2021-10-25,1,3.6795700223999983,4
2021-10-26,4,17.068429004800002,0
2021-10-27,3,17.206590771200002,10
2021-10-28,14,7.8215994368000015,1
2021-10-29,1,16.7242688512,2
2021-10-30,7,-3.6102736895999996,0
2021-10-31,0,-3.341514240000002,0
2021-11-01,3,16.3126361088,5
2021-11-02,0,12.438557696,2
2021-11-03,4,22.6006065152,0
2021-11-04,5,64.9568398336,6
2021-11-05,3,-2.0729250815999976,4
2021-11-06,3,-7.859425894400005,0
2021-11-07,4,-6.346816409600004,0
2021-11-08,2,15.232116223999997,2
2021-11-09,860,34.6328353792,3
2021-11-10,6,5.433636864,1
2021-11-11,5,13.251348582399999,4
2021-11-12,2,23.999344128000004,0
2021-11-13,0,-4.132727295999999,0
2021-11-14,2,-2.2476931072000035,0
2021-11-15,11,30.783394303999998,6
2021-11-16,6,1.456059187200001,6
2021-11-17,3,18.263413145599998,5
2021-11-18,3,11.421778124800001,3
2021-11-19,0,30.0610668544,3
2021-11-20,3,-5.515379609599998,0
2021-11-21,0,-2.518510592000002,0
2021-11-22,0,7.720914534399997,5
2021-11-23,5,12.0514215936,6
2021-11-24,10,16.9468987392,1
2021-11-25,2,6.662002380800001,1
2021-11-26,8,-0.22931732480000022,2
2021-11-27,2,-3.1837247487999987,1
2021-11-28,2,-3.334623232,0
2021-11-29,18,23.188797644799997,1
2021-11-30,1,26.790052249600002,2
2021-12-01,0,31.5689457664,0
2021-12-02,7,36.490923622400004,6
2021-12-03,10,3.370226687999999,3
2021-12-04,4,-6.208156262400003,1
2021-12-05,5,-8.170417459200003,0
2021-12-06,1,15.621018316799997,3
2021-12-07,1,7.7431320576000005,4
2021-12-08,9,15.8619324416,2
2021-12-09,7,65.47563018240001,3
2021-12-10,2,20.902194483200006,11
2021-12-11,3,-16.438638080000004,0
2021-12-12,3,-6.059694080000003,0
2021-12-13,3,19.4619979776,0
2021-12-14,6,23.155939328,8
2021-12-15,6,6.6649629695999995,7
2021-12-16,6,-0.4662354944000011,7
2021-12-17,8,12.853024870400002,3
2021-12-18,2,-7.288046591999997,0
2021-12-19,3,-3.148648038400001,0
2021-12-20,2,16.4409383936,2
2021-12-21,8,-3.575177523199999,1
2021-12-22,2,-1.224349286399999,4
2021-12-23,23,-2.201399091199999,0
2021-12-24,6,-2.084185497599999,0
2021-12-25,0,2.662933504000001,0
2021-12-26,0,-1.7584692223999991,2
2021-12-27,1,2.1162570751999996,1
2021-12-28,6,1.7577044992000013,1
2021-12-29,4,1.6618408960000006,0
2021-12-30,7,-0.18364190719999995,4
2021-12-31,1,0.18168903679999981,0
2022-01-01,2,-0.6815842304000003,3
2022-01-02,0,-0.42424524799999996,0
2022-01-03,10,14.6798480384,1
2022-01-04,16,6.785634304000001,4
2022-01-05,3,18.6226838528,4
2022-01-06,8,32.9620732928,5
2022-01-07,3,8.387277516800001,0
2022-01-08,3,-5.721897062400004,1
2022-01-09,0,-4.305461350400003,0
2022-01-10,6,34.317619199999996,0
2022-01-11,11,22.707179520000004,5
2022-01-12,7,24.225987584,1
2022-01-13,16,-1.2637204480000008,1
2022-01-14,9,13.6153234432,1
