,ionic-team/ionic-framework,flutter/flutter,NativeScript/NativeScript
2015-07-01,7,-0.10662841796875,9
2015-07-02,7,-0.9984893798828125,4
2015-07-03,12,-1.37060546875,4
2015-07-04,2,-0.6413116455078125,0
2015-07-05,2,-0.3358306884765625,0
2015-07-06,5,7.84912109375,22
2015-07-07,7,-3.113677978515625,18
2015-07-08,2,2.4101715087890625,6
2015-07-09,3,-0.689117431640625,10
2015-07-10,0,0.090087890625,9
2015-07-11,0,-1.7687225341796875,0
2015-07-12,0,-0.72265625,0
2015-07-13,5,-0.4619140625,6
2015-07-14,4,0.664306640625,11
2015-07-15,1,-0.760528564453125,23
2015-07-16,9,7.7384796142578125,17
2015-07-17,24,13.83544921875,4
2015-07-18,5,-2.087066650390625,0
2015-07-19,7,-6.799163818359375,0
2015-07-20,30,7.5419921875,12
2015-07-21,23,27.56201171875,6
2015-07-22,14,9.768157958984375,10
2015-07-23,13,10.897293090820312,6
2015-07-24,7,-0.199462890625,14
2015-07-25,0,-12.74090576171875,0
2015-07-26,1,-10.256195068359375,0
2015-07-27,12,13.9254150390625,11
2015-07-28,11,2.14447021484375,12
2015-07-29,3,4.631805419921875,8
2015-07-30,7,17.5721435546875,10
2015-07-31,3,-7.5044708251953125,11
2015-08-01,2,-9.265884399414062,0
2015-08-02,3,-5.344940185546875,0
2015-08-03,2,12.332489013671875,25
2015-08-04,0,6.805450439453125,12
2015-08-05,0,-0.0750579833984375,1
2015-08-06,9,5.8476715087890625,6
2015-08-07,14,26.148422241210938,13
2015-08-08,0,-17.219345092773438,0
2015-08-09,0,-11.012557983398438,0
2015-08-10,6,21.955078125,5
2015-08-11,3,33.273193359375,8
2015-08-12,19,-19.694076538085938,7
2015-08-13,9,14.9307861328125,11
2015-08-14,1,-4.6910552978515625,4
2015-08-15,0,-16.437759399414062,0
2015-08-16,0,-6.8677215576171875,0
2015-08-17,0,21.928024291992188,0
2015-08-18,10,4.130889892578125,6
2015-08-19,7,13.543502807617188,2
2015-08-20,6,5.85345458984375,1
2015-08-21,8,-2.6773223876953125,1
2015-08-22,3,-6.60455322265625,0
2015-08-23,1,-10.648361206054688,1
2015-08-24,8,16.1748046875,4
2015-08-25,3,35.30511474609375,7
2015-08-26,6,13.512603759765625,3
2015-08-27,2,-6.549041748046875,6
2015-08-28,24,2.6269073486328125,18
2015-08-29,4,-10.3270263671875,0
2015-08-30,0,-7.8784942626953125,0
2015-08-31,23,14.507766723632812,5
2015-09-01,20,-2.016632080078125,12
2015-09-02,8,6.9560394287109375,8
2015-09-03,19,12.592880249023438,12
2015-09-04,27,3.4241790771484375,26
2015-09-05,3,-15.069122314453125,3
2015-09-06,4,-8.048599243164062,0
2015-09-07,3,-4.0999298095703125,7
2015-09-08,17,5.342498779296875,0
2015-09-09,18,5.108673095703125,8
2015-09-10,6,3.2660064697265625,11
2015-09-11,14,11.793563842773438,6
2015-09-12,3,-12.844467163085938,1
2015-09-13,3,-4.940673828125,1
2015-09-14,16,8.508209228515625,7
2015-09-15,26,-3.1260528564453125,6
2015-09-16,4,24.443527221679688,7
2015-09-17,6,7.4058380126953125,7
2015-09-18,17,7.04840087890625,21
2015-09-19,6,-7.691497802734375,1
2015-09-20,0,-10.209976196289062,0
2015-09-21,6,8.749343872070312,6
2015-09-22,29,17.853057861328125,0
2015-09-23,12,14.008773803710938,5
2015-09-24,14,4.010284423828125,5
2015-09-25,10,18.453384399414062,10
2015-09-26,0,-15.9842529296875,0
2015-09-27,3,-11.71160888671875,0
2015-09-28,27,-3.1251220703125,5
2015-09-29,20,16.901504516601562,11
2015-09-30,16,19.123260498046875,17
2015-10-01,15,18.82635498046875,22
2015-10-02,26,-11.69586181640625,5
2015-10-03,6,-3.04473876953125,0
2015-10-04,10,-13.993820190429688,0
2015-10-05,31,19.232803344726562,11
2015-10-06,48,18.922317504882812,6
2015-10-07,35,-11.157333374023438,7
2015-10-08,27,9.180328369140625,6
2015-10-09,40,4.5687713623046875,18
2015-10-10,7,-6.3726806640625,1
2015-10-11,3,-8.798355102539062,0
2015-10-12,10,17.435562133789062,10
2015-10-13,9,9.497329711914062,12
2015-10-14,3,0.070709228515625,17
2015-10-15,6,3.781768798828125,20
2015-10-16,23,0.8413238525390625,12
2015-10-17,0,-10.725067138671875,0
2015-10-18,19,-3.8133087158203125,0
2015-10-19,9,21.01739501953125,10
2015-10-20,14,1.359527587890625,10
2015-10-21,7,5.4244537353515625,17
2015-10-22,3,0.59356689453125,13
2015-10-23,3,13.385848999023438,6
2015-10-24,0,-13.778656005859375,0
2015-10-25,0,-9.004440307617188,0
2015-10-26,9,33.61541748046875,4
2015-10-27,18,0.097991943359375,2
2015-10-28,11,5.1357879638671875,10
2015-10-29,23,12.968536376953125,20
2015-10-30,38,-9.19964599609375,20
2015-10-31,10,-10.319549560546875,0
2015-11-01,0,-7.2018280029296875,0
2015-11-02,33,14.229629516601562,29
2015-11-03,24,26.44586181640625,14
2015-11-04,10,7.841827392578125,6
2015-11-05,20,-2.5181884765625,8
2015-11-06,13,1.3446807861328125,30
2015-11-07,2,-3.2613372802734375,0
2015-11-08,2,-9.728866577148438,0
2015-11-09,8,7.141998291015625,18
2015-11-10,5,18.225204467773438,27
2015-11-11,7,4.1170806884765625,9
2015-11-12,23,8.180465698242188,12
2015-11-13,13,6.696258544921875,5
2015-11-14,7,-16.755599975585938,0
2015-11-15,0,-9.5938720703125,0
2015-11-16,22,14.039520263671875,9
2015-11-17,32,18.241424560546875,10
2015-11-18,14,3.7336273193359375,10
2015-11-19,12,5.197845458984375,2
2015-11-20,18,14.187896728515625,2
2015-11-21,2,-14.442977905273438,0
2015-11-22,6,-2.6467437744140625,0
2015-11-23,15,4.23321533203125,20
2015-11-24,21,8.501739501953125,7
2015-11-25,25,4.2540435791015625,15
2015-11-26,1,3.0848846435546875,6
2015-11-27,0,-13.4642333984375,11
2015-11-28,4,-4.899444580078125,0
2015-11-29,5,-0.7395782470703125,0
2015-11-30,13,10.434463500976562,7
2015-12-01,21,6.22332763671875,10
2015-12-02,18,8.591690063476562,10
2015-12-03,28,9.013442993164062,5
2015-12-04,38,22.764495849609375,10
2015-12-05,13,1.9921112060546875,0
2015-12-06,5,-21.451324462890625,0
2015-12-07,32,22.098175048828125,3
2015-12-08,51,12.252166748046875,10
2015-12-09,36,2.9618377685546875,3
2015-12-10,49,6.7799072265625,10
2015-12-11,38,-13.123321533203125,4
2015-12-12,7,-5.8918914794921875,8
2015-12-13,0,-9.659835815429688,0
2015-12-14,28,22.323593139648438,11
2015-12-15,24,13.50372314453125,9
2015-12-16,33,5.366058349609375,9
2015-12-17,28,-8.95416259765625,3
2015-12-18,18,-6.618499755859375,7
2015-12-19,11,-8.446258544921875,0
2015-12-20,0,-0.0169830322265625,0
2015-12-21,7,2.3577117919921875,4
2015-12-22,6,-2.905242919921875,6
2015-12-23,6,-4.1209259033203125,2
2015-12-24,1,0.063262939453125,0
2015-12-25,0,-1.09466552734375,0
2015-12-26,0,1.6608123779296875,0
2015-12-27,0,-2.105499267578125,0
2015-12-28,4,3.2576904296875,1
2015-12-29,11,-0.464874267578125,0
2015-12-30,10,1.1988067626953125,0
2015-12-31,8,1.8325042724609375,0
2016-01-01,7,-2.76007080078125,0
2016-01-02,4,9.041748046875,0
2016-01-03,2,-5.5540924072265625,0
2016-01-04,19,6.3735198974609375,2
2016-01-05,24,3.1195068359375,0
2016-01-06,21,9.4091796875,0
2016-01-07,19,20.60101318359375,1
2016-01-08,22,-1.9776763916015625,3
2016-01-09,3,-8.42352294921875,0
2016-01-10,14,-0.47467041015625,0
2016-01-11,13,22.890899658203125,11
2016-01-12,13,4.825927734375,16
2016-01-13,6,-6.3692626953125,10
2016-01-14,19,3.244659423828125,4
2016-01-15,15,2.4074554443359375,8
2016-01-16,2,-3.542144775390625,0
2016-01-17,1,-9.339141845703125,0
2016-01-18,3,8.949508666992188,6
2016-01-19,18,7.8760833740234375,13
2016-01-20,15,14.0,12
2016-01-21,11,5.8721466064453125,3
2016-01-22,13,3.9370269775390625,5
2016-01-23,6,-11.524581909179688,0
2016-01-24,0,-0.5910491943359375,2
2016-01-25,15,3.7968292236328125,8
2016-01-26,5,7.260955810546875,16
2016-01-27,40,7.4754486083984375,5
2016-01-28,21,3.3486480712890625,3
2016-01-29,12,-0.27569580078125,4
2016-01-30,3,-8.262680053710938,0
2016-01-31,7,2.2093353271484375,0
2016-02-01,32,4.1737213134765625,10
2016-02-02,41,7.657470703125,8
2016-02-03,21,13.853546142578125,12
2016-02-04,31,8.639602661132812,14
2016-02-05,42,-2.788818359375,11
2016-02-06,6,1.504119873046875,0
2016-02-07,5,-13.701690673828125,1
2016-02-08,6,5.569976806640625,5
2016-02-09,8,29.101638793945312,13
2016-02-10,39,3.256866455078125,15
2016-02-11,16,7.8520660400390625,17
2016-02-12,12,35.735321044921875,9
2016-02-13,17,-17.161102294921875,1
2016-02-14,9,-0.039306640625,1
2016-02-15,7,-4.373291015625,15
2016-02-16,5,4.405792236328125,5
2016-02-17,17,15.901046752929688,7
2016-02-18,24,-15.652435302734375,17
2016-02-19,9,11.506500244140625,9
2016-02-20,6,-9.042449951171875,0
2016-02-21,11,0.6474456787109375,0
2016-02-22,14,8.026077270507812,4
2016-02-23,29,7.8567352294921875,7
2016-02-24,22,4.7458953857421875,24
2016-02-25,10,25.576324462890625,15
2016-02-26,2,10.893630981445312,1
2016-02-27,2,-4.7340087890625,3
2016-02-28,7,-16.259552001953125,0
2016-02-29,23,-1.9774627685546875,9
2016-03-01,11,12.639862060546875,8
2016-03-02,11,7.4299774169921875,6
2016-03-03,13,27.76727294921875,2
2016-03-04,26,-1.7887420654296875,1
2016-03-05,5,-15.823394775390625,0
2016-03-06,12,3.0777587890625,0
2016-03-07,18,3.8637847900390625,9
2016-03-08,0,12.113265991210938,7
2016-03-09,11,1.4424896240234375,15
2016-03-10,5,13.275680541992188,4
2016-03-11,15,21.56756591796875,7
2016-03-12,7,-0.059844970703125,1
2016-03-13,5,-16.03326416015625,0
2016-03-14,8,20.0743408203125,1
2016-03-15,11,-4.84234619140625,5
