,JuliaLang/julia,rust-lang/rust,python/cpython
2018-06-16,5,18,8.0
2018-06-17,0,18,-2.4000000000000004
2018-06-18,33,29,3.1600000000000006
2018-06-19,30,69,9.324
2018-06-20,8,74,3.9586999999999994
2018-06-21,25,30,0.9692380000000007
2018-06-22,23,57,1.6586031000000006
2018-06-23,9,45,2.7866733100000003
2018-06-24,9,25,0.509140065875
2018-06-25,9,55,0.9933396116375004
2018-06-26,25,131,1.2153024716875
2018-06-27,24,116,12.255383710146875
2018-06-28,16,73,0.01540653906406142
2018-06-29,12,39,1.6849465665593755
2018-06-30,13,54,1.043801257507813
2018-07-01,6,71,-2.5404484117578123
2018-07-02,14,69,-0.18273864145937502
2018-07-03,33,44,2.03532094750625
2018-07-04,12,49,6.609481198756249
2018-07-05,3,44,4.0263230280843745
2018-07-06,13,49,7.777795295914062
2018-07-07,15,52,8.509581488759375
2018-07-08,3,25,-3.6427465619750006
2018-07-09,19,42,6.1123859695703135
2018-07-10,19,45,1.8015942957359377
2018-07-11,26,74,7.3050459427218755
2018-07-12,23,100,-4.094823643821875
2018-07-13,15,100,-1.5699695632203121
2018-07-14,5,118,-1.7367723270500006
2018-07-15,7,45,-1.9939471897625005
2018-07-16,10,83,3.7486952894437495
2018-07-17,9,65,1.6891458263953116
2018-07-18,11,78,0.6543768403124997
2018-07-19,7,57,-0.017301016317188278
2018-07-20,10,89,2.390237697675
2018-07-21,9,42,8.024371216253126
2018-07-22,10,65,-0.9378163557312504
2018-07-23,9,62,8.441021018017189
2018-07-24,14,109,3.3448542336718745
2018-07-25,17,82,5.511136520523438
2018-07-26,13,79,4.854808199271876
2018-07-27,26,56,-1.438089643229688
2018-07-28,12,32,5.156688231471875
2018-07-29,15,56,1.1195508706624997
2018-07-30,9,109,1.7399313061250004
2018-07-31,14,108,3.9767865608796873
2018-08-01,12,120,3.433843857814063
2018-08-02,18,64,1.34441208898125
2018-08-03,8,57,7.884745342515625
2018-08-04,27,68,-5.715263138140625
2018-08-05,6,97,-0.6267149213218746
2018-08-06,17,58,2.6897614378109376
2018-08-07,20,104,2.1150626300093744
2018-08-08,7,70,-1.0005005785218755
2018-08-09,0,127,1.8683799675125
2018-08-10,3,46,-0.3991678914562504
2018-08-11,5,52,5.193003444415624
2018-08-12,3,41,2.9057539312062497
2018-08-13,5,53,-2.1170346147812498
2018-08-14,4,125,0.2063954959562504
2018-08-15,13,105,1.3190833525078123
2018-08-16,11,116,1.1594219303046873
2018-08-17,8,44,3.1559617214718747
2018-08-18,7,40,-1.4620184277125001
2018-08-19,12,83,3.541243651175
2018-08-20,6,72,-0.36801144197343794
2018-08-21,38,44,0.32039241883750025
2018-08-22,9,118,3.5316849944859374
2018-08-23,11,72,2.6923941394875
2018-08-24,3,87,7.420626128754687
2018-08-25,4,43,7.782239090223437
2018-08-26,4,57,-3.432894876679687
2018-08-27,2,89,4.018142980439063
2018-08-28,3,61,2.1717843903046874
2018-08-29,12,92,8.296736558753125
2018-08-30,3,98,-3.5176134040437503
2018-08-31,13,78,2.826178262507813
2018-09-01,5,64,-0.6737499938203131
2018-09-02,5,42,-0.8365068185156259
2018-09-03,3,74,3.8238915164250002
2018-09-04,7,39,1.9796666636749998
2018-09-05,4,64,-2.0122022032234375
2018-09-06,7,93,0.19889344691562472
2018-09-07,4,74,13.318743877675
2018-09-08,9,63,-3.3744946733093757
2018-09-09,4,47,-2.7894941021937494
2018-09-10,6,69,11.484803121770312
2018-09-11,6,85,26.078627641690623
2018-09-12,11,71,8.582468188025
2018-09-13,7,76,5.441138232070315
2018-09-14,7,44,16.35712982198594
2018-09-15,1,69,-9.60463287545
2018-09-16,3,50,-4.8447335945234355
2018-09-17,13,51,12.305676877284377
2018-09-18,17,61,5.732060945796874
2018-09-19,5,45,0.5823841332390618
2018-09-20,1,86,0.0017752994703128522
2018-09-21,5,50,3.291369562093749
2018-09-22,3,57,0.22841795611874893
2018-09-23,1,43,1.2264658956499996
2018-09-24,7,41,6.765170848020313
2018-09-25,8,51,10.37149514351875
2018-09-26,6,87,-3.6072308109265627
2018-09-27,2,35,1.3709165851000007
2018-09-28,9,37,-0.3357973752046881
2018-09-29,6,66,1.4710740889796874
2018-09-30,7,59,-0.5005181496890625
2018-10-01,7,51,1.219359408759375
2018-10-02,10,64,4.19594430618125
2018-10-03,12,42,-0.6371527838109383
2018-10-04,30,62,2.3702026787125003
2018-10-05,14,82,7.176861888975
2018-10-06,7,48,0.586845197290625
2018-10-07,2,30,-2.4597417580093746
2018-10-08,6,76,7.935684401039063
2018-10-09,5,76,2.740473139489062
2018-10-10,2,76,0.9537381959593745
2018-10-11,5,58,0.5109272133234377
2018-10-12,1,69,7.001043876473438
