,JuliaLang/julia,rust-lang/rust,python/cpython
2022-06-16,9,89,11.0
2022-06-17,11,68,13.899999999999999
2022-06-18,3,71,5.004999999999998
2022-06-19,7,69,9.311499999999999
2022-06-20,9,100,4.9302125
2022-06-21,10,84,23.11827825
2022-06-22,7,105,9.3403291125
2022-06-23,4,105,10.71593440375
2022-06-24,4,65,9.616787275578126
2022-06-25,1,74,6.611770165620314
2022-06-26,2,94,11.937343024601564
2022-06-27,5,98,6.609957652826564
2022-06-28,3,140,9.937938862245314
2022-06-29,6,115,6.779871230607814
2022-06-30,16,165,8.998117707398439
2022-07-01,2,106,9.012144108564064
2022-07-02,0,117,0.9948808452937516
2022-07-03,6,74,0.7989634681265643
2022-07-04,3,84,4.259326154406252
2022-07-05,22,107,12.21214490555469
2022-07-06,12,128,2.4911912929375006
2022-07-07,7,97,10.076608781876564
2022-07-08,7,125,4.619094063453125
2022-07-09,5,70,4.932057690881251
2022-07-10,3,50,1.0627403537562508
2022-07-11,3,116,5.543835548309376
2022-07-12,10,65,3.3237332542984386
2022-07-13,13,97,4.444283121315626
2022-07-14,7,103,9.41001130691875
2022-07-15,5,97,3.9679082698828125
2022-07-16,5,68,4.232963917209375
2022-07-17,5,77,4.360755914889063
2022-07-18,7,108,13.404049156951563
2022-07-19,8,94,4.531125445032813
2022-07-20,10,171,13.915346652170314
2022-07-21,6,111,2.136417625476562
2022-07-22,7,81,12.8726831891125
2022-07-23,6,63,5.1372797415109375
2022-07-24,4,109,5.567287391690627
2022-07-25,7,112,14.684976975440627
2022-07-26,6,114,13.8393128658
2022-07-27,3,97,10.463678568351563
2022-07-28,1,115,12.591482355248438
2022-07-29,4,97,6.351378750596876
2022-07-30,5,85,2.876188122085939
2022-07-31,0,77,1.4157071753359398
2022-08-01,3,85,13.932681126837503
2022-08-02,3,96,1.9817938471968768
2022-08-03,8,103,7.709511738123439
2022-08-04,4,134,18.553793359670312
2022-08-05,3,65,9.451847018746875
2022-08-06,5,72,4.75954450176875
2022-08-07,3,63,-2.6670741384531245
2022-08-08,3,72,8.342444430221878
2022-08-09,7,111,3.7911587253562518
2022-08-10,5,97,5.005619819346877
2022-08-11,5,76,12.074314823414063
2022-08-12,4,109,4.3729377500625
2022-08-13,2,61,4.795843957542188
2022-08-14,1,57,1.027310287907813
2022-08-15,4,80,6.526307892212501
2022-08-16,4,106,6.240848604843751
2022-08-17,11,88,7.093722797796876
2022-08-18,8,104,10.972378108675
2022-08-19,6,89,9.490811438779687
2022-08-20,5,79,-1.6374380378624998
2022-08-21,1,117,3.4102561523890635
2022-08-22,7,133,3.417794173201564
2022-08-23,3,134,8.48008150576719
2022-08-24,5,87,7.003749746837501
2022-08-25,3,67,7.932602911321876
2022-08-26,8,112,7.779839640473438
2022-08-27,0,92,4.705382652095313
2022-08-28,2,80,-0.01376308719687458
2022-08-29,14,87,11.604995226135939
2022-08-30,16,100,16.72347659724219
2022-08-31,21,124,1.7830542159140625
2022-09-01,17,94,2.7076973200000003
2022-09-02,12,87,3.058310147020314
2022-09-03,10,53,3.2467431957343775
2022-09-04,0,60,6.378708978531252
2022-09-05,6,82,9.17637886746719
2022-09-06,19,75,5.795827684475
2022-09-07,11,74,8.880842175985938
2022-09-08,3,96,6.651917942989063
2022-09-09,2,88,4.809664128492188
2022-09-10,1,72,1.9883153409921883
2022-09-11,5,54,1.3489109647421889
2022-09-12,9,126,0.6113857244453142
2022-09-13,11,115,8.855337779040626
2022-09-14,16,103,4.219610096729689
2022-09-15,17,75,4.402125882790625
2022-09-16,7,94,2.4465186312140625
2022-09-17,7,58,5.693712813567188
2022-09-18,3,46,2.507187166435938
2022-09-19,7,70,6.734216633309376
2022-09-20,7,82,6.406907278860938
