,jetbrains/kotlin,scala/scala,apache/groovy
2012-02-10,-3.9469119488000004,1,3
2012-02-11,-13.111049216000001,1,0
2012-02-12,-2.9744609280000027,7,11
2012-02-13,23.3746361344,5,5
2012-02-14,-2.7973957631999973,18,16
2012-02-15,-1.426043084799998,28,10
2012-02-16,-3.1967900671999985,6,3
2012-02-17,13.2490788864,17,7
2012-02-18,-12.950243532799998,4,0
2012-02-19,1.7451140096,14,4
2012-02-20,32.0101874688,10,1
2012-02-21,31.679497318400003,7,1
2012-02-22,3.292026982400003,21,7
2012-02-23,5.250804224000003,25,6
2012-02-24,15.930560102400001,4,7
2012-02-25,-23.3747293184,5,2
2012-02-26,-8.076354969600002,2,0
2012-02-27,13.921908735999999,7,6
2012-02-28,4.7807678464,8,9
2012-02-29,52.6584892416,7,6
2012-03-01,-2.404459519999996,7,3
2012-03-02,19.540006912000003,8,2
2012-03-03,-20.338874265599998,6,3
2012-03-04,-14.144437964800003,3,2
2012-03-05,14.353737215999997,13,5
2012-03-06,30.8745324544,20,4
2012-03-07,29.3379469312,16,2
2012-03-08,-9.386842214399994,4,3
2012-03-09,15.674773811200001,5,6
2012-03-10,-1.5911782399999979,0,3
2012-03-11,-5.803841126400002,3,1
2012-03-12,25.2123085824,2,0
2012-03-13,13.249742336000004,0,1
2012-03-14,14.978208870400003,13,5
2012-03-15,-16.919412224,10,10
2012-03-16,9.516281548799999,26,1
2012-03-17,-6.083608473600002,2,0
2012-03-18,-10.210053017600002,3,0
2012-03-19,27.054921625600002,10,6
2012-03-20,-5.851161395199998,25,5
2012-03-21,18.122857984,14,2
2012-03-22,-11.521769881599997,8,4
2012-03-23,14.703838207999999,29,0
2012-03-24,-7.209330687999998,2,0
2012-03-25,-8.687622144,4,0
2012-03-26,22.679751782399997,4,1
2012-03-27,7.398815129600001,15,0
2012-03-28,46.319210496000004,7,2
2012-03-29,-3.4520930303999933,4,8
2012-03-30,6.131445555200003,13,7
2012-03-31,-19.7362635776,4,0
2012-04-01,-7.787083776000003,3,0
2012-04-02,35.200620953599994,5,2
2012-04-03,5.680430387200001,8,0
2012-04-04,19.7193593856,4,4
2012-04-05,-3.9861846015999944,5,7
2012-04-06,3.057665331199999,20,8
2012-04-07,14.4886088704,2,0
2012-04-08,8.994196377599998,3,0
2012-04-09,7.9011924992,3,0
2012-04-10,-7.190346137599999,7,2
2012-04-11,10.5429653504,6,1
2012-04-12,-1.2731734015999976,28,0
2012-04-13,48.8347086848,38,0
2012-04-14,-24.909109247999996,42,0
2012-04-15,-11.7276802048,14,3
2012-04-16,4.8644442112,8,8
2012-04-17,3.883564236799998,8,2
2012-04-18,1.5677761536000006,3,1
2012-04-19,48.4836566016,3,0
2012-04-20,8.327211008000006,6,1
2012-04-21,-22.112391884799997,1,1
2012-04-22,-8.6950503424,5,1
2012-04-23,2.491533926399997,20,0
2012-04-24,10.316977561599998,9,2
2012-04-25,8.774820044800002,19,0
2012-04-26,-3.857154047999998,11,1
2012-04-27,11.948980633600002,10,0
2012-04-28,6.126226124800002,7,0
2012-04-29,-8.526430617599999,2,0
2012-04-30,15.4431399936,10,2
2012-05-01,6.6840605696000015,9,0
2012-05-02,6.397702144,39,3
2012-05-03,24.070629068800002,15,0
2012-05-04,22.729705267200004,17,2
2012-05-05,-12.904530431999994,13,1
2012-05-06,-9.5477200896,9,0
2012-05-07,4.830631424,22,2
2012-05-08,-4.75982336,27,0
2012-05-09,-6.680172646400001,12,6
2012-05-10,6.493484544,23,0
2012-05-11,24.769581568,16,7
2012-05-12,-3.0382577663999975,14,2
2012-05-13,-10.835678515199998,6,0
2012-05-14,-4.444715110400001,14,4
2012-05-15,17.3731310592,12,2
2012-05-16,0.2348221439999989,12,1
2012-05-17,-6.543058841599999,9,0
2012-05-18,13.3292698624,19,10
2012-05-19,-7.981419417599998,10,1
2012-05-20,-4.8504449024000005,5,0
2012-05-21,13.500400332799998,9,13
2012-05-22,19.996965171200003,20,9
2012-05-23,10.678593331200002,20,3
2012-05-24,1.6705431552000007,12,18
2012-05-25,8.194712371200001,14,12
2012-05-26,-11.0191722496,10,3
2012-05-27,-6.314745446400002,3,13
2012-05-28,31.477505126399997,8,1
2012-05-29,1.5742689280000022,0,7
2012-05-30,17.7834391552,5,5
2012-05-31,22.9527760896,2,1
2012-06-01,17.584175616000003,15,5
2012-06-02,-16.370585497599997,4,0
2012-06-03,-14.787562188800003,13,0
2012-06-04,16.255144857599998,2,3
2012-06-05,30.1125491712,4,0
2012-06-06,-10.854988492799997,11,2
2012-06-07,17.700314316800004,5,0
2012-06-08,20.1943235584,51,4
2012-06-09,37.795383910400005,14,0
2012-06-10,-35.402436505599994,3,7
2012-06-11,-13.578347008000001,6,10
2012-06-12,-2.2379130880000027,2,6
2012-06-13,28.7470317568,15,1
2012-06-14,16.257207296,14,3
2012-06-15,32.8968127488,13,0
2012-06-16,25.861331353600004,0,2
2012-06-17,-27.902446284799993,5,0
2012-06-18,0.2901129215999987,19,8
2012-06-19,12.385866239999999,19,12
2012-06-20,2.696119807999999,3,8
2012-06-21,-8.8083304448,7,0
2012-06-22,3.7127153663999994,5,4
2012-06-23,-10.064146124799999,4,0
2012-06-24,-7.536598528000001,10,0
2012-06-25,15.791801958399999,6,5
2012-06-26,37.5060317184,19,0
2012-06-27,-16.456781721599995,22,0
2012-06-28,15.845623705600001,8,1
2012-06-29,-9.324779417599999,2,0
2012-06-30,-8.496626483200002,3,0
2012-07-01,-5.4063976448,6,0
2012-07-02,12.591096729599998,23,1
2012-07-03,37.09045248,7,0
2012-07-04,0.696698368000007,8,2
2012-07-05,11.848898969600004,14,8
2012-07-06,-13.619948441599998,23,3
2012-07-07,25.185157222399997,7,0
2012-07-08,-19.262746009599997,6,0
2012-07-09,23.2216696832,8,4
2012-07-10,17.667701248,10,7
2012-07-11,3.683851059200002,20,8
2012-07-12,-14.817178828799996,15,11
2012-07-13,0.24096194559999873,17,20
2012-07-14,-5.554406707200002,19,1
2012-07-15,-5.450619904000002,1,0
2012-07-16,0.7436651519999993,31,3
2012-07-17,-4.598684671999999,19,4
2012-07-18,18.3917704192,23,5
2012-07-19,36.988649472000006,28,6
2012-07-20,71.78591283200001,30,8
2012-07-21,-42.032955187199995,13,0
