,mastodon/mastodon,friendica/friendica,diaspora/diaspora
2024-02-20,6,2.0,0
2024-02-21,7,0.6000000000000001,0
2024-02-22,15,1.64,0
2024-02-23,4,-0.5760000000000001,0
2024-02-24,0,16.7248,0
2024-02-25,0,-1.5806719999999994,0
2024-02-26,10,-1.893593600000001,0
2024-02-27,11,1.9186457599999993,0
2024-02-28,2,-1.353759744,0
2024-02-29,9,5.185508147199999,0
2024-03-01,11,4.2163936256,0
2024-03-02,1,0.8656494591999997,0
2024-03-03,0,3.2769474560000003,0
2024-03-04,1,2.9683592192000003,0
2024-03-05,0,5.0254651392,0
2024-03-06,1,5.540248064,0
2024-03-07,4,3.0938508287999995,0
2024-03-08,1,0.2791470079999998,0
2024-03-09,0,2.8590534655999997,0
2024-03-10,1,2.7196911616,0
2024-03-11,11,-2.2868698112,0
2024-03-12,6,5.689781247999999,0
2024-03-13,19,-1.3056552959999994,0
2024-03-14,20,2.5790861312000004,0
2024-03-15,11,5.317314764800001,0
2024-03-16,2,10.692043161600001,0
2024-03-17,0,0.24166778880000006,0
2024-03-18,7,5.386777088,0
2024-03-19,10,-3.0826065920000003,0
2024-03-20,16,1.3530920959999995,0
2024-03-21,12,20.2372503552,0
2024-03-22,10,-1.4650256383999984,0
2024-03-23,0,-2.360641945600001,0
2024-03-24,1,9.8177370112,0
2024-03-25,4,1.1571258368000006,0
2024-03-26,13,6.069542502399999,0
2024-03-27,6,-1.5117125632000006,0
2024-03-28,6,-2.286002176000001,0
2024-03-29,4,2.4914946048000006,0
2024-03-30,0,-0.9200288767999991,0
2024-03-31,0,-1.1865537536000004,0
2024-04-01,0,0.2233133056000003,0
2024-04-02,14,1.2028311552000006,0
2024-04-03,4,4.158566400000001,0
2024-04-04,5,-1.4562507775999995,0
2024-04-05,9,2.3573256191999996,0
2024-04-06,0,-0.007213567999999837,0
2024-04-07,0,2.2562340864,0
2024-04-08,4,2.9780663296,0
2024-04-09,0,0.6608148479999998,0
2024-04-10,3,0.8999136255999998,0
2024-04-11,2,0.9635003392000001,0
2024-04-12,5,-0.0005637120000001605,0
2024-04-13,0,3.253279744,0
2024-04-14,0,1.7214368768000001,0
2024-04-15,7,10.7495310336,0
2024-04-16,5,-3.0863419391999996,0
2024-04-17,9,0.5827001343999991,0
2024-04-18,2,0.7130596351999998,0
2024-04-19,10,0.8078359551999998,0
2024-04-20,0,-1.1307516928,0
2024-04-21,0,-0.6891459584000001,0
2024-04-22,9,-0.5104331776,0
2024-04-23,4,-0.3691901951999992,0
2024-04-24,6,-0.2754152447999996,0
2024-04-25,2,1.896513536,0
2024-04-26,6,-0.48756756479999974,0
2024-04-27,0,1.7862858752,0
2024-04-28,0,-0.5209387007999999,0
2024-04-29,17,-0.22720000000000018,0
2024-04-30,4,-0.1470720000000001,0
2024-05-01,0,-0.10805760000000005,0
2024-05-02,6,-0.08492544000000005,0
2024-05-03,3,-0.0696330239999999,0
2024-05-04,0,-0.05879214079999995,0
2024-05-05,1,-0.02877542399999988,0
2024-05-06,9,-0.02493870079999993,0
2024-05-07,3,0.0,0
2024-05-08,0,0.0,0
2024-05-09,0,3.0,0
2024-05-10,10,15.4,0
2024-05-11,0,11.56,0
2024-05-12,0,-2.4240000000000004,0
2024-05-13,4,7.531199999999998,0
2024-05-14,2,0.5057919999999996,0
2024-05-15,6,0.3301375999999987,0
2024-05-16,7,4.772119039999999,0
2024-05-17,4,-2.8394946560000003,0
2024-05-18,0,0.3438701568000002,0
2024-05-19,3,2.407589273600001,0
2024-05-20,8,4.261393920000001,0
2024-05-21,3,-2.0925611007999994,0
2024-05-22,2,-1.1152261120000002,0
2024-05-23,5,0.31500042240000004,0
2024-05-24,4,2.3172763648000005,0
2024-05-25,0,-0.03607009279999973,0
2024-05-26,0,12.292944896,0
2024-05-27,5,-1.0416498687999995,0
2024-05-28,2,2.2494603263999995,0
2024-05-29,3,0.21054709759999968,0
2024-05-30,6,3.6434508799999996,1
2024-05-31,4,-0.8367646720000002,0
2024-06-01,0,0.7803943935999997,0
2024-06-02,0,3.7979552768,2
