,golang/go,llvm/llvm-project,gcc-mirror/gcc
2020-05-17,0,39,5.978738994354693
2020-05-18,10,71,21.357243779698443
2020-05-19,10,141,26.378048568898443
2020-05-20,7,122,25.259560893564064
2020-05-21,12,97,12.957652020260937
2020-05-22,1,82,15.998507684079689
2020-05-23,1,42,6.191855767682815
2020-05-24,3,36,-2.6734506463390586
2020-05-25,1,57,21.863945496720316
2020-05-26,16,108,23.173743803698443
2020-05-27,5,136,22.272686787565625
2020-05-28,6,153,24.90638650235
2020-05-29,9,152,23.4310689910375
2020-05-30,1,46,1.2876029329375003
2020-05-31,5,38,10.285848783021878
2020-06-01,7,75,13.427391887287504
2020-06-02,8,124,57.242340374537505
2020-06-03,18,143,42.71716753966406
2020-06-04,15,141,58.81628290580625
2020-06-05,13,161,39.40943118800937
2020-06-06,0,39,-8.191770076582813
2020-06-07,2,49,4.487977751046881
2020-06-08,13,125,40.647769676978136
2020-06-09,9,149,52.7890480101797
2020-06-10,7,112,37.19281317988438
2020-06-11,7,119,45.18991217470938
2020-06-12,4,93,32.43698731505313
2020-06-13,1,34,-7.779454286792182
2020-06-14,2,31,-0.2879535264312434
2020-06-15,7,145,38.38415308491876
2020-06-16,5,144,56.43928802783438
2020-06-17,12,128,47.230788945092186
2020-06-18,8,151,40.49768805625625
2020-06-19,6,117,30.661730752598437
2020-06-20,1,62,-2.4645170527515603
2020-06-21,0,29,-3.6851822899296796
2020-06-22,1,102,10.479272201246886
2020-06-23,5,132,18.243378015810947
2020-06-24,9,136,20.543412651153133
2020-06-25,9,154,18.27191092849219
2020-06-26,8,142,5.607793059301564
2020-06-27,1,48,3.1426640396734395
2020-06-28,1,27,7.300578038814066
2020-06-29,7,116,20.639034885114064
2020-06-30,7,140,15.417819784106252
2020-07-01,4,142,25.255197735800003
2020-07-02,1,109,18.164575031465624
2020-07-03,1,92,7.302418451139063
2020-07-04,0,42,-2.593374777085936
2020-07-05,3,21,0.973538306693754
2020-07-06,6,103,41.45816627654063
2020-07-07,11,127,40.76882430972969
2020-07-08,9,138,35.913519341325
2020-07-09,4,131,16.223735186312496
2020-07-10,4,120,47.554735835296874
2020-07-11,0,52,-1.9600704725656257
2020-07-12,0,25,-4.405962293998433
2020-07-13,2,124,27.48499232036563
2020-07-14,3,131,19.387510293418757
2020-07-15,1,120,34.21484557918438
2020-07-16,7,142,36.83073606437344
2020-07-17,3,114,9.896359769278126
2020-07-18,0,52,0.0022368757421880048
2020-07-19,0,28,0.9144468138984418
2020-07-20,3,123,19.169362698681255
2020-07-21,5,118,13.96159641342813
2020-07-22,1,163,15.878472721693754
2020-07-23,6,125,13.792742181675
2020-07-24,3,100,14.96372064407344
2020-07-25,2,45,0.06685298983593935
2020-07-26,0,45,3.7225243957078153
2020-07-27,2,108,40.15252565290469
2020-07-28,2,136,10.765384944175
2020-07-29,0,166,18.881835085626562
2020-07-30,11,129,22.54974549973906
2020-07-31,7,104,26.98833741194844
2020-08-01,2,34,2.2131702227546874
2020-08-02,1,36,1.1876742229531274
2020-08-03,8,112,29.279392394960944
2020-08-04,1,138,32.065657936326566
2020-08-05,1,170,13.667587709689064
2020-08-06,2,148,11.863084337014064
2020-08-07,2,136,4.439401685950003
2020-08-08,0,48,0.5447347082281295
2020-08-09,0,38,1.6264654591734424
2020-08-10,10,103,18.28037524783282
2020-08-11,6,165,11.971663335268753
2020-08-12,13,99,16.937378125470314
2020-08-13,7,143,11.54620612280625
2020-08-14,11,98,10.959151187464062
2020-08-15,11,34,-2.8556927695531242
2020-08-16,6,29,0.6135186658125029
2020-08-17,41,131,10.025052600992192
2020-08-18,27,112,22.371864261492192
2020-08-19,13,116,18.839057517245312
2020-08-20,7,90,11.444650208596874
2020-08-21,7,107,7.847163382245312
2020-08-22,3,44,1.3860504304406263
2020-08-23,3,18,2.2990674101953155
2020-08-24,22,100,12.73243629091719
2020-08-25,17,109,21.90659699245469
2020-08-26,14,133,37.58004523042813
2020-08-27,19,157,13.298117947242186
2020-08-28,13,94,10.461777715923436
2020-08-29,2,55,-1.8257936905124996
2020-08-30,1,34,4.73772978574063
2020-08-31,3,53,13.933554915992191
2020-09-01,13,94,11.18589911083594
2020-09-02,6,85,11.092778394070315
2020-09-03,10,101,11.082543164945314
2020-09-04,0,76,8.156200255678126
2020-09-05,4,35,-2.346069497718749
2020-09-06,3,22,1.9052208878781274
2020-09-07,4,102,20.17354516451719
2020-09-08,5,102,15.508110977196877
2020-09-09,19,105,27.131795680404686
2020-09-10,6,102,30.72537617297656
2020-09-11,13,111,35.52866414922656
2020-09-12,4,47,0.2447997095234351
2020-09-13,5,22,-3.1070493534468735
2020-09-14,11,116,13.458719090401567
2020-09-15,12,153,10.671071087262506
2020-09-16,18,158,30.651486763162502
2020-09-17,15,139,18.761867508332813
2020-09-18,21,102,13.937948960323439
2020-09-19,4,43,8.474276317050002
2020-09-20,1,29,1.3473213343656276
2020-09-21,8,121,26.647000779931254
2020-09-22,17,133,26.708296342412503
2020-09-23,14,137,29.663755130404688
2020-09-24,12,145,29.75393410016406
2020-09-25,6,97,14.112114735851563
2020-09-26,6,34,8.328676103789064
2020-09-27,2,25,0.43255801456250254
2020-09-28,11,100,19.824295398903132
2020-09-29,17,130,20.68533201431563
2020-09-30,13,121,26.03997487992188
2020-10-01,19,112,28.2670201640375
2020-10-02,8,106,23.628521722128127
2020-10-03,3,46,-1.2776649489234373
2020-10-04,0,40,-2.7834854285249966
2020-10-05,14,96,14.615722798867193
2020-10-06,19,102,19.74472311990938
2020-10-07,11,91,17.843388433231254
2020-10-08,7,94,22.648116561315625
2020-10-09,10,117,15.050310604553125
2020-10-10,2,36,13.515034755257814
2020-10-11,1,30,20.91808257579219
2020-10-12,26,110,29.412160176253128
2020-10-13,24,122,10.145316163146877
2020-10-14,15,121,38.248450528228126
2020-10-15,15,116,54.98538733227812
2020-10-16,22,107,45.14914476848594
2020-10-17,9,28,-6.593443748084377
2020-10-18,3,32,-3.1059151405515575
2020-10-19,21,157,45.747737582160944
2020-10-20,39,133,53.08406224226876
2020-10-21,23,122,43.611198917476564
2020-10-22,21,124,65.09350442045157
2020-10-23,33,135,42.28033521593437
2020-10-24,11,51,-7.0085990198890595
2020-10-25,3,25,-5.828990729590618
2020-10-26,42,129,53.82097545150782
2020-10-27,41,146,50.313448521059385
2020-10-28,29,151,32.40600260744844
2020-10-29,34,120,35.2187598531625
2020-10-30,30,150,17.325227984570315
2020-10-31,7,52,-3.8341648984078063
2020-11-01,4,15,1.473851125592195
2020-11-02,15,127,31.85110730570157
2020-11-03,9,166,59.543998877704695
2020-11-04,11,132,16.610210085140626
2020-11-05,22,119,21.022493323354688
2020-11-06,7,94,42.708705157898436
2020-11-07,9,46,-0.07279267414218538
2020-11-08,1,30,-1.6850928841359325
2020-11-09,23,129,30.10609478190938
2020-11-10,12,138,24.919677599384382
2020-11-11,9,151,28.396602364123442
2020-11-12,11,109,21.863310590654688
2020-11-13,5,133,56.444612854775
2020-11-14,2,37,-1.9179828148749998
2020-11-15,0,20,6.065250471760942
2020-11-16,9,101,16.329628140812503
2020-11-17,7,134,41.946881551773444
2020-11-18,15,133,29.22768620474219
2020-11-19,13,106,25.2109345127875
2020-11-20,17,99,22.4400444957375
2020-11-21,4,43,8.805344462171877
2020-11-22,0,33,0.31979729430937986
2020-11-23,2,90,19.26072284047344
2020-11-24,34,110,55.25965113568907
2020-11-25,35,98,57.256495586959375
2020-11-26,2,86,48.90042887368125
2020-11-27,3,63,41.32564491485312
2020-11-28,3,20,-6.56462011345625
2020-11-29,0,21,4.0474208263703195
2020-11-30,36,105,60.3718750932797
2020-12-01,37,140,27.643101461123443
2020-12-02,23,126,43.41732053393438
2020-12-03,30,116,36.04997837701094
2020-12-04,45,119,7.2562896136390655
2020-12-05,2,50,38.26181501496407
2020-12-06,4,40,-3.1932553575343707
2020-12-07,29,103,18.35958649234688
2020-12-08,13,147,30.79404246877188
2020-12-09,19,123,12.431420724982818
2020-12-10,16,137,24.948555440754692
2020-12-11,6,85,23.400408372059378
2020-12-12,1,44,-1.5250744302718715
2020-12-13,0,33,15.030655903832816
2020-12-14,34,122,45.607625108451565
2020-12-15,23,154,64.67676398685782
2020-12-16,13,109,52.983686520757814
2020-12-17,29,129,59.96843786280625
2020-12-18,12,115,10.41293892149531
2020-12-19,1,38,-6.8630001621343695
2020-12-20,1,24,-1.3359961192078034
2020-12-21,19,74,12.183183953221889
2020-12-22,25,86,10.801583096734387
2020-12-23,53,84,11.02468575177657
2020-12-24,2,28,-1.540388719889057
2020-12-25,7,20,1.3074717787734418
2020-12-26,1,13,2.2184650794859415
2020-12-27,1,21,3.9840297820390655
2020-12-28,24,50,4.161419216762502
2020-12-29,25,60,8.184750701753126
2020-12-30,11,73,3.8200221968375008
2020-12-31,5,52,9.158814588123438
2021-01-01,15,41,23.821992211076562
2021-01-02,2,35,6.214796968528124
2021-01-03,9,20,0.9959874197421872
2021-01-04,6,67,25.787425556726564
2021-01-05,16,104,37.72277871919063
2021-01-06,8,121,11.442918939628123
2021-01-07,10,136,17.662541112796873
2021-01-08,27,113,20.4742822141125
2021-01-09,0,46,6.02815747119844
2021-01-10,4,27,-2.8012929310906216
2021-01-11,12,122,24.767971202578128
2021-01-12,17,114,15.855730107918752
2021-01-13,7,102,29.776564662337503
2021-01-14,18,106,38.39992522045937
2021-01-15,17,101,33.898085702493745
2021-01-16,4,47,0.29092037326718767
2021-01-17,10,29,0.14194708537812772
2021-01-18,6,78,17.597152636037507
2021-01-19,18,133,19.70207272174063
2021-01-20,15,118,14.05946162441563
2021-01-21,23,92,13.41568653494844
2021-01-22,18,162,24.627297220539063
2021-01-23,14,74,-0.25476385202343543
2021-01-24,1,34,-3.1026618261499967
2021-01-25,25,132,16.353966319082815
2021-01-26,13,132,15.156428092190628
2021-01-27,13,114,19.713087756318753
2021-01-28,8,133,16.079158822539064
2021-01-29,3,88,20.108237789484377
2021-01-30,2,31,3.6458424713484376
2021-01-31,0,24,-0.9961656379218726
2021-02-01,6,103,20.240965605518753
2021-02-02,6,174,17.73662042141719
2021-02-03,10,100,41.20659163202031
2021-02-04,10,115,12.596226105692185
2021-02-05,11,118,8.981104697059376
2021-02-06,0,37,-4.091173282395312
2021-02-07,2,21,-2.2821370067890574
2021-02-08,12,101,6.623865599379693
2021-02-09,12,114,16.299445850532816
2021-02-10,13,121,18.22685947782969
2021-02-11,6,136,15.607499482990626
2021-02-12,18,139,26.509139816784376
2021-02-13,4,54,0.4996042952968738
2021-02-14,0,35,-0.5908961598046858
2021-02-15,2,71,7.4107928306984405
2021-02-16,20,100,8.13626932657344
2021-02-17,5,116,7.97621656237969
2021-02-18,24,144,9.961334602973439
2021-02-19,65,125,18.837507075146878
2021-02-20,8,66,0.9424020307968757
2021-02-21,2,31,0.2522527295421888
2021-02-22,8,101,16.0672860957375
2021-02-23,48,123,14.870714765985939
2021-02-24,30,130,24.36424221021875
2021-02-25,22,109,23.103007602682812
2021-02-26,12,97,11.480077922901561
2021-02-27,4,58,1.1653310119390632
2021-02-28,0,25,3.4655348653812528
2021-03-01,9,119,3.008379040773441
2021-03-02,13,123,20.34581942561094
