,facebook/react,vuejs/core,sveltejs/svelte
2018-10-19,8.0,0.0,3
2018-10-20,8.6,0.0,6
2018-10-21,0.8600000000000003,0.0,0
2018-10-22,-2.1309999999999993,0.0,0
2018-10-23,21.1992,3.0,2
2018-10-24,-5.9820495000000005,-2.4000000000000004,7
2018-10-25,-3.7884821499999983,-0.23999999999999988,0
2018-10-26,-2.1750114274999994,4.904,0
2018-10-27,1.475594192125,-4.0528,13
2018-10-28,-2.065269171534376,15.566208,25
2018-10-29,21.842341259360936,-11.9836544,4
2018-10-30,-4.6448728041796885,0.8144281600000003,2
2018-10-31,-0.8521499463421867,-3.061938176000001,0
2018-11-01,-1.0168326878859375,-0.6039185408000002,0
2018-11-02,2.8857530860343754,11.676889599999999,0
2018-11-03,-2.74942507125,-9.812917760000001,0
2018-11-04,-1.4367382377968747,-1.1135508479999996,5
2018-11-05,7.986404126551562,-0.48614195200000043,1
2018-11-06,5.547868105640624,-0.29141544960000004,1
2018-11-07,10.742916549098437,-0.15241768960000018,0
2018-11-08,-2.2231992499953126,5.8944878592,1
2018-11-09,10.160747458020314,-0.8702873600000007,1
2018-11-10,-4.24799516029375,-2.734472704,0
2018-11-11,-3.4553645786640614,-1.3555781632,0
2018-11-12,-1.0295969762499992,2.6864,0
2018-11-13,2.2371251478593748,4.430015999999999,1
2018-11-14,0.5559677737640616,-5.949964800000001,1
2018-11-15,-1.2011031405796881,-0.7339468799999999,0
2018-11-16,-0.4723841230546877,-0.3353502720000003,0
2018-11-17,-1.0883924851500006,-0.20279592960000015,0
2018-11-18,-0.6490705812906252,-0.1215678464000001,0
2018-11-19,4.671929199784375,-0.07639695360000007,0
2018-11-20,0.26856885073437464,-0.054619136000000075,3
2018-11-21,-1.3119632140453126,-0.04267028480000005,0
2018-11-22,4.348298060521875,-0.025420595199999944,0
2018-11-23,1.1046032697859371,0.0,0
2018-11-24,-0.6833863799984374,0.0,0
2018-11-25,-1.1019282257328122,0.0,0
2018-11-26,1.3743394062500003,0.0,0
2018-11-27,2.9541131186718745,0.0,0
2018-11-28,0.2446019378046873,0.0,0
2018-11-29,-0.3605160327156247,0.0,0
2018-11-30,2.012138732421875,0.0,0
2018-12-01,-0.4785949902109379,2.0,0
2018-12-02,1.0231053185359376,-1.6,1
2018-12-03,1.8722755892671876,-0.15999999999999992,0
2018-12-04,0.5261479964687499,-0.06400000000000004,0
2018-12-05,0.6848076464718749,-0.03520000000000003,0
2018-12-06,0.7265678022875,-0.022528000000000024,0
2018-12-07,0.76787577301875,-0.01576960000000002,0
2018-12-08,-1.2252183122796876,-0.011714560000000013,2
2018-12-09,-0.6331495914640624,-0.00907878400000002,1
2018-12-10,-0.4075358930140625,-0.007263027199999984,0
2018-12-11,-0.2990387492625001,0.0,0
2018-12-12,1.7835795542703123,0.0,0
2018-12-13,1.2566034675031248,0.0,0
2018-12-14,1.093165192503125,0.0,0
2018-12-15,-0.987920259996875,0.0,8
2018-12-16,-0.43649182646562484,0.0,4
2018-12-17,-0.2587654999999999,0.0,2
2018-12-18,2.813672775,0.0,0
2018-12-19,-1.0439167725000003,1.0,0
2018-12-20,2.56877029396875,-0.8,0
2018-12-21,-1.1753348074968752,-0.07999999999999996,1
2018-12-22,-0.4944077599968749,-0.03200000000000002,13
2018-12-23,-0.29482757646562496,-0.017600000000000015,37
2018-12-24,-0.19033008749999997,-0.011264000000000012,21
2018-12-25,0.85396742875,-0.00788480000000001,9
2018-12-26,-0.41747273779687516,-0.005857280000000006,8
2018-12-27,-0.20262206094843752,-0.00453939200000001,1
2018-12-28,-0.1071301502968751,-0.003631513599999992,7
2018-12-29,-0.08091273969843757,0.0,19
2018-12-30,-0.029720249999999997,0.0,1
2018-12-31,-0.023280862499999996,0.0,14
2019-01-01,-0.018957273750000003,0.0,21
2019-01-02,0.9841232832343749,0.0,6
2019-01-03,-0.3135834132328126,0.0,10
2019-01-04,-0.10499999999999993,0.0,4
2019-01-05,-0.05949999999999997,0.0,14
2019-01-06,-0.0401625,0.0,0
2019-01-07,0.97027975,0.0,0
2019-01-08,1.6767191375,0.0,0
2019-01-09,0.27604272625000004,0.0,5
2019-01-10,1.414623283234375,0.0,3
2019-01-11,-0.8777459132328125,0.0,5
2019-01-12,0.6204547500000002,0.0,1
2019-01-13,-0.5418838625,0.0,12
2019-01-14,1.71943575125,0.0,5
2019-01-15,4.203987373234375,0.0,4
2019-01-16,0.13898165448593724,0.0,4
2019-01-17,3.6453216592687503,0.0,2
2019-01-18,7.843557290735937,0.0,1
2019-01-19,-2.950377100215625,0.0,12
2019-01-20,-1.9388646917656243,0.0,2
2019-01-21,8.871844726767188,0.0,0
2019-01-22,-0.7828277772812506,1.0,0
2019-01-23,8.45176572970625,0.19999999999999996,1
2019-01-24,-0.6669857434453128,0.12,0
2019-01-25,-1.2545290102937496,-0.912,2
2019-01-26,-2.3378315075703124,-0.1296,10
2019-01-27,1.6365322759062502,-0.06086400000000005,7
2019-01-28,0.22042851176718736,-0.03674880000000004,0
2019-01-29,1.4140655235937498,-0.025006080000000028,6
2019-01-30,7.1669417561249995,-0.018281472000000028,24
2019-01-31,4.407727555879687,-0.014028185600000008,3
2019-02-01,-0.9438247101234376,-0.008170905600000002,2
2019-02-02,-1.6113576739624995,-0.003631513599999992,0
2019-02-03,-1.6722236227156246,0.0,5
2019-02-04,3.9723304647031252,0.0,6
2019-02-05,7.743347243020312,0.0,3
2019-02-06,9.9140174094875,0.0,4
2019-02-07,-3.982361718089063,0.0,12
2019-02-08,2.804770363029688,0.0,2
2019-02-09,-1.568480979909375,0.0,4
2019-02-10,-0.3815087689640624,0.0,1
2019-02-11,0.9954130930171878,0.0,0
2019-02-12,0.8756961036718751,0.0,0
2019-02-13,8.868705708679688,0.0,0
2019-02-14,12.531026610453123,0.0,3
2019-02-15,-2.995654586290625,0.0,1
2019-02-16,-1.0560516495593735,0.0,0
2019-02-17,-2.0834592979281243,0.0,24
2019-02-18,-2.048319918746875,0.0,9
2019-02-19,8.6628474644875,0.0,9
2019-02-20,2.0084464362546868,0.0,12
2019-02-21,17.38988552212969,0.0,1
2019-02-22,-0.11971366307656339,0.0,11
2019-02-23,-1.7382025757703117,0.0,3
2019-02-24,-2.9485985769781244,0.0,2
2019-02-25,2.492830418535938,1.0,3
2019-02-26,-0.13126657573281264,1.2,1
2019-02-27,7.3556790773437495,1.3199999999999998,3
2019-02-28,9.413012418328124,-0.5920000000000005,3
2019-03-01,1.6812740785249982,3.0784000000000002,1
2019-03-02,-5.245464119514063,-4.302464,5
2019-03-03,0.5286784908250008,-0.5472127999999999,1
2019-03-04,0.5296831740531251,-0.2506188800000002,0
2019-03-05,1.6649690566890625,0.8495636479999998,3
2019-03-06,2.4376859710390626,-0.9023717376000001,2
2019-03-07,7.129846360145312,-0.15201976320000005,10
2019-03-08,-4.482414607046875,-0.08125972480000004,3
2019-03-09,3.0156651431156254,0.9524400127999999,13
2019-03-10,-0.6500752146125004,-0.829421568,35
2019-03-11,7.127148328453125,-0.08788479999999997,6
2019-03-12,-2.7853162974953127,-0.03785728000000003,1
2019-03-13,3.003335399489063,-0.022139392000000025,0
2019-03-14,1.3072837757406246,-0.014895513600000004,0
2019-03-15,9.451508453679686,-0.00788480000000001,12
2019-03-16,0.0976730239218746,-0.005857280000000006,39
2019-03-17,0.44464135617187583,-0.00453939200000001,24
2019-03-18,10.958181924054688,-0.003631513599999992,28
2019-03-19,1.1762501363937492,0.0,6
2019-03-20,3.3085072453890634,0.0,6
2019-03-21,1.2745823079390632,0.0,3
2019-03-22,3.7870284692734373,0.0,0
2019-03-23,-4.635985072868751,0.0,1
2019-03-24,2.629512537378125,0.0,1
2019-03-25,0.9854711967734371,0.0,27
2019-03-26,3.1798229960999995,0.0,7
2019-03-27,0.6520898323812494,0.0,6
2019-03-28,2.209099330745312,0.0,10
2019-03-29,5.05816295354375,0.0,12
2019-03-30,2.152225473978125,0.0,7
2019-03-31,-3.5730486246124995,0.0,0
2019-04-01,10.279408646171875,0.0,1
2019-04-02,7.234807724273437,0.0,5
2019-04-03,14.319435638975001,0.0,1
2019-04-04,25.421637884790627,0.0,0
2019-04-05,6.078989398240626,0.0,0
2019-04-06,-0.9072674427890597,0.0,10
2019-04-07,17.933809043543754,0.0,20
2019-04-08,17.006711885603124,0.0,7
2019-04-09,6.8131363638125,0.0,22
2019-04-10,38.08309114001875,0.0,0
2019-04-11,-10.69701010160625,0.0,5
2019-04-12,31.176966652812503,0.0,7
2019-04-13,-1.245666183978127,0.0,14
