,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2022-01-05,9,3.0,1
2022-01-06,3,6.1,2
2022-01-07,7,1.585,0
2022-01-08,0,-2.1134999999999993,10
2022-01-09,0,-0.9569874999999994,2
2022-01-10,2,6.39170175,2
2022-01-11,10,0.46146566249999976,0
2022-01-12,5,3.02628114125,0
2022-01-13,9,4.495045483453125,0
2022-01-14,5,-2.312353852057813,0
2022-01-15,1,-1.8196200096921873,0
2022-01-16,20,-1.0287729404312498,0
2022-01-17,14,4.30821774625,0
2022-01-18,10,1.9673825988906244,0
2022-01-19,13,0.8448133008234375,0
2022-01-20,20,2.1063843977234376,0
2022-01-21,8,1.8481761427265622,0
2022-01-22,19,-2.2187118593953126,0
2022-01-23,13,-1.0273562257328122,0
2022-01-24,20,4.32427943125,0
2022-01-25,17,3.9954137336718745,0
2022-01-26,22,3.2746997955234374,0
2022-01-27,25,1.0015836517718752,0
2022-01-28,21,-0.5678987017609374,0
2022-01-29,5,-1.8844167699937497,0
2022-01-30,13,-1.0380344654312497,0
2022-01-31,18,5.30755695625,0
2022-02-01,13,3.6679815986718745,3
2022-02-02,15,4.140515040742187,0
2022-02-03,25,-0.3861515999906251,0
2022-02-04,7,-1.415896893959375,0
2022-02-05,7,-1.5368835864624997,0
2022-02-06,0,-0.9098110014656249,0
2022-02-07,11,1.3585419325,2
2022-02-08,14,3.8987067694062496,0
2022-02-09,3,1.8809754662593745,0
2022-02-10,6,-0.11679018050625034,0
2022-02-11,5,3.4405036833234375,1
2022-02-12,7,-2.2648799564640627,0
2022-02-13,3,-1.013396388232812,0
2022-02-14,6,1.3489751400000003,0
2022-02-15,25,1.9200837477187498,0
2022-02-16,17,0.5124575197062498,0
2022-02-17,5,3.6802572067734376,0
2022-02-18,1,-0.14969845521250003,0
2022-02-19,2,-1.53047841029375,0
2022-02-20,15,-0.7914645411640623,7
2022-02-21,7,5.512989865,3
2022-02-22,5,-0.16411322978125042,2
2022-02-23,7,3.4814436632375,0
2022-02-24,13,0.7191482330203125,0
2022-02-25,12,0.07056004220625,0
2022-02-26,1,-1.5708169996953123,0
2022-02-27,0,-0.8156050014656248,0
2022-02-28,16,2.4516058825,1
2022-03-01,9,1.6809350894062498,0
2022-03-02,22,1.447676630821875,0
2022-03-03,2,2.39651604345625,0
2022-03-04,0,-0.9674492639609376,0
2022-03-05,7,-0.18065192322968726,2
2022-03-06,10,-0.9496576639656249,2
2022-03-07,11,6.45897484125,0
2022-03-08,8,5.507111940953124,0
2022-03-09,6,1.5567415887546874,0
2022-03-10,55,-1.9737105974953124,1
2022-03-11,19,1.2713672569890628,0
2022-03-12,9,-0.921009393446875,0
2022-03-13,0,-1.3055006674984373,2
2022-03-14,12,1.1952050205171876,0
2022-03-15,19,3.8110927301406248,0
2022-03-16,9,6.820511891995312,0
2022-03-17,10,0.34942899905937486,0
2022-03-18,6,-1.6867714666796871,0
2022-03-19,12,0.4040761627203129,0
2022-03-20,3,-1.5562524314640624,1
2022-03-21,38,12.134465476767188,2
2022-03-22,17,4.48588893521875,3
2022-03-23,20,5.45466542595625,0
2022-03-24,2,-1.0878579745546872,0
2022-03-25,7,1.441110915092188,0
2022-03-26,2,-3.3709506671968748,1
2022-03-27,20,-1.780095309264062,2
2022-03-28,18,6.761508352284375,0
2022-03-29,11,9.670485093296874,14
2022-03-30,15,3.509227739582812,6
2022-03-31,8,-2.0142512942515625,1
2022-04-01,3,-1.233927368140625,0
2022-04-02,4,-2.344091736759375,0
2022-04-03,9,-1.3904897161640624,0
2022-04-04,23,16.0387208475,0
2022-04-05,8,-0.8524718053750009,0
2022-04-06,11,0.10003682493437527,0
2022-04-07,7,0.8405916308328125,0
2022-04-08,7,-0.8080579168921878,0
2022-04-09,23,-2.0365604232296874,0
2022-04-10,25,-1.1801927389656246,2
2022-04-11,18,7.1627910337500005,0
2022-04-12,20,8.942979996234374,1
2022-04-13,15,3.0213053462140618,1
2022-04-14,44,0.6101852467734377,1
2022-04-15,32,1.4689449325062505,0
2022-04-16,29,-3.3067990864625,0
2022-04-17,15,-1.7138567264656244,0
2022-04-18,8,5.83289696,2
2022-04-19,3,-1.9901616691250008,0
2022-04-20,16,2.2491483404499997,0
2022-04-21,20,1.7772946258312494,1
2022-04-22,5,3.7565252415593746,0
2022-04-23,3,-2.8535048999921875,0
2022-04-24,0,-1.289253353664062,0
2022-04-25,3,4.20748722125,0
2022-04-26,9,-0.08307374110937538,0
2022-04-27,11,3.416765345604688,4
2022-04-28,23,1.6998954497046874,2
2022-04-29,11,0.7236033375062498,0
2022-04-30,0,-0.9960202035250001,0
2022-05-01,0,-1.3111577918968749,1
2022-05-02,4,4.26590065625,3
2022-05-03,10,3.9674290561718744,0
2022-05-04,20,2.258096431554687,0
2022-05-05,20,2.29055765720625,0
2022-05-06,23,5.2056108830234376,1
2022-05-07,1,-3.732997326978125,0
2022-05-08,3,-1.6896652689640619,0
2022-05-09,12,3.926531293017188,0
2022-05-10,32,6.720567211171875,0
2022-05-11,6,6.162869951992187,0
2022-05-12,6,-0.6844173319750002,0
2022-05-13,10,-1.2852713399921871,0
2022-05-14,2,-2.3199945502890627,1
2022-05-15,13,-1.3421788683624998,2
2022-05-16,11,2.11883336875,0
2022-05-17,37,3.4179863274218745,0
2022-05-18,34,-0.36794420455468835,0
2022-05-19,9,2.293091293248437,0
2022-05-20,5,-1.0652430468906253,0
2022-05-21,1,-1.2150603364625,0
2022-05-22,1,0.33106433603437524,0
2022-05-23,2,9.24713336625,0
2022-05-24,19,0.5469782559531247,0
2022-05-25,40,3.4096079289734376,0
2022-05-26,19,-2.0539429571953125,0
2022-05-27,26,-0.7089762172781247,0
2022-05-28,22,-1.3133437321968748,0
2022-05-29,5,-0.7897053119828124,0
2022-05-30,28,2.423443095734375,11
2022-05-31,40,1.6422523991109368,1
2022-06-01,29,5.418914245609375,1
2022-06-02,30,4.214667910225,1
2022-06-03,64,-0.2503219699125001,0
2022-06-04,11,-2.290608379998437,0
2022-06-05,12,-1.185224250732812,0
2022-06-06,8,3.20560634125,1
2022-06-07,2,6.204002740953125,0
2022-06-08,17,-0.29320809374531276,0
2022-06-09,11,0.6675692391921877,2
2022-06-10,22,-0.11474273123906276,2
2022-06-11,8,-1.6763950429265624,0
2022-06-12,2,-0.8806231896984372,0
2022-06-13,1,7.409275755,0
2022-06-14,0,2.1455066054374994,0
2022-06-15,3,-0.70750229580625,2
2022-06-16,4,1.1392689975906252,7
2022-06-17,2,0.1449050625046875,0
2022-06-18,0,-1.5450781732296874,0
2022-06-19,3,-0.8308399764656247,2
2022-06-20,3,7.4330094975000005,0
2022-06-21,20,5.162152422124999,1
2022-06-22,28,7.404751475309375,0
2022-06-23,7,-1.8191040459453127,0
2022-06-24,26,-1.9650115242624997,0
2022-06-25,5,-1.9010656732296871,0
2022-06-26,12,-1.1764632264656247,0
2022-06-27,29,4.15518466,0
2022-06-28,13,7.835915338374999,2
2022-06-29,4,5.931226111262499,0
2022-06-30,14,-2.710963874034375,0
2022-07-01,2,-1.6618174696078118,0
2022-07-02,9,-1.7118532064640621,0
2022-07-03,10,-1.0528152257328125,0
2022-07-04,30,0.23537750624999998,0
2022-07-05,11,5.098632053671874,0
2022-07-06,32,-1.3975389463203136,0
2022-07-07,15,1.6547032900156247,0
2022-07-08,18,1.4112926603906248,2
2022-07-09,9,-1.58823879323125,2
2022-07-10,6,-0.7488482757328121,0
2022-07-11,73,6.51264980125,0
2022-07-12,23,1.5374505282343742,0
2022-07-13,23,1.7781956749234378,0
2022-07-14,7,0.7394083950875001,0
2022-07-15,31,3.0427771152203125,0
2022-07-16,2,-2.5100721399953123,0
2022-07-17,1,-1.186747277198437,0
2022-07-18,14,0.23730713375000012,0
2022-07-19,17,6.129937187640625,0
2022-07-20,18,3.3421363078078117,0
2022-07-21,20,2.11438334625625,0
2022-07-22,37,-1.783412671978125,0
2022-07-23,14,-1.6129915735265623,0
2022-07-24,16,-0.9427146786640623,0
2022-07-25,19,4.37944268875,0
2022-07-26,19,9.022973441984375,0
2022-07-27,20,4.790411364407811,0
2022-07-28,15,-2.460911424473437,9
2022-07-29,19,1.4198461630250003,8
2022-07-30,6,-2.6196825329296876,4
2022-07-31,4,-1.3573729757328121,0
2022-08-01,11,4.063316893750001,2
2022-08-02,27,3.7824681424218745,1
2022-08-03,29,9.096380860664063,0
2022-08-04,19,-0.950845993951563,4
2022-08-05,10,1.7523542523734381,3
2022-08-06,7,-2.114249943528125,0
2022-08-07,13,-1.8940094654312496,0
2022-08-08,5,2.8457354562500004,0
2022-08-09,23,1.948308923671875,2
2022-08-10,17,-0.29255185175781273,2
2022-08-11,10,1.2480252619156247,0
2022-08-12,7,-0.8532250571062503,0
2022-08-13,14,-1.166205510509375,0
2022-08-14,5,-0.6596232329296874,0
2022-08-15,12,7.578036041767188,0
2022-08-16,4,1.2847790629374995,0
2022-08-17,5,1.70468209500625,0
2022-08-18,8,0.7377602297874999,0
2022-08-19,7,2.0269457494875,0
2022-08-20,5,-2.2080389564640623,1
2022-08-21,7,-1.077861313232812,0
2022-08-22,3,5.27784986,9
2022-08-23,5,1.6542229708749994,2
2022-08-24,8,0.733273144575,0
2022-08-25,0,5.05516420875625,0
2022-08-26,2,-1.0717678982281251,2
2022-08-27,0,-1.956728606760937,0
2022-08-28,3,-1.0598873279312495,0
2022-08-29,7,5.3038346574999995,0
2022-08-30,11,-1.3292987330937507,0
2022-08-31,10,3.645714294790625,2
2022-09-01,7,1.7567735555218746,0
2022-09-02,7,-1.2152768045578126,0
2022-09-03,0,-1.3628213261609374,1
2022-09-04,0,-0.7403847514656248,6
2022-09-05,4,1.494224245,0
2022-09-06,0,2.0103346131562496,2
2022-09-07,20,5.5749927350875,0
2022-09-08,32,2.273923045439062,0
2022-09-09,9,-0.6442062069765626,0
2022-09-10,8,-1.7916383696968747,0
2022-09-11,3,-0.9379433882328122,0
2022-09-12,5,3.364388615,2
2022-09-13,10,7.31948245771875,0
2022-09-14,6,-1.5033427055125,2
2022-09-15,12,4.923764649192188,0
2022-09-16,7,-0.21853202395781324,0
2022-09-17,2,-2.334013999695312,0
2022-09-18,0,-1.1995975264656245,0
2022-09-19,6,4.1955651425000005,0
2022-09-20,34,1.8907866941874998,0
2022-09-21,16,2.787734561178125,1
2022-09-22,3,1.4259523436234374,1
2022-09-23,11,3.641011834925,0
2022-09-24,17,-1.9694652929265626,1
2022-09-25,14,-1.644848052198437,0
2022-09-26,28,6.040838931250001,0
2022-09-27,21,1.2090270086718742,8
2022-09-28,16,-0.4728177519765624,7
2022-09-29,6,-0.8154517567593749,1
2022-09-30,10,-0.29758593822656265,3
2022-10-01,4,-1.0612429772750003,0
2022-10-02,0,-0.6240492336625001,2
2022-10-03,7,0.6014892205171875,11
2022-10-04,1,7.396589412640624,0
2022-10-05,6,1.2454935803078118,0
2022-10-06,16,0.7721747772875003,0
2022-10-07,6,-0.8981633169812497,0
2022-10-08,12,-1.2334803799984373,0
2022-10-09,3,-0.7187762757328122,0
2022-10-10,26,6.49592732625,0
2022-10-11,11,4.5100183932343745,0
2022-10-12,35,3.849010920142187,0
2022-10-13,13,2.4961731433249996,0
2022-10-14,55,-2.3535585769781244,0
2022-10-15,40,-1.892306206464062,0
2022-10-16,15,-1.1277287007328123,0
2022-10-17,22,5.19581629625,0
2022-10-18,39,0.5747120288906244,0
2022-10-19,27,0.9616727487609373,0
2022-10-20,16,2.0847545850109372,0
2022-10-21,12,-0.1437764669734376,0
2022-10-22,12,-1.5946861961624998,0
2022-10-23,19,-0.8109168382328122,0
2022-10-24,16,1.44760302,0
2022-10-25,20,1.9788192906562498,2
2022-10-26,20,0.5514335990562498,4
2022-10-27,6,6.755228790004687,3
2022-10-28,4,-2.010996654260938,2
2022-10-29,3,-1.5250150864624996,0
2022-10-30,3,-0.8242143014656247,0
2022-10-31,4,0.452002365,0
2022-11-01,18,2.28688852021875,0
2022-11-02,26,-1.3336786742625002,2
2022-11-03,14,-0.6219427257296875,2
2022-11-04,15,-0.39180033434062533,0
2022-11-05,1,-0.2747517726281252,0
2022-11-06,6,-0.1260250257328125,0
2022-11-07,13,2.91120013875,0
2022-11-08,16,0.02725146198437478,0
2022-11-09,25,1.3237864364703125,0
2022-11-10,50,0.07574976030156244,0
2022-11-11,3,0.31001250000000014,0
2022-11-12,3,-0.6533232499999999,0
2022-11-13,2,-0.3443878374999999,0
2022-11-14,15,2.76074431625,0
2022-11-15,14,5.916968100953125,0
2022-11-16,20,0.437457383535937,0
2022-11-17,8,-0.9010749830140621,0
2022-11-18,18,-0.21398831698124976,0
2022-11-19,5,0.01674162000156265,0
2022-11-20,1,-0.8764552507328125,0
2022-11-21,17,0.4863388912500002,0
2022-11-22,16,2.320443595953125,0
2022-11-23,3,-0.30692269080781287,0
2022-11-24,9,-0.8891724291765626,0
2022-11-25,5,-0.4225275927140624,0
2022-11-26,11,-0.25812515374843753,0
2022-11-27,8,-0.18206424249843756,0
2022-11-28,7,0.8678964755171875,0
2022-11-29,15,1.603970599484375,0
2022-11-30,24,5.214829162720312,0
2022-12-01,27,2.873873043535937,5
2022-12-02,32,-2.3027459132328123,2
2022-12-03,16,-0.9920452499999994,4
2022-12-04,7,-0.6211963624999999,3
2022-12-05,42,4.55534700125,0
2022-12-06,38,-0.8420776892656252,0
2022-12-07,43,-1.1004848017640623,0
2022-12-08,11,0.38028650419062493,2
2022-12-09,35,-0.7211965632250004,0
2022-12-10,8,-0.36168081616406256,0
2022-12-11,13,-0.20562456249999994,0
2022-12-12,28,0.8417702687499999,0
2022-12-13,18,3.571938892421875,0
2022-12-14,4,2.587925354570312,0
2022-12-15,24,-1.7120406869828124,0
2022-12-16,30,-0.7140392167656247,0
2022-12-17,5,-0.4419536632328124,2
2022-12-18,4,-0.3028118625,0
2022-12-19,1,-0.23096172374999996,0
2022-12-20,0,0.8151707382343749,0
2022-12-21,10,0.5470806247046872,1
2022-12-22,13,0.47715948000624975,2
2022-12-23,11,-0.5188336529312501,0
2022-12-24,0,-0.2046624999999999,0
2022-12-25,1,-0.12938274999999996,0
2022-12-26,0,-0.09316361249999999,0
2022-12-27,12,-0.07195838625,0
2022-12-28,9,-0.05811485301562505,0
2022-12-29,13,-0.048417403748437574,0
2022-12-30,6,-0.02946012999843757,0
2022-12-31,7,-0.013583413232812524,0
2023-01-01,8,0.0,0
2023-01-02,9,5.0,0
2023-01-03,25,-1.5000000000000002,0
2023-01-04,18,1.4750000000000003,0
