,rust-lang/rust,JuliaLang/julia,python/cpython
2018-07-16,83,10,5.0
2018-07-17,65,9,2.5
2018-07-18,78,11,1.2750000000000001
2018-07-19,57,7,0.3825000000000003
2018-07-20,89,10,2.6461875000000004
2018-07-21,42,9,8.102248750000001
2018-07-22,65,10,-0.8947728125000003
2018-07-23,62,9,8.45460443125
2018-07-24,109,14,3.3448542336718745
2018-07-25,82,17,5.511136520523438
2018-07-26,79,13,4.854808199271876
2018-07-27,56,26,-1.438089643229688
2018-07-28,32,12,5.156688231471875
2018-07-29,56,15,1.1195508706624997
2018-07-30,109,9,1.7399313061250004
2018-07-31,108,14,3.9767865608796873
2018-08-01,120,12,3.433843857814063
2018-08-02,64,18,1.34441208898125
2018-08-03,57,8,7.884745342515625
2018-08-04,68,27,-5.715263138140625
2018-08-05,97,6,-0.6267149213218746
2018-08-06,58,17,2.6897614378109376
2018-08-07,104,20,2.1150626300093744
2018-08-08,70,7,-1.0005005785218755
2018-08-09,127,0,1.8683799675125
2018-08-10,46,3,-0.3991678914562504
2018-08-11,52,5,5.193003444415624
2018-08-12,41,3,2.9057539312062497
2018-08-13,53,5,-2.1170346147812498
2018-08-14,125,4,0.2063954959562504
2018-08-15,105,13,1.3190833525078123
2018-08-16,116,11,1.1594219303046873
2018-08-17,44,8,3.1559617214718747
2018-08-18,40,7,-1.4620184277125001
2018-08-19,83,12,3.541243651175
2018-08-20,72,6,-0.36801144197343794
2018-08-21,44,38,0.32039241883750025
2018-08-22,118,9,3.5316849944859374
2018-08-23,72,11,2.6923941394875
2018-08-24,87,3,7.420626128754687
2018-08-25,43,4,7.782239090223437
2018-08-26,57,4,-3.432894876679687
2018-08-27,89,2,4.018142980439063
2018-08-28,61,3,2.1717843903046874
2018-08-29,92,12,8.296736558753125
2018-08-30,98,3,-3.5176134040437503
2018-08-31,78,13,2.826178262507813
2018-09-01,64,5,-0.6737499938203131
2018-09-02,42,5,-0.8365068185156259
2018-09-03,74,3,3.8238915164250002
2018-09-04,39,7,1.9796666636749998
2018-09-05,64,4,-2.0122022032234375
2018-09-06,93,7,0.19889344691562472
2018-09-07,74,4,13.318743877675
2018-09-08,63,9,-3.3744946733093757
2018-09-09,47,4,-2.7894941021937494
2018-09-10,69,6,11.484803121770312
2018-09-11,85,6,26.078627641690623
2018-09-12,71,11,8.582468188025
2018-09-13,76,7,5.441138232070315
2018-09-14,44,7,16.35712982198594
2018-09-15,69,1,-9.60463287545
2018-09-16,50,3,-4.8447335945234355
2018-09-17,51,13,12.305676877284377
2018-09-18,61,17,5.732060945796874
2018-09-19,45,5,0.5823841332390618
2018-09-20,86,1,0.0017752994703128522
2018-09-21,50,5,3.291369562093749
2018-09-22,57,3,0.22841795611874893
2018-09-23,43,1,1.2264658956499996
2018-09-24,41,7,6.765170848020313
2018-09-25,51,8,10.37149514351875
2018-09-26,87,6,-3.6072308109265627
2018-09-27,35,2,1.3709165851000007
2018-09-28,37,9,-0.3357973752046881
2018-09-29,66,6,1.4710740889796874
2018-09-30,59,7,-0.5005181496890625
2018-10-01,51,7,1.219359408759375
2018-10-02,64,10,4.19594430618125
2018-10-03,42,12,-0.6371527838109383
2018-10-04,62,30,2.3702026787125003
2018-10-05,82,14,7.176861888975
2018-10-06,48,7,0.586845197290625
2018-10-07,30,2,-2.4597417580093746
2018-10-08,76,6,7.935684401039063
2018-10-09,76,5,2.740473139489062
2018-10-10,76,2,0.9537381959593745
2018-10-11,58,5,0.5109272133234377
2018-10-12,69,1,7.001043876473438
2018-10-13,76,3,2.3594085349296865
2018-10-14,54,6,1.7361621350937497
2018-10-15,123,6,2.124416192070313
2018-10-16,69,11,0.21153819036093768
2018-10-17,63,8,0.7997790315624997
2018-10-18,73,11,3.0908780535421876
2018-10-19,67,15,17.638740791773436
2018-10-20,54,7,7.0075415881625
2018-10-21,36,3,0.1580690328125005
2018-10-22,52,9,-2.981567285723436
2018-10-23,57,5,7.000052675009376
2018-10-24,58,5,2.321915633540625
2018-10-25,122,13,5.778913975006251
2018-10-26,77,3,10.950340860225
2018-10-27,49,4,-3.1474657877250003
2018-10-28,61,1,12.667374043126562
2018-10-29,61,6,4.7402242586328125
2018-10-30,70,11,2.3517403825906253
2018-10-31,62,8,1.234801448379688
2018-11-01,96,13,1.024237796564062
2018-11-02,62,12,-1.3140661565343752
2018-11-03,71,2,-1.1321518743265626
2018-11-04,37,3,7.690813751214062
2018-11-05,99,4,-0.20485065169531413
2018-11-06,53,8,4.97108985635625
2018-11-07,81,6,15.231155732817188
2018-11-08,56,4,-5.262120482703125
2018-11-09,49,4,5.571288744278126
2018-11-10,85,5,-1.4866158184421874
2018-11-11,60,0,3.073869623021875
2018-11-12,38,1,4.650399244629687
2018-11-13,63,3,5.971180406860938
2018-11-14,36,6,1.2208519204453125
2018-11-15,67,3,-0.9199840006578128
2018-11-16,123,7,3.239001147546875
2018-11-17,34,3,-1.0840822898546882
2018-11-18,47,8,-1.022629928140625
2018-11-19,52,13,-1.2923673715406245
2018-11-20,72,6,7.302011107729687
2018-11-21,108,9,2.224751780232812
2018-11-22,61,5,7.526664554579687
2018-11-23,42,4,8.073762736557812
2018-11-24,61,2,-5.072086966540625
2018-11-25,63,4,0.9681332970734386
2018-11-26,56,8,15.000402290520313
2018-11-27,127,6,6.91812056801875
2018-11-28,47,14,-0.2808327441234377
2018-11-29,84,12,1.4399375065609377
2018-11-30,103,21,5.96432421493125
2018-12-01,18,4,-3.0166350872640635
2018-12-02,57,4,-2.856066708792187
2018-12-03,79,8,4.497067467204688
2018-12-04,82,7,4.198188325287498
2018-12-05,59,12,13.595647323340625
2018-12-06,74,9,2.52408154363125
2018-12-07,57,10,3.8385487412609383
2018-12-08,57,3,-4.000222210801562
2018-12-09,57,4,1.4153419928921882
2018-12-10,73,6,6.382835727285937
2018-12-11,78,12,6.961738354407812
2018-12-12,86,13,-1.1211646792546883
2018-12-13,53,8,-3.4320825701437503
2018-12-14,80,5,7.271370681653125
2018-12-15,57,0,-4.6305726599843755
2018-12-16,40,2,0.8378619403906256
2018-12-17,56,9,11.74074275220625
2018-12-18,50,8,4.483078918679686
2018-12-19,117,3,2.6098755352343748
2018-12-20,86,8,6.102362058628126
2018-12-21,79,9,-1.6598022704296875
2018-12-22,75,4,0.10909833161093818
2018-12-23,54,0,2.5883594714218754
2018-12-24,38,1,4.316609892203125
2018-12-25,60,2,0.6055833380828126
2018-12-26,52,3,3.2667863695843753
2018-12-27,76,3,-0.0253573277031256
2018-12-28,61,0,3.815614764715625
2018-12-29,73,4,2.196486817376562
2018-12-30,72,3,1.3794301875062502
2018-12-31,50,1,9.667151793975
2019-01-01,60,0,-5.6482851197718755
2019-01-02,83,9,5.474607994059376
2019-01-03,89,7,-0.970483216023438
2019-01-04,68,12,-1.8416906009421874
2019-01-05,70,3,-0.8729818752906249
2019-01-06,63,7,2.5074182255265622
2019-01-07,82,9,0.8699218780249995
2019-01-08,91,7,6.030615465882812
2019-01-09,51,9,2.5790321004734373
2019-01-10,45,8,3.783963332125
2019-01-11,44,7,2.3560959075906247
2019-01-12,80,8,4.528831569785938
2019-01-13,107,3,-1.100368812498437
2019-01-14,69,4,-0.8766680015453119
2019-01-15,67,2,6.766676081771875
2019-01-16,46,5,-1.0325951538234381
2019-01-17,45,2,3.2014368022937503
2019-01-18,82,4,6.68738621074375
2019-01-19,99,3,-4.6412479707234375
2019-01-20,55,1,-0.10691750977187464
2019-01-21,72,5,3.0711244838406246
2019-01-22,102,8,2.3970917755203125
2019-01-23,61,9,3.19218322639375
2019-01-24,76,5,-0.21925813689218776
2019-01-25,92,8,2.5866637222078124
2019-01-26,111,1,-0.808243122053125
2019-01-27,82,0,0.01677075767187519
2019-01-28,65,5,0.3507468852187501
2019-01-29,59,9,0.44000479595624986
2019-01-30,72,1,3.5111868700078124
2019-01-31,66,11,3.694780999492187
2019-02-01,107,11,7.14575577655625
2019-02-02,37,8,4.728124403973437
2019-02-03,69,6,1.448600227804688
2019-02-04,47,3,1.1270272175031253
2019-02-05,79,7,2.5413143800031257
2019-02-06,66,5,-2.6340568037468746
2019-02-07,131,11,2.8109400722062503
2019-02-08,93,6,1.0965881332421872
2019-02-09,68,3,1.2753554641968745
2019-02-10,75,1,2.3551434617812497
2019-02-11,83,6,1.159484686560937
2019-02-12,78,4,1.429840181775
2019-02-13,106,11,3.504430046992187
2019-02-14,72,17,3.9370194850875
2019-02-15,41,4,4.460829207939062
2019-02-16,53,6,3.904811659273438
2019-02-17,60,0,-1.3221063387437493
2019-02-18,112,4,2.0218712182406255
2019-02-19,42,4,7.832720046773438
2019-02-20,87,2,-0.95711219999375
2019-02-21,70,3,8.520708730225
2019-02-22,54,4,-0.4950158367562505
2019-02-23,83,4,0.9680128457453128
2019-02-24,90,4,6.3644700762625
2019-02-25,58,2,10.069495687590624
2019-02-26,48,2,0.17325721522343684
2019-02-27,81,11,-0.21717414558593706
2019-02-28,37,4,-0.23454226012343682
2019-03-01,50,9,17.50281506463125
