,golang/go,rust-lang/rust,nim-lang/Nim
2010-07-16,7,23.0,0
2010-07-17,5,-14.100000000000005,0
2010-07-18,0,2.1850000000000005,0
2010-07-19,7,6.5435,0
2010-07-20,5,7.277262499999999,0
2010-07-21,14,-4.882471750000002,6
2010-07-22,5,1.8928686624999997,3
2010-07-23,2,1.9236973837499978,4
2010-07-24,0,-10.879163523109376,0
2010-07-25,3,-2.6466285921921866,0
2010-07-26,12,11.631759466153126,0
2010-07-27,11,-8.998996569696876,0
2010-07-28,4,3.3100914492156255,0
2010-07-29,10,26.68378863895781,1
2010-07-30,14,-23.66307373031094,0
2010-07-31,0,-3.0380116128296866,0
2010-08-01,1,-2.5629329770187494,1
2010-08-02,1,-0.17998236624999953,0
2010-08-03,19,0.5224086332968754,0
2010-08-04,4,13.931443848339063,1
2010-08-05,15,-2.822848353470315,0
2010-08-06,7,-3.381558496259375,0
2010-08-07,2,4.5565248392,0
2010-08-08,0,-7.407387874265627,3
2010-08-09,7,15.470657443373439,0
2010-08-10,12,-6.670333139265628,0
2010-08-11,5,4.534510551092187,1
2010-08-12,17,-2.4290609352531263,2
2010-08-13,7,-3.9994518606656255,0
2010-08-14,2,-4.876773944717188,1
2010-08-15,1,-1.5546468957890618,0
2010-08-16,7,2.0789908244687503,4
2010-08-17,9,0.30432887409218745,3
2010-08-18,5,20.1451217808625,0
2010-08-19,9,-12.806391451323442,0
2010-08-20,3,16.40168873635625,0
2010-08-21,1,-16.074181640075004,0
2010-08-22,2,-3.9066030090062487,0
2010-08-23,4,-1.6730299537499993,2
2010-08-24,7,11.974990010953125,0
2010-08-25,21,6.188869244823437,0
2010-08-26,19,-1.0796525292390644,0
2010-08-27,10,2.942831001776561,0
2010-08-28,0,-9.323748469100002,3
2010-08-29,3,-4.898118205049999,0
2010-08-30,7,-1.7090840053765617,0
2010-08-31,9,3.9702161962500004,0
2010-09-01,9,-3.214560622953125,0
2010-09-02,13,-1.7583427856453122,0
2010-09-03,7,3.3149030427875004,0
2010-09-04,5,-3.1795377954875006,0
2010-09-05,1,-0.6384213855687498,0
2010-09-06,1,-0.2790959411296874,0
2010-09-07,14,3.83612744375,0
2010-09-08,8,12.084668902421875,0
2010-09-09,17,-7.006801926148441,0
2010-09-10,19,-1.6004629478765624,0
2010-09-11,7,-3.3366640470625004,0
2010-09-12,16,0.01755432849375027,2
2010-09-13,10,-0.24965819999999983,0
2010-09-14,10,3.8243424075,0
2010-09-15,6,0.07814167168749941,1
2010-09-16,14,12.394117909509376,1
2010-09-17,3,-12.03832430646094,0
2010-09-18,2,-2.0685293193031242,0
2010-09-19,3,-0.9586850298796872,2
2010-09-20,16,0.43370863698437523,2
2010-09-21,5,10.914013551607813,1
2010-09-22,17,-0.7833533067046901,0
2010-09-23,12,-3.1148506314453135,0
2010-09-24,29,3.64584214024375,0
2010-09-25,2,-6.810973936025001,0
2010-09-26,0,-1.4508818624999995,0
2010-09-27,12,2.2353441112500003,0
2010-09-28,10,2.4028191232343747,0
2010-09-29,14,-3.1721206940640627,0
2010-09-30,16,3.3711773363562503,0
2010-10-01,5,-2.0633362000750006,0
2010-10-02,0,-1.2360815156312501,0
2010-10-03,1,-1.3350016805125,0
2010-10-04,3,0.5659373212500002,0
2010-10-05,2,1.034480658453125,0
2010-10-06,13,3.3082122112921875,0
2010-10-07,13,-0.8816671448984383,0
2010-10-08,2,3.1838462082953125,0
2010-10-09,1,4.133857223335937,0
2010-10-10,0,-5.263569960018751,0
2010-10-11,11,-0.8229278066265624,0
2010-10-12,16,8.683731348234375,0
2010-10-13,9,-1.444780097657814,0
2010-10-14,10,1.49504981416875,0
2010-10-15,10,-5.142009994679688,0
2010-10-16,2,-2.0521230229734373,0
2010-10-17,4,-1.7928814156499997,0
2010-10-18,14,8.250346525579687,0
2010-10-19,7,-1.7523785730343766,0
2010-10-20,17,-0.7634158864250002,2
2010-10-21,17,11.031044410998437,0
2010-10-22,12,0.4850019157390584,0
2010-10-23,0,-2.5152226552937513,7
2010-10-24,1,-7.864208110018751,0
2010-10-25,11,-1.999691454126562,1
2010-10-26,14,3.9002875003593758,1
2010-10-27,8,-2.230363787217188,1
2010-10-28,14,5.588382557304688,0
2010-10-29,7,-6.383550212990626,0
2010-10-30,4,-1.315082844335937,3
2010-10-31,4,-0.6335068586437498,1
2010-11-01,18,-0.35358715551249986,5
2010-11-02,6,1.7902645812500002,1
2010-11-03,6,7.445369463671875,0
2010-11-04,10,-3.629637297914064,0
2010-11-05,14,4.793002320121875,0
2010-11-06,4,2.575296656987499,0
2010-11-07,0,-7.546497000000001,2
2010-11-08,6,0.43235752500000046,0
2010-11-09,5,-0.20071459000000003,0
2010-11-10,9,-1.1198079597812498,0
2010-11-11,4,0.6381110421062501,0
2010-11-12,8,1.0893462563140623,0
2010-11-13,3,-1.603667821504688,0
2010-11-14,0,5.694268326096875,0
2010-11-15,0,-4.308444188389064,0
2010-11-16,0,-0.6393929635312499,0
2010-11-17,2,-1.262310123034375,0
2010-11-18,8,0.5738834874812502,2
2010-11-19,5,3.0462414548421872,0
