,golang/go,pote/gpm,masterminds/glide
2014-08-09,0.0,0,0
2014-08-10,0.0,0,0
2014-08-11,10.0,0,1
2014-08-12,35.0,0,0
2014-08-13,29.8,0,0
2014-08-14,6.959999999999999,0,0
2014-08-15,3.247999999999996,0,0
2014-08-16,-3.1625600000000036,0,0
2014-08-17,-5.049920000000002,0,0
2014-08-18,5.603699199999998,0,0
2014-08-19,18.59869184,0,0
2014-08-20,-2.4288046079999974,0,1
2014-08-21,14.067930419200001,0,2
2014-08-22,3.375950028800002,0,0
2014-08-23,-1.2274317312000003,0,0
2014-08-24,8.341629747199999,0,0
2014-08-25,30.3618397184,0,0
2014-08-26,1.4058680320000008,0,1
2014-08-27,2.1183176703999997,0,0
2014-08-28,27.2500267008,0,0
2014-08-29,15.08287232,0,0
2014-08-30,5.9709927424,0,0
2014-08-31,-7.467668992000004,0,0
2014-09-01,9.941694054399997,0,0
2014-09-02,10.4460567552,0,0
2014-09-03,6.754817024,0,0
2014-09-04,16.3418699776,0,0
2014-09-05,9.597416550400002,0,0
2014-09-06,-0.1286776831999994,0,0
2014-09-07,4.0861921279999995,0,0
2014-09-08,22.5506082816,0,0
2014-09-09,8.2218295296,0,0
2014-09-10,-3.986915840000001,0,0
2014-09-11,5.785272115199999,0,0
2014-09-12,11.4942403584,2,0
2014-09-13,-6.6436836351999995,0,0
2014-09-14,-0.5373356032000012,6,0
2014-09-15,9.0473863168,0,0
2014-09-16,18.610885120000003,1,0
2014-09-17,5.975731404800002,0,0
2014-09-18,8.080186675199998,0,2
2014-09-19,16.0802955264,0,3
2014-09-20,-7.666272358399999,0,0
2014-09-21,-2.964032716800002,0,0
2014-09-22,4.225485823999999,0,4
2014-09-23,1.5583464448000006,0,0
2014-09-24,17.8436078592,0,1
2014-09-25,9.870157004800001,0,15
2014-09-26,14.883346636799999,0,20
2014-09-27,-6.3462813696,0,0
2014-09-28,-2.9155340288000016,2,2
2014-09-29,11.403125247999998,0,4
2014-09-30,17.3310022656,0,3
2014-10-01,5.0205980672,0,3
2014-10-02,3.044542975999999,0,0
2014-10-03,3.8201143296,0,6
2014-10-04,-0.7317110783999992,0,0
2014-10-05,-2.4961659904000006,0,0
2014-10-06,15.725903257599999,0,0
2014-10-07,7.764345241600001,0,2
2014-10-08,7.669695590400001,0,1
2014-10-09,5.5770780672,0,0
2014-10-10,-3.0075132928000006,0,0
2014-10-11,-0.13029724160000056,0,0
2014-10-12,-1.6111881216000006,0,0
2014-10-13,3.1279115263999993,0,0
2014-10-14,3.670834073600001,2,0
2014-10-15,16.343875276800002,0,4
2014-10-16,4.793598668800001,0,5
2014-10-17,4.5829577728,0,4
2014-10-18,-2.0784272384000007,0,0
2014-10-19,2.421211443199999,0,0
2014-10-20,13.327813836799999,0,5
2014-10-21,2.1721245696,0,6
2014-10-22,6.108407295999999,0,1
2014-10-23,-1.2483810303999991,0,0
2014-10-24,6.0247271424,0,1
2014-10-25,-2.5539563519999997,0,3
2014-10-26,-1.1312459776000008,0,0
2014-10-27,15.421133619199999,0,1
2014-10-28,16.477666816000003,0,0
2014-10-29,15.5977988096,0,0
2014-10-30,8.5790620672,0,1
2014-10-31,2.0946380799999993,0,0
2014-11-01,-3.479964979200002,0,0
2014-11-02,-2.6542841856000017,0,0
2014-11-03,5.364991897599999,0,0
2014-11-04,0.4510688256000006,0,0
2014-11-05,5.001606451200001,0,0
2014-11-06,10.578255257600002,0,0
2014-11-07,-0.6240631807999986,0,0
2014-11-08,-2.0259692544000005,0,0
2014-11-09,5.1156993023999995,0,0
2014-11-10,10.3968566272,0,0
2014-11-11,21.941387673599998,0,0
2014-11-12,8.7095333888,0,0
2014-11-13,0.35159562239999875,0,0
2014-11-14,16.0671295488,0,0
2014-11-15,-5.1256180736,0,0
2014-11-16,-0.06586255360000237,0,0
2014-11-17,6.523844505599999,0,0
2014-11-18,6.658366771200001,0,0
2014-11-19,1.2545328128000017,0,0
2014-11-20,5.1526296576,0,0
2014-11-21,9.0573136896,0,0
2014-11-22,-0.7379560447999989,0,0
2014-11-23,-2.3171226624000005,0,0
2014-11-24,1.9239104511999994,0,0
2014-11-25,1.7588547584,0,0
2014-11-26,-2.2027458559999995,0,0
2014-11-27,-1.2891480064,0,0
2014-11-28,-0.8580040703999996,0,0
2014-11-29,-0.623944089599999,0,0
2014-11-30,-0.4204383231999994,0,0
2014-12-01,1.7863128064000002,0,0
2014-12-02,1.4622729216000003,0,1
2014-12-03,1.3325717504000003,0,0
2014-12-04,1.2941225984,0,0
2014-12-05,10.2768,0,0
2014-12-06,1.4257280000000003,1,0
2014-12-07,-1.9351296000000007,0,0
2014-12-08,11.95901696,0,0
2014-12-09,3.683841536,0,0
2014-12-10,4.0162788352,0,0
2014-12-11,6.0015716351999995,0,0
2014-12-12,8.545576755199999,1,0
2014-12-13,-0.2740784127999998,0,0
2014-12-14,-0.066240102400001,0,0
2014-12-15,1.6099216383999995,0,0
2014-12-16,6.686447104,0,0
2014-12-17,-1.2699937791999996,0,0
2014-12-18,18.8995704832,0,0
2014-12-19,1.4953812992000008,0,0
2014-12-20,4.005586022399999,0,0
2014-12-21,-1.8047024128000002,0,0
2014-12-22,24.5227213824,1,1
2014-12-23,14.9963870208,0,0
2014-12-24,-2.7457770496,1,0
2014-12-25,-3.966950297600002,0,0
2014-12-26,1.7767299072,0,1
2014-12-27,-1.2875137024,0,0
2014-12-28,4.6343898112,0,0
2014-12-29,3.0037347328,0,0
2014-12-30,4.062525235200001,2,0
2014-12-31,-0.1691445247999983,0,0
2015-01-01,3.8003930112000006,0,0
2015-01-02,4.641422336,1,0
2015-01-03,-0.6736789504000003,0,0
2015-01-04,5.140265983999999,0,0
2015-01-05,8.4555773952,0,0
2015-01-06,18.4021988352,6,0
2015-01-07,18.7891649536,0,2
2015-01-08,9.050717491199999,0,1
2015-01-09,0.712569036799998,0,2
2015-01-10,-2.5324811264000013,0,0
2015-01-11,-1.9170567168000012,1,0
2015-01-12,9.005119795199999,0,0
2015-01-13,3.4644298752000005,0,0
2015-01-14,16.8147618816,0,0
