,flutter/flutter,facebook/react-native,NativeScript/NativeScript
2015-06-01,2.0467071533203125,13,7
2015-06-02,7.82861328125,18,11
2015-06-03,4.113739013671875,24,9
2015-06-04,9.155746459960938,7,3
2015-06-05,-6.2797088623046875,9,2
2015-06-06,-5.2547607421875,5,0
2015-06-07,-2.247406005859375,5,0
2015-06-08,7.59814453125,9,4
2015-06-09,4.500762939453125,17,3
2015-06-10,5.1127166748046875,10,3
2015-06-11,4.607635498046875,20,11
2015-06-12,-4.359588623046875,42,4
2015-06-13,-2.7386474609375,3,0
2015-06-14,-3.90789794921875,0,0
2015-06-15,3.12646484375,17,10
2015-06-16,6.236663818359375,9,3
2015-06-17,3.4320220947265625,11,19
2015-06-18,4.777252197265625,11,33
2015-06-19,-4.513519287109375,14,1
2015-06-20,-4.9079742431640625,7,0
2015-06-21,-2.1104278564453125,1,0
2015-06-22,8.689437866210938,19,0
2015-06-23,5.083953857421875,13,2
2015-06-24,2.5479278564453125,17,2
2015-06-25,5.484588623046875,22,9
2015-06-26,1.841217041015625,6,14
2015-06-27,-8.63641357421875,4,0
2015-06-28,-3.12762451171875,1,0
2015-06-29,-0.85546875,4,9
2015-06-30,0.20159912109375,13,5
2015-07-01,-0.10662841796875,11,9
2015-07-02,-0.9984893798828125,7,4
2015-07-03,-1.37060546875,9,4
2015-07-04,-0.6413116455078125,0,0
2015-07-05,-0.3358306884765625,1,0
2015-07-06,7.84912109375,10,22
2015-07-07,-3.113677978515625,15,18
2015-07-08,2.4101715087890625,16,6
2015-07-09,-0.689117431640625,15,10
2015-07-10,0.090087890625,17,9
2015-07-11,-1.7687225341796875,0,0
2015-07-12,-0.72265625,0,0
2015-07-13,-0.4619140625,12,6
2015-07-14,0.664306640625,19,11
2015-07-15,-0.760528564453125,17,23
2015-07-16,7.7384796142578125,10,17
2015-07-17,13.83544921875,14,4
2015-07-18,-2.087066650390625,1,0
2015-07-19,-6.799163818359375,0,0
2015-07-20,7.5419921875,8,12
2015-07-21,27.56201171875,17,6
2015-07-22,9.768157958984375,9,10
2015-07-23,10.897293090820312,12,6
2015-07-24,-0.199462890625,15,14
2015-07-25,-12.74090576171875,4,0
2015-07-26,-10.256195068359375,0,0
2015-07-27,13.9254150390625,22,11
2015-07-28,2.14447021484375,11,12
2015-07-29,4.631805419921875,11,8
2015-07-30,17.5721435546875,13,10
2015-07-31,-7.5044708251953125,6,11
2015-08-01,-9.265884399414062,6,0
2015-08-02,-5.344940185546875,4,0
2015-08-03,12.332489013671875,7,25
2015-08-04,6.805450439453125,9,12
2015-08-05,-0.0750579833984375,4,1
2015-08-06,5.8476715087890625,8,6
2015-08-07,26.148422241210938,16,13
2015-08-08,-17.219345092773438,4,0
2015-08-09,-11.012557983398438,0,0
2015-08-10,21.955078125,8,5
2015-08-11,33.273193359375,17,8
2015-08-12,-19.694076538085938,9,7
2015-08-13,14.9307861328125,18,11
2015-08-14,-4.6910552978515625,19,4
2015-08-15,-16.437759399414062,5,0
2015-08-16,-6.8677215576171875,1,0
2015-08-17,21.928024291992188,10,0
2015-08-18,4.130889892578125,8,6
2015-08-19,13.543502807617188,15,2
2015-08-20,5.85345458984375,21,1
2015-08-21,-2.6773223876953125,20,1
2015-08-22,-6.60455322265625,3,0
2015-08-23,-10.648361206054688,0,1
2015-08-24,16.1748046875,2,4
2015-08-25,35.30511474609375,29,7
2015-08-26,13.512603759765625,17,3
2015-08-27,-6.549041748046875,14,6
2015-08-28,2.6269073486328125,6,18
2015-08-29,-10.3270263671875,1,0
2015-08-30,-7.8784942626953125,3,0
2015-08-31,14.507766723632812,14,5
2015-09-01,-2.016632080078125,21,12
2015-09-02,6.9560394287109375,13,8
2015-09-03,12.592880249023438,15,12
2015-09-04,3.4241790771484375,19,26
2015-09-05,-15.069122314453125,5,3
2015-09-06,-8.048599243164062,7,0
2015-09-07,-4.0999298095703125,8,7
2015-09-08,5.342498779296875,15,0
2015-09-09,5.108673095703125,17,8
2015-09-10,3.2660064697265625,13,11
2015-09-11,11.793563842773438,10,6
2015-09-12,-12.844467163085938,9,1
2015-09-13,-4.940673828125,1,1
2015-09-14,8.508209228515625,14,7
2015-09-15,-3.1260528564453125,26,6
2015-09-16,24.443527221679688,33,7
2015-09-17,7.4058380126953125,12,7
2015-09-18,7.04840087890625,22,21
2015-09-19,-7.691497802734375,7,1
2015-09-20,-10.209976196289062,6,0
2015-09-21,8.749343872070312,7,6
2015-09-22,17.853057861328125,25,0
2015-09-23,14.008773803710938,29,5
2015-09-24,4.010284423828125,35,5
2015-09-25,18.453384399414062,18,10
2015-09-26,-15.9842529296875,5,0
2015-09-27,-11.71160888671875,0,0
2015-09-28,-3.1251220703125,3,5
2015-09-29,16.901504516601562,14,11
2015-09-30,19.123260498046875,12,17
2015-10-01,18.82635498046875,29,22
2015-10-02,-11.69586181640625,24,5
2015-10-03,-3.04473876953125,7,0
2015-10-04,-13.993820190429688,2,0
2015-10-05,19.232803344726562,24,11
2015-10-06,18.922317504882812,20,6
2015-10-07,-11.157333374023438,18,7
2015-10-08,9.180328369140625,22,6
2015-10-09,4.5687713623046875,30,18
2015-10-10,-6.3726806640625,9,1
2015-10-11,-8.798355102539062,0,0
2015-10-12,17.435562133789062,24,10
2015-10-13,9.497329711914062,35,12
2015-10-14,0.070709228515625,40,17
2015-10-15,3.781768798828125,9,20
2015-10-16,0.8413238525390625,27,12
2015-10-17,-10.725067138671875,5,0
2015-10-18,-3.8133087158203125,5,0
2015-10-19,21.01739501953125,21,10
2015-10-20,1.359527587890625,26,10
2015-10-21,5.4244537353515625,37,17
2015-10-22,0.59356689453125,24,13
2015-10-23,13.385848999023438,19,6
2015-10-24,-13.778656005859375,7,0
2015-10-25,-9.004440307617188,1,0
2015-10-26,33.61541748046875,25,4
2015-10-27,0.097991943359375,34,2
2015-10-28,5.1357879638671875,34,10
2015-10-29,12.968536376953125,22,20
2015-10-30,-9.19964599609375,23,20
2015-10-31,-10.319549560546875,11,0
2015-11-01,-7.2018280029296875,0,0
2015-11-02,14.229629516601562,16,29
2015-11-03,26.44586181640625,28,14
2015-11-04,7.841827392578125,22,6
2015-11-05,-2.5181884765625,28,8
2015-11-06,1.3446807861328125,24,30
2015-11-07,-3.2613372802734375,9,0
2015-11-08,-9.728866577148438,3,0
2015-11-09,7.141998291015625,21,18
2015-11-10,18.225204467773438,27,27
2015-11-11,4.1170806884765625,18,9
2015-11-12,8.180465698242188,13,12
2015-11-13,6.696258544921875,21,5
2015-11-14,-16.755599975585938,10,0
2015-11-15,-9.5938720703125,0,0
2015-11-16,14.039520263671875,16,9
2015-11-17,18.241424560546875,29,10
2015-11-18,3.7336273193359375,33,10
2015-11-19,5.197845458984375,13,2
2015-11-20,14.187896728515625,22,2
2015-11-21,-14.442977905273438,2,0
2015-11-22,-2.6467437744140625,2,0
2015-11-23,4.23321533203125,25,20
2015-11-24,8.501739501953125,37,7
2015-11-25,4.2540435791015625,16,15
2015-11-26,3.0848846435546875,28,6
2015-11-27,-13.4642333984375,14,11
2015-11-28,-4.899444580078125,1,0
2015-11-29,-0.7395782470703125,4,0
2015-11-30,10.434463500976562,19,7
2015-12-01,6.22332763671875,25,10
2015-12-02,8.591690063476562,25,10
2015-12-03,9.013442993164062,23,5
2015-12-04,22.764495849609375,8,10
2015-12-05,1.9921112060546875,6,0
2015-12-06,-21.451324462890625,6,0
2015-12-07,22.098175048828125,11,3
2015-12-08,12.252166748046875,22,10
2015-12-09,2.9618377685546875,17,3
2015-12-10,6.7799072265625,22,10
2015-12-11,-13.123321533203125,18,4
2015-12-12,-5.8918914794921875,14,8
2015-12-13,-9.659835815429688,11,0
2015-12-14,22.323593139648438,22,11
2015-12-15,13.50372314453125,36,9
2015-12-16,5.366058349609375,27,9
2015-12-17,-8.95416259765625,17,3
2015-12-18,-6.618499755859375,18,7
2015-12-19,-8.446258544921875,5,0
2015-12-20,-0.0169830322265625,7,0
2015-12-21,2.3577117919921875,9,4
2015-12-22,-2.905242919921875,8,6
2015-12-23,-4.1209259033203125,28,2
2015-12-24,0.063262939453125,10,0
2015-12-25,-1.09466552734375,3,0
2015-12-26,1.6608123779296875,7,0
2015-12-27,-2.105499267578125,2,0
2015-12-28,3.2576904296875,5,1
2015-12-29,-0.464874267578125,16,0
2015-12-30,1.1988067626953125,22,0
2015-12-31,1.8325042724609375,6,0
2016-01-01,-2.76007080078125,4,0
2016-01-02,9.041748046875,4,0
2016-01-03,-5.5540924072265625,5,0
2016-01-04,6.3735198974609375,24,2
2016-01-05,3.1195068359375,22,0
2016-01-06,9.4091796875,37,0
2016-01-07,20.60101318359375,31,1
2016-01-08,-1.9776763916015625,18,3
2016-01-09,-8.42352294921875,7,0
2016-01-10,-0.47467041015625,3,0
2016-01-11,22.890899658203125,7,11
2016-01-12,4.825927734375,17,16
2016-01-13,-6.3692626953125,12,10
2016-01-14,3.244659423828125,14,4
2016-01-15,2.4074554443359375,16,8
2016-01-16,-3.542144775390625,6,0
2016-01-17,-9.339141845703125,4,0
2016-01-18,8.949508666992188,18,6
2016-01-19,7.8760833740234375,10,13
2016-01-20,14.0,22,12
2016-01-21,5.8721466064453125,34,3
2016-01-22,3.9370269775390625,17,5
2016-01-23,-11.524581909179688,6,0
2016-01-24,-0.5910491943359375,1,2
2016-01-25,3.7968292236328125,14,8
2016-01-26,7.260955810546875,10,16
2016-01-27,7.4754486083984375,15,5
2016-01-28,3.3486480712890625,14,3
2016-01-29,-0.27569580078125,26,4
2016-01-30,-8.262680053710938,3,0
2016-01-31,2.2093353271484375,6,0
2016-02-01,4.1737213134765625,22,10
2016-02-02,7.657470703125,25,8
2016-02-03,13.853546142578125,24,12
2016-02-04,8.639602661132812,11,14
2016-02-05,-2.788818359375,11,11
2016-02-06,1.504119873046875,18,0
2016-02-07,-13.701690673828125,5,1
2016-02-08,5.569976806640625,20,5
2016-02-09,29.101638793945312,20,13
2016-02-10,3.256866455078125,21,15
2016-02-11,7.8520660400390625,8,17
2016-02-12,35.735321044921875,25,9
2016-02-13,-17.161102294921875,3,1
2016-02-14,-0.039306640625,3,1
2016-02-15,-4.373291015625,10,15
2016-02-16,4.405792236328125,19,5
2016-02-17,15.901046752929688,16,7
2016-02-18,-15.652435302734375,15,17
2016-02-19,11.506500244140625,19,9
2016-02-20,-9.042449951171875,4,0
2016-02-21,0.6474456787109375,1,0
2016-02-22,8.026077270507812,15,4
2016-02-23,7.8567352294921875,10,7
2016-02-24,4.7458953857421875,23,24
2016-02-25,25.576324462890625,12,15
2016-02-26,10.893630981445312,30,1
2016-02-27,-4.7340087890625,3,3
