,php/php-src,python/cpython,ruby/ruby
2012-02-05,27,25,2.0
2012-02-06,16,12,0.7999999999999998
2012-02-07,6,6,5.81
2012-02-08,7,21,14.298
2012-02-09,1,13,14.160174999999999
2012-02-10,0,12,0.501103999999998
2012-02-11,0,10,8.386084225
2012-02-12,5,23,0.9670125950000004
2012-02-13,2,17,7.482946352718752
2012-02-14,19,18,8.069786116912502
2012-02-15,0,37,17.811718375620313
2012-02-16,7,23,1.6594420120499995
2012-02-17,1,14,11.636710239960937
2012-02-18,6,12,10.139814670378126
2012-02-19,2,22,8.08046361098594
2012-02-20,7,56,10.14619564434375
2012-02-21,3,62,8.979152662751563
2012-02-22,4,29,19.948296209520315
2012-02-23,4,45,14.837603308078126
2012-02-24,4,13,14.734866724203126
2012-02-25,21,25,10.667081416351563
2012-02-26,3,37,-2.100247325956248
2012-02-27,2,21,12.303628522610941
2012-02-28,3,12,9.631068160401565
2012-02-29,5,17,5.622606159595316
2012-03-01,11,9,0.022707853959376578
2012-03-02,51,13,12.799147028126566
2012-03-03,6,6,5.0640306357703135
2012-03-04,21,26,1.521299276582814
2012-03-05,19,41,18.122830729679688
2012-03-06,19,19,8.81071368594375
2012-03-07,5,13,2.989248589007813
2012-03-08,16,17,6.652404823642188
2012-03-09,2,11,3.634286844379689
2012-03-10,3,11,1.9435961271578144
2012-03-11,31,6,14.24597967283594
2012-03-12,11,41,8.281054852650001
2012-03-13,3,46,10.35991614954375
2012-03-14,6,57,16.101832403093752
2012-03-15,3,45,18.469421550225
2012-03-16,2,39,21.83362634014375
2012-03-17,9,52,-4.965363285917189
2012-03-18,6,14,8.189947105221878
2012-03-19,26,8,1.9183815103562525
2012-03-20,24,9,-0.5207228724968709
2012-03-21,36,20,1.1253445491515652
2012-03-22,37,27,15.36295582723594
2012-03-23,17,19,4.1688860629734386
2012-03-24,41,8,2.749258218303126
2012-03-25,17,22,-0.7999318871843746
2012-03-26,3,21,11.888843300578127
2012-03-27,27,8,9.891975377026563
2012-03-28,43,8,4.652204060039063
2012-03-29,28,13,8.96202418213125
2012-03-30,13,12,4.626946934876563
2012-03-31,6,37,10.869643072029689
2012-04-01,10,22,6.4446281084203125
2012-04-02,18,20,2.6216704730546883
2012-04-03,19,18,9.044532885760939
2012-04-04,23,8,3.5906273995953137
2012-04-05,0,27,-0.014909417790623714
2012-04-06,4,15,4.555331302826564
2012-04-07,3,10,6.409087017245314
2012-04-08,2,15,7.222907384295313
2012-04-09,4,27,3.0354239811421877
2012-04-10,49,33,18.386357528348437
2012-04-11,4,20,8.016367591648436
2012-04-12,8,15,4.291646776510937
2012-04-13,9,21,6.745248731253125
2012-04-14,2,16,2.6962509843343767
2012-04-15,0,28,0.053284551909376754
2012-04-16,33,30,12.524563881321876
2012-04-17,5,17,13.57863294959844
2012-04-18,20,29,15.017111480757812
2012-04-19,21,12,6.489748769859374
2012-04-20,9,21,-0.9125273977546873
2012-04-21,7,9,3.0540662088578143
2012-04-22,13,24,6.16532019459844
2012-04-23,6,32,16.994238663789066
2012-04-24,14,35,12.829838047709375
2012-04-25,3,16,0.5794703987468748
2012-04-26,8,9,4.648743987643751
2012-04-27,0,19,0.8076185691968769
2012-04-28,4,6,4.370292017359377
2012-04-29,8,58,0.32151492235000156
2012-04-30,32,21,10.695482304445314
2012-05-01,8,33,6.885059292415626
2012-05-02,10,13,5.881494671067188
2012-05-03,16,20,11.0251776961125
2012-05-04,7,26,3.5904897349968747
2012-05-05,8,9,0.027253390701563074
2012-05-06,15,35,4.586411271798439
2012-05-07,14,18,29.420341291253127
2012-05-08,25,11,11.902750422490623
2012-05-09,12,11,1.249217719928124
2012-05-10,11,17,6.364965196801562
2012-05-11,10,11,9.397296908009377
2012-05-12,3,15,-0.8454736785609351
2012-05-13,21,18,7.098205193753127
2012-05-14,3,22,1.7727493830843768
2012-05-15,16,37,8.154679228800003
2012-05-16,22,37,3.7413899693859385
2012-05-17,12,10,13.177793378096876
2012-05-18,5,25,16.429741790179687
2012-05-19,10,18,6.651853065989062
2012-05-20,8,30,8.1599433272875
2012-05-21,17,10,10.2229545677875
