,twbs/bootstrap,ant-design/ant-design,mui/material-ui
2023-06-07,0,19,0.0
2023-06-08,1,2,2.0
2023-06-09,0,4,4.8
2023-06-10,0,0,0.4099999999999995
2023-06-11,0,1,3.6179999999999994
2023-06-12,0,12,10.371175
2023-06-13,3,10,0.5559539999999994
2023-06-14,0,8,4.063429725
2023-06-15,0,10,7.909735795
2023-06-16,0,7,4.438478380218751
2023-06-17,0,0,-0.4944902663999997
2023-06-18,1,2,-0.0027654981953117996
2023-06-19,0,8,5.222426961651564
2023-06-20,0,10,4.830629941684376
2023-06-21,0,10,5.698686402323438
2023-06-22,0,2,2.5787661386
2023-06-23,0,0,3.766074980179688
2023-06-24,0,8,-0.2574307596671872
2023-06-25,6,21,1.169634800518751
2023-06-26,0,10,4.253531331948438
2023-06-27,0,9,3.9892155043703132
2023-06-28,0,9,2.8786468329406256
2023-06-29,0,9,3.947502096175
2023-06-30,1,11,5.876258286435938
2023-07-01,0,0,0.6582490535281251
2023-07-02,0,0,0.039706219304687984
2023-07-03,0,12,12.293906477682814
2023-07-04,1,5,5.2000229486
2023-07-05,0,16,3.3323370747421874
2023-07-06,7,18,2.5337339165078125
2023-07-07,0,12,3.7053538760281257
2023-07-08,0,5,-0.3209771087890616
2023-07-09,0,3,-0.9152582025328114
2023-07-10,1,6,7.386548093162501
2023-07-11,0,10,6.727467642010938
2023-07-12,1,8,11.454473944673438
2023-07-13,0,2,1.8790648696703114
2023-07-14,0,6,2.4728019915078123
2023-07-15,1,6,-1.3372646714718746
2023-07-16,0,3,3.151594824304689
2023-07-17,6,8,10.991387727464064
2023-07-18,0,7,11.136480763375001
2023-07-19,0,13,5.6409295743375
2023-07-20,0,6,2.901748275509375
2023-07-21,0,9,8.265249879970312
2023-07-22,0,3,-2.039530212206249
2023-07-23,2,3,1.7967679048562515
2023-07-24,6,10,8.8402497304375
2023-07-25,2,18,9.179861932418751
2023-07-26,1,8,3.8235985678656252
2023-07-27,2,14,5.185192306657813
2023-07-28,0,12,4.235555402134375
2023-07-29,1,2,5.348381569664063
2023-07-30,0,2,0.28035101089062575
2023-07-31,0,6,7.788237960953126
2023-08-01,1,3,7.251825328485938
2023-08-02,2,8,5.048725766468751
2023-08-03,0,15,6.177932545260938
2023-08-04,0,10,5.134236428675001
2023-08-05,3,0,1.1893050054046883
2023-08-06,1,0,-1.390705061324999
2023-08-07,0,19,11.091152777467189
2023-08-08,0,14,5.146038624037501
2023-08-09,0,7,6.2405387862859385
2023-08-10,0,6,2.1711982285671874
2023-08-11,0,5,9.540069616873438
2023-08-12,0,0,-2.013488600146875
2023-08-13,0,0,-1.1325583067984364
2023-08-14,0,11,18.224460999892187
2023-08-15,1,9,5.5104737700625
2023-08-16,0,4,10.858553708459375
2023-08-17,0,9,3.4740046056234366
2023-08-18,0,9,1.966917768900001
2023-08-19,0,0,0.34913489668437614
2023-08-20,0,3,4.7089878846046895
2023-08-21,3,12,8.546430921250002
2023-08-22,4,11,11.051995820203127
2023-08-23,0,4,9.513893171442188
2023-08-24,0,10,5.463002383009375
2023-08-25,0,4,0.7488807289390627
2023-08-26,0,2,0.3783941652218761
2023-08-27,0,3,-1.2713820886749982
2023-08-28,0,16,0.1095482918343772
2023-08-29,0,19,9.203840053378126
2023-08-30,0,7,7.418527700437501
2023-08-31,0,7,8.237026053345312
2023-09-01,0,7,6.052399651693749
2023-09-02,0,9,1.1526750981656249
2023-09-03,0,2,1.650374803860938
2023-09-04,0,11,14.825812723678126
2023-09-05,0,11,9.614069111984374
2023-09-06,0,2,5.468033126057812
2023-09-07,0,12,2.707325845
2023-09-08,0,8,9.119541339520314
2023-09-09,0,0,4.7078798442656264
2023-09-10,0,4,7.964029951915626
2023-09-11,0,16,7.749908713345313
2023-09-12,1,7,2.6259187291421884
2023-09-13,9,12,4.039317220737502
2023-09-14,5,5,6.192974396693751
2023-09-15,0,10,4.090510368384376
2023-09-16,0,5,2.2479982953984385
2023-09-17,0,4,0.4955185934953137
2023-09-18,1,8,9.855777377092188
2023-09-19,0,6,3.1289787882343756
2023-09-20,0,12,4.4649611320625
