,defold/defold,cocos/cocos-engine,cocos2d/cocos2d-x
2016-01-05,3,20,11.0
2016-01-06,0,7,4.699999999999999
2016-01-07,2,22,8.445
2016-01-08,5,15,-5.0945
2016-01-09,0,8,-1.177787499999999
2016-01-10,0,0,0.3377772500000005
2016-01-11,3,34,0.3191985125000001
2016-01-12,10,22,5.37908008875
2016-01-13,13,19,8.925165075578125
2016-01-14,3,14,2.932036185314062
2016-01-15,5,13,1.46126573045
2016-01-16,0,0,-2.9230979575437495
2016-01-17,0,4,-2.1963447392656246
2016-01-18,6,13,3.613839568235938
2016-01-19,9,20,4.490771473753124
2016-01-20,8,10,20.604477971175
2016-01-21,12,6,20.16083189118281
2016-01-22,2,5,-0.2643516979187499
2016-01-23,0,2,-7.725623630206247
2016-01-24,0,3,-1.671223258662498
2016-01-25,8,12,4.131665680517188
2016-01-26,2,10,1.1108375499218752
2016-01-27,1,22,7.475520833976562
2016-01-28,3,15,-1.1614641337546887
2016-01-29,5,7,-3.5646556012906263
2016-01-30,1,6,-2.6909764461890626
2016-01-31,0,0,-1.484767896809375
2016-02-01,0,17,4.030487571470313
2016-02-02,3,10,4.750358283676562
2016-02-03,7,14,1.7974605460437494
2016-02-04,2,11,3.0774116881656246
2016-02-05,13,6,-2.203654316371875
2016-02-06,0,1,-1.741032532929687
2016-02-07,0,0,-1.0008419757328122
2016-02-08,14,0,3.29317134375
2016-02-09,9,0,-1.7469728125781252
2016-02-10,8,0,-0.8632458772734376
2016-02-11,26,0,6.4505080185421875
2016-02-12,9,0,3.5572153594921865
2016-02-13,0,3,-0.7512581961625
2016-02-14,0,5,6.246793136767188
2016-02-15,10,8,8.676033405
2016-02-16,8,6,1.9284763829375002
2016-02-17,10,28,2.6880538095687507
2016-02-18,6,15,-0.20212659124999988
2016-02-19,2,15,8.657345615140626
2016-02-20,0,9,-5.4887861407234375
2016-02-21,0,2,1.468538297071876
2016-02-22,2,12,-1.8273256330906253
2016-02-23,3,17,0.08431413919999953
2016-02-24,1,17,2.2003946575968745
2016-02-25,2,43,9.808429645010937
2016-02-26,1,25,-0.6841215446921876
2016-02-27,0,5,-3.1460229541187497
2016-02-28,0,5,-1.6162014162937497
2016-02-29,0,27,10.0321431341875
2016-03-01,5,34,9.981458632803125
2016-03-02,7,19,3.125582708235937
2016-03-03,3,15,13.764215571471876
2016-03-04,6,8,11.75952915088125
