,django/django,sinatra/sinatra,rails/rails
2014-04-25,9.0,0,7
2014-04-26,7.0,0,4
2014-04-27,3.0,0,6
2014-04-28,6.0,0,14
2014-04-29,5.0,0,9
2014-04-30,12.0,0,8
2014-05-01,2.0,0,19
2014-05-02,5.0,0,25
2014-05-03,3.0,0,16
2014-05-04,0.0,0,30
2014-05-05,7.0,0,15
2014-05-06,5.0,0,22
2014-05-07,11.0,0,33
2014-05-08,9.0,3,22
2014-05-09,6.0,2,16
2014-05-10,5.0,0,15
2014-05-11,4.0,1,14
2014-05-12,7.0,1,63
2014-05-13,5.0,2,48
2014-05-14,7.0,0,37
2014-05-15,5.0,0,21
2014-05-16,26.0,0,26
2014-05-17,12.0,0,33
2014-05-18,8.0,0,29
2014-05-19,13.0,0,79
2014-05-20,12.0,0,105
2014-05-21,8.0,0,45
2014-05-22,11.0,0,57
2014-05-23,3.0,0,55
2014-05-24,8.0,0,28
2014-05-25,9.0,0,26
2014-05-26,2.0,1,59
2014-05-27,7.0,0,44
2014-05-28,8.0,0,54
2014-05-29,13.0,0,60
2014-05-30,3.0,2,27
2014-05-31,2.0,1,19
2014-06-01,8.0,0,26
2014-06-02,5.0,0,28
2014-06-03,7.0,0,69
2014-06-04,5.0,1,24
2014-06-05,12.0,2,29
2014-06-06,7.0,1,35
2014-06-07,13.0,0,38
2014-06-08,7.0,0,7
2014-06-09,17.0,0,20
2014-06-10,9.0,1,43
2014-06-11,10.0,2,57
2014-06-12,12.0,2,36
2014-06-13,7.0,0,61
2014-06-14,12.0,0,36
2014-06-15,12.0,0,72
2014-06-16,18.0,0,163
2014-06-17,10.0,2,29
2014-06-18,9.0,0,20
2014-06-19,4.0,5,38
2014-06-20,12.0,3,14
2014-06-21,3.0,4,4
2014-06-22,4.0,0,23
2014-06-23,13.0,1,17
2014-06-24,8.0,0,22
2014-06-25,9.0,1,7
2014-06-26,6.0,0,42
2014-06-27,2.0,2,39
2014-06-28,1.0,0,22
2014-06-29,2.0,0,23
2014-06-30,11.0,0,20
2014-07-01,7.0,1,16
2014-07-02,9.0,0,24
2014-07-03,4.0,2,21
2014-07-04,4.0,4,20
2014-07-05,5.0,0,15
2014-07-06,10.0,0,14
2014-07-07,5.0,0,12
2014-07-08,4.0,0,17
2014-07-09,6.0,0,11
2014-07-10,11.0,0,10
2014-07-11,0.0,0,19
2014-07-12,5.0,0,12
2014-07-13,2.0,0,2
2014-07-14,7.0,0,10
2014-07-15,5.0,0,45
2014-07-16,11.0,0,48
2014-07-17,0.0,0,29
2014-07-18,1.0,0,17
2014-07-19,0.0,0,12
2014-07-20,0.0,0,2
2014-07-21,9.0,1,10
2014-07-22,3.0,6,15
2014-07-23,5.0,0,12
2014-07-24,11.0,1,20
2014-07-25,10.0,0,18
2014-07-26,13.0,0,4
2014-07-27,7.0,2,4
2014-07-28,6.0,2,25
2014-07-29,14.0,0,29
2014-07-30,9.0,0,14
2014-07-31,8.0,0,51
2014-08-01,15.0,0,10
2014-08-02,6.0,0,9
2014-08-03,11.0,0,18
2014-08-04,12.0,2,11
2014-08-05,6.0,1,22
2014-08-06,1.0,1,10
2014-08-07,10.0,0,23
2014-08-08,5.0,0,25
2014-08-09,2.0,0,10
2014-08-10,3.0,0,3
2014-08-11,8.0,5,6
2014-08-12,10.0,2,18
2014-08-13,9.0,0,31
2014-08-14,15.0,2,36
2014-08-15,15.0,0,20
2014-08-16,1.0,0,8
2014-08-17,0.0,0,45
2014-08-18,9.0,0,48
2014-08-19,15.0,1,59
2014-08-20,13.0,1,74
2014-08-21,0.0,0,29
2014-08-22,9.0,2,41
2014-08-23,13.0,0,12
2014-08-24,2.0,0,37
2014-08-25,3.0,2,11
2014-08-26,16.0,0,25
2014-08-27,8.0,0,24
2014-08-28,9.0,0,20
2014-08-29,10.0,0,29
2014-08-30,9.0,0,12
2014-08-31,2.0,2,9
2014-09-01,4.0,0,6
2014-09-02,6.0,1,34
2014-09-03,7.0,10,23
2014-09-04,3.0,0,21
2014-09-05,15.0,2,27
2014-09-06,14.0,0,10
2014-09-07,1.0,0,8
2014-09-08,16.0,0,8
2014-09-09,10.0,1,21
2014-09-10,12.0,1,15
2014-09-11,2.0,2,14
2014-09-12,7.0,0,23
2014-09-13,6.0,7,9
2014-09-14,1.0,1,11
2014-09-15,3.0,0,9
2014-09-16,6.0,0,19
2014-09-17,7.0,0,28
2014-09-18,8.0,0,4
2014-09-19,5.0,3,9
2014-09-20,3.0,0,9
2014-09-21,6.0,1,8
2014-09-22,8.0,0,28
2014-09-23,10.0,1,15
2014-09-24,12.0,0,4
2014-09-25,10.0,0,26
2014-09-26,9.0,0,6
2014-09-27,3.0,0,14
2014-09-28,2.0,0,8
2014-09-29,7.0,0,9
2014-09-30,5.0,0,10
2014-10-01,3.0,0,4
2014-10-02,5.0,0,10
2014-10-03,0.0,0,18
2014-10-04,7.0,0,5
2014-10-05,2.0,0,7
2014-10-06,12.0,0,4
2014-10-07,6.0,0,13
