,jekyll/jekyll,getpelican/pelican,middleman/middleman
2011-06-06,-0.4525989749999999,0.0,4
2011-06-07,-0.26243932640624973,0.0,0
2011-06-08,-0.19517358837499976,0.0,1
2011-06-09,-0.08354836503593721,1.0,1
2011-06-10,-0.05944394624999981,0.0,3
2011-06-11,-0.04905435051562486,1.0,0
2011-06-12,-0.04167994128593738,9.0,1
2011-06-13,-0.028704939046874926,9.0,0
2011-06-14,-0.025196557607812434,0.0,5
2011-06-15,0.0,0.0,0
2011-06-16,0.0,2.0,0
2011-06-17,0.0,6.0,0
2011-06-18,0.0,2.0,0
2011-06-19,0.0,0.0,0
2011-06-20,1.0,0.0,0
2011-06-21,-0.10000000000000009,2.0,0
2011-06-22,-0.04500000000000003,1.0,1
2011-06-23,-0.028500000000000022,0.0,2
2011-06-24,-0.020662499999999924,0.0,10
2011-06-25,-0.016116749999999947,0.0,0
2011-06-26,1.9868379875,0.0,0
2011-06-27,-0.21109369625000016,0.0,4
2011-06-28,3.900431686984375,0.0,1
2011-06-29,0.5346011474640622,4.0,0
2011-06-30,-0.3213250000000001,4.0,0
2011-07-01,-0.19123350000000003,1.0,2
2011-07-02,1.8625259750000003,7.0,0
2011-07-03,-0.3073168924999998,1.0,0
2011-07-04,1.8220985739687503,0.0,0
2011-07-05,-0.331334502571875,0.0,0
2011-07-06,1.8193080516875002,0.0,8
2011-07-07,1.667602776840625,0.0,5
2011-07-08,-0.3660478775359375,0.0,2
2011-07-09,-0.20142089249999995,0.0,0
2011-07-10,1.8562143489687501,0.0,12
2011-07-11,-0.31254359757187483,0.0,3
2011-07-12,-0.16769415103124985,0.0,2
2011-07-13,-0.12230912257187485,0.0,3
2011-07-14,-0.08264901853124973,1.0,10
2011-07-15,-0.0681678311031248,4.0,5
2011-07-16,-0.04312173007187488,1.0,3
2011-07-17,0.9778126075000001,0.0,0
2011-07-18,-0.11913662603125004,0.0,0
2011-07-19,-0.061797705071874987,2.0,0
2011-07-20,-0.028500000000000022,0.0,0
2011-07-21,0.9793375000000001,5.0,3
2011-07-22,-0.11611675000000003,3.0,0
2011-07-23,-0.05816201249999999,3.0,1
2011-07-24,-0.03959369624999999,0.0,5
2011-07-25,-0.0302308130156249,0.0,1
2011-07-26,-0.024515602535937424,1.0,11
2011-07-27,-0.01316201249999996,1.0,18
2011-07-28,-0.011093696249999967,1.0,2
2011-07-29,-0.009568313015624975,3.0,0
2011-07-30,-0.008398852535937478,0.0,0
2011-07-31,0.0,0.0,0
2011-08-01,0.0,0.0,2
2011-08-02,0.0,1.0,3
2011-08-03,0.0,9.0,8
2011-08-04,0.0,2.0,4
2011-08-05,0.0,0.0,11
2011-08-06,0.0,0.0,10
2011-08-07,0.0,1.0,0
2011-08-08,2.0,0.0,1
2011-08-09,-0.20000000000000018,0.0,12
2011-08-10,-0.09000000000000007,0.0,0
2011-08-11,-0.057000000000000044,6.0,0
2011-08-12,-0.04132499999999985,0.0,3
2011-08-13,-0.032233499999999894,0.0,0
2011-08-14,-0.02632402499999992,0.0,1
2011-08-15,-0.022187392499999934,0.0,0
2011-08-16,-0.01913662603124995,4.0,0
2011-08-17,-0.016797705071874957,2.0,0
2011-08-18,0.0,6.0,3
2011-08-19,0.0,4.0,4
2011-08-20,0.0,2.0,4
2011-08-21,0.0,0.0,3
2011-08-22,0.0,2.0,2
2011-08-23,0.0,0.0,0
2011-08-24,0.0,0.0,0
2011-08-25,0.0,0.0,0
2011-08-26,0.0,0.0,0
2011-08-27,0.0,0.0,0
2011-08-28,0.0,0.0,0
2011-08-29,0.0,0.0,9
2011-08-30,0.0,6.0,1
2011-08-31,0.0,0.0,6
2011-09-01,0.0,0.0,0
2011-09-02,0.0,0.0,0
2011-09-03,0.0,0.0,1
2011-09-04,0.0,0.0,2
2011-09-05,0.0,0.0,0
2011-09-06,0.0,3.0,2
2011-09-07,0.0,3.0,0
2011-09-08,0.0,0.0,1
2011-09-09,0.0,0.0,2
2011-09-10,0.0,1.0,0
2011-09-11,0.0,0.0,1
2011-09-12,0.0,0.0,3
2011-09-13,0.0,0.0,0
2011-09-14,0.0,0.0,0
2011-09-15,0.0,1.0,0
2011-09-16,1.0,0.0,1
2011-09-17,-0.10000000000000009,0.0,3
2011-09-18,-0.04500000000000003,0.0,1
2011-09-19,-0.028500000000000022,0.0,0
2011-09-20,0.9793375000000001,0.0,6
2011-09-21,-0.11611675000000003,0.0,1
2011-09-22,-0.05816201249999999,0.0,0
2011-09-23,-0.03959369624999999,0.0,2
2011-09-24,-0.0302308130156249,0.0,0
2011-09-25,-0.024515602535937424,0.0,0
2011-09-26,-0.01316201249999996,0.0,0
2011-09-27,1.98890630375,0.0,1
2011-09-28,-0.20956831301562515,0.0,0
2011-09-29,-0.09839885253593754,0.0,0
2011-09-30,-0.057000000000000044,2.0,0
2011-10-01,-0.04132499999999985,0.0,0
2011-10-02,-0.032233499999999894,0.0,0
2011-10-03,-0.02632402499999992,1.0,0
2011-10-04,-0.022187392499999934,2.0,2
2011-10-05,-0.01913662603124995,0.0,1
2011-10-06,-0.016797705071874957,2.0,0
2011-10-07,0.0,0.0,1
2011-10-08,0.0,0.0,0
2011-10-09,0.0,0.0,0
2011-10-10,0.0,0.0,0
2011-10-11,0.0,0.0,1
2011-10-12,0.0,0.0,1
2011-10-13,0.0,0.0,4
2011-10-14,0.0,1.0,4
2011-10-15,0.0,0.0,3
2011-10-16,0.0,0.0,2
2011-10-17,0.0,0.0,0
2011-10-18,1.0,1.0,4
2011-10-19,-0.10000000000000009,1.0,7
2011-10-20,-0.04500000000000003,0.0,1
2011-10-21,-0.028500000000000022,0.0,0
2011-10-22,-0.020662499999999924,0.0,0
2011-10-23,-0.016116749999999947,3.0,0
2011-10-24,0.9868379875000001,0.0,2
2011-10-25,-0.11109369625000005,1.0,2
2011-10-26,-0.05456831301562501,0.0,1
2011-10-27,-0.0368988525359375,2.0,2
2011-10-28,-0.020662499999999924,0.0,2
2011-10-29,-0.016116749999999947,2.0,0
2011-10-30,-0.01316201249999996,3.0,0
2011-10-31,-0.011093696249999967,0.0,2
2011-11-01,-0.009568313015624975,0.0,0
2011-11-02,-0.008398852535937478,0.0,0
2011-11-03,2.0,0.0,2
2011-11-04,2.8,0.0,0
2011-11-05,-0.39000000000000035,0.0,0
2011-11-06,-0.19200000000000014,1.0,1
2011-11-07,-0.1268249999999999,0.0,1
2011-11-08,-0.09422099999999967,0.0,13
2011-11-09,-0.07467427499999976,0.0,3
2011-11-10,-0.06167342999999982,0.0,7
2011-11-11,-0.052417714781249854,0.0,5
2011-11-12,-0.04550264411874988,0.0,0
2011-11-13,-0.025196557607812434,0.0,0
2011-11-14,0.0,2.0,2
2011-11-15,0.0,0.0,1
2011-11-16,0.0,0.0,0
2011-11-17,0.0,0.0,2
2011-11-18,0.0,0.0,5
2011-11-19,0.0,0.0,18
2011-11-20,5.0,0.0,5
2011-11-21,-0.5000000000000004,0.0,4
2011-11-22,0.7749999999999998,0.0,1
2011-11-23,0.7574999999999998,2.0,2
2011-11-24,0.7516875000000003,0.0,5
2011-11-25,-0.2540837499999999,1.0,1
2011-11-26,3.8400274375000003,2.0,4
2011-11-27,0.47925226874999993,3.0,7
2011-11-28,1.622217172421875,0.0,11
2011-11-29,-0.4413667214296876,3.0,4
2011-11-30,-0.2349740217656247,3.0,5
2011-12-01,0.8288096381984378,0.0,16
2011-12-02,-0.22805696555156219,0.0,2
2011-12-03,-0.14316915003593725,0.0,0
2011-12-04,3.8958090266875,0.0,1
2011-12-05,-0.48601361565937506,0.0,1
2011-12-06,-0.22365222856718753,1.0,1
2011-12-07,-0.143959717571875,0.0,1
2011-12-08,-0.09374369624999966,0.0,2
2011-12-09,-0.07403531301562477,0.0,4
2011-12-10,-0.06104690253593732,0.0,4
2011-12-11,-0.04437478499999987,0.0,3
2011-12-12,-0.0382732520624999,0.0,12
2011-12-13,-0.033595410143749914,1.0,0
2011-12-14,0.0,1.0,3
2011-12-15,0.0,0.0,3
2011-12-16,0.0,0.0,10
2011-12-17,0.0,1.0,1
2011-12-18,0.0,0.0,2
2011-12-19,0.0,0.0,1
2011-12-20,0.0,0.0,0
2011-12-21,0.0,0.0,6
2011-12-22,1.0,2.0,9
2011-12-23,-0.10000000000000009,0.0,7
2011-12-24,-0.04500000000000003,2.0,2
2011-12-25,-0.028500000000000022,0.0,6
2011-12-26,0.9793375000000001,0.0,3
2011-12-27,2.88388325,0.0,6
2011-12-28,1.6418379874999998,0.0,8
2011-12-29,2.6254063037499997,1.0,2
2011-12-30,0.4942691869843747,0.0,4
2011-12-31,-0.37850310253593744,0.0,5
2012-01-01,-0.23333726249999975,0.0,0
2012-01-02,-0.17330073374999955,0.0,11
2012-01-03,-0.13818617676562456,0.0,1
2012-01-04,-0.11489397158281216,0.0,0
2012-01-05,-0.09077628488906225,0.0,3
2012-01-06,-0.056596340368749845,0.0,7
2012-01-07,-0.03476487062343741,0.0,3
2012-01-08,-0.008398852535937478,0.0,5
2012-01-09,0.0,0.0,1
2012-01-10,0.0,0.0,0
2012-01-11,0.0,0.0,0
2012-01-12,0.0,1.0,0
2012-01-13,0.0,0.0,0
2012-01-14,0.0,0.0,7
2012-01-15,3.0,0.0,3
2012-01-16,2.6999999999999997,0.0,3
2012-01-17,0.5649999999999996,0.0,3
2012-01-18,0.6794999999999998,0.0,0
2012-01-19,-0.29248749999999996,0.0,0
2012-01-20,-0.1838377499999997,0.0,0
2012-01-21,-0.13699878749999966,0.0,0
2012-01-22,15.89045362375,0.0,0
2012-01-23,6.308735209703124,0.0,0
2012-01-24,-1.5981572054046884,0.0,2
2012-01-25,-0.861858566873438,0.0,0
2012-01-26,-0.5765671655515614,0.0,0
2012-01-27,-0.431566852535936,0.0,0
2012-01-28,-0.33952619999999895,0.0,0
2012-01-29,1.7172047600000009,0.0,0
2012-01-30,-0.4418425782499995,0.0,1
2012-01-31,-0.3009281446999995,0.0,0
2012-02-01,0.8758091797125002,0.0,6
2012-02-02,-0.14132499999999992,0.0,0
2012-02-03,-0.07723349999999993,0.0,2
2012-02-04,-0.05482402499999994,0.0,0
2012-02-05,-0.04284989249999986,0.0,3
2012-02-06,-0.035253376031249894,0.0,0
2012-02-07,-0.02995971757187492,0.0,0
2012-02-08,-0.011093696249999967,0.0,4
2012-02-09,-0.009568313015624975,0.0,4
2012-02-10,-0.008398852535937478,0.0,1
2012-02-11,1.0,0.0,7
2012-02-12,-0.10000000000000009,2.0,3
2012-02-13,-0.04500000000000003,0.0,1
2012-02-14,-0.028500000000000022,0.0,0
2012-02-15,-0.020662499999999924,0.0,0
2012-02-16,-0.016116749999999947,0.0,1
2012-02-17,-0.01316201249999996,0.0,0
2012-02-18,-0.011093696249999967,0.0,3
2012-02-19,-0.009568313015624975,0.0,1
2012-02-20,-0.008398852535937478,5.0,1
2012-02-21,0.0,0.0,0
2012-02-22,0.0,0.0,0
2012-02-23,0.0,0.0,0
2012-02-24,0.0,0.0,1
2012-02-25,0.0,0.0,1
2012-02-26,0.0,2.0,0
2012-02-27,1.0,7.0,0
2012-02-28,-0.10000000000000009,10.0,0
2012-02-29,-0.04500000000000003,1.0,0
2012-03-01,-0.028500000000000022,0.0,4
2012-03-02,-0.020662499999999924,0.0,0
2012-03-03,-0.016116749999999947,1.0,4
2012-03-04,-0.01316201249999996,0.0,6
2012-03-05,-0.011093696249999967,0.0,12
2012-03-06,-0.009568313015624975,16.0,0
2012-03-07,-0.008398852535937478,8.0,0
2012-03-08,0.0,0.0,4
2012-03-09,0.0,10.0,2
2012-03-10,0.0,9.0,0
2012-03-11,0.0,29.0,5
2012-03-12,0.0,3.0,7
2012-03-13,0.0,7.0,4
2012-03-14,0.0,5.0,4
2012-03-15,0.0,13.0,8
2012-03-16,0.0,14.0,0
2012-03-17,0.0,1.0,0
2012-03-18,0.0,5.0,3
2012-03-19,0.0,0.0,5
2012-03-20,1.0,8.0,1
2012-03-21,-0.10000000000000009,0.0,0
2012-03-22,-0.04500000000000003,9.0,0
2012-03-23,-0.028500000000000022,5.0,0
2012-03-24,-0.020662499999999924,3.0,0
2012-03-25,-0.016116749999999947,2.0,4
2012-03-26,-0.01316201249999996,0.0,1
2012-03-27,-0.011093696249999967,1.0,4
2012-03-28,-0.009568313015624975,0.0,1
2012-03-29,-0.008398852535937478,0.0,3
2012-03-30,0.0,5.0,0
2012-03-31,0.0,2.0,0
2012-04-01,0.0,18.0,0
2012-04-02,0.0,1.0,5
2012-04-03,0.0,2.0,1
2012-04-04,2.0,8.0,3
2012-04-05,-0.20000000000000018,1.0,0
2012-04-06,-0.09000000000000007,3.0,0
2012-04-07,-0.057000000000000044,2.0,0
2012-04-08,-0.04132499999999985,1.0,2
2012-04-09,0.9677665000000001,0.0,6
2012-04-10,-0.126324025,6.0,2
2012-04-11,-0.06718739249999997,0.0,0
2012-04-12,-0.047636626031249976,0.0,3
2012-04-13,-0.03746020507187488,2.0,1
2012-04-14,-0.016116749999999947,3.0,15
2012-04-15,-0.01316201249999996,7.0,0
2012-04-16,-0.011093696249999967,2.0,8
2012-04-17,-0.009568313015624975,2.0,8
2012-04-18,-0.008398852535937478,9.0,4
2012-04-19,0.0,4.0,1
2012-04-20,0.0,1.0,1
2012-04-21,0.0,0.0,4
2012-04-22,0.0,0.0,1
2012-04-23,6.0,3.0,5
2012-04-24,0.39999999999999947,0.0,9
2012-04-25,-0.3700000000000003,0.0,2
2012-04-26,-0.21600000000000016,1.0,25
2012-04-27,-0.15247499999999956,2.0,4
2012-04-28,-0.1173629999999996,7.0,7
2012-04-29,0.9049111750000003,3.0,1
2012-04-30,-0.17972418999999984,0.0,8
2012-05-01,-0.11350357434374986,1.0,7
2012-05-02,-0.08846142823124986,5.0,11
2012-05-03,-0.029061352535937404,0.0,1
2012-05-04,-0.016116749999999947,0.0,1
2012-05-05,-0.01316201249999996,2.0,1
2012-05-06,-0.011093696249999967,9.0,2
2012-05-07,-0.009568313015624975,5.0,2
2012-05-08,-0.008398852535937478,0.0,1
2012-05-09,0.0,1.0,3
2012-05-10,0.0,0.0,7
2012-05-11,0.0,12.0,3
2012-05-12,0.0,3.0,1
2012-05-13,0.0,1.0,0
2012-05-14,0.0,2.0,0
2012-05-15,0.0,2.0,0
2012-05-16,0.0,0.0,0
2012-05-17,0.0,0.0,2
2012-05-18,0.0,1.0,0
2012-05-19,0.0,1.0,2
2012-05-20,0.0,0.0,11
2012-05-21,0.0,1.0,1
2012-05-22,0.0,0.0,1
2012-05-23,0.0,0.0,4
2012-05-24,0.0,0.0,9
2012-05-25,1.0,0.0,2
2012-05-26,-0.10000000000000009,0.0,7
2012-05-27,-0.04500000000000003,0.0,1
2012-05-28,-0.028500000000000022,0.0,3
2012-05-29,-0.020662499999999924,0.0,1
2012-05-30,-0.016116749999999947,0.0,0
2012-05-31,3.9868379875,0.0,0
2012-06-01,-0.4110936962500003,0.0,1
2012-06-02,-0.1895683130156251,0.0,10
2012-06-03,-0.12239885253593756,0.0,1
2012-06-04,-0.0826499999999997,0.0,0
2012-06-05,-0.06446699999999979,0.0,5
2012-06-06,1.94735195,0.0,3
2012-06-07,-0.24437478500000004,0.0,0
2012-06-08,-0.12827325206249995,3.0,0
2012-06-09,-0.09059541014374996,8.0,3
2012-06-10,-0.04132499999999985,10.0,1
2012-06-11,4.9677665,5.0,0
2012-06-12,-0.5263240250000004,0.0,0
2012-06-13,-0.2471873925000001,2.0,0
2012-06-14,-0.16163662603125006,4.0,5
2012-06-15,-0.12011020507187457,5.0,3
2012-06-16,-0.08058374999999973,3.0,4
2012-06-17,-0.06581006249999981,0.0,11
2012-06-18,-0.05546848124999983,0.0,2
2012-06-19,-0.04784156507812488,0.0,0
2012-06-20,-0.041994262679687394,4.0,4
2012-06-21,0.0,4.0,2
2012-06-22,0.0,0.0,0
2012-06-23,0.0,0.0,0
2012-06-24,0.0,0.0,2
2012-06-25,0.0,2.0,0
2012-06-26,0.0,1.0,0
2012-06-27,0.0,3.0,0
2012-06-28,0.0,0.0,4
2012-06-29,1.0,0.0,1
2012-06-30,-0.10000000000000009,0.0,0
2012-07-01,-0.04500000000000003,2.0,1
2012-07-02,-0.028500000000000022,0.0,1
2012-07-03,-0.020662499999999924,2.0,7
2012-07-04,-0.016116749999999947,15.0,6
2012-07-05,-0.01316201249999996,4.0,0
2012-07-06,-0.011093696249999967,0.0,0
2012-07-07,-0.009568313015624975,6.0,3
2012-07-08,-0.008398852535937478,0.0,3
2012-07-09,0.0,5.0,9
2012-07-10,0.0,13.0,0
2012-07-11,0.0,2.0,3
2012-07-12,0.0,8.0,2
2012-07-13,0.0,1.0,3
2012-07-14,0.0,0.0,2
2012-07-15,0.0,6.0,4
2012-07-16,0.0,6.0,4
2012-07-17,0.0,1.0,4
2012-07-18,0.0,8.0,2
2012-07-19,0.0,0.0,6
2012-07-20,0.0,12.0,3
2012-07-21,0.0,1.0,0
2012-07-22,0.0,1.0,0
2012-07-23,0.0,4.0,0
2012-07-24,0.0,0.0,1
2012-07-25,0.0,0.0,3
2012-07-26,0.0,4.0,1
2012-07-27,0.0,0.0,2
2012-07-28,0.0,0.0,0
2012-07-29,0.0,0.0,2
2012-07-30,0.0,0.0,0
2012-07-31,0.0,2.0,0
2012-08-01,0.0,2.0,0
2012-08-02,0.0,1.0,0
2012-08-03,0.0,1.0,0
2012-08-04,0.0,4.0,0
2012-08-05,0.0,0.0,0
2012-08-06,0.0,7.0,0
2012-08-07,0.0,0.0,0
2012-08-08,1.0,5.0,0
2012-08-09,-0.10000000000000009,0.0,0
2012-08-10,-0.04500000000000003,0.0,4
2012-08-11,-0.028500000000000022,0.0,0
2012-08-12,-0.020662499999999924,0.0,0
2012-08-13,0.9838832500000001,2.0,1
2012-08-14,0.8868379875,0.0,2
2012-08-15,-0.15609369625000008,0.0,0
2012-08-16,-0.08306831301562503,5.0,2
2012-08-17,-0.05756135253593743,0.0,0
2012-08-18,-0.036779249999999875,1.0,0
2012-08-19,-0.02927876249999991,0.0,0
2012-08-20,-0.024255708749999928,0.0,0
2012-08-21,-0.02066200926562494,3.0,2
2012-08-22,-0.017967165551562456,1.0,2
2012-08-23,1.9916011474640625,4.0,1
2012-08-24,-0.20000000000000018,3.0,0
2012-08-25,-0.09000000000000007,2.0,0
2012-08-26,-0.057000000000000044,0.0,0
2012-08-27,-0.04132499999999985,5.0,0
2012-08-28,-0.032233499999999894,0.0,2
2012-08-29,-0.02632402499999992,3.0,0
2012-08-30,-0.022187392499999934,3.0,0
2012-08-31,-0.01913662603124995,2.0,0
2012-09-01,-0.016797705071874957,2.0,6
2012-09-02,0.0,8.0,1
2012-09-03,0.0,2.0,0
2012-09-04,0.0,2.0,2
2012-09-05,0.0,0.0,4
2012-09-06,0.0,0.0,0
2012-09-07,0.0,3.0,0
2012-09-08,0.0,2.0,0
2012-09-09,0.0,1.0,0
2012-09-10,0.0,1.0,0
2012-09-11,0.0,6.0,5
