,apache/superset,metabase/metabase,getredash/redash
2019-10-02,2,10.0,2.0
2019-10-03,0,2.999999999999999,0.7999999999999998
2019-10-04,6,2.1499999999999995,-0.19000000000000017
2019-10-05,0,0.23499999999999943,0.8979999999999999
2019-10-06,3,-0.5556249999999995,5.830175
2019-10-07,0,8.6256825,1.3021039999999995
2019-10-08,1,5.813425375,-0.5409407750000003
2019-10-09,1,8.6624022375,-0.317011905
2019-10-10,3,0.2328392973437492,2.7726779277187505
2019-10-11,2,-1.2041673786718745,1.5224464694125004
2019-10-12,1,-0.7380822954406241,-0.46569812378593733
2019-10-13,0,-0.5296652331234359,-0.27795451551562483
2019-10-14,0,-0.4028687062859362,0.7930163768703129
2019-10-15,2,6.672375684109376,4.740795008753126
2019-10-16,1,0.020171148567187602,1.3664827574281246
2019-10-17,3,0.4083375095921876,2.48689488625
2019-10-18,1,-0.44762515139062503,-0.6040548315468752
2019-10-19,0,0.7650647949281255,1.6442375663609379
2019-10-20,0,-0.2619797499999997,-0.43736846757187475
2019-10-21,3,5.826086662500001,-0.2611247587499995
2019-10-22,2,-0.7354346362500002,1.8032889307343754
2019-10-23,4,1.6181036001406253,2.640761152385938
2019-10-24,3,-0.46657072701718755,4.483354522539063
2019-10-25,3,-0.24510417805156204,0.2361733308812496
2019-10-26,1,-0.1731930487859372,-0.4992089501078125
2019-10-27,0,-0.12986538801562458,0.6991423739687502
2019-10-28,5,0.8928054699640628,2.6767155199281256
2019-10-29,2,-0.18373390309374987,0.49208032000000024
2019-10-30,5,2.882419492284375,0.6021554727187501
2019-10-31,5,7.6523633739687495,0.6347043621312503
2019-11-01,1,-0.9724602050718757,-0.33573606893593716
2019-11-02,2,-0.46161675000000024,0.7927626618046878
2019-11-03,0,-0.3031495124999999,-0.22425783628593732
2019-11-04,7,2.7752560537500006,-0.13779066426562475
2019-11-05,7,-0.4779883505156247,0.8940237496671877
2019-11-06,3,1.7180239587140629,0.8203169206265626
2019-11-07,2,3.597045490953125,1.8098223881984374
2019-11-08,2,7.346269438267187,-0.30462917805156264
2019-11-09,0,-0.15254107028750052,-0.15865504878593745
2019-11-10,2,-0.6548110375000002,0.8966524369843751
2019-11-11,0,0.5788354112500003,3.8209973849640626
2019-11-12,8,1.586704035953126,-0.5014892087500002
2019-11-13,5,1.505371499892188,3.744513965734375
2019-11-14,2,-0.5034242610312498,3.425182941948437
2019-11-15,9,0.6753549603656255,-0.7063022285671876
2019-11-16,1,1.6643226394812505,-0.38842671757187497
2019-11-17,0,-0.40847964580312474,-0.2603917462499996
2019-11-18,3,2.8034499262140624,0.7989399019843757
2019-11-19,7,3.564257769484375,-0.2637871545984371
2019-11-20,13,-0.6421646210671876,1.8243817548562504
2019-11-21,3,1.653170156396875,0.6888519629375001
2019-11-22,3,-0.4302029263218749,-0.2825311622062499
2019-11-23,2,-0.2527559555156245,-0.15171216014374994
2019-11-24,1,-0.18848851606718714,4.917012987500001
2019-11-25,2,3.8559481561781253,0.43601030374999983
2019-11-26,3,0.49468677595312494,1.6229909119843748
2019-11-27,8,2.6302061653296875,5.5687517424640625
2019-11-28,2,-0.5147828026437502,-0.8520428222812502
2019-11-29,1,-0.26528662603124975,-0.4546122680874998
2019-11-30,0,-0.18742720507187471,-0.3026506650359372
2019-12-01,0,-0.13075229999999957,-0.22483899374999922
2019-12-02,5,6.8941129525000004,0.8180402136718755
2019-12-03,13,4.2111470141875,0.7472779568046879
2019-12-04,15,0.10855518809062459,3.7609023439328126
2019-12-05,6,1.438396208417187,2.452292416834375
2019-12-06,5,3.4426659423921877,-0.5795556152156252
2019-12-07,0,-0.7346297499999996,-0.28577925000000004
2019-12-08,7,-0.4303803374999996,-0.1974287624999997
2019-12-09,1,3.6850923137500007,-0.1507102087499995
2019-12-10,8,0.34950781514062546,0.8783396907343753
2019-12-11,4,10.511481745920314,5.798172011948438
2019-12-12,3,3.614601981804687,0.2750468066515621
2019-12-13,2,3.821939736432812,0.5391996508093748
2019-12-14,0,7.821299542865624,0.6381409423921873
2019-12-15,0,-1.5971477101437501,-0.3135917499999996
2019-12-16,4,1.1143664525000008,0.7959749875000004
2019-12-17,5,3.165454664187501,0.7446549787500003
2019-12-18,3,5.012449305590626,-0.27107175301562475
2019-12-19,2,5.783020410542187,-0.17968118937968725
2019-12-20,4,1.5605194632765627,0.8666203630187503
2019-12-21,0,-1.090562594007812,-0.16584011180156238
2019-12-22,1,-0.6773751048203117,-0.0922459280515624
2019-12-23,0,-0.4772631153234363,-0.06115456128593742
2019-12-24,0,-0.317288236031249,4.958675490734375
2019-12-25,0,-0.2621174721343742,6.465916084448438
2019-12-26,0,0.7918528005125006,2.0534391349640617
2019-12-27,0,0.7493476049250003,-0.7685936962500006
2019-12-28,0,-0.2324969067984374,-0.4473808130156248
2019-12-29,0,-0.09869655760781249,-0.31912010253593676
2019-12-30,0,-0.04916249999999994,4.7593851875
2019-12-31,3,-0.036779249999999875,0.3040471812500002
2020-01-01,0,-0.02927876249999991,0.5100165236718752
2020-01-02,1,-0.024255708749999928,-0.4297535425390624
2020-01-03,3,1.979337990734375,-0.26430940679843695
2020-01-04,1,-0.21796716555156265,-0.15494280760781212
2020-01-05,0,-0.09839885253593754,-0.10258931249999967
2020-01-06,2,5.943,1.9152527562500004
2020-01-07,1,3.358675,-0.272097273828125
2020-01-08,2,4.2977665,1.8473437280546876
2020-01-09,0,2.1226759749999995,0.7250328344484374
2020-01-10,5,12.2148376075,0.7602761474640625
2020-01-11,0,2.224012873968749,-0.23423350000000007
2020-01-12,0,-1.334049280071875,2.858850975
2020-01-13,4,13.1877185225,2.5964166075
2020-01-14,2,11.00144252440625,2.48276009896875
2020-01-15,6,-1.405788636028125,-0.5887638600718752
2020-01-16,4,6.565708773528125,1.67412016521875
2020-01-17,1,4.227659697023438,-0.43329746433749977
2020-01-18,0,1.323293588189064,-0.257790953051562
2020-01-19,0,-1.3599067600296864,-0.18651622878593715
2020-01-20,0,-0.8474300701437486,3.8572029347031256
2020-01-21,2,7.370254554031252,3.4805839145953126
2020-01-22,4,10.68295019904375,1.3397744783453123
2020-01-23,6,7.105174709017187,6.458616049892187
2020-01-24,6,5.141006428339062,-1.0057866260312505
2020-01-25,3,1.2298182128687498,-0.5359147050718747
2020-01-26,2,-1.3274820542624992,0.6420599500000004
2020-01-27,2,2.155643842392189,-0.3738938349999992
2020-01-28,4,1.0781180300000015,0.7332106879375007
2020-01-29,7,-0.8379337216249988,0.6853098577937504
2020-01-30,4,0.4021618197750011,-0.29605040992499965
2020-01-31,3,7.476969541178126,-0.1733926461812498
2020-02-01,1,-1.1105242026828126,-0.12111648025156227
2020-02-02,3,-0.5477164442984374,-0.04787294624999984
2020-02-03,5,2.6665358286421874,0.9611529244843751
2020-02-04,4,5.467690918453125,-0.1326545612859375
2020-02-05,6,4.078570803860938,-0.06566200926562497
2020-02-06,2,2.011312498678125,0.9535328344484375
2020-02-07,4,-0.8563053830156251,-0.12906135253593748
2020-02-08,2,-0.5347706066609369,-0.061116749999999984
2020-02-09,0,-0.3921898577874991,10.9583379875
2020-02-10,1,1.745175586250001,2.868243803749999
2020-02-11,1,-0.40942742904687457,1.0793149369843742
2020-02-12,2,-0.2675609544515621,-0.715060865035938
2020-02-13,0,4.811484230956251,0.5576188037500007
2020-02-14,6,3.3879757982734375,-0.4265025630156242
2020-02-15,0,5.317569942392187,-0.3039729900359367
2020-02-16,0,-0.9488240250000006,0.7645877912500006
2020-02-17,4,0.49050010750000017,-0.2966127531718745
2020-02-18,3,1.5466296239687503,2.786035227542188
2020-02-19,5,0.48395023242812574,0.6056059513249998
2020-02-20,4,2.5766829687500006,1.716446098678125
2020-02-21,0,7.406149074921875,-0.3561850630156252
2020-02-22,1,-1.1677714422421879,-0.20204836503593732
2020-02-23,1,-0.6025633007374999,1.8628935537500002
2020-02-24,9,0.6060849135343753,2.693503899484375
2020-02-25,2,4.641432031984376,0.5229245462140624
2020-02-26,5,4.247950787682813,3.641877339703125
2020-02-27,2,1.0815567931624999,1.3712227368765624
2020-02-28,0,-0.7140158615828125,-0.5302564785671875
2020-02-29,0,-0.453672311732812,-0.31613448007187483
2020-03-01,0,-0.3212490827874992,5.78255982
2020-03-02,3,5.80118749125,-0.7713717272812499
2020-03-03,4,2.236919643234375,2.58852210963125
2020-03-04,2,6.291967076135937,2.4235363193765624
2020-03-05,6,-0.11802322025781309,-0.6278344970984372
2020-03-06,4,3.3143941112890625,0.6300674638250003
2020-03-07,3,1.180014294928125,-0.34325728007187467
2020-03-08,3,-0.6804598249999995,0.7781000725000006
2020-03-09,3,11.556472035,-0.2737461655937497
2020-03-10,5,6.46140819565625,1.8111772585343755
2020-03-11,5,4.3842920594875,0.693397222203125
2020-03-12,2,4.509850005032812,-0.2777260091546874
2020-03-13,6,2.5149909092328127,-0.15440700385781242
2020-03-14,1,-0.26856049709843677,-0.09255532551562481
2020-03-15,0,-0.9145851861749988,0.9276114512140627
2020-03-16,3,4.3651063399281265,0.847990911984375
2020-03-17,4,1.009608098812501,2.8112517424640626
2020-03-18,5,7.167003512943751,0.5962696777187497
2020-03-19,3,-0.29242767588125007,-0.31052851808750004
2020-03-20,3,1.2143477091906254,-0.17567810253593746
2020-03-21,0,-0.6946688135281247,-0.1197662624999997
2020-03-22,1,-0.4250072856593741,-0.0932684587499997
2020-03-23,2,2.7032121412140633,-0.07626479676562477
2020-03-24,11,1.4672331924218756,3.9355897331984377
2020-03-25,3,1.469724028789063,-0.4481974878328127
2020-03-26,13,0.49373806955312505,-0.21476487062343755
2020-03-27,6,4.592065974196875,-0.12239885253593756
2020-03-28,1,0.2807892714328124,-0.0826499999999997
2020-03-29,2,-0.48334224257187486,-0.06446699999999979
2020-03-30,4,0.6999988862500002,0.9473519500000002
2020-03-31,0,3.6748543934531255,0.8556252150000001
2020-04-01,2,1.3740711613609378,-0.18327325206250003
2020-04-02,5,1.462545160146875,0.89290458985625
2020-04-03,2,-0.5196590118375,2.8508375
2020-04-04,3,-0.3131008638640621,-0.3817792500000002
2020-04-05,0,-0.227516588195312,0.8072212375
2020-04-06,4,-0.145699098785937,1.76958179125
2020-04-07,7,-0.11250062301562466,-0.3437662592656249
2020-04-08,2,5.904816477901563,0.8020205719484377
