,electron/electron,AvaloniaUI/Avalonia,nwjs/nw.js
2022-06-23,3,3.0531087509531223,0
2022-06-24,1,23.274005047829686,0
2022-06-25,0,0.7331816763249988,0
2022-06-26,0,9.140050168678126,0
2022-06-27,5,25.912867222203126,0
2022-06-28,10,8.123145978345313,2
2022-06-29,10,-0.08866840042031221,0
2022-06-30,2,11.004208236093753,0
2022-07-01,1,-1.399505727115622,0
2022-07-02,0,6.79902101259219,0
2022-07-03,0,7.537797801487502,0
2022-07-04,1,27.534620627382814,0
2022-07-05,6,6.451407090865624,0
2022-07-06,1,28.450206247254687,0
2022-07-07,3,9.76923014247031,0
2022-07-08,3,13.6572602026375,2
2022-07-09,0,4.534026047215626,2
2022-07-10,0,2.4153058902875033,0
2022-07-11,7,70.00746067202031,0
2022-07-12,4,13.645570775421874,0
2022-07-13,4,15.85829051325,0
2022-07-14,3,0.5135791868546864,0
2022-07-15,5,26.27400437861563,0
2022-07-16,0,-4.1992880135703095,0
2022-07-17,0,-2.9051060027874946,0
2022-07-18,1,11.165611585332817,0
2022-07-19,7,13.437883983393755,0
2022-07-20,6,13.92007921426719,0
2022-07-21,5,16.08418093106406,0
2022-07-22,1,32.76972784181406,0
2022-07-23,0,7.919343923764061,0
2022-07-24,0,11.244227324104688,0
2022-07-25,5,14.606716521912501,0
2022-07-26,11,14.326288203995315,0
2022-07-27,9,15.160233210731253,0
2022-07-28,2,10.023386985107814,9
2022-07-29,4,14.470763957790627,8
2022-07-30,0,1.2682856702031273,4
2022-07-31,0,0.5257404464515663,0
2022-08-01,5,8.424692089996878,2
2022-08-02,6,24.124461183378127,1
2022-08-03,12,24.500126492020314,0
2022-08-04,4,13.624721360254686,4
2022-08-05,5,5.132491450296874,3
2022-08-06,1,3.156337287164064,0
2022-08-07,0,9.867990251223441,0
2022-08-08,4,1.673955386471878,0
2022-08-09,4,20.38258173543438,2
2022-08-10,2,12.876167741932814,2
2022-08-11,3,5.894419800326563,0
2022-08-12,1,3.6382340291609383,0
2022-08-13,0,11.30565538541094,0
2022-08-14,0,1.9170574197812522,0
2022-08-15,8,9.648515444295315,0
2022-08-16,4,1.234259125704689,0
2022-08-17,4,2.9331293267109397,0
2022-08-18,3,6.090147020407814,0
2022-08-19,4,5.032078577982814,0
2022-08-20,0,3.1493604735312513,1
2022-08-21,0,5.383059518779689,0
2022-08-22,6,1.278418344418751,9
2022-08-23,4,3.7019296336328136,2
2022-08-24,3,6.64954618625625,0
2022-08-25,7,-1.5980418827218745,0
2022-08-26,2,1.0606885469453136,2
2022-08-27,0,-0.861434330146874,0
2022-08-28,0,2.440340805920314,0
2022-08-29,6,6.306002394960938,0
2022-08-30,1,9.875413511951562,0
2022-08-31,5,8.305478807314062,2
2022-09-01,4,5.098647708195312,0
2022-09-02,1,5.254134037212499,0
2022-09-03,0,-1.6987274135312496,1
2022-09-04,0,-1.0406221313218735,6
2022-09-05,2,3.2435520497031267,0
2022-09-06,3,-1.003280282467186,2
2022-09-07,7,19.340068289076562,0
2022-09-08,5,29.528139530698436,0
2022-09-09,2,4.588727409781248,0
2022-09-10,0,4.8997628411390615,0
2022-09-11,0,0.35830998224843746,0
2022-09-12,4,3.055590215000003,2
2022-09-13,9,8.133787997937503,0
2022-09-14,2,3.7024955148562517,2
2022-09-15,7,9.951755847187503,0
2022-09-16,3,4.414034816531251,0
2022-09-17,0,-0.18132245579062367,0
2022-09-18,0,-1.3933698281984364,0
2022-09-19,5,5.082865134415627,0
2022-09-20,4,32.74201433981406,0
2022-09-21,5,11.81367402966406,1
2022-09-22,4,-0.6998903459531265,1
2022-09-23,6,8.617832229846876,0
2022-09-24,1,14.319822685959377,1
2022-09-25,0,10.684029831217188,0
2022-09-26,7,24.670776192428125,0
2022-09-27,4,16.16467449940625,8
2022-09-28,2,11.119752314753125,7
2022-09-29,1,1.4770230292781257,1
2022-09-30,1,6.768444049128128,3
2022-10-01,0,0.8855094879703156,0
2022-10-02,0,-2.4689485466609336,2
2022-10-03,1,5.289394367170316,11
2022-10-04,8,-0.9463820211906222,0
2022-10-05,4,4.648608840665627,0
2022-10-06,3,14.563381785995313,0
2022-10-07,1,3.60148596883125,0
2022-10-08,0,10.185069219628124,0
2022-10-09,0,0.7195123850781244,0
2022-10-10,7,24.437286203606252,0
2022-10-11,7,7.384113037640624,0
2022-10-12,7,31.954334841732813,0
2022-10-13,6,7.686331554370311,0
2022-10-14,1,50.79793229903437,0
2022-10-15,0,31.906775088831246,0
2022-10-16,0,6.713321964846873,0
2022-10-17,6,15.737091840521876,0
2022-10-18,3,32.78237095773594,0
2022-10-19,3,19.086571609643755,0
2022-10-20,4,8.667985427807816,0
2022-10-21,2,5.822192048289066,0
2022-10-22,0,6.873473663673443,0
2022-10-23,0,14.316920121148442,0
2022-10-24,2,11.215389148328128,0
2022-10-25,3,15.572667834367191,2
2022-10-26,2,15.229088037850001,4
2022-10-27,8,1.1366685096765643,3
2022-10-28,1,0.6222512182796898,2
2022-10-29,0,0.4564780107375035,0
2022-10-30,0,0.9764365846312542,0
2022-10-31,1,2.281366432271878,0
2022-11-01,3,16.40236411856719,0
2022-11-02,0,23.1814515991125,2
2022-11-03,0,9.887108711468748,2
2022-11-04,0,11.476751998687499,0
2022-11-05,0,-2.4688254935281253,0
2022-11-06,0,3.8504440120593775,0
2022-11-07,3,10.883996993345315,0
2022-11-08,1,13.26055933282969,0
2022-11-09,2,21.703056928075,0
2022-11-10,1,45.51671083094688,0
2022-11-11,1,-4.478207004403128,0
2022-11-12,0,-1.1537921519874992,0
2022-11-13,0,-1.0076499410546855,0
2022-11-14,3,12.722837268120319,0
2022-11-15,7,10.775344363081253,0
2022-11-16,3,16.559941127532817,0
2022-11-17,1,3.8850644340343754,0
2022-11-18,1,14.797674909570315,0
2022-11-19,1,1.230721070406251,0
2022-11-20,0,-1.4504035766546854,0
2022-11-21,1,15.27935819761094,0
2022-11-22,3,13.032766602193753,0
2022-11-23,1,-0.3740231952578119,0
2022-11-24,0,6.7596377591843755,0
2022-11-25,0,2.6316006001562515,0
2022-11-26,0,9.096864301681252,0
2022-11-27,0,5.6647756805250005,0
2022-11-28,1,4.877439638054689,0
2022-11-29,2,12.99009139869844,0
2022-11-30,6,21.201516047389063,0
2022-12-01,5,23.054175841628123,5
2022-12-02,0,27.20736650650156,2
2022-12-03,0,10.127487253348436,4
2022-12-04,0,2.1247193866484375,3
2022-12-05,5,38.27929055672969,0
2022-12-06,1,31.316184994853124,0
2022-12-07,0,35.44022428951406,0
2022-12-08,1,2.314158000835935,2
2022-12-09,0,28.875850357715628,0
2022-12-10,0,0.5148332375296905,0
2022-12-11,0,7.758259311850006,0
2022-12-12,1,23.25474070081563,0
2022-12-13,4,12.038340140592192,0
2022-12-14,4,-1.4980450273531218,0
2022-12-15,0,20.281158547712504,0
2022-12-16,0,25.158954679032817,0
2022-12-17,0,-0.7043280659421862,2
2022-12-18,0,0.2099877558671892,0
2022-12-19,0,-1.7794856094906222,0
2022-12-20,1,-2.0586094299046827,0
2022-12-21,1,8.486524409712505,1
2022-12-22,1,10.957704567290627,2
2022-12-23,0,8.503014627481251,0
2022-12-24,0,-2.58285513258125,0
2022-12-25,0,-0.4294689386562489,0
2022-12-26,0,-0.9346412109921861,0
2022-12-27,0,11.343410901840628,0
2022-12-28,0,7.303773772464063,0
2022-12-29,0,11.15465418109375,0
2022-12-30,0,3.6064759966874993,0
2022-12-31,0,5.082951461360938,0
2023-01-01,0,6.176655425854688,0
2023-01-02,5,7.132824286984376,0
2023-01-03,0,22.947025929964063,0
2023-01-04,2,14.2398928150625,0
2023-01-05,4,25.130291576178124,0
2023-01-06,0,41.90392949297343,0
2023-01-07,0,30.47083981518906,0
2023-01-08,0,3.159077261174998,10
2023-01-09,3,16.39695394937344,0
2023-01-10,4,4.115912481321878,3
2023-01-11,4,16.257655356785943,1
2023-01-12,5,-1.3392567264296833,0
2023-01-13,0,6.287920128150006,2
2023-01-14,0,-0.5993135302765586,0
2023-01-15,0,-0.6290168975328077,0
2023-01-16,3,10.158808967962504,0
2023-01-17,1,17.66317851076094,0
2023-01-18,5,18.613771442803124,0
2023-01-19,4,20.007406741312497,0
2023-01-20,3,20.394744344682813,0
2023-01-21,1,1.9974653459499994,0
2023-01-22,0,12.421264993093752,0
2023-01-23,2,9.081333711360939,1
2023-01-24,1,35.23407983874063,1
2023-01-25,8,17.65934164175625,1
2023-01-26,8,8.057303790437501,0
2023-01-27,1,1.0981287380843758,0
2023-01-28,0,-1.6583836100031206,0
2023-01-29,0,25.380991942992193,0
2023-01-30,1,9.39350148524844,0
2023-01-31,9,33.926078336471875,0
2023-02-01,2,16.701108324423437,0
2023-02-02,5,22.188737916223438,0
2023-02-03,5,20.913040954418747,0
2023-02-04,0,10.807972943903126,0
2023-02-05,0,4.634904588753127,0
2023-02-06,6,9.57608605799063,13
2023-02-07,2,8.562932501775006,2
2023-02-08,8,18.89371405615313,1
2023-02-09,5,18.030164821775003,0
2023-02-10,0,8.859687115985938,0
2023-02-11,1,1.6015277163218764,0
2023-02-12,2,5.745109272764065,0
2023-02-13,5,21.020195716732815,0
2023-02-14,9,42.69915050367187,3
2023-02-15,1,13.814037194043749,0
2023-02-16,5,21.049657528923436,2
2023-02-17,6,14.727020619814063,0
2023-02-18,0,-1.7835897805453094,0
2023-02-19,3,11.103374870153129,0
2023-02-20,3,25.803789520143752,0
2023-02-21,5,15.238900078551566,0
2023-02-22,1,9.461773118653127,0
2023-02-23,1,23.153982796232814,0
2023-02-24,5,28.34453772407344,1
2023-02-25,0,30.325576435701564,1
2023-02-26,0,15.547695775932812,0
2023-02-27,2,3.459365494621876,0
2023-02-28,4,16.91327601274219,0
2023-03-01,5,16.394176056843754,0
2023-03-02,4,38.37541023151094,0
2023-03-03,1,30.147614062523438,0
2023-03-04,0,12.703573937712502,0
2023-03-05,0,1.1004927934500017,0
2023-03-06,3,8.976951519310942,0
2023-03-07,4,17.32470566901719,0
2023-03-08,0,25.77796972079688,0
2023-03-09,2,7.623691497865627,13
2023-03-10,0,4.856047751521877,1
2023-03-11,0,-4.265118627424997,2
2023-03-12,0,-2.637214714693745,0
2023-03-13,2,10.228307320120317,2
2023-03-14,2,8.514509592493752,0
2023-03-15,2,7.342572919403127,0
2023-03-16,1,16.394675668225002,0
2023-03-17,2,23.583292226667186,0
2023-03-18,0,9.526044434340623,0
2023-03-19,0,8.217658074640624,0
2023-03-20,5,3.5688385075000006,0
2023-03-21,2,10.128423710062503,0
2023-03-22,1,1.7515198763968773,0
2023-03-23,1,-0.5123095743015598,0
2023-03-24,0,19.116877053593754,0
2023-03-25,0,8.554891702895315,0
2023-03-26,0,17.89918590681094,0
2023-03-27,4,-0.8415744779406258,0
2023-03-28,5,20.569061464709378,0
2023-03-29,3,19.11512570679531,0
2023-03-30,2,8.496570196954687,0
2023-03-31,4,21.157018090039063,0
2023-04-01,1,2.1086533541000003,4
2023-04-02,0,5.394927931807816,3
2023-04-03,3,10.795474069990627,1
2023-04-04,6,5.506457606448441,1
2023-04-05,3,3.9944148167828146,1
2023-04-06,4,11.310707078564064,1
2023-04-07,1,14.907136078720313,0
2023-04-08,0,0.4143961053921883,0
2023-04-09,0,2.5402508042421887,0
2023-04-10,1,1.986231105107814,0
2023-04-11,7,12.261917091207815,0
2023-04-12,2,2.439125698606251,0
2023-04-13,6,11.053424663567188,0
2023-04-14,0,17.467683317529687,3
2023-04-15,0,5.518759582715625,0
2023-04-16,2,-1.797016128959375,0
2023-04-17,3,14.265723814778127,0
2023-04-18,2,3.174342925257814,0
2023-04-19,3,21.7490760638875,1
2023-04-20,2,4.13540294816875,0
2023-04-21,1,28.09556888061719,0
2023-04-22,0,0.060600377970311925,0
2023-04-23,1,5.808621735890627,0
2023-04-24,2,23.09776879916094,0
2023-04-25,3,9.539086161714064,0
2023-04-26,6,10.00723192133125,0
2023-04-27,2,18.185649164909375,2
2023-04-28,0,17.4008906387625,9
2023-04-29,0,1.1649543824781254,0
2023-04-30,0,19.517828915057816,0
2023-05-01,1,-1.478022857320311,0
2023-05-02,3,3.020910766270316,0
2023-05-03,4,14.333753929346877,0
2023-05-04,3,19.587396089778128,0
2023-05-05,0,14.680207035653126,3
2023-05-06,0,-3.3563913571343758,0
2023-05-07,0,14.404711314865628,0
2023-05-08,12,18.581560271675002,1
2023-05-09,2,8.731032312626564,1
2023-05-10,1,14.324693690548438,0
2023-05-11,3,6.902333062268751,0
2023-05-12,2,9.40414631627969,1
2023-05-13,0,13.458999535626564,0
2023-05-14,0,5.172753627551565,1
2023-05-15,8,17.860883346198438,1
2023-05-16,8,3.8301855942953136,3
2023-05-17,8,23.784088255006253,1
2023-05-18,3,33.307001211501564,0
2023-05-19,1,19.55363369743125,12
2023-05-20,0,0.8929218541515613,2
2023-05-21,0,-1.2879134329828101,0
2023-05-22,3,42.85651371849844,0
2023-05-23,1,28.19519034634844,0
2023-05-24,11,2.7282183188703133,0
2023-05-25,5,10.849887195790625,0
2023-05-26,0,8.982739646935942,0
2023-05-27,0,-0.5546324460218699,0
2023-05-28,1,5.819206729206254,1
2023-05-29,2,52.97075512820157,0
2023-05-30,5,18.348618549923437,0
2023-05-31,10,44.2724481653,1
2023-06-01,1,0.13216021608593387,0
2023-06-02,1,3.3168079188906283,0
2023-06-03,1,-0.6294339202937458,0
2023-06-04,0,10.472903846184384,0
2023-06-05,5,4.072413707715629,2
2023-06-06,6,4.553872808301567,0
2023-06-07,6,16.809950748331254,6
2023-06-08,16,0.13360249151875125,0
2023-06-09,6,3.4141178872765643,0
2023-06-10,1,-2.0345814499640613,0
2023-06-11,0,2.6993452276140655,0
2023-06-12,3,2.662417537637502,0
2023-06-13,6,7.685437740371877,0
2023-06-14,5,24.2910402005875,0
2023-06-15,2,15.416446059399998,0
2023-06-16,1,12.25357051971875,0
2023-06-17,0,-1.5900828382375014,0
2023-06-18,0,3.7088082997843768,0
2023-06-19,3,4.841270850437502,0
2023-06-20,4,3.8222574965437532,0
2023-06-21,3,19.956582432715628,0
2023-06-22,3,-1.5714467399796872,0
2023-06-23,0,9.793670721768752,0
2023-06-24,0,0.4323770760671879,0
2023-06-25,0,-1.760490031606248,0
2023-06-26,4,8.896270968084377,0
2023-06-27,1,15.160818741175001,0
2023-06-28,0,4.208024311654688,0
2023-06-29,1,5.760622205940625,0
2023-06-30,0,47.817353225678126,0
2023-07-01,0,-4.236828550009378,0
2023-07-02,0,8.642266455521874,0
2023-07-03,2,-1.3530049826078123,0
2023-07-04,0,1.6645309460937545,0
2023-07-05,2,16.891235679625005,0
2023-07-06,5,2.62620762077969,0
2023-07-07,0,11.47992669062344,0
2023-07-08,0,-1.0521215135687498,0
2023-07-09,0,4.943417867171878,0
2023-07-10,5,3.174353846240626,0
2023-07-11,2,4.327648621037502,0
2023-07-12,3,6.363717239115626,0
2023-07-13,5,11.144405290059376,0
2023-07-14,0,8.554246401223438,0
2023-07-15,0,5.583770272565625,0
2023-07-16,0,9.792313002215625,0
2023-07-17,2,14.51073704756875,2
2023-07-18,5,6.8167029396703125,0
2023-07-19,2,13.191155876726564,2
2023-07-20,3,0.6726761919093756,0
2023-07-21,4,1.6314308517593772,1
2023-07-22,0,-1.9777399961390605,0
2023-07-23,0,1.6884200504796907,2
2023-07-24,7,0.7432584622750023,1
2023-07-25,3,11.932906285803128,3
2023-07-26,3,12.991422186732812,0
2023-07-27,2,4.461908131390624,2
2023-07-28,1,6.947795072362499,0
2023-07-29,0,-0.0547006997062498,0
2023-07-30,0,-0.4171557738937486,2
2023-07-31,4,-0.054887244046873285,5
2023-08-01,4,4.11323882761094,0
2023-08-02,3,4.840398944475002,0
2023-08-03,5,-0.355219764451562,0
2023-08-04,1,1.131592479601563,2
2023-08-05,0,3.284314560107813,0
2023-08-06,0,0.15795924239531312,0
2023-08-07,5,0.44236722316250043,0
2023-08-08,7,2.531150528198438,0
2023-08-09,6,-0.624348107614062,0
2023-08-10,5,1.614548637976563,0
2023-08-11,0,0.5429238792687503,0
2023-08-12,0,3.646823473932813,0
2023-08-13,0,-0.6296769158843751,0
2023-08-14,7,0.6564315430906252,0
2023-08-15,10,6.681855745698438,0
2023-08-16,5,7.092805433417188,2
2023-08-17,8,3.7314870373921867,3
2023-08-18,0,10.83695912771875,0
2023-08-19,0,5.115504946912499,0
2023-08-20,0,3.2795486329015624,0
2023-08-21,5,0.4739303061062503,1
2023-08-22,4,13.854445963234376,2
2023-08-23,5,-0.30047517614531216,3
2023-08-24,5,6.503119146873439,6
2023-08-25,4,4.220300422134375,0
2023-08-26,0,-1.6594509551171863,0
2023-08-27,0,-1.0306331777906237,0
2023-08-28,6,13.305215387170314,2
2023-08-29,2,15.093230642539062,1
2023-08-30,3,16.28549360719375,0
2023-08-31,3,25.623158940929684,0
2023-09-01,1,15.311318613303122,0
2023-09-02,0,-3.547997698381251,0
2023-09-03,0,-2.7277335402156235,0
2023-09-04,3,0.10050329000000424,0
2023-09-05,3,-0.6817632059687455,0
2023-09-06,3,3.594278651981253,0
2023-09-07,5,-0.5276526316578105,0
2023-09-08,0,6.933079786864065,0
2023-09-09,0,-1.486422680104687,0
2023-09-10,0,2.288201361265626,0
2023-09-11,8,-0.6729945075359375,1
2023-09-12,4,-0.4124571347812491,0
2023-09-13,0,7.690569488162501,1
2023-09-14,4,3.9653822861359376,0
2023-09-15,1,0.9513376043046873,2
2023-09-16,0,1.2225686058390624,0
2023-09-17,0,-0.6982719090374995,0
2023-09-18,5,1.5920485609531259,0
2023-09-19,1,4.490598592392188,0
2023-09-20,5,5.1818818675000005,1
2023-09-21,3,4.927427489625,0
2023-09-22,2,3.782631197134375,0
2023-09-23,0,3.8401357187890626,0
2023-09-24,0,6.837182893896875,0
2023-09-25,4,10.507029339928124,0
2023-09-26,3,-1.0560901822812503,0
2023-09-27,8,-1.2620697726499994,0
2023-09-28,9,2.1353398692265637,0
2023-09-29,1,2.0655344629406267,0
2023-09-30,0,1.0919372384562511,0
2023-10-01,0,10.226853702242188,0
2023-10-02,4,2.3976853656953123,0
2023-10-03,2,2.744557977275,0
2023-10-04,1,3.866984169053125,0
2023-10-05,4,-1.134686978785937,0
2023-10-06,3,7.312755697203126,1
2023-10-07,0,-1.3104880266546872,0
2023-10-08,3,-0.7467913923890614,2
2023-10-09,4,2.4723442667562505,0
2023-10-10,7,0.29385452254218847,1
2023-10-11,0,-0.49127114345624945,0
2023-10-12,5,15.682766924778125,0
2023-10-13,3,0.1787686673203117,0
2023-10-14,0,-1.0655592541250003,0
2023-10-15,0,-0.6687936077875001,0
2023-10-16,5,5.565956898750001,0
2023-10-17,3,5.061008364703126,1
2023-10-18,8,-0.1475905706234375,0
2023-10-19,1,3.246777982464063,1
2023-10-20,0,-0.9152554007499996,0
2023-10-21,0,0.41730623339375095,0
2023-10-22,0,0.5728672199281255,2
2023-10-23,1,0.6106989975000007,1
2023-10-24,1,4.624898931906251,0
2023-10-25,3,0.23429276044062508,0
2023-10-26,3,3.50538453676875,0
2023-10-27,0,-0.6841133670984376,0
2023-10-28,0,-0.38578036889374956,0
2023-10-29,0,-0.24907027176562463,0
2023-10-30,1,2.806362325698438,1
2023-10-31,8,3.5489353406984376,6
2023-11-01,3,-0.6549821638640626,2
2023-11-02,2,2.6385626393046877,4
2023-11-03,1,3.4773403954015625,0
2023-11-04,0,-0.6995956601437499,0
2023-11-05,0,1.6305469625,0
2023-11-06,2,5.53808336125,0
2023-11-07,2,5.105920025953125,1
2023-11-08,0,-1.0944228471703128,0
2023-11-09,2,-0.6018495488937499,0
2023-11-10,1,-0.40028822404687436,0
2023-11-11,0,-0.3104693346703115,0
2023-11-12,0,1.7685446223562507,0
2023-11-13,3,3.63532912146875,0
2023-11-14,1,-0.6307697606656251,0
2023-11-15,1,0.6551970066906251,0
2023-11-16,1,0.6942818847843751,1
2023-11-17,2,2.7401165,0
2023-11-18,0,-0.464291025,0
2023-11-19,0,1.7410020575000003,0
2023-11-20,2,4.61420933896875,0
2023-11-21,2,11.263662780365625,0
2023-11-22,8,2.411798631106249,0
2023-11-23,0,4.816026953234374,0
2023-11-24,0,1.6912057456984373,0
2023-11-25,0,0.9240384334171883,0
2023-11-26,0,-0.8952450126078116,0
2023-11-27,2,-0.5964912572812487,0
2023-11-28,1,1.5339003248500012,0
2023-11-29,2,4.430163871132813,0
2023-11-30,4,0.13265880250625028,9
2023-12-01,2,5.4673895980125,1
2023-12-02,0,0.06988955323749979,0
2023-12-03,0,1.4216208163609378,0
2023-12-04,4,1.4396320199281252,0
2023-12-05,2,2.4534107950000004,0
2023-12-06,4,2.3478698802187505,0
2023-12-07,1,4.2958532086000005,0
2023-12-08,1,3.0746547343046875,0
2023-12-09,0,-0.9079474518796875,0
2023-12-10,0,-0.5413105957312495,0
2023-12-11,1,-0.3548716585671868,0
2023-12-12,5,1.728064792646876,0
2023-12-13,1,0.5909392046312505,0
2023-12-14,2,2.647981972095313,0
2023-12-15,0,5.480587092314062,0
2023-12-16,0,0.11490748525781225,0
2023-12-17,0,0.4580085898562499,0
2023-12-18,0,-0.4204282749999999,0
2023-12-19,1,-0.28117465499999933,3
2023-12-20,1,-0.21557935978124942,0
2023-12-21,0,1.8246015681625005,1
2023-12-22,0,5.6670552684171875,0
2023-12-23,0,0.20313785554843722,1
2023-12-24,0,-0.4980551244812501,0
2023-12-25,0,-0.27529216555156244,0
2023-12-26,0,0.8068926474640631,0
2023-12-27,0,-0.2436870249999996,0
2023-12-28,0,0.8377237825000003,0
2023-12-29,0,-0.22736081603124983,0
2023-12-30,0,-0.15096377941562475,0
2023-12-31,0,-0.10457817823124982,0
2024-01-01,0,-0.04222336503593736,0
2024-01-02,2,0.9727895537500001,0
2024-01-03,1,4.877269674484375,0
2024-01-04,6,0.4355074512140621,0
2024-01-05,4,-0.36306831301562525,0
2024-01-06,0,-0.21656135253593756,0
2024-01-07,1,-0.14792924999999957,0
2024-01-08,2,1.8855917375000004,0
2024-01-09,2,0.70697949125,0
2024-01-10,5,3.731801193234375,0
2024-01-11,6,0.43066588613593726,0
2024-01-12,3,1.5986124243046875,0
2024-01-13,0,1.5797051474640624,0
2024-01-14,0,-0.4435907749999998,0
2024-01-15,2,1.7325210950000003,0
2024-01-16,2,0.6026798777187502,0
2024-01-17,2,2.6525386844125003,0
2024-01-18,5,1.4816766741515623,0
2024-01-19,1,0.5034998593406251,0
2024-01-20,0,0.6218811289328126,0
2024-01-21,0,2.6576373938968754,0
2024-01-22,0,2.484677639928125,0
2024-01-23,1,0.41388764021875,0
2024-01-24,5,0.5567496181625001,0
2024-01-25,3,1.6189425534171877,0
2024-01-26,2,4.547573357610938,0
2024-01-27,0,0.23554149816249992,0
2024-01-28,0,0.4904864581984376,0
2024-01-29,3,4.5715113571671875,0
2024-01-30,7,-0.7872032054046874,0
2024-01-31,4,4.573071158126563,13
2024-02-01,1,4.214756129448437,4
2024-02-02,2,-0.9405952223171874,1
2024-02-03,0,4.463021271100001,1
2024-02-04,0,0.1257211655546877,0
2024-02-05,4,2.417668103198438,1
2024-02-06,5,4.3098657698859375,0
2024-02-07,0,2.069914693570313,0
2024-02-08,4,9.184943703671875,0
2024-02-09,4,4.488749859742187,0
2024-02-10,0,0.6022124935703124,0
2024-02-11,0,1.0040074511718753,0
2024-02-12,2,-0.8666289769453116,0
2024-02-13,0,0.4357991896671888,0
2024-02-14,5,4.467035163564064,0
2024-02-15,1,1.1208332607734381,0
2024-02-16,2,3.3005006097359377,0
