,d3/d3,highcharts/highcharts,plotly/plotly.js
2014-08-25,1,2,13.594558831106248
2014-08-26,0,4,14.084652155734375
2014-08-27,0,0,4.649736972385937
2014-08-28,2,4,13.263269695257813
2014-08-29,0,2,5.676796820512501
2014-08-30,0,0,-2.888843569856248
2014-08-31,0,0,6.1625384995203145
2014-09-01,0,6,0.8647677399218776
2014-09-02,0,9,4.331603619996877
2014-09-03,0,5,12.295564518159376
2014-09-04,0,4,9.563915750264062
2014-09-05,0,3,6.4879514052125
2014-09-06,0,0,-1.3371178077156252
2014-09-07,0,0,4.563199219676564
2014-09-08,0,8,11.436115832125001
2014-09-09,0,3,10.675410388165627
2014-09-10,1,3,6.382424416798438
2014-09-11,0,6,1.5684762850656253
2014-09-12,0,10,0.11377802955937621
2014-09-13,0,0,-0.39159706882187306
2014-09-14,0,0,-1.0223065758390604
2014-09-15,0,9,3.289166305620314
2014-09-16,0,6,18.02825065183125
2014-09-17,0,11,0.48103953157968693
2014-09-18,0,6,9.448884539892187
2014-09-19,0,8,1.991637670114062
2014-09-20,0,2,9.498619767575
2014-09-21,0,0,-2.0407198180875
2014-09-22,0,8,9.812510374964063
2014-09-23,0,1,3.0380262316875006
2014-09-24,0,1,-0.6802110836906237
2014-09-25,0,2,2.8212539040203133
2014-09-26,0,4,3.865607576720314
2014-09-27,2,0,-1.2417880387078113
2014-09-28,1,1,-0.7238752408156242
2014-09-29,1,3,8.478505150854689
2014-09-30,0,4,8.758338563078125
2014-10-01,0,0,9.310445560776563
2014-10-02,1,6,10.031752576804687
2014-10-03,1,4,15.731896914151562
2014-10-04,0,0,-2.0866127252218756
2014-10-05,0,0,7.199092624820313
2014-10-06,0,0,5.8853023587500015
2014-10-07,0,1,5.859340082859377
2014-10-08,9,2,1.8214883882703137
2014-10-09,5,5,4.250640201468752
2014-10-10,16,0,6.261593570917189
2014-10-11,0,0,-0.8808016734624988
2014-10-12,0,0,7.791528975087502
2014-10-13,2,6,0.34999866032343796
2014-10-14,5,2,8.810965703051563
2014-10-15,2,1,23.2368193155875
2014-10-16,3,1,0.5135984001499989
2014-10-17,19,0,8.8107073792625
2014-10-18,0,0,3.5121500719093746
2014-10-19,0,0,12.910343575446877
2014-10-20,0,1,27.18261006282344
2014-10-21,2,5,12.327531926145312
2014-10-22,2,1,25.778769458521875
2014-10-23,5,5,7.4610087267499985
2014-10-24,1,4,16.554626450789065
2014-10-25,0,0,2.2223957816843765
2014-10-26,1,0,8.379577175260941
2014-10-27,0,5,5.383902089550003
2014-10-28,0,0,6.720584360242191
2014-10-29,0,3,2.8513668026562526
2014-10-30,0,2,-1.517717447329685
2014-10-31,0,1,13.264181145968752
2014-11-01,0,0,-1.613395430045311
2014-11-02,0,0,2.416420938135939
2014-11-03,1,11,11.605061884810938
2014-11-04,0,7,15.788635664928126
2014-11-05,0,4,19.98758925702031
2014-11-06,0,3,23.070810962796873
2014-11-07,0,5,33.179391615518746
2014-11-08,0,0,-2.4676080440203148
2014-11-09,0,0,6.004128951445313
2014-11-10,0,9,13.380620869151565
2014-11-11,0,9,9.855276450653129
2014-11-12,0,4,9.962969431501566
2014-11-13,2,3,12.043471181243753
2014-11-14,19,0,6.9328434327515644
2014-11-15,4,0,4.451380426935939
2014-11-16,2,0,-1.9580303234281229
2014-11-17,15,0,8.168125948450003
2014-11-18,2,3,9.655614730875001
2014-11-19,10,6,7.336274927170314
2014-11-20,5,1,-0.5484180952218742
2014-11-21,0,0,5.287254547496876
2014-11-22,0,0,5.1743378337531265
2014-11-23,0,0,2.216326296729689
2014-11-24,0,2,6.537367254196876
2014-11-25,1,7,6.274802537307814
2014-11-26,0,2,3.1324759809531257
2014-11-27,0,3,11.4057419094125
2014-11-28,0,2,17.744317887359376
2014-11-29,2,0,-2.2358138199312507
2014-11-30,1,0,1.1218124561390632
2014-12-01,1,2,13.444692860185938
2014-12-02,0,4,12.449030703231251
2014-12-03,0,4,7.0261905318375
2014-12-04,0,5,38.29690506338437
2014-12-05,0,3,12.262793980617186
2014-12-06,7,0,-3.832819827029688
2014-12-07,0,0,-2.935132889984374
2014-12-08,4,6,14.032730577167191
2014-12-09,3,7,5.872041428407816
2014-12-10,0,8,4.149149041726565
2014-12-11,1,7,10.509459560554689
2014-12-12,0,6,20.108762096
2014-12-13,0,0,-2.056006784504687
2014-12-14,0,0,-2.2665281086624995
2014-12-15,0,6,25.568714144964066
2014-12-16,0,6,5.2131743880000005
2014-12-17,0,7,5.003731256034376
2014-12-18,0,1,3.403754297317188
2014-12-19,1,2,1.760953424295315
2014-12-20,0,0,0.12944157517343968
2014-12-21,0,0,0.5709646781421898
2014-12-22,1,1,11.908305383678126
2014-12-23,0,1,1.9101656823281257
2014-12-24,0,0,1.3716025193890635
2014-12-25,0,0,5.804595095551563
2014-12-26,0,0,-1.4451455083812492
2014-12-27,0,0,-0.829845534778124
2014-12-28,0,0,-0.5719800911749989
2014-12-29,0,0,2.5742118176468765
2014-12-30,1,0,0.3621361532250007
2014-12-31,1,0,4.492126488720313
2015-01-01,0,0,-0.7704562229406251
2015-01-02,0,0,-0.40766224871718726
2015-01-03,0,0,0.7296952822484378
2015-01-04,0,0,2.7410847125000006
2015-01-05,0,0,3.52797314875
2015-01-06,0,4,4.330891302203125
2015-01-07,0,7,5.123604148126562
2015-01-08,0,2,19.926655332385938
2015-01-09,0,5,26.30134347482031
2015-01-10,0,0,4.765640766249997
2015-01-11,0,0,-3.103556201765626
2015-01-12,0,4,-0.909401639082811
2015-01-13,1,18,5.507925384079691
2015-01-14,1,12,4.177250334778128
2015-01-15,1,10,4.197379125476564
2015-01-16,0,8,9.21833450770625
2015-01-17,0,0,4.744545503042188
2015-01-18,0,0,-1.945635803182812
2015-01-19,0,3,-1.0279929565734367
2015-01-20,0,1,2.3103157382343764
2015-01-21,0,7,2.1571669538546887
2015-01-22,0,5,15.124636589154688
2015-01-23,0,5,3.8575322604406246
2015-01-24,0,0,0.29921206786249965
2015-01-25,0,0,-0.19570331900468751
2015-01-26,0,3,6.161771744748439
2015-01-27,0,3,4.743389873750001
2015-01-28,1,2,11.645896272203125
2015-01-29,0,0,13.867231288345312
2015-01-30,1,0,19.212069981642188
2015-01-31,4,0,-2.7544331736687515
2015-02-01,0,0,-0.08407052499687451
2015-02-02,0,7,20.404888283162503
2015-02-03,0,9,24.65601161635469
2015-02-04,0,20,23.306756902904688
2015-02-05,1,7,2.613713650581248
2015-02-06,2,0,7.1356900787828135
2015-02-07,16,0,-2.5734207481687474
2015-02-08,6,0,-0.35891373630624557
2015-02-09,0,15,7.184797853932816
2015-02-10,3,1,19.71881806358438
2015-02-11,1,11,5.2714461347718755
2015-02-12,3,12,11.05944590705625
2015-02-13,1,2,22.90289695361875
2015-02-14,0,0,-3.295985734709375
2015-02-15,0,0,-2.452132195910936
2015-02-16,0,24,9.362731230182815
2015-02-17,0,12,11.643208547787502
2015-02-18,0,15,15.095097999582814
2015-02-19,0,9,14.47196960456875
2015-02-20,0,9,16.25256832995781
2015-02-21,0,0,-0.16701302015937536
2015-02-22,0,0,0.2167198835500015
2015-02-23,0,11,22.973275813714064
2015-02-24,0,10,26.050169084328125
2015-02-25,0,3,28.721568482385937
2015-02-26,0,4,32.65830514771562
2015-02-27,0,23,7.552156295071873
2015-02-28,0,2,6.326799821540627
2015-03-01,0,3,2.258890795968753
2015-03-02,0,14,15.244189869559381
2015-03-03,0,10,-0.5402144454984334
2015-03-04,0,0,0.668273886132817
2015-03-05,0,43,7.3330889401406285
2015-03-06,0,8,-0.7824795375812466
2015-03-07,0,1,-1.849206636635935
2015-03-08,0,1,-1.0906536554765607
2015-03-09,0,10,2.240715299709377
2015-03-10,0,10,4.1598947499515635
2015-03-11,0,7,5.958920139754688
2015-03-12,0,0,2.7803703502937496
2015-03-13,0,6,14.9290465672
2015-03-14,0,0,-0.23428790139062583
2015-03-15,0,4,3.684495007428125
2015-03-16,0,3,17.65944159875
2015-03-17,0,6,11.246625492203126
2015-03-18,0,14,16.09996495356406
2015-03-19,0,0,-0.5709854387890636
2015-03-20,0,2,2.671940365185939
2015-03-21,0,0,-1.0466791233937478
2015-03-22,0,0,-1.4877869853562469
2015-03-23,0,6,3.9846065761000027
2015-03-24,1,3,4.69065505502344
2015-03-25,0,7,3.5299529033484385
2015-03-26,0,4,-1.3270897840499996
2015-03-27,0,7,4.2437738690203135
2015-03-28,0,0,-0.9311905689359371
2015-03-29,0,0,-0.5423856381953117
2015-03-30,0,5,3.634076841214063
2015-03-31,1,9,13.316473694921875
2015-04-01,1,3,11.184543627976561
2015-04-02,0,0,15.791955257206249
2015-04-03,0,0,5.0358872560703105
2015-04-04,1,0,-2.3820835650781254
2015-04-05,0,0,5.538110687320314
2015-04-06,2,1,13.261914290000002
2015-04-07,2,7,8.3649073379375
2015-04-08,0,10,2.3478799313875003
2015-04-09,0,8,8.88590786279375
2015-04-10,0,9,16.568580962751565
2015-04-11,0,0,-0.3263986872718747
2015-04-12,0,0,-0.09137363153749911
2015-04-13,0,10,8.437462977640626
2015-04-14,0,6,10.864470865764066
2015-04-15,0,2,14.393309400039064
2015-04-16,0,6,3.8279869107765623
2015-04-17,0,2,6.528129527898438
2015-04-18,0,0,-0.4630704389421867
2015-04-19,0,0,2.292629095270315
2015-04-20,0,7,8.50850144136094
2015-04-21,0,13,13.983767151021876
2015-04-22,0,11,23.160520731687498
2015-04-23,0,1,14.812156109517186
2015-04-24,0,0,17.866982024529687
2015-04-25,0,0,5.492490272607812
2015-04-26,0,0,-1.597314208854686
2015-04-27,0,32,16.534776880365627
2015-04-28,0,11,26.315216744700002
2015-04-29,0,14,9.751210626390627
2015-04-30,0,2,6.52250521726875
2015-05-01,0,0,6.169329444268751
2015-05-02,0,0,-3.3559353220265598
2015-05-03,0,0,-2.1096635159468713
2015-05-04,0,11,7.537195494859379
2015-05-05,0,44,23.98725402263125
2015-05-06,1,22,15.076017330098438
2015-05-07,0,7,22.0243589449375
2015-05-08,0,2,15.27586630628906
2015-05-09,0,0,-4.581846258051563
2015-05-10,0,0,1.344930362140627
2015-05-11,0,10,22.744501158750005
2015-05-12,0,2,21.863085342859378
2015-05-13,1,5,20.961306635020314
2015-05-14,0,0,20.48300553426875
2015-05-15,0,1,20.277742238410937
2015-05-16,0,3,-3.913528226246874
2015-05-17,0,0,-1.608662648218747
2015-05-18,0,4,-0.6450884833124952
2015-05-19,2,4,3.793287836965631
2015-05-20,0,7,8.703243620695318
2015-05-21,0,4,12.401646768159377
2015-05-22,0,1,25.978535068159374
2015-05-23,0,0,13.439633778159374
2015-05-24,0,0,-0.1425062094656262
2015-05-25,0,0,29.339184451396875
2015-05-26,0,13,19.018757603896876
2015-05-27,0,10,33.81302082058438
2015-05-28,0,4,41.0315001353625
2015-05-29,0,5,23.24078751062031
2015-05-30,0,0,-3.138934447992188
2015-05-31,0,0,-4.3819950428234336
2015-06-01,0,14,21.282307572290634
2015-06-02,0,15,12.758347375856255
2015-06-03,0,11,18.864617952725006
2015-06-04,0,6,45.44783526152813
2015-06-05,0,2,1.5666781338484377
2015-06-06,0,0,16.468194818025
2015-06-07,0,0,-0.5462503549781239
2015-06-08,0,0,11.218589293054693
2015-06-09,0,5,43.85623923957344
2015-06-10,0,12,22.447045204820313
2015-06-11,0,9,32.87640150822813
2015-06-12,0,11,10.801421087840623
2015-06-13,0,0,1.377552760510941
2015-06-14,0,0,-4.735869080453121
2015-06-15,0,7,22.757699135381255
2015-06-16,0,8,12.021865747085942
2015-06-17,0,11,22.213928549710943
2015-06-18,0,0,10.28104560030625
2015-06-19,0,0,0.2125005745468762
2015-06-20,0,0,-3.3662996187343723
2015-06-21,0,0,-2.0912092773078084
2015-06-22,0,7,5.512366614712505
2015-06-23,0,14,6.146076187843753
2015-06-24,0,28,-2.086737235949998
2015-06-25,0,9,0.7960658529671889
2015-06-26,0,8,9.99203199202969
2015-06-27,0,0,-1.6503404556531245
2015-06-28,0,0,2.184937649820313
2015-06-29,0,24,11.16222302625
2015-06-30,0,11,1.2497512388906253
2015-07-01,0,4,4.735553253123438
2015-07-02,0,11,18.6268521497125
2015-07-03,0,11,14.207032465218749
2015-07-04,6,0,-3.187923685743751
2015-07-05,0,0,-1.790937866645312
2015-07-06,0,3,14.804234168453128
2015-07-07,0,4,13.474133022454689
2015-07-08,0,11,14.946721653021875
2015-07-09,0,8,23.495765426798435
2015-07-10,0,3,14.273047788221874
2015-07-11,0,0,-3.547106371984375
2015-07-12,0,0,-1.7076656931109357
2015-07-13,0,1,10.077419660000004
2015-07-14,0,0,21.331251876750002
2015-07-15,0,0,6.862083731175001
2015-07-16,0,0,19.58500143889375
2015-07-17,0,0,6.62346721168125
2015-07-18,0,0,-0.570623674517186
2015-07-19,0,0,-2.4027738574484356
2015-07-20,0,0,35.43199842944844
2015-07-21,0,0,19.082277793776562
2015-07-22,0,0,7.94054556094375
2015-07-23,0,0,8.810388694715625
2015-07-24,0,0,24.192512226495314
2015-07-25,0,0,-2.179425890248436
2015-07-26,0,0,-2.194001279442185
2015-07-27,0,0,14.73731813114219
2015-07-28,0,0,10.590049795921878
2015-07-29,0,0,7.437522230045315
2015-07-30,0,1,14.877772318684375
2015-07-31,0,0,6.354938065329688
2015-08-01,0,0,-3.110300698654686
2015-08-02,0,0,-1.9146427188031228
2015-08-03,0,4,11.758164868126565
2015-08-04,0,4,11.732119441198439
2015-08-05,0,11,7.218148740920313
2015-08-06,0,14,14.445357963825
2015-08-07,0,6,8.806833525323437
2015-08-08,0,0,-2.9956552258031244
2015-08-09,0,0,-1.7118541878593736
2015-08-10,0,0,6.817083773750003
2015-08-11,0,8,15.266745308296876
2015-08-12,0,8,10.168766359814063
2015-08-13,0,3,4.147195948090625
2015-08-14,0,1,15.685425798375
2015-08-15,0,0,-2.223296749298437
2015-08-16,0,1,2.1418204195687514
2015-08-17,0,2,17.3753409675
2015-08-18,0,6,39.970512247125
2015-08-19,0,5,3.9540317196968724
2015-08-20,0,6,12.842992588935937
2015-08-21,1,6,25.77843368092344
2015-08-22,0,0,-0.5394690982828108
2015-08-23,0,0,-3.689345931162497
2015-08-24,0,2,29.584151129151564
2015-08-25,0,0,16.939597828809376
2015-08-26,0,0,2.867478167145314
2015-08-27,0,0,5.177129249548439
2015-08-28,0,7,26.806529203375003
2015-08-29,0,0,-2.0886093648296864
2015-08-30,0,0,-2.1473600411562477
2015-08-31,0,13,15.908546682320315
2015-09-01,0,28,18.649030816000003
2015-09-02,0,9,13.72953615000625
2015-09-03,0,2,-2.1280376511656254
2015-09-04,0,8,9.449355687571877
2015-09-05,0,0,-2.9567586645421855
2015-09-06,0,0,-1.8521739363749963
2015-09-07,0,5,-0.19744217812343523
2015-09-08,0,0,5.958210470682815
2015-09-09,0,0,10.473906210509377
2015-09-10,0,7,22.919364067428127
2015-09-11,0,6,15.436397173321874
2015-09-12,0,0,-2.659371711259377
2015-09-13,0,0,-2.1422154929312494
2015-09-14,0,8,31.60030871625
2015-09-15,0,20,13.630825413234376
2015-09-16,0,6,23.850567538854687
2015-09-17,0,12,6.732350882310936
2015-09-18,1,8,28.781201202928127
