,sveltejs/svelte,angular/angular,facebook/react
2022-11-12,0,0.0,-1.222401329820312
2022-11-13,0,0.0,1.2527632396765633
2022-11-14,0,5.0,1.304150801250001
2022-11-15,0,1.0,5.315182318890626
2022-11-16,0,3.0,4.924728585404688
2022-11-17,0,20.0,13.80313639595625
2022-11-18,0,4.0,0.8320942612109365
2022-11-19,0,0.0,-0.42559774481406243
2022-11-20,0,0.0,-0.9652823276437495
2022-11-21,0,10.0,13.342565906468751
2022-11-22,0,91.0,8.086292666396876
2022-11-23,0,21.0,-1.0372126981656251
2022-11-24,0,0.0,4.721188775440625
2022-11-25,0,0.0,-0.45963591169999907
2022-11-26,0,0.0,-0.9965409233359359
2022-11-27,0,0.0,-0.6168630456234364
2022-11-28,0,17.0,4.536077524964064
2022-11-29,0,21.0,4.1245816427812505
2022-11-30,0,6.0,0.9555504130906254
2022-12-01,0,7.0,7.259218971625
2022-12-02,1,14.0,5.787285073120312
2022-12-03,5,4.0,-1.36085767823125
2022-12-04,0,4.0,-0.7391176650359372
2022-12-05,13,13.0,7.481687956250001
2022-12-06,4,15.0,5.796794428671875
2022-12-07,1,9.0,2.6098634297421874
2022-12-08,0,3.0,2.8149854537890624
2022-12-09,0,17.0,3.8841999170531256
2022-12-10,0,1.0,-1.2017405113968742
2022-12-11,1,0.0,-0.6985553177515617
2022-12-12,0,14.0,6.529499342500001
2022-12-13,1,12.0,4.925370072125
2022-12-14,0,9.0,12.773224403603125
2022-12-15,1,2.0,7.923249932685937
2022-12-16,1,0.0,0.9270253565437496
2022-12-17,0,0.0,-0.4672292252218748
2022-12-18,0,0.0,0.959896149820314
2022-12-19,1,71.0,1.0806125512500018
2022-12-20,1,0.0,14.140536456390626
2022-12-21,0,2.0,10.880853531654687
2022-12-22,4,0.0,10.575785752565626
2022-12-23,0,1.0,0.35423133309062393
2022-12-24,0,2.0,-1.7477821856562494
2022-12-25,0,0.0,-1.0991400381234357
2022-12-26,0,0.0,-0.8107833085671852
2022-12-27,0,0.0,-0.644951187353123
2022-12-28,0,0.0,-0.5239968640562485
2022-12-29,0,0.0,-0.4340749459921863
2022-12-30,0,0.0,-0.2668542409203118
2022-12-31,1,0.0,-0.13789002201406214
2023-01-01,2,0.0,-0.025196557607812434
2023-01-02,10,7.0,0.0
2023-01-03,2,2.0,3.0
2023-01-04,0,17.0,12.7
2023-01-05,0,15.0,4.564999999999999
2023-01-06,0,1.0,-0.2705000000000011
2023-01-07,0,0.0,-0.8024875000000002
2023-01-08,0,0.0,-0.532962749999999
2023-01-09,1,2.0,10.598521212500001
2023-01-10,6,17.0,8.57824974875
2023-01-11,0,19.0,10.236988184703124
2023-01-12,1,20.0,8.807191183189062
2023-01-13,0,11.0,5.670023842689062
2023-01-14,0,0.0,1.9191293217687502
2023-01-15,0,0.0,-0.6357984900359364
2023-01-16,0,0.0,0.8176607162500018
2023-01-17,0,7.0,3.924283194328127
2023-01-18,0,8.0,3.703938999448439
2023-01-19,0,2.0,13.706735459703125
2023-01-20,0,3.0,6.727622956396875
2023-01-21,0,0.0,-2.079516679520313
2023-01-22,0,0.0,-1.1592780435999996
2023-01-23,0,2.0,7.221817571840626
2023-01-24,0,19.0,6.6234722276828135
2023-01-25,1,12.0,9.377411311100001
2023-01-26,0,8.0,2.9373006159921875
2023-01-27,1,7.0,1.3263377758359378
2023-01-28,4,0.0,-0.3448316051796867
2023-01-29,0,0.0,-0.914607272823436
2023-01-30,1,0.0,10.394857580000002
2023-01-31,0,2.0,25.418850538375
2023-02-01,0,0.0,7.404409204337498
2023-02-02,2,25.0,10.087986467790623
2023-02-03,1,2.0,7.021540455776561
2023-02-04,0,0.0,-2.715464647976561
2023-02-05,3,0.0,-1.6624867581234355
2023-02-06,0,12.0,5.783299401214065
2023-02-07,3,3.0,12.334293870578128
2023-02-08,0,10.0,9.479963849432814
2023-02-09,0,3.0,8.362641362107812
2023-02-10,0,11.0,15.488650090401563
2023-02-11,0,0.0,-3.2439604631234378
2023-02-12,0,0.0,-0.7732071128593736
2023-02-13,1,7.0,7.7043874512500015
2023-02-14,7,12.0,12.125556661390627
2023-02-15,0,3.0,1.4057436575296882
2023-02-16,2,14.0,18.101486924559374
2023-02-17,0,18.0,6.813196543896875
2023-02-18,0,1.0,-2.726104774676562
2023-02-19,0,0.0,-1.609015654396874
2023-02-20,0,2.0,6.943603245734377
2023-02-21,12,9.0,6.36856653282344
2023-02-22,7,8.0,2.1616714099578136
2023-02-23,6,5.0,0.5026487624343756
2023-02-24,2,5.0,1.890801367043751
2023-02-25,0,0.0,1.9381058191250014
2023-02-26,3,0.0,-0.8928686253593742
2023-02-27,14,14.0,6.479662330000001
2023-02-28,10,23.0,3.9023348758750003
2023-03-01,7,15.0,5.8602261155875
2023-03-02,5,10.0,5.66001224765
2023-03-03,0,12.0,20.572363337575
2023-03-04,2,0.0,7.9905865171312485
2023-03-05,0,0.0,0.3392431658453119
2023-03-06,1,12.0,24.15188275614219
2023-03-07,0,7.0,5.169526990140625
2023-03-08,3,12.0,15.986220505920313
2023-03-09,1,10.0,7.238535647460937
2023-03-10,2,0.0,3.688311136139064
2023-03-11,0,0.0,3.227690449654689
2023-03-12,0,0.0,-1.4316578627124974
2023-03-13,1,2.0,7.369007718057816
2023-03-14,7,18.0,0.9381840502359395
2023-03-15,7,2.0,10.369660400675002
2023-03-16,2,14.0,6.819584633629688
2023-03-17,2,12.0,7.850963159895313
2023-03-18,1,0.0,-0.1931280090046874
2023-03-19,1,0.0,-1.4485539045953115
2023-03-20,2,8.0,7.046345768018751
2023-03-21,3,24.0,10.50558534157344
2023-03-22,0,23.0,16.881630420629687
2023-03-23,1,12.0,1.9282867949546865
2023-03-24,1,7.0,9.813537964928125
2023-03-25,0,0.0,0.463155804520313
2023-03-26,0,0.0,-1.776909751390623
2023-03-27,6,9.0,14.849977824928127
2023-03-28,2,10.0,6.526217153375001
2023-03-29,2,19.0,5.666010632275
2023-03-30,5,23.0,19.794652941021877
2023-03-31,0,9.0,11.472869844239062
2023-04-01,0,1.0,-2.3519256076171877
2023-04-02,4,0.0,-1.0524341194781242
2023-04-03,3,4.0,2.52283718989219
2023-04-04,0,41.0,12.503761625500003
2023-04-05,3,15.0,9.530275947284377
2023-04-06,0,11.0,5.425593068051563
2023-04-07,0,1.0,1.7049720871187501
2023-04-08,0,0.0,-1.8082971597749988
2023-04-09,0,0.0,-0.08087734730468554
2023-04-10,0,5.0,9.180688874448439
2023-04-11,9,36.0,11.383487997901563
2023-04-12,2,15.0,-0.24893924736250028
2023-04-13,0,9.0,1.5355361883093752
2023-04-14,0,8.0,1.7950507304437509
2023-04-15,2,0.0,0.9595939151500015
2023-04-16,0,0.0,-0.847651981393749
2023-04-17,1,28.0,6.438667561984376
2023-04-18,25,46.0,6.858038191057813
2023-04-19,3,25.0,9.5252747254375
2023-04-20,3,3.0,11.107177664751562
2023-04-21,0,1.0,10.72725474213125
2023-04-22,0,0.0,0.44729386084531164
2023-04-23,0,0.0,0.2518112288609382
2023-04-24,1,19.0,5.648853571178127
2023-04-25,0,8.0,7.345859851390626
2023-04-26,4,16.0,16.028019456873437
2023-04-27,2,6.0,4.018058272790625
2023-04-28,1,7.0,0.6561494641515626
2023-04-29,0,0.0,0.2800419840796886
2023-04-30,2,0.0,-1.3036872520140603
2023-05-01,0,34.0,5.149313830110939
2023-05-02,2,13.0,9.747659862568751
2023-05-03,0,8.0,10.103597345107813
2023-05-04,7,13.0,5.736805281645312
2023-05-05,5,0.0,-0.05523765050625018
2023-05-06,0,0.0,-1.335672299298437
2023-05-07,0,0.0,0.13346049136093907
2023-05-08,6,22.0,8.256156979928127
2023-05-09,2,21.0,2.547356313156251
2023-05-10,1,11.0,1.7402014866125004
2023-05-11,2,5.0,6.920556770917187
2023-05-12,2,6.0,4.54940062294375
2023-05-13,4,0.0,-1.3726902088187498
2023-05-14,2,0.0,-0.7708040138218744
2023-05-15,2,12.0,4.453290120734376
2023-05-16,3,9.0,1.0687165078234384
2023-05-17,2,8.0,14.225859386364064
2023-05-18,1,1.0,7.037478005809374
2023-05-19,4,9.0,-0.9036177392328129
2023-05-20,1,0.0,0.8209905516187501
2023-05-21,1,0.0,-0.9598741777156238
2023-05-22,4,11.0,2.371993743750002
2023-05-23,7,18.0,4.209827604921876
2023-05-24,2,10.0,2.961563805039063
2023-05-25,9,7.0,8.98393882094375
2023-05-26,10,0.0,2.365997173570312
2023-05-27,4,0.0,-1.2230081283390626
2023-05-28,0,0.0,-0.6952552660671871
2023-05-29,1,0.0,-0.5009808563218737
2023-05-30,7,21.0,1.6193610297031262
2023-05-31,0,7.0,12.486499967314064
2023-06-01,6,18.0,4.366147472757812
2023-06-02,0,2.0,3.5843466746999995
2023-06-03,0,0.0,0.6959132225781246
2023-06-04,2,0.0,2.0695585898562507
2023-06-05,1,0.0,12.107683225
2023-06-06,0,9.0,5.114693445
2023-06-07,2,8.0,1.26526449771875
2023-06-08,5,8.0,8.646720985725
2023-06-09,2,2.0,-0.8998502173109368
2023-06-10,1,0.0,-0.14956336029374873
2023-06-11,0,0.0,-0.8703228899609364
2023-06-12,2,19.0,0.3896699671312517
2023-06-13,1,15.0,4.422943461939064
2023-06-14,8,24.0,3.077156262173438
2023-06-15,2,4.0,12.118787368201563
2023-06-16,9,2.0,11.211702103485937
2023-06-17,2,0.0,-2.2230797846250008
2023-06-18,2,3.0,-1.1498629280515624
2023-06-19,8,8.0,-0.7888821112859363
2023-06-20,10,15.0,12.404184905734377
2023-06-21,10,11.0,1.218760884885938
2023-06-22,25,12.0,8.719408271507813
2023-06-23,7,6.0,4.1922984694031245
2023-06-24,3,0.0,-1.6376856521703118
2023-06-25,2,0.0,-0.9356903329671866
2023-06-26,5,17.0,0.4029185875000013
2023-06-27,4,7.0,6.431153411250001
2023-06-28,6,3.0,3.8690102170468754
2023-06-29,5,1.0,0.8287009404859378
2023-06-30,4,18.0,2.1673956347359375
2023-07-01,0,0.0,-0.8346526534531246
2023-07-02,2,0.0,0.5283151222843757
2023-07-03,9,0.0,4.589363466250001
2023-07-04,2,0.0,0.20774475073437526
2023-07-05,4,6.0,4.440980200104688
2023-07-06,7,1.0,20.123530537170314
2023-07-07,2,0.0,-1.5673412274609388
2023-07-08,0,0.0,5.65258909338125
2023-07-09,2,0.0,-1.5650295663578129
2023-07-10,10,8.0,-0.9361950567656232
2023-07-11,3,19.0,5.308241573635939
2023-07-12,0,0.0,3.8558124305546886
2023-07-13,2,15.0,6.814812698635938
2023-07-14,1,15.0,8.457843380242188
2023-07-15,0,0.0,-1.8900750900203127
2023-07-16,1,0.0,-0.9533900436453122
2023-07-17,2,19.0,1.3313522072484385
2023-07-18,5,10.0,0.3320687600000014
2023-07-19,3,12.0,0.430658040656251
2023-07-20,1,5.0,0.47939562470625074
2023-07-21,2,7.0,1.5556972706953132
2023-07-22,0,0.0,-0.4892699504437496
2023-07-23,0,0.0,-0.2655918003593747
2023-07-24,2,5.0,0.8708713450000002
2023-07-25,0,4.0,9.799165915218751
2023-07-26,2,6.0,1.8721447731624994
2023-07-27,1,11.0,6.166115113198437
2023-07-28,2,15.0,2.8191829419484367
2023-07-29,0,0.0,-1.0507772285671872
2023-07-30,0,0.0,-0.6326147175718745
2023-07-31,1,0.0,-0.449701571249999
2023-08-01,0,29.0,3.644541436984376
2023-08-02,0,3.0,3.3060358410578132
2023-08-03,1,5.0,1.1770026118437502
2023-08-04,3,8.0,6.369450466282812
2023-08-05,0,0.0,-1.0837152198140627
2023-08-06,0,0.0,-0.5527124101437497
2023-08-07,1,7.0,6.64205995
2023-08-08,0,6.0,0.026106165000000292
2023-08-09,0,4.0,3.3632106879375003
2023-08-10,0,8.0,13.169309857793749
2023-08-11,2,6.0,7.116474590075
2023-08-12,1,0.0,-0.8612556461812506
2023-08-13,1,1.0,-1.1536928052515625
2023-08-14,1,19.0,13.253940113750001
2023-08-15,1,15.0,4.029183062640626
2023-08-16,0,2.0,14.307283509232812
2023-08-17,0,10.0,11.394441285401562
2023-08-18,1,7.0,3.1391679288875
2023-08-19,0,0.0,-2.2504019488937494
2023-08-20,2,0.0,-1.3657266608390608
2023-08-21,1,11.0,3.039174324964065
2023-08-22,4,7.0,9.839279740281253
2023-08-23,1,7.0,4.086538371403126
2023-08-24,2,3.0,0.35323005403437535
2023-08-25,1,1.0,0.7989497997062507
2023-08-26,1,0.0,1.072251686403126
2023-08-27,0,0.0,-0.751300415215624
2023-08-28,2,29.0,1.525817577500001
2023-08-29,0,39.0,13.4301655141875
2023-08-30,1,12.0,5.204708444184375
2023-08-31,2,18.0,3.382457826510937
2023-09-01,0,13.0,1.6266338412531245
2023-09-02,0,0.0,-1.1041302236031243
2023-09-03,0,0.0,-0.7100303561031238
2023-09-04,1,0.0,-0.5248830225718736
2023-09-05,0,23.0,12.590846288968752
2023-09-06,0,10.0,1.3574297264593747
2023-09-07,0,11.0,12.8354833546375
2023-09-08,0,6.0,1.9545853784203113
2023-09-09,0,0.0,-1.4548117017265623
2023-09-10,0,0.0,-0.875701807607812
2023-09-11,0,3.0,8.377268587500001
2023-09-12,0,17.0,1.6080114112500008
2023-09-13,1,7.0,3.8885956670468755
2023-09-14,0,9.0,10.762650180485938
2023-09-15,4,9.0,11.100009775173437
2023-09-16,2,0.0,-2.3453954375656254
2023-09-17,0,0.0,-1.2307162726437497
2023-09-18,1,21.0,6.161636946250002
2023-09-19,1,21.0,-0.34721946839062356
2023-09-20,10,12.0,4.057775006879689
2023-09-21,1,0.0,4.8782313598140625
2023-09-22,0,21.0,3.700830429882813
2023-09-23,0,0.0,0.7288459503656253
2023-09-24,0,0.0,-0.9167484204671871
2023-09-25,1,5.0,3.4721233637500006
2023-09-26,0,14.0,0.19910505014062574
2023-09-27,0,16.0,9.395290412982813
2023-09-28,0,0.0,2.620153842385937
2023-09-29,0,23.0,1.8576533529765626
2023-09-30,0,0.0,-0.9705515727937499
2023-10-01,1,0.0,-0.5855206887109365
2023-10-02,0,7.0,8.596347997428126
2023-10-03,1,5.0,10.7925584266875
2023-10-04,2,32.0,11.139901014340625
2023-10-05,1,20.0,7.715557194807811
2023-10-06,1,15.0,0.7314946338281247
2023-10-07,0,0.0,-1.5758010991906244
2023-10-08,0,0.0,-1.0256681701078108
2023-10-09,0,28.0,8.240569833750003
2023-10-10,0,49.0,5.486499665359377
2023-10-11,0,15.0,1.380402144739063
2023-10-12,0,9.0,4.752902700365626
2023-10-13,0,8.0,0.641388198126563
2023-10-14,0,0.0,-0.9578817144062493
2023-10-15,0,0.0,0.4205405798921883
2023-10-16,0,16.0,4.478697396250001
2023-10-17,0,7.0,4.113717771609376
2023-10-18,1,30.0,2.9594454723171877
2023-10-19,8,11.0,3.0314543907015623
2023-10-20,1,0.0,3.0532769217984375
2023-10-21,0,0.0,2.039411996253125
2023-10-22,0,0.0,-0.8509352138218746
2023-10-23,1,19.0,5.473036143234376
2023-10-24,0,28.0,1.003026051135938
2023-10-25,0,24.0,5.216686837242188
2023-10-26,0,6.0,-0.08664059974218752
2023-10-27,0,15.0,3.2932955152937504
2023-10-28,0,0.0,-0.8591752509562498
2023-10-29,0,0.0,-0.5059809241906242
2023-10-30,1,0.0,7.650554239892188
2023-10-31,2,37.0,9.94266390440625
2023-11-01,0,5.0,5.3262790687531245
2023-11-02,0,22.0,16.439050670584376
2023-11-03,0,9.0,3.301863786768749
2023-11-04,0,5.0,-2.0123936045984374
2023-11-05,0,0.0,-1.243813260143749
2023-11-06,1,21.0,5.110726042500002
2023-11-07,1,1.0,11.695212249625001
2023-11-08,1,17.0,16.846285137790623
2023-11-09,0,35.0,11.90597582349531
2023-11-10,12,8.0,11.852941220467187
2023-11-11,1,0.0,-0.2904022237406254
2023-11-12,2,0.0,-0.13397044021562365
2023-11-13,12,20.0,4.383675910000003
2023-11-14,9,9.0,10.221105083156253
2023-11-15,16,6.0,4.586269649331252
2023-11-16,4,7.0,7.8445060884859386
2023-11-17,6,11.0,1.6777971253328134
2023-11-18,4,0.0,-1.7232630970234362
2023-11-19,1,0.0,-1.058885694585936
2023-11-20,6,19.0,-0.7022817611390607
2023-11-21,8,5.0,2.456716474334377
2023-11-22,10,0.0,0.26104412984687597
2023-11-23,10,0.0,1.433650565959376
2023-11-24,6,0.0,-0.5293498829078123
2023-11-25,1,0.0,-0.3027492774218746
2023-11-26,0,0.0,-0.15960816014374973
2023-11-27,11,5.0,2.9030722125
2023-11-28,4,17.0,7.62132339875
2023-11-29,2,16.0,4.9988773397031245
2023-11-30,11,37.0,1.8975477368765619
2023-12-01,1,16.0,4.112477021432812
2023-12-02,0,0.0,-1.0364479550718748
2023-12-03,0,1.0,-0.6028950374999993
2023-12-04,8,6.0,8.560234811250002
2023-12-05,12,31.0,3.751910665953125
2023-12-06,15,15.0,4.806624973267187
2023-12-07,15,7.0,1.6948081503687498
2023-12-08,3,28.0,4.9669709644875
2023-12-09,0,0.0,-1.2274013726859372
2023-12-10,1,0.0,-0.7205111251796865
2023-12-11,2,16.0,11.50465867125
2023-12-12,5,14.0,4.4071193766093755
2023-12-13,4,25.0,0.5338200470984376
2023-12-14,4,10.0,2.9763426954765624
2023-12-15,1,10.0,8.9453897682375
2023-12-16,0,0.0,5.3630175642984375
2023-12-17,0,0.0,-0.6103627652156249
2023-12-18,0,17.0,0.9730200700000005
2023-12-19,0,22.0,1.0767020413125012
2023-12-20,0,3.0,7.142663448975002
2023-12-21,0,2.0,-1.3260044012468746
2023-12-22,0,0.0,-0.7325837571343743
2023-12-23,0,0.0,-0.5216549265499993
2023-12-24,0,0.0,-0.3859179377187488
2023-12-25,0,0.0,-0.24580569826718673
2023-12-26,0,0.0,-0.15501897106718704
2023-12-27,11,0.0,-0.12468390110312465
2023-12-28,0,0.0,-0.09334420919687476
2023-12-29,0,0.0,-0.06719082028749983
2023-12-30,0,0.0,0.0
2023-12-31,0,0.0,0.0
2024-01-01,2,0.0,0.0
2024-01-02,10,0.0,3.0
2024-01-03,4,18.0,0.6999999999999997
2024-01-04,3,17.0,-0.23500000000000018
2024-01-05,2,2.0,-0.1305000000000001
2024-01-06,0,0.0,-0.09048749999999979
2024-01-07,0,0.0,-0.06901274999999976
2024-01-08,7,4.0,0.9443972125000002
2024-01-09,14,13.0,3.85355689875
2024-01-10,3,40.0,3.515201364703125
2024-01-11,11,1.0,3.3567351293765624
2024-01-12,3,3.0,8.276938647464062
2024-01-13,2,0.0,-1.2927667500000006
2024-01-14,0,0.0,0.3207209875000001
2024-01-15,3,0.0,3.4326412537500004
2024-01-16,4,3.0,2.197979351984376
2024-01-17,4,21.0,2.2027543104015628
2024-01-18,2,9.0,6.195635940293751
2024-01-19,6,10.0,10.80902132154375
2024-01-20,2,0.0,0.14017326021562448
2024-01-21,0,0.0,-1.1891691690734374
2024-01-22,3,4.0,5.281583114484375
2024-01-23,4,16.0,8.862793519151563
2024-01-24,4,20.0,4.307558474559375
2024-01-25,4,36.0,12.457264979595312
2024-01-26,4,25.0,18.669401871282812
2024-01-27,0,0.0,0.5998753835609367
2024-01-28,0,0.0,-1.2280374314625
2024-01-29,5,11.0,11.520544492428126
2024-01-30,5,17.0,7.634134084406252
2024-01-31,12,26.0,3.5684916521281265
2024-02-01,2,24.0,20.921258086546874
2024-02-02,0,5.0,18.390305581315623
2024-02-03,0,0.0,-3.1981980563312504
2024-02-04,1,0.0,1.5725084859328131
2024-02-05,10,24.0,18.037060100590626
2024-02-06,6,41.0,21.64354379076094
2024-02-07,2,24.0,3.5366123218765626
2024-02-08,4,13.0,5.720115557796875
2024-02-09,4,7.0,12.022095355425002
2024-02-10,0,0.0,-2.43931574092031
2024-02-11,0,0.0,-0.10167685380624736
2024-02-12,2,12.0,3.415007157901565
2024-02-13,5,5.0,7.318911573293753
2024-02-14,4,10.0,13.941193691390627
2024-02-15,4,10.0,4.211266978726563
