,sveltejs/svelte,angular/angular,facebook/react
2021-05-01,3,1.0,0.1566920570953131
2021-05-02,0,0.0,-0.6820766581234359
2021-05-03,4,26.0,7.520064946214064
2021-05-04,0,9.0,4.821904369703125
2021-05-05,0,22.0,3.723435615251563
2021-05-06,0,21.0,0.7520814862078122
2021-05-07,0,16.0,5.08729204273125
2021-05-08,0,0.0,-0.11446986180156227
2021-05-09,0,2.0,-0.7502762655515618
2021-05-10,0,24.0,-0.5140292475359367
2021-05-11,0,11.0,0.6063727558750012
2021-05-12,0,5.0,2.5762437953687507
2021-05-13,0,10.0,0.43948910220625037
2021-05-14,0,9.0,1.5956449212890627
2021-05-15,0,0.0,-0.436463779415625
2021-05-16,2,0.0,-0.25656567823124965
2021-05-17,0,5.0,0.8524263849640628
2021-05-18,1,21.0,6.79197851625
2021-05-19,1,16.0,3.1667550857343745
2021-05-20,1,9.0,6.1819784871671875
2021-05-21,0,11.0,-0.1571147631234382
2021-05-22,0,0.0,-0.7172897285671873
2021-05-23,0,6.0,-0.46992696757187447
2021-05-24,0,17.0,0.659167716250001
2021-05-25,0,47.0,4.626648013234376
2021-05-26,2,25.0,1.2269973338546878
2021-05-27,1,27.0,2.3586168939359378
2021-05-28,0,4.0,-0.6648297975031251
2021-05-29,6,0.0,-0.379789530767187
2021-05-30,2,0.0,-0.2289696150359371
2021-05-31,0,0.0,0.8288752412500006
2021-06-01,1,19.0,3.7602889307343754
2021-06-02,1,16.0,3.4370861523859375
2021-06-03,0,29.0,10.297088022539063
2021-06-04,0,8.0,3.539834855881249
2021-06-05,0,0.0,0.767036692392187
2021-06-06,0,0.0,-0.8987790125
2021-06-07,0,16.0,2.412003753750001
2021-06-08,0,29.0,4.255812101984376
2021-06-09,0,9.0,0.007262222901563087
2021-06-10,0,8.0,1.2975571165437505
2021-06-11,0,2.0,7.329873140434375
2021-06-12,0,0.0,-1.2325790854734373
2021-06-13,1,0.0,-0.6188631762109371
2021-06-14,0,18.0,6.598669393678126
2021-06-15,3,1.0,6.005131067203125
2021-06-16,0,20.0,0.7456101560640624
2021-06-17,0,8.0,1.1064539318046875
2021-06-18,0,15.0,-0.750422548567187
2021-06-19,2,0.0,-0.497798959196874
2021-06-20,0,0.0,-0.37046715778749906
2021-06-21,0,13.0,-0.24334846124999926
2021-06-22,18,7.0,2.7968084101406254
2021-06-23,0,2.0,2.525718423639063
2021-06-24,1,18.0,4.464884013717187
2021-06-25,1,3.0,1.2435656688968746
2021-06-26,13,0.0,0.4107147949281249
2021-06-27,8,0.0,-0.4428377499999999
2021-06-28,10,11.0,-0.2931487874999994
2021-06-29,12,6.0,0.7768241237500007
2021-06-30,1,10.0,3.7193079097031254
2021-07-01,1,4.0,4.4031892470953125
2021-07-02,6,10.0,-0.8168875276859378
2021-07-03,1,1.0,-0.43188708496093753
2021-07-04,0,0.0,-0.2676327680874997
2021-07-05,2,0.0,-0.18934036503593685
2021-07-06,1,0.0,-0.14432549624999955
2021-07-07,1,10.0,4.880246839484375
2021-07-08,9,20.0,11.397859414151561
2021-07-09,1,12.0,0.49356302477812397
2021-07-10,6,0.0,1.075505737320312
2021-07-11,1,0.0,-0.7353125000000001
2021-07-12,7,41.0,1.524466250000001
2021-07-13,1,5.0,8.442463937500001
2021-07-14,8,5.0,2.72302886875
2021-07-15,0,12.0,1.898476554921875
2021-07-16,0,9.0,5.016849563632812
2021-07-17,2,0.0,-1.2093062489624997
2021-07-18,0,0.0,-0.6454591061031243
2021-07-19,0,0.0,2.545102289928126
2021-07-20,0,21.0,1.3560468077187509
2021-07-21,23,8.0,1.3815261552875007
2021-07-22,6,7.0,1.3983839113640628
2021-07-23,11,9.0,-0.5378500266906248
2021-07-24,0,1.0,-0.3192816857015621
2021-07-25,0,0.0,-0.22043765271562454
2021-07-26,14,5.0,4.86683638625
2021-07-27,8,5.0,4.390550143453125
2021-07-28,0,9.0,2.182155398860937
2021-07-29,0,1.0,0.2743782763968746
2021-07-30,0,4.0,2.483253168896875
2021-07-31,0,0.0,-0.6311939550718747
2021-08-01,0,0.0,-0.37188131249999945
2021-08-02,1,19.0,5.724208706250001
2021-08-03,6,15.0,3.179099666171875
2021-08-04,8,6.0,1.1453708209921873
2021-08-05,0,2.0,1.3277210645234374
2021-08-06,0,2.0,1.4039790406265629
2021-08-07,0,0.0,-0.563454291582812
2021-08-08,1,0.0,0.643039367392188
2021-08-09,0,5.0,1.6502312725000006
2021-08-10,0,15.0,1.5533328119062504
2021-08-11,0,3.0,5.512088715221875
2021-08-12,0,5.0,2.131094046325
2021-08-13,1,2.0,1.2574365263968748
2021-08-14,0,0.0,0.37134515639687504
2021-08-15,4,0.0,0.5140760736781255
2021-08-16,2,21.0,3.5812322694843757
2021-08-17,1,8.0,1.3081298039328129
2021-08-18,0,7.0,6.396621453896875
2021-08-19,0,8.0,-0.07459194691562532
2021-08-20,12,1.0,5.3147857907375
2021-08-21,0,0.0,-1.0188808923890627
2021-08-22,0,0.0,2.434521235662501
2021-08-23,0,3.0,2.3068542744484377
2021-08-24,6,0.0,4.263914665401563
2021-08-25,1,12.0,1.0392495775750001
2021-08-26,0,14.0,2.2536708325687504
2021-08-27,8,0.0,-0.7777602082671872
2021-08-28,1,0.0,0.5510424818703131
2021-08-29,0,0.0,-0.4305689914656244
2021-08-30,0,3.0,3.7329829097031255
2021-08-31,0,0.0,-0.6125442529046874
2021-09-01,2,4.0,4.664625947314063
2021-09-02,2,14.0,0.27547127253906223
2021-09-03,0,0.0,-0.4663146566187498
2021-09-04,0,0.0,-0.2882572538578123
2021-09-05,0,0.0,-0.19402886301562444
2021-09-06,0,0.0,10.845980112464064
2021-09-07,0,11.0,9.779799935437499
2021-09-08,0,4.0,1.302774096106249
2021-09-09,0,25.0,4.832564738671874
2021-09-10,8,9.0,1.6726499243046877
2021-09-11,0,0.0,-0.06847060253593673
2021-09-12,0,0.0,0.20994611250000095
2021-09-13,0,10.0,1.330361953750001
2021-09-14,0,17.0,2.301043860578126
2021-09-15,5,20.0,3.202595265182813
2021-09-16,0,11.0,-0.8559197819421873
2021-09-17,0,13.0,5.5480087130484375
2021-09-18,0,0.0,-0.9115747630125
2021-09-19,0,1.0,-0.473182841873437
2021-09-20,0,11.0,11.684892404448437
2021-09-21,0,10.0,11.562560382682813
2021-09-22,7,10.0,4.973422070881249
2021-09-23,0,29.0,1.2305581153296865
2021-09-24,0,12.0,6.666392412356251
2021-09-25,1,0.0,-1.6539233780937492
2021-09-26,1,0.0,-1.0079925152156235
2021-09-27,0,13.0,8.292964732500002
2021-09-28,1,7.0,2.535177855062501
2021-09-29,1,18.0,2.723749789115626
2021-09-30,6,3.0,5.8487595371734376
2021-10-01,2,85.0,0.6437910232015627
2021-10-02,0,0.0,0.04155618826718799
2021-10-03,4,1.0,-0.7222659327874993
2021-10-04,0,22.0,1.536404183750001
2021-10-05,0,13.0,0.4342200978593759
2021-10-06,0,28.0,2.5067322026140633
2021-10-07,2,8.0,0.4060346890437502
2021-10-08,0,10.0,2.559251993746875
2021-10-09,0,1.0,-0.5724182900328125
2021-10-10,1,1.0,-0.29429429308749966
2021-10-11,0,6.0,1.8017389924640628
2021-10-12,2,17.0,0.6521793902187503
2021-10-13,0,11.0,2.6888406306625003
2021-10-14,0,9.0,2.5103164746671873
2021-10-15,0,8.0,5.427129040626562
2021-10-16,0,0.0,-0.9104997915828129
2021-10-17,3,0.0,-0.4851248326078123
2021-10-18,0,17.0,2.6833128450000006
2021-10-19,1,15.0,5.45795839021875
2021-10-20,2,5.0,3.0691663556625
2021-10-21,1,10.0,6.0951430446671875
2021-10-22,1,0.0,-0.23345117415468786
2021-10-23,0,0.0,-0.7839316857015621
2021-10-24,1,0.0,0.4862703472843757
2021-10-25,1,10.0,-0.449857663749999
2021-10-26,0,15.0,-0.32639491654687414
2021-10-27,0,5.0,2.736267941798438
2021-10-28,0,4.0,0.49985324647187535
2021-10-29,0,45.0,-0.3627840475031249
2021-10-30,0,0.0,-0.21202229326718738
2021-10-31,0,0.0,2.8900199512140627
2021-11-01,2,2.0,5.621418936984375
2021-11-02,3,3.0,1.2009983599640621
2021-11-03,1,12.0,2.3980568987499997
2021-11-04,3,20.0,3.337213864703125
2021-11-05,0,18.0,0.20090987937656268
2021-11-06,1,0.0,0.44858960996406283
2021-11-07,0,0.0,-0.46547416374999956
2021-11-08,2,15.0,2.6739086084531256
2021-11-09,3,17.0,5.442090634298438
2021-11-10,0,25.0,-0.927238129996875
2021-11-11,1,0.0,1.52534380838125
2021-11-12,0,0.0,1.4792869815796876
2021-11-13,0,0.0,-0.5165826694093745
2021-11-14,1,0.0,-0.30115370305156214
2021-11-15,1,3.0,10.781022983714063
2021-11-16,2,9.0,3.7311743834531246
2021-11-17,1,9.0,-1.136163960701563
2021-11-18,0,8.0,3.362595467284375
2021-11-19,5,13.0,1.1888884814687506
2021-11-20,0,1.0,-0.6965310811031242
2021-11-21,0,1.0,-0.44616359257187443
2021-11-22,0,6.0,-0.32749072124999923
2021-11-23,1,7.0,2.733488075578126
2021-11-24,0,14.0,0.47488950702656285
2021-11-25,0,0.0,2.652306927320313
2021-11-26,1,0.0,-0.4909606445625002
2021-11-27,0,0.0,-0.2782195361749997
2021-11-28,0,0.0,-0.1713104550718748
2021-11-29,0,14.0,-0.11759028749999961
2021-11-30,2,19.0,0.9052066487500003
2021-12-01,3,10.0,-0.17928467279687488
2021-12-02,3,4.0,4.886954040626563
2021-12-03,1,3.0,1.434396208417187
2021-12-04,0,0.0,0.5291409423921873
2021-12-05,0,0.0,-0.3486167500000002
2021-12-06,1,1.0,1.7815254875000004
2021-12-07,0,4.0,0.6384975537500003
2021-12-08,0,10.0,8.681725624484375
2021-12-09,0,5.0,-0.1083081087859381
2021-12-10,1,6.0,0.34198402992187493
2021-12-11,0,0.0,-0.5266205849609374
2021-12-12,0,0.0,-0.3282692930874992
2021-12-13,8,0.0,1.762038492464063
2021-12-14,1,16.0,2.6145323152187503
2021-12-15,0,7.0,5.4545119531625
2021-12-16,0,1.0,-0.9107693784265628
2021-12-17,1,0.0,0.5069233179109376
2021-12-18,0,0.0,-0.3831881655515623
2021-12-19,0,0.0,-0.2520481275359368
2021-12-20,0,0.0,-0.18687392999999952
2021-12-21,2,0.0,2.8479477102187505
2021-12-22,0,0.0,0.5718184283812501
2021-12-23,0,0.0,1.6692315517984375
2021-12-24,2,0.0,-0.3919868114656251
2021-12-25,1,0.0,-0.19005581301562485
2021-12-26,0,0.0,-0.13441160253593729
2021-12-27,2,0.0,-0.09692778749999968
2021-12-28,2,0.0,-0.07867660124999976
2021-12-29,0,0.0,-0.06612266029687482
2021-12-30,1,0.0,-0.05695226312343735
2021-12-31,0,0.0,-0.02753547856718743
2022-01-01,1,0.0,-0.016797705071874957
2022-01-02,1,0.0,0.0
2022-01-03,2,0.0,0.0
2022-01-04,3,48.0,2.0
2022-01-05,1,12.0,0.7999999999999998
2022-01-06,9,15.0,-0.19000000000000017
2022-01-07,0,10.0,0.8979999999999999
2022-01-08,1,0.0,-0.16982499999999995
2022-01-09,3,0.0,-0.09789599999999984
2022-01-10,0,8.0,0.9290592250000002
2022-01-11,5,13.0,1.843988095
2022-01-12,6,6.0,1.7086529277187499
2022-01-13,0,10.0,0.6419719694124999
2022-01-14,11,0.0,-0.28715504878593756
2022-01-15,1,1.0,-0.16901006301562485
2022-01-16,1,0.0,-0.1236193650359372
2022-01-17,0,0.0,-0.0903137212499997
2022-01-18,0,8.0,0.9258035194843752
2022-01-19,0,10.0,2.8371151164328126
2022-01-20,0,7.0,5.607971972646875
2022-01-21,0,7.0,2.2101339819124997
2022-01-22,0,0.0,-0.684561352535938
2022-01-23,0,0.0,-0.3841042499999999
2022-01-24,1,27.0,1.7290127375000006
2022-01-25,1,3.0,-0.4092677337499995
2022-01-26,7,35.0,1.7398282732343755
2022-01-27,2,13.0,0.5998479934171876
2022-01-28,0,9.0,0.6527874755484377
2022-01-29,0,0.0,-0.31333155426249987
2022-01-30,0,0.0,-0.16634558260781226
2022-01-31,1,32.0,-0.10358339249999979
2022-02-01,1,14.0,3.9177600989687504
2022-02-02,7,16.0,0.5317361399281249
2022-02-03,1,20.0,-0.32339233478125007
2022-02-04,0,8.0,0.8035402856625
2022-02-05,0,0.0,-0.22911716555156225
2022-02-06,0,0.0,-0.13852835253593723
2022-02-07,0,11.0,2.9027352000000004
2022-02-08,0,13.0,1.6218007024999999
2022-02-09,1,9.0,4.5995163016875
2022-02-10,0,1.0,2.2681742643406246
2022-02-11,0,3.0,4.336519951214062
2022-02-12,0,0.0,-0.8767435630156253
2022-02-13,0,0.0,-0.49393089003593715
2022-02-14,1,9.0,-0.34467636374999944
2022-02-15,0,2.0,-0.26836514404687417
2022-02-16,0,12.0,1.780128547610938
2022-02-17,2,2.0,3.6362695786000003
2022-02-18,0,12.0,1.3838323170234375
2022-02-19,1,0.0,0.4899618773140624
2022-02-20,0,0.0,-0.38731926267968747
2022-02-21,0,0.0,0.7831165000000003
2022-02-22,1,6.0,-0.2606160249999997
2022-02-23,0,7.0,7.8272685575
2022-02-24,0,17.0,5.06554781396875
2022-02-25,1,6.0,4.928917137865625
2022-02-26,2,0.0,-1.1779424824250007
2022-02-27,0,0.0,-0.6458280305874996
2022-02-28,1,9.0,2.556598451214063
2022-03-01,1,9.0,3.364460086984376
2022-03-02,1,3.0,3.192179002464063
2022-03-03,6,7.0,1.1124192433750002
2022-03-04,0,3.0,0.25284962411875034
2022-03-05,0,0.0,-0.5428032433093746
2022-03-06,1,0.0,-0.3389961527156243
2022-03-07,0,11.0,0.7797788612500006
2022-03-08,0,15.0,5.721376225953126
2022-03-09,0,7.0,2.204714630329687
2022-03-10,0,6.0,3.2942819327937496
2022-03-11,0,0.0,-0.7904882324250003
2022-03-12,0,0.0,4.5680422319125
2022-03-13,0,0.0,0.2057511349640626
2022-03-14,0,4.0,1.4539339787500005
2022-03-15,0,3.0,3.432416471984375
2022-03-16,0,6.0,3.226449630620313
2022-03-17,1,2.0,1.1382809107375
2022-03-18,0,0.0,0.3192783778296876
2022-03-19,0,0.0,-0.5211094038937496
2022-03-20,0,0.0,0.6656237136718757
2022-03-21,1,9.0,0.6393099818046881
2022-03-22,0,5.0,0.6775456864328129
2022-03-23,0,1.0,1.6846134828656252
2022-03-24,0,18.0,3.59861943279375
2022-03-25,0,20.0,4.380895017575
2022-03-26,0,2.0,-0.8133072805875003
2022-03-27,0,0.0,-0.4290963112859375
2022-03-28,0,5.0,0.7087924782343754
2022-03-29,0,24.0,8.676835613198438
2022-03-30,3,5.0,7.881613641948437
2022-03-31,2,2.0,1.5287796739328119
2022-04-01,1,2.0,1.9072980616156245
2022-04-02,0,0.0,-0.9750162252218746
2022-04-03,0,0.0,0.3933304748203137
2022-04-04,1,6.0,2.477909941250001
2022-04-05,0,3.0,2.3167925582343756
2022-04-06,3,2.0,1.254306776573438
2022-04-07,0,7.0,7.324365883785938
2022-04-08,12,5.0,18.808820049379687
2022-04-09,0,0.0,-0.5944012591546892
2022-04-10,1,0.0,-1.493451541357813
2022-04-11,3,19.0,9.060131060734376
2022-04-12,8,32.0,3.304107094667189
2022-04-13,1,6.0,-0.49504498915468664
2022-04-14,3,8.0,-0.03855650363906182
2022-04-15,0,10.0,0.1643328408031265
2022-04-16,7,0.0,1.2812755269000016
2022-04-17,0,0.0,-0.693480051749999
2022-04-18,0,15.0,-0.34882398007187443
2022-04-19,2,5.0,2.7419071260937504
2022-04-20,5,32.0,4.4864724508125
2022-04-21,0,9.0,0.2569482155546873
2022-04-22,0,4.0,0.5341151131984373
2022-04-23,0,0.0,-0.3896420580515624
2022-04-24,0,0.0,-0.25269822856718693
2022-04-25,1,3.0,0.8139700074281255
2022-04-26,0,7.0,6.76412959875
2022-04-27,0,19.0,0.1415478172031247
2022-04-28,0,10.0,1.4592061685640625
2022-04-29,0,9.0,-0.5278187719453127
2022-04-30,11,0.0,-0.29722141555156195
2022-05-01,0,0.0,-0.21204061503593705
2022-05-02,0,21.0,-0.16066953374999948
2022-05-03,1,9.0,5.867380300734375
2022-05-04,1,15.0,0.2872052351046873
2022-05-05,0,16.0,2.5394523267328126
2022-05-06,1,5.0,2.456464521432812
2022-05-07,0,0.0,-0.6042727050718749
2022-05-08,0,0.0,-0.3378629999999998
2022-05-09,0,19.0,-0.24257632499999954
2022-05-10,0,8.0,0.8099380600000006
2022-05-11,0,4.0,0.7436601381562504
2022-05-12,0,6.0,4.72227144551875
2022-05-13,2,8.0,0.35611511966718723
2022-05-14,0,0.0,0.5719360033453125
2022-05-15,0,0.0,-0.3494758076078125
2022-05-16,1,23.0,1.7939087375000005
2022-05-17,1,6.0,-0.3540019587499998
2022-05-18,3,5.0,3.7867486782343756
2022-05-19,0,3.0,1.4402855906984375
2022-05-20,0,4.0,0.4981788736359376
2022-05-21,0,2.0,-0.3988897719453125
2022-05-22,0,0.0,-0.22894119055156215
2022-05-23,0,28.0,2.835121754964063
2022-05-24,0,7.0,0.5753193239687502
2022-05-25,0,7.0,2.6613867349281253
2022-05-26,0,2.0,1.4958773429374999
2022-05-27,0,9.0,1.5106867675750002
2022-05-28,0,0.0,0.5291212319125
2022-05-29,0,0.0,-0.3729891400359373
2022-05-30,0,0.0,0.7618816487500004
2022-05-31,2,11.0,6.718656827203126
2022-06-01,0,6.0,1.1077340156265623
2022-06-02,0,15.0,-0.6452319590828126
2022-06-03,1,9.0,0.6101549113609376
2022-06-04,0,0.0,-0.3647822773531244
2022-06-05,0,0.0,-0.2386702805874994
2022-06-06,0,20.0,7.8276398637140625
2022-06-07,0,4.0,2.0657892882343747
2022-06-08,1,6.0,6.226318813854688
2022-06-09,0,2.0,-0.15409060628281313
2022-06-10,0,21.0,1.3063085986781253
2022-06-11,0,0.0,-0.6449898130156246
2022-06-12,2,0.0,-0.4251827025359366
2022-06-13,0,6.0,4.6812846425000005
2022-06-14,0,6.0,5.2405965696250005
2022-06-15,0,9.0,0.956052854415625
2022-06-16,0,3.0,1.2579075300328124
2022-06-17,0,3.0,3.3451398267328125
2022-06-18,0,0.0,1.2209057714328129
2022-06-19,0,0.0,1.3423667324281254
2022-06-20,2,0.0,0.38800094375000027
2022-06-21,0,17.0,0.49738873242187553
2022-06-22,0,14.0,-0.4557075582734369
2022-06-23,0,6.0,1.7085763162531256
2022-06-24,0,9.0,-0.3880291411031247
2022-06-25,1,1.0,0.7696383753656253
2022-06-26,0,0.0,0.7388018088250001
2022-06-27,0,25.0,0.7534849601468752
2022-06-28,0,18.0,1.7568067856625
2022-06-29,0,32.0,3.6615463094484375
2022-06-30,1,9.0,6.414134504964062
2022-07-01,2,15.0,-1.0060778885312507
2022-07-02,0,0.0,-0.527495163821875
2022-07-03,0,0.0,-0.34820752176562464
2022-07-04,4,0.0,-0.2644893868015616
2022-07-05,0,0.0,1.7943801419484382
2022-07-06,2,18.0,1.6359556489328129
2022-07-07,1,6.0,1.577273169115625
2022-07-08,0,14.0,3.552426398746875
2022-07-09,0,0.0,-0.6471169677515627
2022-07-10,3,0.0,-0.31055849999999996
2022-07-11,5,22.0,0.7861174750000002
2022-07-12,1,19.0,9.7366050825
2022-07-13,0,17.0,1.8228849564687495
2022-07-14,2,7.0,0.11073022639687469
2022-07-15,1,8.0,-0.6209716161031251
2022-07-16,0,0.0,-0.4083127071343741
2022-07-17,4,0.0,-0.2984124226437491
2022-07-18,0,16.0,1.7882734287500006
2022-07-19,3,9.0,4.623891936984375
2022-07-20,0,10.0,-0.7405250839421875
2022-07-21,0,4.0,2.5942128393437502
2022-07-22,0,6.0,0.48141012937656236
2022-07-23,0,0.0,-0.3789448525359371
2022-07-24,0,0.0,-0.23740777499999977
2022-07-25,2,0.0,1.8215150450000004
2022-07-26,0,0.0,0.6563821427187503
2022-07-27,1,0.0,-0.3102420576499998
2022-07-28,2,0.0,-0.19043736392968735
2022-07-29,0,0.0,1.8903763647031253
2022-07-30,0,0.0,0.7123391293765626
2022-07-31,0,0.0,-0.24083962753593752
2022-08-01,2,24.0,-0.13734940499999998
2022-08-02,2,5.0,0.8999446777187502
2022-08-03,0,4.0,1.8207379819125002
2022-08-04,0,10.0,-0.29583962753593757
2022-08-05,0,6.0,0.846150595
2022-08-06,2,0.0,-0.20789282228124997
2022-08-07,0,0.0,-0.12880776808749977
2022-08-08,3,13.0,0.9177056349640627
2022-08-09,0,6.0,-0.1580802212499999
2022-08-10,0,6.0,0.9071275444843752
2022-08-11,0,5.0,1.8308025089328126
2022-08-12,0,7.0,2.706446098678125
2022-08-13,0,0.0,-0.44418506301562527
2022-08-14,2,0.0,-0.2342233650359375
2022-08-15,0,2.0,-0.15403544624999982
2022-08-16,0,62.0,0.8830486744843754
2022-08-17,0,5.0,0.8058331762140627
2022-08-18,0,8.0,0.7837582569843751
2022-08-19,1,0.0,0.7656834326828126
2022-08-20,0,0.0,-0.23966514411874995
2022-08-21,0,0.0,0.8645241923921876
2022-08-22,0,24.0,0.8215587375000001
2022-08-23,2,4.0,1.7939650412500001
2022-08-24,0,4.0,3.676559228234375
2022-08-25,0,2.0,6.418614625698437
2022-08-26,0,4.0,-1.002840111801563
2022-08-27,0,0.0,0.4824290719484374
2022-08-28,0,0.0,-0.44703806128593726
2022-08-29,1,0.0,-0.30109053426562415
2022-08-30,0,1.0,0.7658801419484381
2022-08-31,0,0.0,3.715293148932813
2022-09-01,1,0.0,3.406156419115625
2022-09-02,4,1.0,-0.7222356137531252
2022-09-03,1,1.0,-0.38454816400156244
2022-09-04,2,0.0,-0.22233506301562472
2022-09-05,0,0.0,-0.16867786503593693
2022-09-06,0,51.0,1.8717912537500003
2022-09-07,0,5.0,1.693408851984375
2022-09-08,2,2.0,2.6189531104015624
2022-09-09,0,7.0,9.48113133779375
2022-09-10,1,0.0,-0.2669204101437508
2022-09-11,12,0.0,-0.7090585000000003
2022-09-12,0,4.0,4.549454975
2022-09-13,11,7.0,10.168013332500001
2022-09-14,0,2.0,1.4123599439687498
2022-09-15,2,5.0,4.845547705146875
2022-09-16,0,2.0,1.6785858808812502
2022-09-17,0,0.0,-1.0953446340140616
2022-09-18,0,0.0,-0.704638650874999
2022-09-19,0,16.0,1.5335252787140636
2022-09-20,0,2.0,-0.568046261328124
2022-09-21,2,5.0,0.6021508803984382
2022-09-22,1,0.0,1.6158594680578129
2022-09-23,0,7.0,4.597787475548437
2022-09-24,0,0.0,0.27016844573749976
2022-09-25,0,0.0,-0.4541830826078126
2022-09-26,0,2.0,-0.26712914249999986
2022-09-27,0,7.0,2.8036553614687505
2022-09-28,1,2.0,1.5445383236781254
2022-09-29,0,16.0,6.551317481984375
2022-09-30,1,5.0,7.028334027682812
2022-10-01,0,0.0,0.6902795335999994
2022-10-02,0,0.0,-0.9007378256953127
2022-10-03,1,4.0,7.457244109964063
2022-10-04,0,12.0,19.80527763625
2022-10-05,6,7.0,6.226714580953124
2022-10-06,5,26.0,1.6674813426109365
2022-10-07,5,10.0,-0.7676494911812499
2022-10-08,0,0.0,-1.2568723643765605
2022-10-09,0,0.0,-0.8750377963187478
2022-10-10,1,14.0,0.3618497124281269
2022-10-11,0,17.0,3.3868982621250012
2022-10-12,0,9.0,1.1182665401343759
2022-10-13,11,5.0,6.271472482104688
2022-10-14,3,0.0,9.950380878864062
2022-10-15,1,0.0,2.3860695268406245
2022-10-16,4,0.0,-0.22185286503593793
2022-10-17,1,11.0,11.16588725375
2022-10-18,0,0.0,10.220628126984375
2022-10-19,0,15.0,3.8105721654015623
2022-10-20,1,1.0,-1.8422995474250001
2022-10-21,0,3.0,5.865478645068752
2022-10-22,0,0.0,4.466068791576564
2022-10-23,0,0.0,6.467925523792188
2022-10-24,0,5.0,7.299567271840625
2022-10-25,0,6.0,1.0890474612765628
2022-10-26,0,7.0,-1.4519604141187492
2022-10-27,1,2.0,18.096169303975
2022-10-28,0,4.0,-0.5074175639656251
2022-10-29,0,0.0,1.4991252813906257
2022-10-30,0,0.0,-0.30325977834531215
2022-10-31,1,0.0,0.049143576909376874
2022-11-01,0,5.0,4.2353700238218766
2022-11-02,0,1.0,0.9779061506296884
2022-11-03,1,2.0,4.2151864386421884
2022-11-04,0,21.0,7.9872493727031255
2022-11-05,0,0.0,-1.5265871754640625
2022-11-06,0,0.0,-0.7391671028687499
2022-11-07,3,5.0,6.496285370626563
2022-11-08,0,6.0,4.933694078198438
2022-11-09,5,6.0,3.7957113773859374
2022-11-10,5,1.0,5.795442517539063
2022-11-11,0,3.0,2.5948799636
