,golang/go,rust-lang/rust,swiftlang/swift
2019-01-21,3,72,36
2019-01-22,3,102,82
2019-01-23,6,61,42
2019-01-24,1,76,46
2019-01-25,2,92,50
2019-01-26,0,111,60
2019-01-27,4,82,20
2019-01-28,2,65,46
2019-01-29,4,59,76
2019-01-30,7,72,59
2019-01-31,2,66,41
2019-02-01,4,107,62
2019-02-02,0,37,19
2019-02-03,0,69,25
2019-02-04,3,47,70
2019-02-05,3,79,76
2019-02-06,1,66,67
2019-02-07,3,131,62
2019-02-08,2,93,76
2019-02-09,2,68,9
2019-02-10,1,75,10
2019-02-11,13,83,66
2019-02-12,8,78,79
2019-02-13,5,106,55
2019-02-14,0,72,77
2019-02-15,6,41,48
2019-02-16,1,53,31
2019-02-17,2,60,24
2019-02-18,0,112,57
2019-02-19,12,42,98
2019-02-20,6,87,83
2019-02-21,1,70,67
2019-02-22,9,54,82
2019-02-23,1,83,38
2019-02-24,6,90,22
2019-02-25,4,58,87
2019-02-26,65,48,57
2019-02-27,52,81,48
2019-02-28,11,37,57
2019-03-01,29,50,69
2019-03-02,22,56,42
2019-03-03,8,59,18
2019-03-04,12,57,47
2019-03-05,25,71,77
2019-03-06,30,45,76
2019-03-07,20,56,61
2019-03-08,23,56,37
2019-03-09,13,39,11
2019-03-10,3,44,12
2019-03-11,14,50,42
2019-03-12,26,68,60
2019-03-13,22,56,62
2019-03-14,23,49,56
2019-03-15,16,109,64
2019-03-16,1,93,9
2019-03-17,3,51,19
2019-03-18,13,80,78
2019-03-19,23,64,47
2019-03-20,13,66,37
2019-03-21,14,58,54
2019-03-22,14,46,64
2019-03-23,3,60,26
2019-03-24,3,46,10
2019-03-25,21,72,52
2019-03-26,9,78,69
2019-03-27,18,60,101
2019-03-28,21,87,61
2019-03-29,13,91,79
2019-03-30,3,74,12
2019-03-31,4,49,26
2019-04-01,5,46,60
2019-04-02,12,87,80
2019-04-03,17,68,88
2019-04-04,8,67,44
2019-04-05,18,50,44
2019-04-06,0,36,44
2019-04-07,6,52,22
2019-04-08,17,47,41
2019-04-09,8,59,73
2019-04-10,10,51,48
2019-04-11,11,63,67
2019-04-12,11,74,53
2019-04-13,5,60,22
2019-04-14,2,92,28
2019-04-15,16,45,31
2019-04-16,34,64,56
2019-04-17,11,109,102
2019-04-18,10,73,44
2019-04-19,23,87,51
2019-04-20,3,51,36
2019-04-21,0,67,11
2019-04-22,12,75,35
2019-04-23,20,75,79
2019-04-24,16,74,85
2019-04-25,14,84,51
2019-04-26,19,51,55
2019-04-27,9,30,18
2019-04-28,4,43,5
2019-04-29,20,46,27
2019-04-30,34,74,26
2019-05-01,16,102,46
2019-05-02,13,98,62
2019-05-03,14,44,59
2019-05-04,1,104,37
2019-05-05,3,33,13
2019-05-06,22,41,58
2019-05-07,6,40,70
2019-05-08,16,39,59
2019-05-09,29,73,58
2019-05-10,9,57,64
2019-05-11,2,53,22
2019-05-12,2,44,13
2019-05-13,20,61,55
2019-05-14,15,62,86
2019-05-15,8,55,55
2019-05-16,20,57,51
2019-05-17,12,61,36
2019-05-18,0,45,29
2019-05-19,0,54,19
2019-05-20,11,100,57
2019-05-21,10,93,60
2019-05-22,12,75,44
2019-05-23,13,105,75
2019-05-24,10,59,36
2019-05-25,2,88,16
2019-05-26,0,51,15
2019-05-27,1,99,10
2019-05-28,8,115,36
2019-05-29,6,69,84
2019-05-30,13,63,56
2019-05-31,9,55,65
2019-06-01,0,64,36
2019-06-02,2,54,39
2019-06-03,6,84,41
2019-06-04,4,96,40
2019-06-05,11,64,61
2019-06-06,18,68,41
2019-06-07,12,44,17
2019-06-08,0,84,19
2019-06-09,2,71,12
2019-06-10,10,61,56
2019-06-11,6,93,65
2019-06-12,7,100,112
2019-06-13,11,44,66
2019-06-14,4,61,100
2019-06-15,3,85,22
2019-06-16,1,70,3
2019-06-17,4,30,48
2019-06-18,7,54,71
2019-06-19,11,65,49
2019-06-20,7,64,61
2019-06-21,9,75,37
2019-06-22,0,72,25
2019-06-23,2,44,15
2019-06-24,7,64,71
2019-06-25,15,52,50
2019-06-26,17,85,91
2019-06-27,8,29,69
2019-06-28,3,22,76
2019-06-29,1,52,30
2019-06-30,1,61,20
2019-07-01,2,43,64
2019-07-02,3,110,48
2019-07-03,6,91,41
2019-07-04,0,70,24
2019-07-05,5,61,19
2019-07-06,1,111,21
2019-07-07,0,86,13
2019-07-08,5,47,38
2019-07-09,2,77,70
2019-07-10,6,97,45
2019-07-11,2,56,41
2019-07-12,3,50,59
2019-07-13,0,49,53
2019-07-14,1,45,7
2019-07-15,6,81,17
2019-07-16,4,44,98
2019-07-17,4,48,54
2019-07-18,7,60,47
2019-07-19,3,57,53
2019-07-20,0,61,10
2019-07-21,0,38,4
2019-07-22,2,69,36
2019-07-23,4,62,53
2019-07-24,0,75,47
2019-07-25,0,64,60
2019-07-26,0,81,36
2019-07-27,2,69,15
2019-07-28,1,129,7
2019-07-29,3,71,27
2019-07-30,6,82,42
2019-07-31,5,61,46
2019-08-01,5,82,31
2019-08-02,8,103,59
2019-08-03,1,60,10
2019-08-04,0,69,2
2019-08-05,6,95,35
2019-08-06,5,88,58
2019-08-07,1,42,70
2019-08-08,5,84,42
2019-08-09,4,93,59
2019-08-10,1,91,29
2019-08-11,2,74,11
2019-08-12,2,101,66
2019-08-13,1,67,90
2019-08-14,2,81,48
2019-08-15,3,91,56
2019-08-16,3,70,39
2019-08-17,0,73,30
2019-08-18,1,46,2
2019-08-19,1,108,74
2019-08-20,2,72,84
2019-08-21,4,85,65
2019-08-22,3,81,66
2019-08-23,4,42,71
2019-08-24,1,80,31
2019-08-25,3,62,24
2019-08-26,13,68,103
2019-08-27,32,55,109
2019-08-28,46,59,100
2019-08-29,24,71,91
2019-08-30,13,63,86
2019-08-31,9,47,30
2019-09-01,10,34,21
2019-09-02,10,36,11
2019-09-03,16,65,61
2019-09-04,11,62,61
2019-09-05,2,123,51
2019-09-06,18,66,77
2019-09-07,7,79,50
2019-09-08,2,45,7
2019-09-09,10,82,24
2019-09-10,14,64,53
2019-09-11,22,45,43
2019-09-12,19,42,49
2019-09-13,4,47,77
2019-09-14,1,68,82
2019-09-15,2,56,7
2019-09-16,16,95,28
2019-09-17,12,87,60
2019-09-18,24,56,70
2019-09-19,12,72,44
2019-09-20,6,46,62
2019-09-21,5,49,56
2019-09-22,1,56,0
2019-09-23,12,74,89
2019-09-24,15,70,94
2019-09-25,23,119,68
2019-09-26,30,84,70
2019-09-27,11,57,42
2019-09-28,4,128,21
2019-09-29,3,63,10
2019-09-30,10,100,29
2019-10-01,14,82,42
2019-10-02,11,132,73
2019-10-03,20,82,58
2019-10-04,26,78,30
2019-10-05,7,34,8
2019-10-06,2,55,4
2019-10-07,13,84,9
2019-10-08,17,83,72
2019-10-09,24,50,44
2019-10-10,12,59,78
2019-10-11,22,101,65
2019-10-12,5,39,35
2019-10-13,2,78,15
2019-10-14,21,66,88
2019-10-15,20,113,68
2019-10-16,14,66,65
2019-10-17,29,91,61
2019-10-18,11,112,36
2019-10-19,3,60,23
2019-10-20,7,55,9
2019-10-21,33,65,45
2019-10-22,37,98,51
2019-10-23,14,88,26
2019-10-24,18,103,33
2019-10-25,26,138,34
2019-10-26,16,65,14
2019-10-27,3,63,8
2019-10-28,22,80,27
2019-10-29,24,87,68
2019-10-30,12,57,84
2019-10-31,18,64,60
2019-11-01,24,69,45
2019-11-02,21,37,32
2019-11-03,6,65,25
2019-11-04,21,83,53
2019-11-05,36,100,90
2019-11-06,19,102,99
2019-11-07,43,111,49
2019-11-08,45,76,57
2019-11-09,6,51,38
2019-11-10,8,51,24
2019-11-11,27,85,74
2019-11-12,30,93,76
2019-11-13,13,89,73
2019-11-14,6,86,67
2019-11-15,18,150,62
2019-11-16,3,59,58
2019-11-17,0,74,32
2019-11-18,14,84,49
2019-11-19,22,73,77
2019-11-20,12,59,54
2019-11-21,7,76,94
2019-11-22,15,101,54
2019-11-23,4,84,9
2019-11-24,1,95,10
2019-11-25,9,84,1
2019-11-26,4,99,7
2019-11-27,10,114,6
2019-11-28,1,74,2
2019-11-29,0,70,1
2019-11-30,0,72,4
2019-12-01,0,51,6
2019-12-02,5,153,55
2019-12-03,4,112,58
2019-12-04,8,87,70
2019-12-05,13,53,45
2019-12-06,17,117,47
2019-12-07,2,47,30
2019-12-08,0,67,12
2019-12-09,10,56,31
2019-12-10,6,44,30
2019-12-11,8,51,84
2019-12-12,4,85,77
2019-12-13,4,74,77
2019-12-14,0,29,26
2019-12-15,1,47,15
2019-12-16,4,59,33
2019-12-17,5,24,51
2019-12-18,7,70,47
2019-12-19,5,67,84
2019-12-20,10,148,67
2019-12-21,0,111,10
2019-12-22,0,92,5
2019-12-23,2,133,6
2019-12-24,5,47,2
2019-12-25,0,71,2
2019-12-26,2,84,2
2019-12-27,8,65,8
2019-12-28,0,35,6
2019-12-29,0,36,0
2019-12-30,3,119,2
2019-12-31,1,131,1
2020-01-01,0,30,4
2020-01-02,5,35,66
2020-01-03,11,65,40
2020-01-04,4,82,26
2020-01-05,0,50,13
2020-01-06,22,51,38
2020-01-07,13,126,35
2020-01-08,4,107,36
2020-01-09,16,105,64
2020-01-10,14,118,86
2020-01-11,0,130,31
2020-01-12,0,67,19
2020-01-13,6,71,52
2020-01-14,4,71,101
2020-01-15,6,111,46
2020-01-16,3,86,68
2020-01-17,2,49,75
2020-01-18,3,55,35
2020-01-19,4,52,35
2020-01-20,1,71,22
2020-01-21,3,48,63
2020-01-22,7,35,100
2020-01-23,11,52,88
2020-01-24,6,45,99
2020-01-25,7,43,27
2020-01-26,1,36,26
2020-01-27,5,54,70
2020-01-28,8,63,69
2020-01-29,9,77,84
2020-01-30,6,58,40
2020-01-31,25,44,54
2020-02-01,1,68,34
2020-02-02,1,99,33
2020-02-03,0,89,71
2020-02-04,11,62,75
2020-02-05,20,83,59
2020-02-06,4,120,57
2020-02-07,14,92,62
2020-02-08,3,78,48
2020-02-09,0,103,23
2020-02-10,3,80,18
2020-02-11,2,108,58
2020-02-12,5,145,70
2020-02-13,6,114,75
2020-02-14,1,106,74
2020-02-15,1,79,18
2020-02-16,0,86,50
2020-02-17,1,111,35
2020-02-18,6,81,91
2020-02-19,47,103,70
2020-02-20,19,49,74
2020-02-21,32,97,74
2020-02-22,10,87,25
2020-02-23,5,69,15
2020-02-24,30,95,72
2020-02-25,34,37,64
2020-02-26,27,77,73
2020-02-27,26,78,57
2020-02-28,21,95,60
2020-02-29,5,89,15
2020-03-01,11,67,8
2020-03-02,20,83,50
2020-03-03,19,92,78
2020-03-04,12,123,57
2020-03-05,12,68,99
2020-03-06,9,72,61
2020-03-07,2,89,16
2020-03-08,1,84,9
2020-03-09,9,82,36
2020-03-10,20,119,58
2020-03-11,22,97,71
2020-03-12,15,77,57
2020-03-13,20,75,53
2020-03-14,2,123,29
2020-03-15,11,60,9
2020-03-16,8,125,32
2020-03-17,9,95,55
2020-03-18,14,88,69
2020-03-19,10,116,76
2020-03-20,16,66,73
2020-03-21,5,137,29
2020-03-22,6,84,14
2020-03-23,23,145,49
2020-03-24,20,134,72
2020-03-25,22,95,52
2020-03-26,11,136,43
2020-03-27,19,93,74
2020-03-28,6,75,28
2020-03-29,4,80,18
2020-03-30,17,115,27
2020-03-31,20,142,47
2020-04-01,17,98,52
2020-04-02,14,124,26
2020-04-03,13,77,70
2020-04-04,2,64,22
2020-04-05,4,126,8
2020-04-06,12,86,80
2020-04-07,9,86,61
2020-04-08,30,91,101
2020-04-09,20,101,83
2020-04-10,18,105,94
2020-04-11,7,97,38
2020-04-12,7,59,13
2020-04-13,28,84,39
2020-04-14,23,99,83
2020-04-15,11,93,68
2020-04-16,17,91,72
2020-04-17,13,94,74
2020-04-18,5,111,28
2020-04-19,6,73,18
2020-04-20,33,101,83
2020-04-21,31,44,59
2020-04-22,26,112,59
2020-04-23,26,129,72
2020-04-24,43,75,96
2020-04-25,11,100,36
2020-04-26,2,87,19
2020-04-27,48,162,30
2020-04-28,30,76,46
2020-04-29,35,81,79
2020-04-30,35,75,89
2020-05-01,30,122,55
2020-05-02,3,109,54
2020-05-03,1,89,18
2020-05-04,15,99,64
2020-05-05,15,100,69
2020-05-06,13,95,101
2020-05-07,26,82,80
2020-05-08,28,91,43
2020-05-09,3,79,25
2020-05-10,2,102,15
2020-05-11,7,66,48
2020-05-12,6,49,70
2020-05-13,9,47,74
2020-05-14,14,82,60
2020-05-15,1,24,57
2020-05-16,0,80,15
2020-05-17,0,80,8
2020-05-18,10,70,54
2020-05-19,10,77,65
2020-05-20,7,103,52
2020-05-21,12,82,50
2020-05-22,1,122,72
2020-05-23,1,54,30
2020-05-24,3,96,14
2020-05-25,1,111,13
2020-05-26,16,77,41
2020-05-27,5,72,23
2020-05-28,6,69,79
2020-05-29,9,117,99
2020-05-30,1,96,37
2020-05-31,5,118,39
2020-06-01,7,51,31
2020-06-02,8,58,47
2020-06-03,18,66,42
2020-06-04,15,61,40
2020-06-05,13,75,41
2020-06-06,0,32,20
2020-06-07,2,53,7
2020-06-08,13,86,49
2020-06-09,9,72,66
2020-06-10,7,68,65
2020-06-11,7,97,75
2020-06-12,4,58,77
2020-06-13,1,69,14
2020-06-14,2,39,4
2020-06-15,7,117,43
2020-06-16,5,75,63
2020-06-17,12,38,70
2020-06-18,8,91,42
2020-06-19,6,104,40
2020-06-20,1,131,11
2020-06-21,0,46,1
2020-06-22,1,75,50
2020-06-23,5,124,39
2020-06-24,9,122,36
2020-06-25,9,85,52
2020-06-26,8,104,47
2020-06-27,1,89,14
2020-06-28,1,85,8
2020-06-29,7,29,52
2020-06-30,7,99,62
2020-07-01,4,96,73
2020-07-02,1,121,67
2020-07-03,1,101,56
2020-07-04,0,55,5
2020-07-05,3,51,8
2020-07-06,6,36,17
2020-07-07,11,59,26
2020-07-08,9,40,33
2020-07-09,4,86,52
2020-07-10,4,53,48
2020-07-11,0,75,15
2020-07-12,0,39,6
2020-07-13,2,36,32
2020-07-14,3,112,35
2020-07-15,1,131,46
2020-07-16,7,165,59
2020-07-17,3,123,57
2020-07-18,0,61,12
2020-07-19,0,66,19
2020-07-20,3,79,54
2020-07-21,5,44,66
2020-07-22,1,91,80
2020-07-23,6,74,56
2020-07-24,3,81,69
2020-07-25,2,39,18
2020-07-26,0,43,6
2020-07-27,2,108,45
2020-07-28,2,78,78
2020-07-29,0,92,42
2020-07-30,11,124,54
2020-07-31,7,95,63
2020-08-01,2,47,30
2020-08-02,1,79,11
2020-08-03,8,69,47
2020-08-04,1,63,48
2020-08-05,1,77,54
2020-08-06,2,77,58
2020-08-07,2,97,94
2020-08-08,0,97,38
2020-08-09,0,99,12
2020-08-10,10,135,54
2020-08-11,6,115,63
2020-08-12,13,110,38
2020-08-13,7,113,42
2020-08-14,11,110,59
2020-08-15,11,55,31
2020-08-16,6,94,5
2020-08-17,41,68,38
2020-08-18,27,89,96
2020-08-19,13,96,51
2020-08-20,7,67,36
2020-08-21,7,61,31
2020-08-22,3,95,17
2020-08-23,3,58,14
2020-08-24,22,86,42
2020-08-25,17,79,58
2020-08-26,14,74,39
2020-08-27,19,54,80
2020-08-28,13,67,48
2020-08-29,2,62,45
2020-08-30,1,91,19
2020-08-31,3,83,35
2020-09-01,13,88,54
2020-09-02,6,74,31
2020-09-03,10,148,52
2020-09-04,0,62,54
2020-09-05,4,95,37
2020-09-06,3,61,12
2020-09-07,4,45,22
2020-09-08,5,64,32
2020-09-09,19,114,50
2020-09-10,6,99,49
2020-09-11,13,62,73
2020-09-12,4,72,28
2020-09-13,5,66,4
2020-09-14,11,73,14
2020-09-15,12,99,23
2020-09-16,18,121,57
2020-09-17,15,83,33
2020-09-18,21,108,27
2020-09-19,4,82,11
2020-09-20,1,124,9
2020-09-21,8,129,44
2020-09-22,17,82,47
2020-09-23,14,107,61
2020-09-24,12,97,46
2020-09-25,6,120,57
2020-09-26,6,92,15
2020-09-27,2,102,4
2020-09-28,11,64,21
2020-09-29,17,64,31
2020-09-30,13,86,54
2020-10-01,19,109,24
2020-10-02,8,131,48
2020-10-03,3,78,34
2020-10-04,0,113,9
2020-10-05,14,90,22
2020-10-06,19,137,55
2020-10-07,11,72,70
2020-10-08,7,108,45
2020-10-09,10,118,72
2020-10-10,2,112,39
2020-10-11,1,80,25
2020-10-12,26,116,36
2020-10-13,24,96,48
2020-10-14,15,87,42
2020-10-15,15,69,54
2020-10-16,22,109,46
2020-10-17,9,78,13
2020-10-18,3,69,5
2020-10-19,21,69,34
2020-10-20,39,79,33
2020-10-21,23,83,45
2020-10-22,21,82,54
2020-10-23,33,86,30
2020-10-24,11,90,20
2020-10-25,3,92,5
2020-10-26,42,154,28
2020-10-27,41,104,45
2020-10-28,29,90,55
2020-10-29,34,74,49
2020-10-30,30,71,44
2020-10-31,7,54,6
2020-11-01,4,41,20
2020-11-02,15,79,26
2020-11-03,9,88,37
2020-11-04,11,79,56
2020-11-05,22,82,66
2020-11-06,7,97,43
2020-11-07,9,54,10
2020-11-08,1,66,15
2020-11-09,23,70,49
2020-11-10,12,51,73
2020-11-11,9,74,59
2020-11-12,11,119,41
2020-11-13,5,66,60
2020-11-14,2,49,36
2020-11-15,0,68,11
2020-11-16,9,72,49
2020-11-17,7,134,52
2020-11-18,15,51,53
2020-11-19,13,77,42
2020-11-20,17,39,58
2020-11-21,4,46,7
2020-11-22,0,70,1
2020-11-23,2,72,3
2020-11-24,34,73,6
2020-11-25,35,58,3
2020-11-26,2,60,3
2020-11-27,3,96,2
2020-11-28,3,73,5
2020-11-29,0,95,0
2020-11-30,36,42,56
2020-12-01,37,67,57
2020-12-02,23,41,46
2020-12-03,30,66,52
2020-12-04,45,69,55
2020-12-05,2,29,42
2020-12-06,4,46,9
2020-12-07,29,81,23
2020-12-08,13,71,38
2020-12-09,19,67,47
2020-12-10,16,82,46
2020-12-11,6,77,44
2020-12-12,1,55,39
2020-12-13,0,71,10
2020-12-14,34,43,35
2020-12-15,23,42,48
2020-12-16,13,46,59
2020-12-17,29,88,49
2020-12-18,12,70,40
2020-12-19,1,54,24
2020-12-20,1,75,15
2020-12-21,19,63,35
2020-12-22,25,95,30
2020-12-23,53,79,42
2020-12-24,2,25,4
2020-12-25,7,41,2
2020-12-26,1,40,1
2020-12-27,1,34,0
2020-12-28,24,60,0
2020-12-29,25,60,5
2020-12-30,11,80,1
2020-12-31,5,68,0
2021-01-01,15,65,1
2021-01-02,2,81,13
2021-01-03,9,52,1
2021-01-04,6,94,25
2021-01-05,16,61,43
2021-01-06,8,56,65
2021-01-07,10,69,72
2021-01-08,27,66,47
2021-01-09,0,58,53
2021-01-10,4,76,1
2021-01-11,12,75,47
2021-01-12,17,59,45
2021-01-13,7,85,99
2021-01-14,18,53,79
2021-01-15,17,90,67
2021-01-16,4,102,35
2021-01-17,10,90,12
2021-01-18,6,87,37
2021-01-19,18,50,46
2021-01-20,15,38,87
2021-01-21,23,73,53
2021-01-22,18,110,49
2021-01-23,14,124,14
2021-01-24,1,57,18
2021-01-25,25,60,31
2021-01-26,13,61,51
2021-01-27,13,62,94
2021-01-28,8,74,72
2021-01-29,3,73,59
2021-01-30,2,87,23
2021-01-31,0,98,22
2021-02-01,6,71,43
2021-02-02,6,92,67
2021-02-03,10,104,70
2021-02-04,10,71,63
2021-02-05,11,93,75
2021-02-06,0,75,29
2021-02-07,2,66,21
2021-02-08,12,68,37
2021-02-09,12,106,105
2021-02-10,13,76,81
2021-02-11,6,41,77
2021-02-12,18,81,70
2021-02-13,4,106,44
2021-02-14,0,72,4
2021-02-15,2,114,33
2021-02-16,20,77,54
2021-02-17,5,74,75
2021-02-18,24,69,46
2021-02-19,65,68,31
2021-02-20,8,81,22
2021-02-21,2,80,10
2021-02-22,8,71,72
2021-02-23,48,105,89
2021-02-24,30,52,92
2021-02-25,22,76,60
2021-02-26,12,59,85
2021-02-27,4,95,30
2021-02-28,0,84,9
2021-03-01,9,106,39
2021-03-02,13,117,75
2021-03-03,13,101,80
2021-03-04,36,102,71
2021-03-05,31,192,87
2021-03-06,0,113,53
2021-03-07,2,54,21
2021-03-08,8,128,34
2021-03-09,22,187,56
2021-03-10,25,82,36
2021-03-11,20,113,44
2021-03-12,14,63,46
2021-03-13,16,80,36
2021-03-14,5,76,12
2021-03-15,22,137,50
2021-03-16,21,97,37
2021-03-17,16,124,100
2021-03-18,27,67,55
2021-03-19,15,55,78
2021-03-20,1,62,17
2021-03-21,0,75,10
2021-03-22,11,75,33
2021-03-23,19,75,30
2021-03-24,16,70,60
2021-03-25,29,55,49
2021-03-26,3,65,51
2021-03-27,2,90,11
2021-03-28,1,43,8
2021-03-29,19,70,35
2021-03-30,23,81,54
2021-03-31,16,93,85
2021-04-01,8,44,43
2021-04-02,17,92,63
2021-04-03,9,86,20
2021-04-04,3,97,16
2021-04-05,32,129,37
2021-04-06,22,91,70
2021-04-07,17,83,46
2021-04-08,31,97,72
2021-04-09,30,65,79
2021-04-10,8,58,12
2021-04-11,3,52,11
2021-04-12,31,64,44
2021-04-13,25,59,63
2021-04-14,36,68,63
2021-04-15,20,52,49
2021-04-16,39,80,43
2021-04-17,1,40,12
2021-04-18,1,62,7
2021-04-19,15,69,19
2021-04-20,22,58,54
2021-04-21,28,62,45
2021-04-22,24,90,39
2021-04-23,34,68,47
2021-04-24,1,56,10
2021-04-25,0,65,5
2021-04-26,12,49,36
2021-04-27,37,55,48
2021-04-28,32,46,48
2021-04-29,30,81,55
2021-04-30,37,66,89
2021-05-01,5,53,27
2021-05-02,7,62,7
2021-05-03,21,76,33
2021-05-04,30,69,61
2021-05-05,18,77,45
2021-05-06,14,98,42
2021-05-07,14,91,74
2021-05-08,6,54,16
2021-05-09,9,44,1
2021-05-10,11,64,24
2021-05-11,6,97,47
2021-05-12,10,88,33
2021-05-13,12,79,34
2021-05-14,10,43,27
2021-05-15,1,86,9
2021-05-16,0,51,3
2021-05-17,7,70,43
2021-05-18,13,80,40
2021-05-19,20,86,48
2021-05-20,15,55,53
2021-05-21,28,78,65
2021-05-22,1,54,30
2021-05-23,0,87,16
2021-05-24,21,94,32
2021-05-25,5,67,46
2021-05-26,23,88,47
2021-05-27,25,98,27
2021-05-28,7,43,26
2021-05-29,2,50,17
2021-05-30,2,62,4
2021-05-31,1,103,17
2021-06-01,14,59,33
2021-06-02,33,72,76
2021-06-03,20,73,37
2021-06-04,29,119,49
2021-06-05,9,59,20
2021-06-06,1,59,11
2021-06-07,20,75,27
2021-06-08,26,70,43
2021-06-09,13,82,61
2021-06-10,3,54,26
2021-06-11,15,52,33
2021-06-12,7,34,17
2021-06-13,4,68,9
2021-06-14,10,81,17
2021-06-15,12,78,42
2021-06-16,13,69,44
2021-06-17,40,97,40
2021-06-18,11,78,11
2021-06-19,1,52,3
2021-06-20,2,57,2
2021-06-21,17,103,24
2021-06-22,12,65,43
2021-06-23,16,47,64
2021-06-24,15,54,105
2021-06-25,17,73,51
2021-06-26,6,46,5
2021-06-27,4,38,6
2021-06-28,12,59,24
2021-06-29,8,58,38
2021-06-30,13,67,63
2021-07-01,20,78,77
2021-07-02,10,77,71
2021-07-03,5,47,16
2021-07-04,2,60,3
2021-07-05,0,66,14
2021-07-06,1,76,48
2021-07-07,21,64,47
2021-07-08,7,79,57
2021-07-09,4,71,60
2021-07-10,3,91,12
2021-07-11,1,58,2
2021-07-12,3,41,27
2021-07-13,5,47,42
2021-07-14,15,73,73
2021-07-15,5,63,48
2021-07-16,20,58,48
2021-07-17,3,52,31
2021-07-18,2,75,26
2021-07-19,29,71,45
2021-07-20,6,57,63
2021-07-21,12,59,60
2021-07-22,18,50,70
2021-07-23,6,76,92
2021-07-24,5,55,18
