,python/cpython,rust-lang/rust,JuliaLang/julia
2010-10-21,18,15,0
2010-10-22,13,12,1
2010-10-23,14,8,19
2010-10-24,17,0,15
2010-10-25,11,0,4
2010-10-26,9,5,8
2010-10-27,22,2,3
2010-10-28,19,8,3
2010-10-29,55,0,1
2010-10-30,37,0,1
2010-10-31,68,0,1
2010-11-01,30,0,9
2010-11-02,26,2,3
2010-11-03,14,9,1
2010-11-04,27,3,1
2010-11-05,48,8,10
2010-11-06,49,9,7
2010-11-07,28,0,9
2010-11-08,23,2,6
2010-11-09,33,2,18
2010-11-10,17,1,7
2010-11-11,10,2,4
2010-11-12,21,3,1
2010-11-13,18,1,1
2010-11-14,6,7,2
2010-11-15,1,1,0
2010-11-16,11,1,3
2010-11-17,9,0,1
2010-11-18,24,1,1
2010-11-19,6,4,7
2010-11-20,84,5,13
2010-11-21,29,6,18
2010-11-22,43,6,7
2010-11-23,14,7,0
2010-11-24,15,4,7
2010-11-25,9,10,9
2010-11-26,59,10,5
2010-11-27,17,2,2
2010-11-28,7,0,8
2010-11-29,15,5,4
2010-11-30,34,6,5
2010-12-01,14,6,4
2010-12-02,23,8,4
2010-12-03,54,14,2
2010-12-04,64,5,3
2010-12-05,23,0,3
2010-12-06,10,1,1
2010-12-07,20,9,6
2010-12-08,14,5,0
2010-12-09,12,12,0
2010-12-10,12,10,0
2010-12-11,13,11,0
2010-12-12,28,4,0
2010-12-13,14,9,3
2010-12-14,33,7,1
2010-12-15,36,13,0
2010-12-16,33,10,1
2010-12-17,22,5,6
2010-12-18,34,6,3
2010-12-19,17,0,14
2010-12-20,6,7,7
2010-12-21,19,7,7
2010-12-22,9,6,2
2010-12-23,21,2,5
2010-12-24,20,2,13
2010-12-25,2,4,9
2010-12-26,15,0,0
2010-12-27,17,0,2
2010-12-28,42,0,7
2010-12-29,11,1,2
2010-12-30,16,7,0
2010-12-31,6,17,0
2011-01-01,15,1,1
2011-01-02,29,0,4
2011-01-03,51,9,2
2011-01-04,30,14,6
2011-01-05,31,4,21
2011-01-06,33,6,14
2011-01-07,23,5,11
2011-01-08,26,2,26
2011-01-09,25,0,5
2011-01-10,19,12,1
2011-01-11,22,5,9
2011-01-12,31,10,4
2011-01-13,10,1,7
2011-01-14,12,7,2
2011-01-15,32,2,6
2011-01-16,17,0,11
2011-01-17,21,7,2
2011-01-18,17,7,7
2011-01-19,13,5,14
2011-01-20,14,7,6
2011-01-21,8,8,6
2011-01-22,5,2,12
2011-01-23,9,0,11
2011-01-24,22,5,8
2011-01-25,14,4,6
2011-01-26,10,6,5
2011-01-27,10,11,0
2011-01-28,3,7,1
2011-01-29,17,0,5
2011-01-30,19,3,13
2011-01-31,14,4,0
2011-02-01,4,5,1
2011-02-02,10,9,10
2011-02-03,5,3,7
2011-02-04,7,2,2
2011-02-05,18,0,2
2011-02-06,3,0,1
2011-02-07,18,5,1
2011-02-08,0,1,1
2011-02-09,3,10,1
2011-02-10,4,10,2
2011-02-11,19,9,1
2011-02-12,4,0,0
2011-02-13,4,0,2
2011-02-14,5,5,1
2011-02-15,8,11,0
2011-02-16,0,7,1
2011-02-17,2,1,5
2011-02-18,3,3,1
2011-02-19,6,4,9
2011-02-20,10,0,2
2011-02-21,32,1,0
2011-02-22,29,4,0
2011-02-23,16,12,4
2011-02-24,16,8,0
2011-02-25,60,12,2
2011-02-26,40,6,2
2011-02-27,6,0,1
2011-02-28,10,2,1
2011-03-01,11,9,3
2011-03-02,10,27,5
2011-03-03,18,16,3
2011-03-04,9,12,3
2011-03-05,26,3,3
2011-03-06,42,6,1
2011-03-07,15,18,3
2011-03-08,17,17,2
2011-03-09,8,23,0
2011-03-10,21,18,1
2011-03-11,23,17,0
2011-03-12,23,4,4
2011-03-13,21,2,4
2011-03-14,69,27,4
2011-03-15,97,12,1
2011-03-16,52,15,1
2011-03-17,38,9,0
2011-03-18,4,24,0
2011-03-19,28,15,2
2011-03-20,55,13,0
2011-03-21,40,32,2
2011-03-22,32,29,2
2011-03-23,36,24,4
2011-03-24,27,17,4
2011-03-25,31,30,3
2011-03-26,53,6,0
2011-03-27,22,11,0
2011-03-28,15,8,1
2011-03-29,20,17,1
2011-03-30,14,12,1
2011-03-31,23,23,1
2011-04-01,11,26,0
2011-04-02,0,6,0
2011-04-03,21,10,0
2011-04-04,22,1,1
2011-04-05,13,8,4
2011-04-06,18,6,4
2011-04-07,14,22,2
2011-04-08,16,23,0
2011-04-09,19,3,5
2011-04-10,11,1,21
2011-04-11,23,7,20
2011-04-12,30,18,2
2011-04-13,45,15,0
2011-04-14,15,13,1
2011-04-15,37,4,4
2011-04-16,27,7,6
2011-04-17,6,8,9
2011-04-18,24,14,6
2011-04-19,24,22,0
2011-04-20,53,15,0
2011-04-21,23,9,5
2011-04-22,3,17,6
2011-04-23,6,4,10
2011-04-24,20,2,19
2011-04-25,18,8,6
2011-04-26,28,11,10
2011-04-27,32,13,3
2011-04-28,30,25,0
2011-04-29,19,23,0
2011-04-30,32,2,3
2011-05-01,29,11,3
2011-05-02,30,5,4
2011-05-03,21,27,5
2011-05-04,24,17,11
2011-05-05,29,43,10
2011-05-06,16,19,7
2011-05-07,54,3,5
2011-05-08,17,1,0
2011-05-09,54,14,8
2011-05-10,29,10,1
2011-05-11,16,36,0
2011-05-12,14,18,11
2011-05-13,16,25,3
2011-05-14,52,27,15
2011-05-15,23,3,1
2011-05-16,15,21,2
2011-05-17,17,21,5
2011-05-18,11,30,1
2011-05-19,25,32,8
2011-05-20,20,29,0
2011-05-21,23,27,3
2011-05-22,17,31,0
2011-05-23,45,8,1
2011-05-24,39,19,2
2011-05-25,38,17,1
2011-05-26,24,6,5
2011-05-27,17,39,1
2011-05-28,30,6,7
2011-05-29,36,0,4
2011-05-30,28,1,4
2011-05-31,28,26,2
2011-06-01,32,30,2
2011-06-02,7,20,2
2011-06-03,26,15,10
2011-06-04,19,19,5
2011-06-05,18,3,3
2011-06-06,27,4,10
2011-06-07,13,5,5
2011-06-08,12,19,6
2011-06-09,26,29,20
2011-06-10,29,26,10
2011-06-11,26,10,17
2011-06-12,4,6,9
2011-06-13,6,4,13
2011-06-14,4,33,23
2011-06-15,3,46,14
2011-06-16,12,48,21
2011-06-17,21,39,0
2011-06-18,12,14,6
2011-06-19,18,24,17
2011-06-20,29,25,10
2011-06-21,11,13,8
2011-06-22,6,10,16
2011-06-23,6,15,27
2011-06-24,7,18,16
2011-06-25,42,8,12
2011-06-26,15,3,2
2011-06-27,28,38,10
2011-06-28,12,50,6
2011-06-29,46,38,15
2011-06-30,17,38,8
2011-07-01,20,33,22
2011-07-02,15,6,7
2011-07-03,33,8,9
2011-07-04,47,9,11
2011-07-05,23,26,5
2011-07-06,6,68,2
2011-07-07,3,32,8
2011-07-08,21,58,29
2011-07-09,20,15,27
2011-07-10,4,13,34
2011-07-11,0,35,25
2011-07-12,3,50,31
2011-07-13,20,32,17
2011-07-14,20,25,6
2011-07-15,35,28,8
2011-07-16,6,10,11
2011-07-17,19,8,2
2011-07-18,14,15,40
2011-07-19,21,22,53
2011-07-20,6,22,11
2011-07-21,9,24,5
2011-07-22,15,29,34
2011-07-23,24,11,12
2011-07-24,7,4,9
2011-07-25,6,16,34
2011-07-26,24,41,19
2011-07-27,25,40,2
2011-07-28,16,51,3
2011-07-29,48,32,24
2011-07-30,31,16,7
2011-07-31,21,4,16
2011-08-01,18,12,5
2011-08-02,34,48,3
2011-08-03,21,32,2
2011-08-04,4,29,8
2011-08-05,6,40,18
2011-08-06,15,4,11
2011-08-07,8,0,3
2011-08-08,11,14,12
2011-08-09,21,27,4
2011-08-10,8,31,7
2011-08-11,17,38,8
2011-08-12,17,76,13
2011-08-13,22,3,3
2011-08-14,4,4,7
2011-08-15,9,46,6
2011-08-16,16,49,18
2011-08-17,9,33,11
2011-08-18,30,31,6
2011-08-19,51,38,6
2011-08-20,41,20,29
2011-08-21,22,0,3
2011-08-22,16,23,19
2011-08-23,17,10,5
2011-08-24,7,21,11
2011-08-25,22,6,0
2011-08-26,13,30,10
2011-08-27,12,52,0
2011-08-28,9,4,2
2011-08-29,17,17,2
2011-08-30,16,14,8
2011-08-31,5,29,4
2011-09-01,50,51,3
2011-09-02,24,20,9
2011-09-03,8,15,2
2011-09-04,10,0,8
2011-09-05,20,0,3
2011-09-06,13,4,5
2011-09-07,4,8,4
2011-09-08,0,4,1
2011-09-09,17,9,0
2011-09-10,20,9,0
2011-09-11,5,1,6
2011-09-12,18,46,4
2011-09-13,2,17,2
2011-09-14,7,33,2
2011-09-15,8,27,3
2011-09-16,0,30,2
2011-09-17,6,3,2
2011-09-18,9,2,6
2011-09-19,14,9,2
2011-09-20,10,37,6
2011-09-21,19,30,9
2011-09-22,3,27,5
2011-09-23,6,42,1
2011-09-24,8,19,0
2011-09-25,4,6,1
2011-09-26,0,23,2
2011-09-27,1,31,0
2011-09-28,42,23,3
2011-09-29,31,7,0
2011-09-30,8,33,2
2011-10-01,27,6,1
2011-10-02,20,3,0
2011-10-03,37,4,0
2011-10-04,63,9,0
2011-10-05,31,39,5
2011-10-06,49,16,2
2011-10-07,33,14,0
2011-10-08,15,0,0
2011-10-09,19,4,0
2011-10-10,4,6,0
2011-10-11,32,16,0
2011-10-12,28,49,15
2011-10-13,11,7,42
2011-10-14,19,2,13
2011-10-15,3,3,14
2011-10-16,8,2,12
2011-10-17,16,10,19
2011-10-18,15,17,24
2011-10-19,37,0,18
2011-10-20,20,13,14
2011-10-21,11,46,15
2011-10-22,10,4,8
2011-10-23,37,5,7
2011-10-24,20,34,9
2011-10-25,20,7,6
2011-10-26,10,9,5
2011-10-27,12,19,6
2011-10-28,30,46,12
2011-10-29,6,10,9
2011-10-30,34,7,13
2011-10-31,40,18,14
2011-11-01,28,13,2
2011-11-02,20,49,17
2011-11-03,24,7,12
2011-11-04,27,2,10
2011-11-05,25,29,3
2011-11-06,26,5,15
2011-11-07,28,17,6
2011-11-08,24,11,9
2011-11-09,5,17,8
2011-11-10,15,19,6
2011-11-11,26,16,5
2011-11-12,21,6,12
2011-11-13,8,2,7
2011-11-14,17,6,11
2011-11-15,21,8,9
2011-11-16,11,59,15
2011-11-17,8,33,10
2011-11-18,17,36,10
2011-11-19,7,7,6
2011-11-20,23,1,1
2011-11-21,28,13,9
2011-11-22,35,17,3
2011-11-23,18,11,4
2011-11-24,4,4,2
2011-11-25,14,9,4
2011-11-26,17,4,2
2011-11-27,8,0,1
2011-11-28,12,6,11
2011-11-29,11,37,27
2011-11-30,4,11,7
2011-12-01,7,13,44
2011-12-02,12,25,25
2011-12-03,26,6,15
2011-12-04,9,4,24
2011-12-05,12,7,15
2011-12-06,9,12,11
2011-12-07,12,28,31
2011-12-08,11,15,21
2011-12-09,14,13,13
2011-12-10,18,1,15
2011-12-11,9,3,17
2011-12-12,10,4,35
2011-12-13,8,21,20
2011-12-14,15,33,19
2011-12-15,20,12,13
2011-12-16,13,42,15
2011-12-17,17,25,11
2011-12-18,42,16,10
2011-12-19,27,46,9
2011-12-20,14,33,1
2011-12-21,17,25,1
2011-12-22,10,21,1
2011-12-23,15,11,2
2011-12-24,17,5,1
2011-12-25,17,1,14
2011-12-26,2,1,18
2011-12-27,7,0,5
2011-12-28,4,12,3
2011-12-29,4,5,10
2011-12-30,5,9,7
2011-12-31,9,9,11
2012-01-01,20,2,19
2012-01-02,9,23,6
2012-01-03,21,11,27
2012-01-04,13,13,15
2012-01-05,10,23,35
2012-01-06,4,28,14
2012-01-07,10,29,9
2012-01-08,6,10,6
2012-01-09,14,25,18
2012-01-10,11,18,10
2012-01-11,10,22,8
2012-01-12,15,21,16
2012-01-13,17,32,10
2012-01-14,47,31,2
2012-01-15,5,15,2
2012-01-16,48,43,4
2012-01-17,10,63,11
2012-01-18,41,41,7
2012-01-19,18,76,10
2012-01-20,13,76,3
2012-01-21,25,31,8
2012-01-22,10,8,7
2012-01-23,9,20,3
2012-01-24,10,66,13
2012-01-25,29,41,22
2012-01-26,13,32,22
2012-01-27,23,36,6
2012-01-28,8,14,18
2012-01-29,11,13,5
2012-01-30,8,15,22
2012-01-31,11,31,6
2012-02-01,16,22,4
2012-02-02,18,25,2
2012-02-03,11,29,3
2012-02-04,26,43,3
2012-02-05,25,17,2
2012-02-06,12,21,15
2012-02-07,6,10,10
2012-02-08,21,31,1
2012-02-09,13,12,8
2012-02-10,12,45,9
2012-02-11,10,21,8
2012-02-12,23,28,3
2012-02-13,17,34,0
2012-02-14,18,25,6
2012-02-15,37,24,4
2012-02-16,23,6,3
2012-02-17,14,17,3
2012-02-18,12,26,5
2012-02-19,22,3,29
2012-02-20,56,8,39
2012-02-21,62,24,16
2012-02-22,29,18,15
2012-02-23,45,31,10
2012-02-24,13,21,9
2012-02-25,25,12,6
2012-02-26,37,0,35
2012-02-27,21,14,21
2012-02-28,12,17,15
2012-02-29,17,37,20
2012-03-01,9,14,9
2012-03-02,13,25,15
2012-03-03,6,17,18
2012-03-04,26,8,34
2012-03-05,41,5,27
2012-03-06,19,49,18
2012-03-07,13,20,23
2012-03-08,17,30,33
2012-03-09,11,10,16
2012-03-10,11,29,42
2012-03-11,6,24,26
2012-03-12,41,13,10
2012-03-13,46,23,9
2012-03-14,57,25,16
2012-03-15,45,60,29
2012-03-16,39,40,35
2012-03-17,52,8,44
2012-03-18,14,9,37
2012-03-19,8,20,40
2012-03-20,9,21,15
2012-03-21,20,30,25
2012-03-22,27,25,16
2012-03-23,19,34,7
2012-03-24,8,11,12
2012-03-25,22,13,17
2012-03-26,21,15,4
2012-03-27,8,25,10
2012-03-28,8,20,5
2012-03-29,13,49,10
2012-03-30,12,12,4
2012-03-31,37,3,8
2012-04-01,22,22,26
2012-04-02,20,15,9
2012-04-03,18,13,6
2012-04-04,8,24,1
2012-04-05,27,17,4
2012-04-06,15,53,1
2012-04-07,10,7,13
2012-04-08,15,17,39
2012-04-09,27,9,24
2012-04-10,33,7,25
2012-04-11,20,12,30
2012-04-12,15,12,37
2012-04-13,21,15,6
2012-04-14,16,10,38
2012-04-15,28,17,29
2012-04-16,30,9,26
2012-04-17,17,10,34
2012-04-18,29,12,13
2012-04-19,12,20,10
2012-04-20,21,44,27
2012-04-21,9,9,13
2012-04-22,24,3,10
2012-04-23,32,19,19
2012-04-24,35,9,15
2012-04-25,16,16,13
2012-04-26,9,12,18
2012-04-27,19,21,9
2012-04-28,6,7,26
2012-04-29,58,0,31
2012-04-30,21,4,32
2012-05-01,33,11,19
2012-05-02,13,10,22
2012-05-03,20,33,18
2012-05-04,26,8,10
2012-05-05,9,2,14
2012-05-06,35,1,21
2012-05-07,18,10,9
2012-05-08,11,5,15
2012-05-09,11,2,5
2012-05-10,17,6,19
2012-05-11,11,5,4
2012-05-12,15,1,3
2012-05-13,18,1,31
2012-05-14,22,7,14
2012-05-15,37,20,14
2012-05-16,37,30,12
2012-05-17,10,16,10
2012-05-18,25,20,10
2012-05-19,18,25,8
2012-05-20,30,2,9
2012-05-21,10,5,17
2012-05-22,10,42,30
2012-05-23,7,61,14
2012-05-24,7,23,29
2012-05-25,23,24,13
2012-05-26,24,12,16
2012-05-27,18,4,21
2012-05-28,23,5,36
2012-05-29,28,18,38
2012-05-30,9,22,28
2012-05-31,24,46,23
2012-06-01,17,18,7
2012-06-02,17,28,12
2012-06-03,27,19,5
2012-06-04,24,15,7
2012-06-05,7,22,19
2012-06-06,6,29,10
2012-06-07,8,59,14
2012-06-08,10,23,8
2012-06-09,4,28,6
2012-06-10,8,7,11
2012-06-11,11,7,0
2012-06-12,5,10,2
2012-06-13,6,30,3
2012-06-14,8,22,9
2012-06-15,25,46,2
2012-06-16,16,15,7
2012-06-17,28,2,25
2012-06-18,13,10,27
2012-06-19,7,17,43
2012-06-20,12,16,18
2012-06-21,26,55,20
2012-06-22,38,19,10
2012-06-23,66,5,8
2012-06-24,95,4,11
2012-06-25,27,25,5
2012-06-26,26,33,12
2012-06-27,16,14,22
2012-06-28,14,25,16
2012-06-29,23,53,27
2012-06-30,34,16,20
2012-07-01,14,3,33
2012-07-02,9,22,13
2012-07-03,20,31,18
2012-07-04,3,25,11
2012-07-05,5,24,13
2012-07-06,7,51,20
2012-07-07,26,17,8
2012-07-08,33,28,18
2012-07-09,29,37,17
2012-07-10,8,52,14
2012-07-11,11,42,11
2012-07-12,8,22,17
2012-07-13,21,44,17
2012-07-14,9,34,7
2012-07-15,23,5,4
2012-07-16,21,10,15
2012-07-17,17,14,5
2012-07-18,13,28,12
2012-07-19,12,19,4
2012-07-20,23,15,7
2012-07-21,20,3,19
2012-07-22,14,0,11
2012-07-23,21,20,14
2012-07-24,9,43,7
2012-07-25,13,49,6
2012-07-26,6,26,6
2012-07-27,8,23,16
2012-07-28,11,14,12
2012-07-29,16,1,12
2012-07-30,20,18,7
2012-07-31,15,35,9
2012-08-01,16,30,16
2012-08-02,11,20,15
2012-08-03,19,54,11
2012-08-04,17,8,14
2012-08-05,24,4,9
2012-08-06,9,21,12
2012-08-07,4,43,18
2012-08-08,6,31,29
2012-08-09,16,27,4
2012-08-10,8,22,16
2012-08-11,20,13,12
2012-08-12,27,6,6
2012-08-13,16,24,14
2012-08-14,25,48,8
2012-08-15,26,34,9
2012-08-16,8,26,6
2012-08-17,12,28,30
2012-08-18,22,10,16
2012-08-19,13,0,12
2012-08-20,29,10,17
2012-08-21,12,28,4
2012-08-22,7,27,7
2012-08-23,12,41,5
2012-08-24,38,34,16
2012-08-25,14,31,9
2012-08-26,1,14,2
2012-08-27,7,28,7
2012-08-28,19,19,18
2012-08-29,10,23,16
2012-08-30,8,20,10
2012-08-31,10,51,6
2012-09-01,15,12,3
2012-09-02,13,13,6
2012-09-03,10,14,13
2012-09-04,0,35,9
2012-09-05,7,24,6
2012-09-06,12,21,23
2012-09-07,8,27,9
2012-09-08,19,29,7
2012-09-09,21,6,6
2012-09-10,54,28,20
2012-09-11,20,14,7
2012-09-12,21,28,17
2012-09-13,4,29,18
2012-09-14,5,13,13
2012-09-15,9,19,8
2012-09-16,0,8,6
2012-09-17,6,5,7
2012-09-18,4,25,6
2012-09-19,6,29,11
2012-09-20,25,43,13
2012-09-21,20,6,19
2012-09-22,8,15,12
2012-09-23,20,11,3
2012-09-24,20,13,2
2012-09-25,39,27,13
2012-09-26,5,49,3
2012-09-27,5,44,10
2012-09-28,29,47,1
2012-09-29,59,21,2
2012-09-30,59,5,1
2012-10-01,43,23,17
2012-10-02,24,35,17
2012-10-03,19,15,7
2012-10-04,38,49,3
2012-10-05,27,32,14
2012-10-06,53,25,27
2012-10-07,36,13,3
2012-10-08,9,21,9
2012-10-09,32,11,16
2012-10-10,24,18,9
2012-10-11,20,76,21
2012-10-12,29,41,18
2012-10-13,12,24,5
2012-10-14,6,1,7
2012-10-15,1,10,6
2012-10-16,50,4,17
2012-10-17,35,25,10
2012-10-18,11,22,19
2012-10-19,25,10,15
2012-10-20,15,3,21
2012-10-21,28,19,10
2012-10-22,13,18,11
2012-10-23,24,32,9
2012-10-24,6,12,8
2012-10-25,5,25,11
2012-10-26,17,2,10
2012-10-27,41,7,33
2012-10-28,53,4,16
2012-10-29,10,6,11
2012-10-30,11,13,4
2012-10-31,79,7,28
2012-11-01,29,9,21
2012-11-02,9,11,4
2012-11-03,45,9,13
2012-11-04,29,12,8
2012-11-05,14,12,21
2012-11-06,16,1,23
2012-11-07,8,12,5
2012-11-08,27,4,17
2012-11-09,5,6,12
2012-11-10,17,0,2
2012-11-11,57,1,0
2012-11-12,14,1,9
2012-11-13,6,26,12
2012-11-14,16,14,14
2012-11-15,12,19,1
2012-11-16,4,33,22
2012-11-17,31,10,4
2012-11-18,39,23,13
2012-11-19,2,11,12
2012-11-20,13,8,17
2012-11-21,13,21,21
2012-11-22,10,0,24
2012-11-23,19,7,4
2012-11-24,6,11,5
2012-11-25,6,6,5
2012-11-26,8,7,21
2012-11-27,9,11,12
2012-11-28,24,14,18
2012-11-29,28,34,17
2012-11-30,5,18,8
2012-12-01,2,11,4
2012-12-02,32,1,4
2012-12-03,16,3,9
2012-12-04,7,8,19
2012-12-05,9,8,11
2012-12-06,6,32,19
2012-12-07,2,36,15
2012-12-08,26,17,30
2012-12-09,28,5,30
2012-12-10,19,9,15
2012-12-11,13,21,25
2012-12-12,6,12,17
2012-12-13,8,17,28
2012-12-14,12,35,38
2012-12-15,20,15,16
2012-12-16,19,13,14
2012-12-17,31,23,16
2012-12-18,19,29,16
2012-12-19,13,15,7
2012-12-20,7,12,15
2012-12-21,12,37,24
2012-12-22,9,11,6
2012-12-23,25,18,14
2012-12-24,19,8,10
2012-12-25,30,21,3
2012-12-26,21,0,3
2012-12-27,36,8,16
2012-12-28,17,15,12
2012-12-29,19,12,1
2012-12-30,10,12,10
2012-12-31,19,2,11
2013-01-01,39,5,9
2013-01-02,38,6,32
2013-01-03,16,8,18
2013-01-04,14,4,25
2013-01-05,12,7,32
2013-01-06,8,5,17
2013-01-07,7,20,15
2013-01-08,22,25,44
2013-01-09,6,25,37
2013-01-10,32,22,28
2013-01-11,60,27,42
2013-01-12,36,16,39
2013-01-13,27,24,26
2013-01-14,10,21,52
2013-01-15,31,19,26
2013-01-16,16,11,13
2013-01-17,15,3,18
2013-01-18,13,35,21
2013-01-19,24,1,15
2013-01-20,16,24,3
2013-01-21,23,11,13
2013-01-22,23,23,32
2013-01-23,10,51,20
2013-01-24,16,45,34
2013-01-25,50,36,29
2013-01-26,24,23,33
2013-01-27,21,1,5
2013-01-28,10,25,6
2013-01-29,41,44,8
2013-01-30,3,41,2
2013-01-31,17,40,0
2013-02-01,33,45,2
2013-02-02,67,17,12
2013-02-03,20,28,17
2013-02-04,30,22,13
2013-02-05,15,21,22
2013-02-06,7,23,26
2013-02-07,26,23,23
2013-02-08,12,39,24
2013-02-09,43,22,24
2013-02-10,35,22,39
2013-02-11,18,13,37
2013-02-12,21,15,35
2013-02-13,17,40,22
2013-02-14,1,25,16
2013-02-15,12,44,15
2013-02-16,14,41,12
2013-02-17,10,22,16
2013-02-18,16,17,13
2013-02-19,10,51,39
2013-02-20,21,7,43
2013-02-21,18,30,8
2013-02-22,13,21,14
2013-02-23,52,9,14
2013-02-24,4,4,8
2013-02-25,13,14,16
2013-02-26,19,56,12
2013-02-27,13,34,18
2013-02-28,9,27,12
2013-03-01,19,21,21
2013-03-02,8,33,22
2013-03-03,7,30,17
2013-03-04,18,21,35
2013-03-05,20,26,27
2013-03-06,16,34,37
2013-03-07,21,50,55
2013-03-08,13,34,25
2013-03-09,25,9,18
2013-03-10,14,16,20
2013-03-11,32,42,20
2013-03-12,13,40,18
2013-03-13,17,15,18
2013-03-14,11,29,17
2013-03-15,9,20,19
2013-03-16,37,22,39
2013-03-17,10,4,16
2013-03-18,20,17,22
2013-03-19,71,37,33
2013-03-20,37,32,21
2013-03-21,26,33,15
2013-03-22,14,51,13
2013-03-23,57,17,18
2013-03-24,16,7,12
2013-03-25,7,19,25
2013-03-26,20,58,18
2013-03-27,5,63,19
2013-03-28,17,31,13
2013-03-29,14,49,11
2013-03-30,25,17,13
2013-03-31,14,13,10
2013-04-01,13,17,18
2013-04-02,7,10,24
2013-04-03,23,27,34
2013-04-04,7,21,30
2013-04-05,9,19,21
2013-04-06,22,16,8
2013-04-07,19,10,13
2013-04-08,10,23,14
2013-04-09,23,15,12
2013-04-10,9,47,16
2013-04-11,17,24,23
2013-04-12,21,25,12
2013-04-13,26,23,9
2013-04-14,59,16,7
2013-04-15,9,24,8
2013-04-16,9,23,5
2013-04-17,23,7,20
2013-04-18,6,56,13
2013-04-19,13,50,10
2013-04-20,15,45,7
2013-04-21,12,16,7
2013-04-22,8,29,12
2013-04-23,12,39,5
2013-04-24,5,32,17
2013-04-25,2,26,10
2013-04-26,3,19,11
2013-04-27,0,13,20
2013-04-28,17,40,30
2013-04-29,5,44,11
2013-04-30,20,54,13
2013-05-01,9,40,29
2013-05-02,1,55,17
2013-05-03,7,46,50
2013-05-04,20,20,14
2013-05-05,8,16,2
2013-05-06,23,26,10
2013-05-07,15,56,20
2013-05-08,7,30,17
2013-05-09,6,65,20
2013-05-10,7,35,7
2013-05-11,13,26,20
2013-05-12,25,21,6
2013-05-13,11,34,14
2013-05-14,5,68,11
2013-05-15,12,70,31
2013-05-16,16,28,15
2013-05-17,19,38,26
2013-05-18,14,38,8
2013-05-19,13,20,8
2013-05-20,24,64,18
2013-05-21,8,36,22
2013-05-22,9,22,20
2013-05-23,6,29,11
2013-05-24,7,37,6
2013-05-25,19,16,2
2013-05-26,1,21,2
2013-05-27,4,25,16
2013-05-28,27,36,19
2013-05-29,16,36,8
2013-05-30,2,47,12
2013-05-31,12,30,13
2013-06-01,7,36,6
2013-06-02,4,21,15
2013-06-03,2,14,11
2013-06-04,17,15,27
2013-06-05,8,37,19
2013-06-06,0,38,19
2013-06-07,8,30,13
2013-06-08,7,41,10
2013-06-09,10,13,1
2013-06-10,9,40,14
2013-06-11,8,28,14
2013-06-12,9,43,30
2013-06-13,9,35,27
2013-06-14,16,30,35
2013-06-15,28,43,35
2013-06-16,18,47,2
2013-06-17,22,43,19
2013-06-18,5,12,34
2013-06-19,14,19,18
2013-06-20,6,33,27
2013-06-21,18,23,13
