,gitbucket/gitbucket,gitlabhq/gitlabhq,gogs/gogs
2014-03-12,5,16.0,4
2014-03-13,6,18.2,27
2014-03-14,7,24.42,17
2014-03-15,8,-8.267,36
2014-03-16,0,-3.976099999999997,31
2014-03-17,0,28.2122385,37
2014-03-18,4,-4.8939220500000005,10
2014-03-19,1,15.936143032500002,43
2014-03-20,2,12.269098023,44
2014-03-21,0,4.064983306415625,24
2014-03-22,0,-4.351047363870311,18
2014-03-23,0,-3.867438504260936,49
2014-03-24,5,32.44892984978906,32
2014-03-25,0,29.092370717035934,52
2014-03-26,0,10.196636609192186,35
2014-03-27,1,6.409850509262501,20
2014-03-28,1,-4.805338811212499,14
2014-03-29,2,-9.323249968853125,19
2014-03-30,2,-5.9981229123171875,22
2014-03-31,3,16.076667387807813,10
2014-04-01,1,18.130731689974997,8
2014-04-02,5,24.58604809696562,12
2014-04-03,0,5.525861257287499,4
2014-04-04,1,3.527231914390626,11
2014-04-05,0,-7.386516462009373,8
2014-04-06,0,6.194131634657815,16
2014-04-07,3,33.05788255801875,9
2014-04-08,4,14.463538344689063,5
2014-04-09,3,9.435587012673437,8
2014-04-10,5,-1.5085998788624977,21
2014-04-11,4,5.319122071543752,22
2014-04-12,0,-9.133868349885937,25
2014-04-13,0,4.7149814204812515,12
2014-04-14,0,19.777731551617187,16
2014-04-15,1,3.900565313084371,16
2014-04-16,0,-4.349069621028125,11
2014-04-17,6,3.311134042628125,2
2014-04-18,3,2.4563305762296874,6
2014-04-19,0,-5.912203771523437,4
2014-04-20,0,-2.9623647734875,4
2014-04-21,2,1.1923215816140615,8
2014-04-22,1,14.814163530518748,14
2014-04-23,2,18.74410484071562,26
2014-04-24,2,6.218723571432813,4
2014-04-25,2,1.42604837294844,3
2014-04-26,4,-5.824228849467187,9
2014-04-27,5,-0.6094810728437494,11
2014-04-28,8,8.955666250001563,0
2014-04-29,13,5.590344617204687,3
2014-04-30,4,2.1609739152874994,6
2014-05-01,1,1.8107502846531247,23
2014-05-02,2,10.42184183468125,9
2014-05-03,1,-3.580413156879688,4
2014-05-04,2,-4.633756786592187,0
2014-05-05,7,17.422729147721874,13
2014-05-06,2,8.183891981615623,6
2014-05-07,5,6.739858663035937,11
2014-05-08,0,29.681075600315623,8
2014-05-09,0,-11.375954283220313,9
2014-05-10,15,-6.758028869112498,1
2014-05-11,2,-1.805420228787499,21
2014-05-12,2,8.97904832206875,11
2014-05-13,1,21.465416847187498,8
2014-05-14,0,8.202728885843747,10
2014-05-15,0,3.8673070342906257,8
2014-05-16,2,0.21655035691406255,9
2014-05-17,0,-6.9443896811593735,0
2014-05-18,11,-0.3076504034468739,3
2014-05-19,0,13.943635227720312,5
2014-05-20,1,6.029502777348437,0
2014-05-21,0,-4.014855853964065,2
2014-05-22,0,23.85359211291875,1
2014-05-23,0,18.482521383859375,0
2014-05-24,0,-3.8548385898984385,6
2014-05-25,1,-9.098828969093747,0
2014-05-26,0,29.13715321720469,9
2014-05-27,0,12.439597912787498,0
2014-05-28,1,15.119017919590625,4
2014-05-29,0,22.747936033928127,1
2014-05-30,1,-4.673810276634377,5
2014-05-31,5,-7.030006724220312,1
2014-06-01,5,-7.826257889640624,5
2014-06-02,6,12.463253885171875,1
2014-06-03,0,42.73851299996875,4
2014-06-04,1,8.484377100428123,1
2014-06-05,4,8.690613992243751,1
2014-06-06,3,4.906033521654688,3
2014-06-07,3,-4.254382742565625,1
2014-06-08,0,-7.185606384603123,4
2014-06-09,4,-2.7548252236624986,0
2014-06-10,2,35.313573437485935,1
2014-06-11,0,10.850595676246868,2
2014-06-12,0,1.7907604956906233,6
2014-06-13,0,11.938064256592188,1
2014-06-14,5,15.69696137886875,0
2014-06-15,6,-11.128431866795312,0
2014-06-16,2,2.6279820098750015,0
2014-06-17,0,7.575267131989062,1
2014-06-18,0,8.316101405928123,0
2014-06-19,2,1.376357101032811,1
2014-06-20,2,4.230555575198437,2
2014-06-21,0,-5.455366366082814,3
2014-06-22,2,-1.2957942862906258,5
2014-06-23,1,21.656135837935935,6
2014-06-24,1,34.77139505764687,6
2014-06-25,1,7.00110295868906,10
2014-06-26,1,19.94493523899375,1
2014-06-27,0,-12.716915185628125,3
2014-06-28,3,-9.761932547996873,12
2014-06-29,6,-5.8543197923234365,4
2014-06-30,5,17.909021213239065,2
2014-07-01,0,6.256751579912498,0
2014-07-02,0,12.385015720243748,1
2014-07-03,0,9.622919591632812,0
2014-07-04,0,9.564368213632811,9
2014-07-05,4,-6.665248546976562,5
2014-07-06,9,-6.89369504116406,3
2014-07-07,0,4.938688177500001,2
2014-07-08,2,3.3701791261562493,0
2014-07-09,0,11.071241555628124,0
2014-07-10,0,11.817275508181249,0
2014-07-11,0,7.171284295549999,0
2014-07-12,2,-9.553893848717188,4
2014-07-13,10,-1.499407774217186,0
2014-07-14,1,6.331945457585938,0
2014-07-15,0,10.698551922859375,1
2014-07-16,2,10.413223676264062,1
2014-07-17,0,8.037437458389062,0
2014-07-18,0,-5.303511764020314,2
2014-07-19,0,-3.6072175371718744,0
2014-07-20,1,-1.750547471207812,1
2014-07-21,0,9.124576312203125,1
2014-07-22,2,3.4832164376453116,18
2014-07-23,3,15.594926809421874,4
2014-07-24,0,-1.0172781172562502,26
2014-07-25,2,5.68131305679375,24
2014-07-26,3,-2.786506664520312,15
2014-07-27,4,1.5497332660375012,3
2014-07-28,6,10.624639442503126,4
2014-07-29,6,15.035086996096874,0
2014-07-30,1,11.060465941565624,1
2014-07-31,2,15.250953688826563,1
2014-08-01,1,-3.8276351470140604,5
2014-08-02,1,-6.5235809270499985,1
2014-08-03,7,1.7212775941437517,0
2014-08-04,4,6.540017715225,4
2014-08-05,2,-4.813798365881251,1
2014-08-06,0,9.819248608914062,2
2014-08-07,1,0.20075897679999777,7
