,python/cpython,ruby/ruby,php/php-src
2013-01-10,32,16,11
2013-01-11,60,13,12
2013-01-12,36,5,0
2013-01-13,27,15,3
2013-01-14,10,9,48
2013-01-15,31,21,57
2013-01-16,16,9,11
2013-01-17,15,10,3
2013-01-18,13,12,13
2013-01-19,24,4,7
2013-01-20,16,5,1
2013-01-21,23,4,4
2013-01-22,23,6,12
2013-01-23,10,14,9
2013-01-24,16,17,1
2013-01-25,50,15,1
2013-01-26,24,11,0
2013-01-27,21,3,0
2013-01-28,10,4,9
2013-01-29,41,18,39
2013-01-30,3,13,24
2013-01-31,17,6,6
2013-02-01,33,9,15
2013-02-02,67,12,45
2013-02-03,20,15,12
2013-02-04,30,14,13
2013-02-05,15,32,6
2013-02-06,7,26,2
2013-02-07,26,23,29
2013-02-08,12,18,12
2013-02-09,43,12,0
2013-02-10,35,18,5
2013-02-11,18,10,14
2013-02-12,21,6,0
2013-02-13,17,11,15
2013-02-14,1,15,26
2013-02-15,12,15,9
2013-02-16,14,22,5
2013-02-17,10,6,20
2013-02-18,16,13,12
2013-02-19,10,12,16
2013-02-20,21,12,11
2013-02-21,18,20,30
2013-02-22,13,31,10
2013-02-23,52,19,10
2013-02-24,4,15,7
2013-02-25,13,24,11
2013-02-26,19,8,5
2013-02-27,13,20,30
2013-02-28,9,9,5
2013-03-01,19,8,12
2013-03-02,8,13,0
2013-03-03,7,3,40
2013-03-04,18,6,18
2013-03-05,20,19,14
2013-03-06,16,8,15
2013-03-07,21,13,13
2013-03-08,13,15,3
2013-03-09,25,5,11
2013-03-10,14,30,0
2013-03-11,32,14,14
2013-03-12,13,6,8
2013-03-13,17,9,7
2013-03-14,11,13,7
2013-03-15,9,11,25
2013-03-16,37,14,20
2013-03-17,10,4,18
2013-03-18,20,11,13
2013-03-19,71,15,41
2013-03-20,37,9,32
2013-03-21,26,16,17
2013-03-22,14,9,11
2013-03-23,57,17,27
2013-03-24,16,16,20
2013-03-25,7,8,45
2013-03-26,20,23,11
2013-03-27,5,12,35
2013-03-28,17,11,44
2013-03-29,14,11,13
2013-03-30,25,10,0
2013-03-31,14,15,22
2013-04-01,13,19,13
2013-04-02,7,18,9
2013-04-03,23,14,18
2013-04-04,7,19,21
2013-04-05,9,28,13
2013-04-06,22,24,0
2013-04-07,19,5,6
2013-04-08,10,21,15
2013-04-09,23,12,31
2013-04-10,9,10,36
2013-04-11,17,23,12
2013-04-12,21,9,1
2013-04-13,26,15,4
2013-04-14,59,5,0
2013-04-15,9,5,6
2013-04-16,9,8,0
2013-04-17,23,14,15
2013-04-18,6,22,11
2013-04-19,13,18,11
2013-04-20,15,6,9
2013-04-21,12,3,5
2013-04-22,8,9,24
2013-04-23,12,12,12
2013-04-24,5,20,31
2013-04-25,2,16,19
2013-04-26,3,13,16
2013-04-27,0,16,20
2013-04-28,17,12,0
2013-04-29,5,6,9
2013-04-30,20,5,19
2013-05-01,9,11,4
2013-05-02,1,17,21
2013-05-03,7,10,40
2013-05-04,20,0,19
2013-05-05,8,10,8
2013-05-06,23,4,7
2013-05-07,15,9,3
2013-05-08,7,14,20
2013-05-09,6,7,3
2013-05-10,7,10,0
2013-05-11,13,11,2
2013-05-12,25,24,8
2013-05-13,11,33,4
2013-05-14,5,22,22
2013-05-15,12,21,13
2013-05-16,16,14,8
2013-05-17,19,11,9
2013-05-18,14,20,0
2013-05-19,13,20,4
2013-05-20,24,23,9
2013-05-21,8,17,15
2013-05-22,9,8,20
2013-05-23,6,13,0
2013-05-24,7,14,10
2013-05-25,19,12,0
2013-05-26,1,13,0
2013-05-27,4,26,2
2013-05-28,27,7,6
2013-05-29,16,6,8
2013-05-30,2,6,0
2013-05-31,12,22,15
2013-06-01,7,11,9
2013-06-02,4,16,10
2013-06-03,2,11,5
2013-06-04,17,16,8
2013-06-05,8,18,17
2013-06-06,0,21,11
2013-06-07,8,40,4
2013-06-08,7,28,0
2013-06-09,10,8,15
2013-06-10,9,23,56
2013-06-11,8,17,15
2013-06-12,9,23,4
2013-06-13,9,22,3
2013-06-14,16,17,4
2013-06-15,28,15,6
2013-06-16,18,14,26
2013-06-17,22,22,27
2013-06-18,5,33,0
2013-06-19,14,54,30
2013-06-20,6,49,17
2013-06-21,18,39,5
2013-06-22,13,30,0
2013-06-23,31,11,10
2013-06-24,25,12,33
2013-06-25,9,22,27
2013-06-26,3,14,40
2013-06-27,3,7,18
2013-06-28,8,7,12
2013-06-29,20,7,12
2013-06-30,10,19,2
2013-07-01,17,15,7
2013-07-02,8,17,17
2013-07-03,4,11,24
2013-07-04,12,21,6
2013-07-05,0,24,1
2013-07-06,18,0,5
2013-07-07,31,17,0
2013-07-08,21,14,22
2013-07-09,5,31,9
2013-07-10,6,31,26
2013-07-11,39,18,11
2013-07-12,21,7,14
2013-07-13,11,12,6
2013-07-14,7,12,13
2013-07-15,21,18,41
2013-07-16,31,23,12
2013-07-17,22,14,21
2013-07-18,6,18,18
2013-07-19,7,25,7
2013-07-20,33,17,1
2013-07-21,17,6,11
2013-07-22,24,22,33
2013-07-23,4,20,15
2013-07-24,4,9,5
2013-07-25,16,17,17
2013-07-26,30,24,6
2013-07-27,9,7,0
2013-07-28,15,12,2
2013-07-29,6,25,7
2013-07-30,25,13,22
2013-07-31,17,43,23
2013-08-01,18,17,5
2013-08-02,12,25,25
2013-08-03,28,15,4
2013-08-04,24,6,8
2013-08-05,8,12,35
2013-08-06,12,25,17
2013-08-07,2,13,2
2013-08-08,12,23,11
2013-08-09,3,20,16
2013-08-10,36,22,13
2013-08-11,8,24,23
2013-08-12,13,12,9
2013-08-13,13,10,7
2013-08-14,5,7,12
2013-08-15,12,18,17
2013-08-16,24,13,23
2013-08-17,16,10,5
2013-08-18,11,12,32
2013-08-19,17,15,28
2013-08-20,5,5,56
2013-08-21,17,11,33
2013-08-22,20,4,39
2013-08-23,21,20,25
2013-08-24,13,6,8
2013-08-25,23,2,31
2013-08-26,9,14,13
2013-08-27,8,16,6
2013-08-28,11,8,10
2013-08-29,19,5,21
2013-08-30,7,8,16
2013-08-31,13,14,3
2013-09-01,13,18,1
2013-09-02,6,21,9
2013-09-03,10,27,4
2013-09-04,14,24,4
2013-09-05,15,10,2
2013-09-06,24,14,6
2013-09-07,18,19,0
2013-09-08,30,6,0
2013-09-09,15,8,15
2013-09-10,5,10,6
2013-09-11,3,3,3
2013-09-12,5,6,13
2013-09-13,21,10,20
2013-09-14,12,1,1
2013-09-15,18,6,0
2013-09-16,6,0,19
2013-09-17,0,11,16
2013-09-18,15,9,18
2013-09-19,2,11,8
2013-09-20,7,20,17
2013-09-21,5,6,9
2013-09-22,12,8,4
2013-09-23,4,8,6
2013-09-24,0,11,1
2013-09-25,2,8,5
2013-09-26,4,17,9
2013-09-27,12,10,23
2013-09-28,13,4,2
2013-09-29,36,9,9
2013-09-30,13,10,11
2013-10-01,7,11,16
2013-10-02,17,15,7
2013-10-03,17,8,15
2013-10-04,8,7,23
2013-10-05,17,7,8
2013-10-06,111,9,5
2013-10-07,3,31,6
2013-10-08,18,13,15
2013-10-09,19,19,17
2013-10-10,12,16,5
2013-10-11,15,17,2
2013-10-12,44,2,8
2013-10-13,68,7,1
2013-10-14,16,14,12
2013-10-15,6,9,5
2013-10-16,4,23,141
2013-10-17,25,24,25
2013-10-18,35,15,14
2013-10-19,40,6,17
2013-10-20,31,6,41
2013-10-21,23,7,48
2013-10-22,21,12,7
2013-10-23,13,17,7
2013-10-24,11,6,3
2013-10-25,31,5,4
2013-10-26,18,10,7
2013-10-27,26,8,11
2013-10-28,17,11,26
2013-10-29,44,17,19
2013-10-30,15,5,5
2013-10-31,25,7,15
2013-11-01,15,15,3
2013-11-02,25,1,3
2013-11-03,28,8,2
2013-11-04,22,10,15
2013-11-05,19,14,11
2013-11-06,25,15,15
2013-11-07,19,17,9
2013-11-08,15,14,21
2013-11-09,4,42,27
2013-11-10,15,13,105
2013-11-11,13,1,38
2013-11-12,20,3,91
2013-11-13,12,16,69
2013-11-14,18,7,47
2013-11-15,27,11,29
2013-11-16,26,7,24
2013-11-17,39,3,50
2013-11-18,24,12,63
2013-11-19,29,17,54
2013-11-20,16,5,60
2013-11-21,22,30,32
2013-11-22,55,30,22
2013-11-23,85,14,44
2013-11-24,54,15,72
2013-11-25,35,9,41
2013-11-26,27,19,57
2013-11-27,14,20,48
2013-11-28,11,17,72
2013-11-29,11,20,49
2013-11-30,16,15,25
2013-12-01,14,14,24
2013-12-02,40,5,33
2013-12-03,24,22,34
2013-12-04,22,7,19
2013-12-05,13,32,29
2013-12-06,14,22,23
2013-12-07,14,7,10
2013-12-08,30,34,21
2013-12-09,12,18,15
2013-12-10,22,26,40
2013-12-11,15,12,24
2013-12-12,7,14,35
2013-12-13,26,30,40
2013-12-14,14,32,9
2013-12-15,15,5,13
2013-12-16,34,29,14
2013-12-17,13,14,20
2013-12-18,10,15,53
2013-12-19,25,10,34
2013-12-20,21,16,18
2013-12-21,16,7,22
2013-12-22,12,11,21
2013-12-23,20,11,50
2013-12-24,19,24,22
2013-12-25,9,28,18
2013-12-26,10,8,8
2013-12-27,6,7,16
2013-12-28,6,7,9
2013-12-29,4,2,1
2013-12-30,4,6,37
2013-12-31,11,6,2
2014-01-01,6,10,8
2014-01-02,19,4,9
2014-01-03,18,3,17
2014-01-04,19,10,9
2014-01-05,12,6,9
2014-01-06,6,5,6
2014-01-07,18,9,0
2014-01-08,12,5,0
2014-01-09,18,19,16
2014-01-10,17,6,7
2014-01-11,7,4,4
2014-01-12,15,9,7
2014-01-13,15,13,40
2014-01-14,28,8,13
2014-01-15,6,25,15
2014-01-16,19,3,16
2014-01-17,16,4,24
2014-01-18,23,15,12
2014-01-19,11,10,20
2014-01-20,16,9,22
2014-01-21,27,9,26
2014-01-22,12,3,36
2014-01-23,17,11,4
2014-01-24,15,4,21
2014-01-25,35,10,6
2014-01-26,26,0,38
2014-01-27,42,7,15
2014-01-28,12,11,29
2014-01-29,28,6,24
2014-01-30,6,11,25
2014-01-31,28,7,4
2014-02-01,19,4,4
2014-02-02,22,0,30
2014-02-03,25,3,10
2014-02-04,14,13,13
2014-02-05,11,27,20
2014-02-06,24,11,19
2014-02-07,21,12,0
2014-02-08,38,13,6
2014-02-09,24,1,10
2014-02-10,24,2,6
2014-02-11,36,8,8
2014-02-12,18,9,9
2014-02-13,15,8,8
2014-02-14,6,9,25
2014-02-15,15,12,54
2014-02-16,18,13,44
2014-02-17,8,10,39
2014-02-18,36,7,47
2014-02-19,35,5,40
2014-02-20,32,6,34
2014-02-21,16,13,95
2014-02-22,11,17,4
2014-02-23,22,8,17
2014-02-24,34,5,58
2014-02-25,8,8,61
2014-02-26,19,9,54
2014-02-27,10,14,59
2014-02-28,13,20,74
2014-03-01,11,9,14
2014-03-02,22,24,43
2014-03-03,10,3,29
2014-03-04,5,6,33
2014-03-05,4,3,69
2014-03-06,12,6,58
2014-03-07,3,7,39
2014-03-08,14,10,5
2014-03-09,31,6,25
2014-03-10,31,6,57
2014-03-11,13,11,38
2014-03-12,16,3,41
2014-03-13,26,5,29
2014-03-14,11,10,16
2014-03-15,20,9,19
2014-03-16,17,2,15
2014-03-17,33,8,33
2014-03-18,11,4,30
2014-03-19,14,3,43
2014-03-20,28,7,33
2014-03-21,18,7,18
2014-03-22,13,3,8
2014-03-23,20,5,6
2014-03-24,11,11,22
2014-03-25,19,16,26
2014-03-26,1,25,13
2014-03-27,21,10,16
2014-03-28,8,15,3
2014-03-29,18,1,3
2014-03-30,21,7,3
2014-03-31,22,10,18
2014-04-01,13,7,29
2014-04-02,12,11,16
2014-04-03,6,5,25
2014-04-04,25,5,5
2014-04-05,5,4,11
2014-04-06,3,6,6
2014-04-07,6,1,17
2014-04-08,17,3,16
2014-04-09,9,12,46
2014-04-10,11,11,37
2014-04-11,4,15,42
2014-04-12,2,5,11
2014-04-13,5,4,56
2014-04-14,64,8,92
2014-04-15,32,6,32
2014-04-16,25,9,56
2014-04-17,18,13,20
2014-04-18,16,19,29
2014-04-19,7,5,9
2014-04-20,8,3,30
2014-04-21,0,13,37
2014-04-22,6,18,25
2014-04-23,14,20,7
2014-04-24,6,18,33
2014-04-25,2,10,49
2014-04-26,8,3,2
2014-04-27,8,4,4
2014-04-28,12,11,15
2014-04-29,26,5,22
2014-04-30,4,14,12
2014-05-01,5,5,32
2014-05-02,6,15,14
2014-05-03,5,11,11
2014-05-04,15,9,14
2014-05-05,4,13,26
2014-05-06,10,11,50
2014-05-07,7,19,27
2014-05-08,11,9,31
2014-05-09,13,11,16
2014-05-10,10,18,18
2014-05-11,24,9,14
2014-05-12,19,6,48
2014-05-13,18,7,33
2014-05-14,19,4,28
2014-05-15,8,10,57
2014-05-16,5,9,33
2014-05-17,11,14,13
2014-05-18,9,28,28
2014-05-19,9,14,23
2014-05-20,5,6,13
2014-05-21,1,7,14
2014-05-22,7,16,7
2014-05-23,17,9,10
2014-05-24,4,22,13
2014-05-25,10,38,7
2014-05-26,25,26,29
2014-05-27,8,31,45
2014-05-28,15,22,24
2014-05-29,4,17,11
2014-05-30,16,33,21
2014-05-31,5,17,15
2014-06-01,18,15,8
2014-06-02,25,13,6
2014-06-03,21,19,31
2014-06-04,5,7,12
2014-06-05,26,9,27
2014-06-06,6,9,18
2014-06-07,16,10,4
2014-06-08,14,6,22
2014-06-09,9,3,51
2014-06-10,11,11,42
2014-06-11,21,3,35
2014-06-12,7,6,5
2014-06-13,15,10,22
2014-06-14,7,11,3
2014-06-15,10,4,29
2014-06-16,32,13,24
2014-06-17,25,4,15
2014-06-18,6,2,26
2014-06-19,11,10,22
2014-06-20,19,12,18
2014-06-21,5,3,5
2014-06-22,24,8,7
2014-06-23,8,20,31
2014-06-24,20,13,31
2014-06-25,37,8,7
2014-06-26,11,13,26
2014-06-27,20,11,28
2014-06-28,5,12,14
2014-06-29,5,0,39
2014-06-30,14,10,25
2014-07-01,20,18,21
2014-07-02,14,11,54
2014-07-03,6,10,18
2014-07-04,4,18,6
2014-07-05,11,8,8
2014-07-06,6,18,27
2014-07-07,41,7,45
2014-07-08,10,10,50
2014-07-09,3,11,23
2014-07-10,10,5,43
2014-07-11,18,15,25
2014-07-12,8,2,24
2014-07-13,6,9,1
2014-07-14,10,7,24
2014-07-15,4,13,7
2014-07-16,20,10,15
2014-07-17,12,15,18
2014-07-18,4,15,56
2014-07-19,4,8,38
2014-07-20,3,10,7
2014-07-21,14,6,27
2014-07-22,15,7,31
2014-07-23,26,15,9
2014-07-24,30,10,19
2014-07-25,30,21,14
2014-07-26,12,16,15
2014-07-27,10,16,9
2014-07-28,10,6,32
2014-07-29,18,6,17
2014-07-30,8,12,56
2014-07-31,4,8,21
2014-08-01,7,5,6
2014-08-02,5,7,0
2014-08-03,7,13,3
2014-08-04,21,9,34
2014-08-05,16,14,10
2014-08-06,6,12,30
2014-08-07,9,5,27
2014-08-08,4,9,3
2014-08-09,13,9,3
2014-08-10,10,11,1
2014-08-11,3,13,12
2014-08-12,10,15,17
2014-08-13,2,16,23
2014-08-14,5,7,30
2014-08-15,13,9,59
2014-08-16,9,11,22
2014-08-17,19,7,26
2014-08-18,4,3,37
2014-08-19,9,6,113
2014-08-20,3,4,46
2014-08-21,2,13,56
2014-08-22,20,12,9
2014-08-23,10,3,10
2014-08-24,13,7,9
2014-08-25,8,7,29
2014-08-26,4,15,41
2014-08-27,8,7,59
2014-08-28,2,8,44
2014-08-29,9,10,32
2014-08-30,2,6,6
2014-08-31,16,3,6
2014-09-01,9,2,34
2014-09-02,5,15,31
2014-09-03,19,10,23
2014-09-04,8,9,16
2014-09-05,9,24,11
2014-09-06,15,8,8
2014-09-07,0,5,3
2014-09-08,2,13,12
2014-09-09,3,26,20
2014-09-10,8,20,17
2014-09-11,11,24,17
2014-09-12,2,17,25
2014-09-13,2,14,32
2014-09-14,9,8,31
2014-09-15,9,6,47
2014-09-16,7,4,36
2014-09-17,14,11,11
2014-09-18,12,8,31
2014-09-19,6,14,37
2014-09-20,20,9,38
2014-09-21,14,23,8
2014-09-22,10,10,27
2014-09-23,18,10,31
2014-09-24,14,8,30
2014-09-25,13,4,17
2014-09-26,10,1,62
2014-09-27,17,6,8
2014-09-28,7,9,15
2014-09-29,15,8,26
2014-09-30,45,8,5
2014-10-01,24,13,15
2014-10-02,23,7,9
2014-10-03,14,14,42
2014-10-04,29,19,18
2014-10-05,13,5,21
2014-10-06,24,17,16
2014-10-07,4,20,32
2014-10-08,10,10,14
2014-10-09,18,8,42
2014-10-10,36,10,17
2014-10-11,18,18,2
2014-10-12,45,9,12
2014-10-13,24,13,14
2014-10-14,10,13,31
2014-10-15,24,23,39
2014-10-16,4,15,15
2014-10-17,21,10,25
2014-10-18,9,3,13
2014-10-19,7,33,12
2014-10-20,7,25,18
2014-10-21,2,19,17
2014-10-22,3,19,40
2014-10-23,7,17,38
2014-10-24,0,5,25
2014-10-25,6,13,25
2014-10-26,3,5,29
2014-10-27,0,15,39
2014-10-28,30,6,66
2014-10-29,34,12,36
2014-10-30,33,7,25
2014-10-31,22,21,21
2014-11-01,12,13,8
2014-11-02,22,10,0
2014-11-03,7,14,16
2014-11-04,6,15,5
2014-11-05,20,16,6
2014-11-06,9,17,15
2014-11-07,13,5,25
2014-11-08,2,8,2
2014-11-09,2,29,5
2014-11-10,19,14,31
2014-11-11,6,21,22
2014-11-12,4,4,30
2014-11-13,0,18,20
2014-11-14,3,14,25
2014-11-15,7,23,7
2014-11-16,0,13,5
2014-11-17,2,8,22
2014-11-18,8,15,26
2014-11-19,4,19,12
2014-11-20,8,13,49
2014-11-21,6,12,36
2014-11-22,7,6,14
2014-11-23,10,9,19
2014-11-24,10,4,68
2014-11-25,6,24,19
2014-11-26,9,17,22
2014-11-27,20,32,10
2014-11-28,17,6,19
2014-11-29,2,11,28
2014-11-30,7,3,2
2014-12-01,23,23,74
2014-12-02,10,10,26
2014-12-03,4,20,20
2014-12-04,8,3,5
2014-12-05,20,14,40
2014-12-06,12,3,20
2014-12-07,7,11,2
2014-12-08,12,2,14
2014-12-09,2,10,8
2014-12-10,15,16,17
2014-12-11,10,9,10
2014-12-12,20,40,36
