,python/cpython,ruby/ruby,php/php-src
2014-12-13,12,18,15
2014-12-14,2,1,21
2014-12-15,17,20,19
2014-12-16,10,13,34
2014-12-17,8,11,29
2014-12-18,6,7,3
2014-12-19,7,13,17
2014-12-20,6,6,1
2014-12-21,2,8,6
2014-12-22,6,6,15
2014-12-23,3,26,14
2014-12-24,6,26,12
2014-12-25,4,28,10
2014-12-26,6,11,12
2014-12-27,3,7,5
2014-12-28,2,14,8
2014-12-29,3,12,18
2014-12-30,10,9,26
2014-12-31,0,7,5
2015-01-01,7,7,1
2015-01-02,0,14,4
2015-01-03,7,19,2
2015-01-04,9,16,23
