,mrdoob/three.js,playcanvas/engine,BabylonJS/Babylon.js
2013-06-27,0,0,3.0
2013-06-28,0,4,1.6999999999999997
2013-06-29,18,0,-0.3350000000000003
2013-06-30,11,0,-0.17550000000000013
2013-07-01,7,0,0.8810125000000002
2013-07-02,2,0,-0.1896752499999998
2013-07-03,4,0,-0.1167195374999998
2013-07-04,2,0,-0.08810511374999984
2013-07-05,4,0,3.928445168453125
2013-07-06,0,0,0.5395500663609374
2013-07-07,12,0,-0.3099597175718751
2013-07-08,9,2,1.8299063037499999
2013-07-09,0,6,-0.32071831301562487
2013-07-10,2,3,-0.18352835253593724
2013-07-11,13,5,-0.12576479999999984
2013-07-12,11,0,-0.09886179749999968
2013-07-13,13,0,0.9183995516875002
2013-07-14,15,0,-0.1694877481593749
2013-07-15,16,0,0.9244137549640625
2013-07-16,2,4,-0.14763662603125005
2013-07-17,1,0,1.9175397949281252
2013-07-18,3,0,0.7553832499999998
2013-07-19,16,0,6.7761754875
2013-07-20,1,0,1.1707895537499993
2013-07-21,10,0,-0.6075553255156252
2013-07-22,20,0,5.638111451214063
2013-07-23,24,1,0.14635341198437513
2013-07-24,13,0,-0.5678905075359371
2013-07-25,11,0,-0.37059790978124973
2013-07-26,0,2,-0.2828209168374992
2013-07-27,1,0,-0.21492743614531185
2013-07-28,0,0,-0.17301741878281202
2013-07-29,0,1,0.9034781049281253
2013-07-30,11,0,-0.1685035743437499
2013-07-31,8,0,-0.10496142823124988
2013-08-01,0,0,-0.0368988525359375
2013-08-02,7,0,-0.020662499999999924
2013-08-03,0,4,-0.016116749999999947
2013-08-04,1,0,-0.01316201249999996
2013-08-05,1,0,0.98890630375
2013-08-06,2,0,-0.10956831301562506
2013-08-07,1,2,-0.05339885253593751
2013-08-08,0,3,3.9715
2013-08-09,2,3,-0.4206625000000003
2013-08-10,3,0,-0.1961167500000001
2013-08-11,7,0,-0.12716201250000006
2013-08-12,1,0,-0.09374369624999966
2013-08-13,11,4,0.9259646869843752
2013-08-14,10,2,1.8389530974640627
2013-08-15,4,7,-0.2893747850000001
2013-08-16,6,1,-0.15677325206249998
2013-08-17,9,0,1.8887420898562501
2013-08-18,2,0,-0.25744174999999997
2013-08-19,6,0,-0.13539551249999993
2013-08-20,14,0,-0.09441772124999993
2013-08-21,6,0,0.9269192944843753
2013-08-22,2,0,-0.15976897856718741
