,openxla/xla,NVIDIA/Megatron-LM,alpa-projects/alpa
2023-02-11,-13.541590323199998,0,1
2023-02-12,-12.062504448000002,0,0
2023-02-13,17.5874814976,0,1
2023-02-14,17.990900019199998,0,0
2023-02-15,12.987077222400004,0,0
2023-02-16,2.569470361600004,0,0
2023-02-17,13.3771475968,6,0
2023-02-18,-14.329847705599999,0,0
2023-02-19,-9.989163827199999,0,0
2023-02-20,8.702634905599998,3,0
2023-02-21,12.831086592,0,0
2023-02-22,1.8497379328000019,7,0
2023-02-23,25.6297821184,0,0
2023-02-24,-0.7113409535999935,0,1
2023-02-25,-13.887451238399999,0,1
2023-02-26,-6.836991692800001,0,0
2023-02-27,11.124311347199997,0,0
2023-02-28,29.3517560832,0,1
2023-03-01,21.026675712000003,0,0
2023-03-02,12.100301721600005,0,0
2023-03-03,-5.7055771647999975,0,0
2023-03-04,-8.0947805184,0,0
2023-03-05,-7.609784320000003,0,0
2023-03-06,27.212122214399997,0,0
2023-03-07,19.203695411200002,0,0
2023-03-08,18.054752563200005,2,0
2023-03-09,18.168841932800007,4,0
2023-03-10,-2.1354769407999967,1,0
2023-03-11,-16.9238443008,0,0
2023-03-12,-8.023738470400003,0,0
2023-03-13,14.386190540799998,0,1
2023-03-14,20.3792969728,2,0
2023-03-15,3.2098216960000023,22,0
2023-03-16,5.898778009600001,4,0
2023-03-17,9.419365683200002,1,0
2023-03-18,-14.5017690112,0,0
2023-03-19,-8.432886476800002,0,0
2023-03-20,6.323903487999999,1,1
2023-03-21,21.3880915968,1,0
2023-03-22,12.704078233600004,2,0
2023-03-23,1.9980195840000015,7,0
2023-03-24,9.812097228800003,0,1
2023-03-25,-11.6762294272,0,0
2023-03-26,-9.0850620416,0,0
2023-03-27,9.1237009408,2,0
2023-03-28,8.0292436992,1,0
2023-03-29,19.9629405184,0,0
2023-03-30,4.7492884480000015,0,1
2023-03-31,6.561259212800003,3,2
2023-04-01,-12.277236735999997,3,0
2023-04-02,-6.7640012800000004,1,0
2023-04-03,14.276734975999998,14,2
2023-04-04,21.277517312,5,0
2023-04-05,11.560756940800005,4,0
2023-04-06,-1.384194457599996,17,0
2023-04-07,8.648437555200001,4,0
2023-04-08,0.31065200640000157,0,1
2023-04-09,-9.1945619456,1,0
2023-04-10,3.2947787775999995,0,0
2023-04-11,15.0754685952,0,0
2023-04-12,17.8182355968,0,0
2023-04-13,5.280858214400002,1,0
2023-04-14,3.027864268800002,1,0
2023-04-15,-12.207803801599999,0,1
2023-04-16,-8.048974438400002,0,1
2023-04-17,10.384549683199998,0,0
2023-04-18,3.8635307008,0,0
2023-04-19,3.6326684672000003,8,0
2023-04-20,25.4978480128,3,0
2023-04-21,1.7744210944000045,2,0
2023-04-22,-8.687461683199999,0,0
2023-04-23,-7.6160542719999995,0,0
2023-04-24,9.142149529599997,0,0
2023-04-25,14.25100544,1,0
2023-04-26,9.775834112000002,0,0
2023-04-27,5.457054105600003,1,0
2023-04-28,5.953631641600001,1,0
2023-04-29,-11.132364288,0,0
2023-04-30,-7.212448768000002,0,0
2023-05-01,3.9618179071999977,4,0
2023-05-02,7.001305395199999,1,0
2023-05-03,3.7066175488000006,0,0
2023-05-04,14.568529817600002,1,1
2023-05-05,12.161427353600002,8,0
2023-05-06,-11.922605055999998,4,0
2023-05-07,-7.045711872,0,0
2023-05-08,13.239895449599999,7,0
2023-05-09,13.643482623999999,1,0
2023-05-10,14.838390169600002,19,0
2023-05-11,1.5172965376000036,9,0
2023-05-12,6.230487142400001,1,0
2023-05-13,-8.1463460864,1,0
2023-05-14,-8.561491456000002,0,0
2023-05-15,11.5336964096,2,1
2023-05-16,24.521724416,4,0
2023-05-17,1.1374966784000016,3,0
2023-05-18,-0.3923636223999978,4,0
2023-05-19,5.142058393600001,6,2
2023-05-20,-8.2333364224,2,0
2023-05-21,-4.059076608000002,0,0
2023-05-22,9.929045299199998,1,0
2023-05-23,8.954080768,1,0
2023-05-24,3.741825843200001,5,0
2023-05-25,16.264733900800003,8,0
2023-05-26,-2.325353267199997,8,0
2023-05-27,-9.1772731392,7,0
2023-05-28,-5.9288871936000005,0,0
2023-05-29,-2.430035763200002,0,0
2023-05-30,17.181647769599998,8,0
2023-05-31,5.047084032000001,10,0
2023-06-01,31.2238667776,7,0
2023-06-02,5.592479744000006,2,0
2023-06-03,-9.721267609599998,0,0
2023-06-04,-8.3866906624,0,0
2023-06-05,25.9178891264,8,0
2023-06-06,13.411353088000002,4,0
2023-06-07,1.387486003200003,16,0
2023-06-08,9.195649024000002,2,0
2023-06-09,3.814199295999998,3,0
2023-06-10,-13.9981278208,3,0
2023-06-11,-5.8761212928000015,0,0
2023-06-12,15.567509401599999,2,0
2023-06-13,15.0886401024,2,1
2023-06-14,12.034104422400002,0,0
2023-06-15,-0.5556541439999947,1,0
2023-06-16,12.111931904,0,0
2023-06-17,-3.705083391999999,0,0
2023-06-18,-12.199545036800002,0,1
2023-06-19,6.1684481023999975,0,0
2023-06-20,1.2943750144,2,0
2023-06-21,20.6577324032,1,0
2023-06-22,11.363371110400003,4,0
2023-06-23,-1.8113516543999992,2,0
2023-06-24,-10.721858457599998,0,0
2023-06-25,-6.6392547328000004,1,0
2023-06-26,25.1917372416,4,0
2023-06-27,34.807789056000004,3,0
2023-06-28,10.929632358400006,6,0
2023-06-29,9.396145664000002,4,0
2023-06-30,10.0357644288,2,0
2023-07-01,-17.980635033600002,0,0
2023-07-02,-8.925464576000003,0,0
2023-07-03,2.9533886463999988,0,0
2023-07-04,9.392435711999997,1,0
2023-07-05,11.158681804800002,8,0
2023-07-06,11.604710604800003,15,0
2023-07-07,8.874627379200003,15,0
2023-07-08,-14.379092070399999,0,0
2023-07-09,-7.4213126144000015,0,0
2023-07-10,25.986117119999996,6,0
2023-07-11,17.2924312576,15,0
2023-07-12,18.6228099072,8,0
2023-07-13,4.024593612800004,3,0
2023-07-14,2.945563852800003,4,0
2023-07-15,-12.990985625599997,0,0
2023-07-16,-6.165664972800002,0,0
2023-07-17,17.6858008576,0,0
2023-07-18,6.4730406912,9,0
2023-07-19,16.2321349632,12,0
2023-07-20,14.141425049600002,12,0
2023-07-21,3.1433189376,10,0
2023-07-22,-16.0442372096,0,0
2023-07-23,-7.728290406400001,0,0
2023-07-24,11.456583167999998,13,0
2023-07-25,29.4374576128,3,0
2023-07-26,-7.871544831999998,0,0
2023-07-27,18.9145623552,0,0
2023-07-28,14.959146803200003,6,0
2023-07-29,-14.290964582400001,0,0
2023-07-30,-9.4130921472,0,0
2023-07-31,22.191844454399998,4,0
2023-08-01,11.0353467392,7,0
2023-08-02,22.4849951744,9,0
2023-08-03,10.533578752000004,9,0
2023-08-04,2.168995737600003,10,0
2023-08-05,-13.731163545599998,4,0
2023-08-06,-11.292605235200003,0,0
2023-08-07,23.7948688384,2,0
2023-08-08,15.677986918400002,2,0
2023-08-09,3.3056780288000027,9,0
2023-08-10,4.709830246400003,4,0
2023-08-11,9.519736320000003,6,0
2023-08-12,-13.666013491200001,0,0
2023-08-13,-8.143048192000002,0,0
2023-08-14,9.489175859199998,14,0
2023-08-15,20.31277312,12,0
2023-08-16,9.394207232000003,7,0
2023-08-17,22.1192740864,7,0
2023-08-18,6.508777369600004,8,0
2023-08-19,-18.4133334016,0,0
2023-08-20,-9.512353484800002,2,0
2023-08-21,16.472045260799998,5,1
2023-08-22,13.3091781632,23,0
2023-08-23,4.988348928000001,5,0
2023-08-24,18.851718144000003,21,0
2023-08-25,10.7983025152,16,0
2023-08-26,-12.539928883199998,0,0
2023-08-27,-11.6550003712,0,0
2023-08-28,18.9858161664,2,0
2023-08-29,10.886744576,5,0
2023-08-30,-3.1034505215999992,9,0
2023-08-31,12.9729037312,9,0
2023-09-01,2.2627515392,4,0
2023-09-02,-10.8727288832,1,0
2023-09-03,-7.3416685568,0,0
2023-09-04,6.922894745599998,0,0
2023-09-05,3.7737216,33,0
2023-09-06,4.104320000000001,5,0
2023-09-07,7.696564224000001,8,0
2023-09-08,6.053571481600002,20,0
2023-09-09,-8.522940415999999,1,0
2023-09-10,-4.101101158400001,0,0
2023-09-11,8.8179101696,11,0
2023-09-12,18.162820608,12,0
2023-09-13,17.038217523200004,13,0
2023-09-14,1.1465075712000043,4,0
2023-09-15,10.334923366400002,6,0
2023-09-16,-11.586390220799998,2,0
2023-09-17,-6.157810892800001,1,0
2023-09-18,17.7013612544,3,0
2023-09-19,20.423637299200003,2,0
2023-09-20,3.5298269184000013,14,0
2023-09-21,14.908579840000002,5,0
2023-09-22,19.641802240000004,3,0
2023-09-23,-18.503208550399997,0,0
2023-09-24,-8.500289331200001,0,0
2023-09-25,11.493643468799998,5,0
2023-09-26,19.6834914304,6,0
2023-09-27,11.441364377600003,21,0
2023-09-28,5.448623001600005,10,0
2023-09-29,6.8890896384000015,12,0
2023-09-30,-15.968846028800002,1,0
2023-10-01,-6.672783155200001,0,0
2023-10-02,16.22811904,13,0
2023-10-03,10.4400930816,16,0
2023-10-04,5.3466554368000025,10,0
2023-10-05,-2.2086603775999976,22,0
2023-10-06,13.084868096000001,22,0
2023-10-07,-10.71725824,7,0
2023-10-08,-6.6610928640000004,3,0
2023-10-09,11.4975463424,23,0
2023-10-10,22.625367142400002,24,0
2023-10-11,13.057641574400002,34,0
2023-10-12,17.605556633600003,23,0
2023-10-13,7.285870080000002,13,0
2023-10-14,-14.2641924096,4,0
2023-10-15,-10.1440243712,1,0
2023-10-16,24.5327403008,11,0
2023-10-17,4.279284531200002,16,0
2023-10-18,2.6302467072000013,28,0
2023-10-19,12.883202662400002,31,0
2023-10-20,1.7763722240000028,36,0
2023-10-21,-8.827547852799999,1,0
2023-10-22,-6.9781025792000015,12,0
2023-10-23,7.458004787199999,8,0
2023-10-24,5.295151411199999,23,0
2023-10-25,3.227622707200002,27,0
2023-10-26,14.5512179712,15,0
2023-10-27,13.216905113600003,18,0
2023-10-28,-11.273434521599999,0,0
2023-10-29,-7.4054899712000015,2,0
2023-10-30,23.2168215552,10,0
2023-10-31,8.739621990400002,8,0
2023-11-01,3.190805913600002,5,0
2023-11-02,18.6195417088,7,0
2023-11-03,19.232313753600003,5,0
2023-11-04,-12.818631987199996,1,0
2023-11-05,-12.128364953600002,1,0
2023-11-06,6.975988223999998,0,0
2023-11-07,9.8277174272,5,0
2023-11-08,12.9294017536,11,0
2023-11-09,6.935260057600001,13,0
2023-11-10,12.144585113600002,8,0
2023-11-11,-15.0674548736,0,0
2023-11-12,-4.6903824384,1,0
2023-11-13,10.652858879999998,7,0
2023-11-14,15.484871475199999,1,0
2023-11-15,17.852467404800002,5,0
2023-11-16,9.620239872000003,27,0
2023-11-17,11.6843932672,26,0
2023-11-18,-8.448466022399998,4,0
2023-11-19,-11.3952241664,0,0
2023-11-20,24.572823961599997,9,0
2023-11-21,2.489532108799999,2,0
2023-11-22,18.720509542400002,9,0
2023-11-23,1.431879987200002,1,0
2023-11-24,-7.258004582399998,0,0
2023-11-25,-11.7138107392,0,0
2023-11-26,-3.9716149248000017,0,0
2023-11-27,16.395420774399998,7,0
2023-11-28,10.626316902400001,13,0
2023-11-29,33.410035302400004,1,0
2023-11-30,15.727758336000004,9,0
2023-12-01,4.066227404800003,3,0
2023-12-02,-11.431234969599998,0,0
2023-12-03,-12.301093888,0,0
2023-12-04,24.550972415999997,10,0
2023-12-05,9.208231014399999,6,0
2023-12-06,8.627260723200003,7,0
2023-12-07,14.176246886400001,7,0
2023-12-08,2.500727910400002,0,0
