,rails/rails,sinatra/sinatra,django/django
2018-03-22,10,1,4.0
2018-03-23,7,0,3.0
2018-03-24,3,0,2.0
2018-03-25,4,0,0.0
2018-03-26,2,0,2.0
2018-03-27,5,0,0.0
2018-03-28,1,0,5.0
2018-03-29,7,0,2.0
2018-03-30,12,2,1.0
2018-03-31,24,0,2.0
2018-04-01,9,2,1.0
2018-04-02,13,0,4.0
2018-04-03,16,0,9.0
2018-04-04,19,0,10.0
2018-04-05,3,0,1.0
2018-04-06,21,0,1.0
2018-04-07,15,0,3.0
2018-04-08,7,0,0.0
2018-04-09,7,0,0.0
2018-04-10,16,0,3.0
2018-04-11,6,0,1.0
2018-04-12,16,0,5.0
2018-04-13,19,0,3.0
2018-04-14,6,0,1.0
2018-04-15,4,2,1.0
2018-04-16,8,0,5.0
2018-04-17,12,0,3.0
2018-04-18,13,0,3.0
2018-04-19,36,0,7.0
2018-04-20,31,0,4.0
2018-04-21,12,0,1.0
2018-04-22,17,0,0.0
2018-04-23,18,1,5.0
2018-04-24,12,2,2.0
2018-04-25,14,0,1.0
2018-04-26,12,0,0.0
2018-04-27,8,0,3.0
2018-04-28,6,3,3.0
2018-04-29,11,0,1.0
2018-04-30,10,0,1.0
2018-05-01,16,0,0.0
2018-05-02,6,0,4.0
2018-05-03,7,0,4.0
2018-05-04,7,0,0.0
2018-05-05,5,1,2.0
2018-05-06,5,0,0.0
2018-05-07,6,0,4.0
2018-05-08,3,0,1.0
2018-05-09,4,0,5.0
2018-05-10,2,0,3.0
2018-05-11,5,0,1.0
2018-05-12,2,0,5.0
2018-05-13,8,0,3.0
2018-05-14,3,0,1.0
2018-05-15,1,0,4.0
2018-05-16,3,0,3.0
2018-05-17,13,0,9.0
2018-05-18,5,0,5.0
2018-05-19,5,0,0.0
2018-05-20,2,0,1.0
2018-05-21,11,0,1.0
2018-05-22,20,0,0.0
2018-05-23,8,0,1.0
2018-05-24,9,1,0.0
2018-05-25,4,0,4.0
2018-05-26,4,0,2.0
2018-05-27,4,0,8.0
2018-05-28,27,2,2.0
2018-05-29,10,0,1.0
2018-05-30,7,1,3.0
2018-05-31,10,1,3.0
2018-06-01,10,0,3.0
2018-06-02,3,3,3.0
2018-06-03,2,1,0.0
2018-06-04,10,0,3.0
2018-06-05,6,8,2.0
2018-06-06,7,4,5.0
2018-06-07,17,0,2.0
2018-06-08,12,4,5.0
2018-06-09,4,0,3.0
2018-06-10,4,0,1.0
2018-06-11,20,1,1.0
2018-06-12,5,1,6.0
2018-06-13,3,1,2.0
2018-06-14,3,0,1.0
2018-06-15,2,2,4.0
2018-06-16,1,0,6.0
2018-06-17,1,0,1.0
2018-06-18,8,0,2.0
2018-06-19,9,2,1.0
2018-06-20,5,0,11.0
2018-06-21,8,3,8.0
2018-06-22,3,3,3.0
2018-06-23,7,3,0.0
2018-06-24,5,2,0.0
2018-06-25,9,0,5.0
2018-06-26,12,0,0.0
2018-06-27,9,0,4.0
2018-06-28,8,0,7.0
2018-06-29,13,0,8.0
2018-06-30,8,0,3.0
2018-07-01,6,0,0.0
2018-07-02,8,0,6.0
2018-07-03,8,0,0.0
2018-07-04,16,0,4.0
2018-07-05,7,0,4.0
2018-07-06,8,0,3.0
2018-07-07,8,0,2.0
2018-07-08,12,0,0.0
2018-07-09,6,0,13.0
2018-07-10,6,0,9.0
2018-07-11,4,0,12.0
2018-07-12,7,0,0.0
2018-07-13,4,0,3.0
2018-07-14,5,0,1.0
2018-07-15,8,0,0.0
2018-07-16,11,0,2.0
2018-07-17,6,0,1.0
2018-07-18,9,0,4.0
2018-07-19,8,0,8.0
2018-07-20,21,0,6.0
2018-07-21,8,0,2.0
2018-07-22,17,0,2.0
2018-07-23,3,0,1.0
2018-07-24,3,0,3.0
2018-07-25,6,0,6.0
2018-07-26,22,0,5.0
2018-07-27,5,0,5.0
2018-07-28,6,0,0.0
2018-07-29,8,0,0.0
2018-07-30,11,0,4.0
2018-07-31,24,0,4.0
2018-08-01,6,0,8.0
2018-08-02,6,0,10.0
2018-08-03,6,0,7.0
2018-08-04,1,3,5.0
2018-08-05,5,0,2.0
2018-08-06,2,0,3.0
2018-08-07,8,0,5.0
2018-08-08,10,0,4.0
2018-08-09,9,0,0.0
2018-08-10,6,0,2.0
2018-08-11,13,0,0.0
2018-08-12,7,0,1.0
2018-08-13,14,0,2.0
2018-08-14,10,0,0.0
2018-08-15,14,0,2.0
2018-08-16,18,1,9.0
2018-08-17,5,0,7.0
2018-08-18,5,1,6.0
2018-08-19,23,0,1.0
2018-08-20,17,0,8.0
2018-08-21,4,0,5.0
2018-08-22,32,0,4.0
2018-08-23,19,0,5.0
2018-08-24,6,0,0.0
2018-08-25,8,0,3.0
2018-08-26,0,0,0.0
2018-08-27,7,0,2.0
2018-08-28,10,0,7.0
2018-08-29,21,0,2.0
2018-08-30,21,0,1.0
2018-08-31,10,0,5.0
2018-09-01,3,0,1.0
2018-09-02,6,0,0.0
2018-09-03,5,0,1.0
2018-09-04,6,0,1.0
2018-09-05,9,0,0.0
2018-09-06,20,0,1.0
2018-09-07,8,0,0.0
