,grafana/grafana,elastic/kibana,getsentry/sentry
2021-05-22,1,2,0.0
2021-05-23,0,0,0.0
2021-05-24,19,15,7.0
2021-05-25,18,18,26.3
2021-05-26,29,40,13.984999999999998
2021-05-27,35,37,16.885499999999997
2021-05-28,39,30,2.320862499999998
2021-05-29,4,3,-2.6552047499999993
2021-05-30,0,0,-1.7185488374999975
2021-05-31,25,11,13.708735038750003
2021-06-01,27,31,13.463427797640627
2021-06-02,30,30,23.859329994576562
2021-06-03,34,31,9.462223660264062
2021-06-04,39,33,12.218353569076562
2021-06-05,1,1,-3.7972381788125
2021-06-06,0,0,-2.1825788027156223
2021-06-07,13,24,11.442575106250004
2021-06-08,11,38,30.467367327265627
2021-06-09,17,43,25.094258229960936
2021-06-10,17,41,19.385869960503122
2021-06-11,18,7,19.402662959310938
2021-06-12,0,3,-3.642057193753125
2021-06-13,0,0,-3.4947155530749967
2021-06-14,18,34,19.618870536250004
2021-06-15,27,44,31.93817832954688
2021-06-16,14,50,19.878955637517187
2021-06-17,24,51,19.95016225709531
2021-06-18,10,21,9.95458516728125
2021-06-19,1,0,-5.08078503128906
2021-06-20,0,0,-3.0971002144296835
2021-06-21,11,46,31.85304802742813
2021-06-22,10,60,27.898276223656254
2021-06-23,15,62,27.752249548146875
2021-06-24,13,69,18.0958368678
2021-06-25,6,10,7.682329555659376
2021-06-26,1,1,-5.095295174184373
2021-06-27,2,1,-3.1587678155749948
2021-06-28,13,59,18.724935915000007
2021-06-29,12,81,27.068883206218754
2021-06-30,12,86,42.4218141992625
2021-07-01,17,48,22.14240464253281
2021-07-02,13,3,12.8425069408875
2021-07-03,0,1,-6.040916945617187
2021-07-04,1,0,-3.64040544800312
2021-07-05,14,17,10.395530991250006
2021-07-06,13,46,34.62663174292188
2021-07-07,24,42,27.89231359826094
2021-07-08,15,51,21.20380540913594
2021-07-09,14,41,28.40631926280625
2021-07-10,2,4,-5.167024586390625
2021-07-11,2,0,-4.2270447132187465
2021-07-12,19,33,39.14160597375
2021-07-13,20,43,27.57508654829688
2021-07-14,19,39,38.88608574993906
2021-07-15,17,36,29.22499352860312
2021-07-16,18,35,13.325097855590624
2021-07-17,2,1,-7.192674719053122
2021-07-18,0,2,-4.437345489789057
2021-07-19,17,31,30.916213127428133
2021-07-20,16,38,29.148481105843754
2021-07-21,27,34,32.926890548459376
2021-07-22,23,43,32.01917188255938
2021-07-23,11,4,22.505970571253123
2021-07-24,1,0,-6.840816282709374
2021-07-25,0,2,-4.657869430790621
2021-07-26,18,41,11.762473890000006
2021-07-27,10,38,23.946209988718756
2021-07-28,5,48,22.414037958231255
2021-07-29,22,41,26.96792065311719
2021-07-30,13,33,16.2563092816875
2021-07-31,0,1,-6.046966751171874
2021-08-01,0,0,-3.472681929129684
2021-08-02,9,40,15.668027853714069
2021-08-03,13,46,20.37022520976563
2021-08-04,26,26,18.28044929002344
2021-08-05,15,29,19.93510110080625
2021-08-06,10,5,27.602997785728125
2021-08-07,0,1,-4.363734833045313
2021-08-08,0,0,-3.68962933332656
2021-08-09,15,32,1.5666774175000042
2021-08-10,16,56,-1.2829858817812445
2021-08-11,11,46,0.1817980657281295
2021-08-12,12,45,-0.5245659789718717
2021-08-13,18,47,-1.125947434967185
2021-08-14,2,9,0.26495746458593905
2021-08-15,2,4,2.4651114402828136
2021-08-16,11,61,-0.47223050257187493
2021-08-17,20,78,14.7446922766875
2021-08-18,23,44,15.315324371840624
2021-08-19,20,44,12.50826657518281
2021-08-20,11,36,6.219621719412498
2021-08-21,0,2,-2.428416086285938
2021-08-22,0,4,-1.4683631517656233
2021-08-23,21,48,14.92504377091719
2021-08-24,19,47,14.55693003614219
2021-08-25,15,47,19.905401531015624
2021-08-26,15,55,27.905492334445313
2021-08-27,23,15,14.563751545404685
2021-08-28,1,0,-4.916728105179688
2021-08-29,2,0,-2.8474041228234355
2021-08-30,9,38,23.996861397500005
2021-08-31,16,44,37.826601868000004
2021-09-01,25,47,23.334282624409376
2021-09-02,17,26,17.387909777529686
2021-09-03,5,46,-4.205458549826563
2021-09-04,0,0,-3.8819900414624957
2021-09-05,0,1,-2.5809678757187444
2021-09-06,12,19,-1.877643127499994
2021-09-07,20,41,26.462301244093755
2021-09-08,19,53,12.898827999909376
2021-09-09,23,43,19.107626068021876
2021-09-10,21,26,11.633207519046874
2021-09-11,0,0,-3.9187590868937496
2021-09-12,1,1,-2.194829205071873
2021-09-13,26,41,29.426241400000002
2021-09-14,18,41,20.6643370425
2021-09-15,25,46,24.087900111812502
2021-09-16,17,31,14.227923593978122
2021-09-17,22,6,12.801611667529688
2021-09-18,0,3,-4.888948366576561
2021-09-19,1,5,-2.9245352780749956
2021-09-20,23,25,28.933409353750005
2021-09-21,15,31,28.250081527765627
2021-09-22,14,39,27.930368804745314
2021-09-23,24,45,22.285257459148436
2021-09-24,2,3,11.354342983645312
2021-09-25,2,0,-5.595688434999998
2021-09-26,0,3,-3.43007948314687
2021-09-27,17,35,23.561567003750007
2021-09-28,18,39,30.45047114526563
2021-09-29,26,41,31.704895706870314
2021-09-30,21,32,17.72288180753281
2021-10-01,21,28,11.492546403825001
2021-10-02,0,2,-2.5660193578234356
2021-10-03,0,1,-3.6651529206468703
2021-10-04,14,58,25.473894460000004
2021-10-05,12,59,15.202444267843752
2021-10-06,22,61,39.08403910851875
2021-10-07,19,51,23.681835385398436
2021-10-08,15,12,44.97391320824375
2021-10-09,0,2,-9.12900103642969
2021-10-10,0,2,-5.003405634693746
2021-10-11,18,42,10.569265197392193
2021-10-12,27,64,28.957015510562506
2021-10-13,15,57,18.909249846181254
2021-10-14,23,56,18.998687942843752
2021-10-15,15,51,17.902185579934375
2021-10-16,1,6,-5.902913705426561
2021-10-17,0,5,-3.461923756868746
2021-10-18,21,57,31.806860590000003
2021-10-19,22,80,21.87208257903125
2021-10-20,27,69,19.34346701623125
2021-10-21,22,68,16.206399334673435
2021-10-22,18,5,24.48754715121094
2021-10-23,0,1,-5.247967825773436
2021-10-24,0,0,-3.6777956358624966
2021-10-25,15,48,17.509946240000005
2021-10-26,26,75,18.043153746218756
2021-10-27,24,33,21.28502288110625
2021-10-28,18,39,18.718984713639063
2021-10-29,21,46,22.623302900257812
2021-10-30,0,8,-5.880827842509375
2021-10-31,0,0,-3.3605676390937473
2021-11-01,16,38,16.767227447464066
2021-11-02,36,70,12.357008097187503
2021-11-03,21,53,26.110926660437503
2021-11-04,17,44,35.670164045803126
2021-11-05,20,41,13.942779326690623
