,d3/d3,plotly/plotly.js,highcharts/highcharts
2014-06-03,0,9.76275712,3
2014-06-04,0,3.048781312000001,5
2014-06-05,0,0.18863779840000028,8
2014-06-06,1,13.226538086400002,6
2014-06-07,2,-7.289520332799999,0
2014-06-08,2,-3.253813964800001,0
2014-06-09,0,8.3325656064,1
2014-06-10,0,3.9509053440000006,8
2014-06-11,0,5.470286745600001,3
2014-06-12,0,14.380955750400002,13
2014-06-13,0,-8.950266163199998,10
2014-06-14,0,-5.7627680768000005,0
2014-06-15,0,-0.0983640064000002,0
2014-06-16,0,0.8609158143999993,3
2014-06-17,0,3.6174810112,5
2014-06-18,0,12.420170035200002,1
2014-06-19,0,-1.803692031999999,0
2014-06-20,0,-2.086371225599999,0
2014-06-21,0,-2.3349241856000003,0
2014-06-22,0,-2.8302229504000005,0
2014-06-23,0,6.423924223999999,4
2014-06-24,2,-2.3220496383999993,3
2014-06-25,0,6.4066674688,3
2014-06-26,0,7.020415078400001,6
2014-06-27,1,-2.7838672896,2
2014-06-28,0,4.8742329344,0
2014-06-29,0,-3.547513651199999,0
2014-06-30,7,5.8767448064,8
2014-07-01,1,-0.30647961599999984,6
2014-07-02,0,1.7242018816,0
2014-07-03,0,4.5969347584,1
2014-07-04,0,-0.6515069952000001,1
2014-07-05,0,-3.3670301695999996,0
2014-07-06,0,-2.4063639552000002,0
2014-07-07,1,1.5802421247999998,7
2014-07-08,0,6.8668022784,0
2014-07-09,0,2.340785868800001,1
2014-07-10,0,1.4629719040000007,1
2014-07-11,0,-2.2688063488,3
2014-07-12,5,-0.6415885312,0
2014-07-13,0,-1.132804096,0
2014-07-14,0,2.4981573632,0
2014-07-15,0,3.5175434240000003,0
2014-07-16,0,5.471727001600001,1
2014-07-17,3,-2.0549271551999997,0
2014-07-18,0,1.8764591104,0
2014-07-19,0,-0.4722126848000001,0
2014-07-20,0,-1.7122430976,0
2014-07-21,0,8.2736185344,0
2014-07-22,0,4.999830835200001,1
2014-07-23,0,9.085088460800002,2
2014-07-24,0,0.6454259712000017,0
2014-07-25,0,-3.807344947199999,0
2014-07-26,0,-3.1477679104000007,0
2014-07-27,0,-1.616980480000001,0
2014-07-28,0,-1.0025677824000003,1
2014-07-29,1,-0.6708768768000004,0
2014-07-30,0,-1.4772218879999999,0
2014-07-31,0,6.154906112,1
2014-08-01,0,1.6579993600000007,7
2014-08-02,0,2.8864636928000005,0
2014-08-03,0,-1.5728359423999994,0
2014-08-04,0,-0.20048762880000037,7
2014-08-05,2,0.11201157119999983,4
2014-08-06,1,-0.7560562688000001,5
2014-08-07,0,8.7128799232,2
2014-08-08,0,-2.7268259839999995,1
2014-08-09,0,-1.5286194175999999,0
2014-08-10,0,-1.619096576,0
2014-08-11,0,3.1162801151999995,6
2014-08-12,1,-0.16233205760000002,3
2014-08-13,1,4.3145857024000005,4
2014-08-14,0,10.803663974400001,4
2014-08-15,2,-3.838459596799999,7
2014-08-16,0,0.3563284480000002,1
2014-08-17,0,-3.2981088256,0
2014-08-18,0,-0.5663187968000007,5
2014-08-19,0,3.5647288319999997,6
2014-08-20,0,1.1105317888000004,7
2014-08-21,0,3.1735839744000005,5
2014-08-22,0,5.3224666112,4
2014-08-23,0,4.887924428800001,0
2014-08-24,0,8.0978594816,0
2014-08-25,1,8.070212812800001,2
2014-08-26,0,7.527026688000001,4
2014-08-27,0,-2.6014061567999995,0
2014-08-28,2,8.412574207999999,4
2014-08-29,0,-1.0700219392,2
2014-08-30,0,-7.936812748800001,0
2014-08-31,0,4.162676428799999,0
2014-09-01,0,-2.7056808960000005,6
2014-09-02,0,2.0686972928,9
2014-09-03,0,9.4816387072,5
2014-09-04,0,4.315787878400001,4
2014-09-05,0,1.2613723136000008,3
2014-09-06,0,-5.800333516799999,0
2014-09-07,0,2.658850508799999,0
2014-09-08,0,8.671335423999999,8
2014-09-09,0,5.7026154496,3
2014-09-10,1,0.8827570175999995,3
2014-09-11,0,-2.9876364288,6
2014-09-12,0,-2.7818529792,10
2014-09-13,0,-2.2323050496000008,0
2014-09-14,0,-2.1988600832000005,0
2014-09-15,0,2.6749606911999995,9
2014-09-16,0,16.4136927232,6
2014-09-17,0,-5.802092134399999,11
2014-09-18,0,6.8118619136000005,6
2014-09-19,0,-2.377910579199998,8
2014-09-20,0,6.877917388799999,2
2014-09-21,0,-6.410492825599999,0
2014-09-22,0,8.3539628032,8
2014-09-23,0,-1.0784250879999986,1
2014-09-24,0,-3.5442660351999997,1
2014-09-25,0,1.3839669248000002,2
2014-09-26,0,1.9712152576,4
2014-09-27,2,-3.4849507328,0
2014-09-28,1,-1.5178606592000001,1
2014-09-29,1,8.025976115199999,3
2014-09-30,0,5.790663168000001,4
2014-10-01,0,5.443458355200001,0
2014-10-02,1,5.556555264000002,6
2014-10-03,1,10.7003261952,4
2014-10-04,0,-9.1565391872,0
2014-10-05,0,4.644220416,0
2014-10-06,0,1.90436096,0
2014-10-07,0,1.9750737919999999,1
2014-10-08,9,-2.0611110912,2
2014-10-09,5,1.5951692800000004,5
2014-10-10,16,3.3293504512,0
2014-10-11,0,-4.3998360576,0
2014-10-12,0,6.2554208256,0
2014-10-13,2,-3.0812776448,6
2014-10-14,5,7.0682416128,2
2014-10-15,2,19.467891609600002,1
2014-10-16,3,-8.189289062399999,1
2014-10-17,19,5.095177420800001,0
2014-10-18,0,-1.3789779967999998,0
2014-10-19,0,9.3556775936,0
2014-10-20,0,21.2452273152,1
2014-10-21,2,1.3353115648000031,5
2014-10-22,2,17.3326577664,1
2014-10-23,5,-4.596663807999995,5
2014-10-24,1,8.694287872,4
2014-10-25,0,-7.1583368192000005,0
2014-10-26,1,2.8946476031999993,0
2014-10-27,0,-0.6689758208000001,5
2014-10-28,0,1.6011847679999995,0
2014-10-29,0,-2.259422208,3
2014-10-30,0,-5.2781485056,2
2014-10-31,0,11.37868288,1
2014-11-01,0,-7.078366310399998,0
2014-11-02,0,0.38491320319999955,0
2014-11-03,1,9.4322653184,11
2014-11-04,0,10.9905839104,7
2014-11-05,0,13.093192908800003,4
2014-11-06,0,14.029913600000002,3
2014-11-07,0,22.236925747200004,5
2014-11-08,0,-17.400533196799998,0
2014-11-09,0,0.03693209599999925,0
2014-11-10,0,7.550328115199999,9
2014-11-11,0,2.2474554367999993,9
2014-11-12,0,2.9337158656,4
2014-11-13,2,5.1486370816,3
2014-11-14,19,-0.4762159103999988,0
2014-11-15,4,-1.5321655296000003,0
2014-11-16,2,-6.6667608064,0
2014-11-17,15,6.0145379328,0
2014-11-18,2,5.466866688,3
2014-11-19,10,2.2193803264000005,6
2014-11-20,5,-5.2990943231999985,1
2014-11-21,0,2.9786006528,0
2014-11-22,0,1.9798689792000008,0
2014-11-23,0,-1.0534519808000002,0
2014-11-24,0,4.1524750336,2
2014-11-25,1,2.9064620032000006,7
2014-11-26,0,-0.4563461119999994,2
2014-11-27,0,8.6493174784,3
2014-11-28,0,12.787762688,2
2014-11-29,2,-9.8045490176,0
2014-11-30,1,-1.5324809215999995,0
2014-12-01,1,11.2285599744,2
2014-12-02,0,6.920405196800001,4
2014-12-03,0,0.7533546496000021,4
2014-12-04,0,33.2090029056,5
2014-12-05,0,-1.9252454399999976,3
2014-12-06,7,-13.3900304384,0
2014-12-07,0,-6.719958528000001,0
2014-12-08,4,12.044608307199997,6
2014-12-09,3,-0.21175255039999996,7
2014-12-10,0,-0.6452408319999989,8
2014-12-11,1,6.555987968,7
2014-12-12,0,14.61540096,6
2014-12-13,0,-10.877529804799998,0
2014-12-14,0,-5.5657017344,0
2014-12-15,0,24.0241400832,6
2014-12-16,0,-3.8427448319999975,6
2014-12-17,0,-0.380383436799999,7
2014-12-18,0,-1.056148275199999,1
2014-12-19,1,-1.8142606336,2
2014-12-20,0,-2.5668025344,0
2014-12-21,0,-1.2110434304000006,0
2014-12-22,1,10.4865137664,1
2014-12-23,0,-2.6723568639999993,1
2014-12-24,0,-1.2577033215999993,0
2014-12-25,0,3.9063907328000003,0
2014-12-26,0,-4.3294321664,0
2014-12-27,0,-1.8078553088000002,0
2014-12-28,0,-1.1093747712000002,0
2014-12-29,0,2.2323661824,0
2014-12-30,1,-0.7746564095999997,0
2014-12-31,1,3.7971470336,0
2015-01-01,0,-2.5372536831999994,0
2015-01-02,0,-0.9332844544000001,0
2015-01-03,0,0.4589569024,0
2015-01-04,0,2.2931584,0
2015-01-05,0,2.45216512,0
2015-01-06,0,2.7973463040000004,4
2015-01-07,0,3.1409970176,7
2015-01-08,0,17.5006712832,2
2015-01-09,0,19.216790016,5
2015-01-10,0,-5.919068159999998,0
2015-01-11,0,-8.985480191999999,0
2015-01-12,0,-3.2358755328000015,4
2015-01-13,1,3.8599586815999984,18
2015-01-14,1,1.1175702527999993,12
2015-01-15,1,1.2197923840000007,10
2015-01-16,0,6.255926067200001,8
2015-01-17,0,0.301236019200001,0
2015-01-18,0,-5.4937751552,0
2015-01-19,0,-2.2676083712,3
2015-01-20,0,1.6331591679999995,1
2015-01-21,0,0.8124372992,7
2015-01-22,0,13.6869960704,5
2015-01-23,0,-1.4825417727999985,5
2015-01-24,0,-3.0088956927999995,0
2015-01-25,0,-2.0055257087999996,0
2015-01-26,0,5.062067302399999,3
2015-01-27,0,2.09916672,3
2015-01-28,1,8.965097984,2
2015-01-29,0,9.0149262336,0
2015-01-30,1,12.897812377600001,0
2015-01-31,4,-11.366673100799996,0
2015-02-01,0,-3.0707253247999997,0
2015-02-02,0,18.3098988544,7
2015-02-03,0,16.973934899200003,9
2015-02-04,0,12.544706150400003,20
2015-02-05,1,-9.154084556799997,7
2015-02-06,2,0.8369130495999997,0
2015-02-07,16,-8.5782371328,0
2015-02-08,6,-3.074102681600001,0
2015-02-09,0,5.1143124991999995,15
2015-02-10,3,15.8824167424,1
2015-02-11,1,-2.783072665599997,11
2015-02-12,3,5.8885799936000005,12
2015-02-13,1,16.7730625536,2
2015-02-14,0,-13.1741630464,0
2015-02-15,0,-5.848689356800001,0
2015-02-16,0,7.650396979199999,24
2015-02-17,0,7.2622531584,12
2015-02-18,0,9.324219084800001,15
2015-02-19,0,7.1138561024000015,9
2015-02-20,0,8.458438860800001,9
2015-02-21,0,-8.815465267199999,0
2015-02-22,0,-3.920630988800001,0
2015-02-23,0,20.215704883199997,11
2015-02-24,0,17.175625728,10
2015-02-25,0,16.945592627200003,3
2015-02-26,0,18.7134809088,4
2015-02-27,0,-8.692289638399998,23
2015-02-28,0,-3.5286529023999993,2
2015-03-01,0,-5.354737664000002,3
2015-03-02,0,9.914412236799999,14
2015-03-03,0,-8.7492808704,10
2015-03-04,0,-3.57126912,0
2015-03-05,0,4.093237248000001,43
2015-03-06,0,-5.3133908992,8
2015-03-07,0,-4.0991409152,1
2015-03-08,0,-2.104943616,1
2015-03-09,0,1.6356306943999996,10
2015-03-10,0,2.8743993344,10
2015-03-11,0,3.9731939328000005,7
2015-03-12,0,0.06655252480000051,0
2015-03-13,0,12.8757091328,6
2015-03-14,0,-5.784148991999999,0
2015-03-15,0,1.4885540863999998,4
2015-03-16,0,15.19000832,3
2015-03-17,0,4.588529664000001,6
2015-03-18,0,9.902948249600001,14
2015-03-19,0,-8.374878207999998,0
2015-03-20,0,-0.8062253055999999,2
2015-03-21,0,-4.1727291392,0
2015-03-22,0,-3.164963532800001,0
2015-03-23,0,3.0942116863999996,6
2015-03-24,1,2.592706048,3
2015-03-25,0,0.9353648128000005,7
2015-03-26,0,-3.7070124031999994,4
2015-03-27,0,3.4045518848,7
2015-03-28,0,-2.8519035904,0
2015-03-29,0,-1.1816744960000003,0
2015-03-30,0,3.2878098432,5
2015-03-31,1,11.89118208,9
2015-04-01,1,6.523462144000002,3
2015-04-02,0,10.596616499200001,0
2015-04-03,0,-1.9782435839999977,0
2015-04-04,1,-6.969986560000001,0
2015-04-05,0,3.772028415999999,0
2015-04-06,2,10.15485696,1
2015-04-07,2,2.6717317120000015,7
2015-04-08,0,-2.803143475199999,10
2015-04-09,0,5.538225868800001,8
2015-04-10,0,11.876192665600001,9
2015-04-11,0,-7.659234918399999,0
2015-04-12,0,-3.2968991744,0
2015-04-13,0,6.382396416,10
2015-04-14,0,6.8143130624,6
2015-04-15,0,9.074978816000002,2
2015-04-16,0,-3.027991244799999,6
2015-04-17,0,2.2034621439999995,2
2015-04-18,0,-4.8980963328,0
2015-04-19,0,0.020418764799999156,0
2015-04-20,0,6.2326829056,7
2015-04-21,0,10.0015908864,13
2015-04-22,0,16.993184256,11
2015-04-23,0,5.0544101376000015,1
2015-04-24,0,9.185271910400001,0
2015-04-25,0,-4.063702425599999,0
2015-04-26,0,-7.8654410752,0
2015-04-27,0,13.385512038399998,32
2015-04-28,0,18.9419900928,11
2015-04-29,0,-1.767352319999997,14
2015-04-30,0,-1.651770060799997,2
2015-05-01,0,-0.2247989247999982,0
2015-05-02,0,-8.903310643200001,0
2015-05-03,0,-4.332718489600001,0
2015-05-04,0,6.256890367999999,11
2015-05-05,0,20.4454083584,44
2015-05-06,1,5.9944900608000005,22
2015-05-07,0,13.661011456000002,7
2015-05-08,0,4.739209216000001,2
2015-05-09,0,-13.9795048448,0
2015-05-10,0,-1.967802368000001,0
2015-05-11,0,19.70693376,10
2015-05-12,0,12.858911232,2
2015-05-13,1,10.289644236800001,5
2015-05-14,0,9.1559908352,0
2015-05-15,0,8.6515673088,1
2015-05-16,0,-15.742119116800001,3
2015-05-17,0,-6.347877376000001,0
2015-05-18,0,-3.6812820480000017,4
2015-05-19,2,1.4668848127999983,4
2015-05-20,0,5.581367808,7
2015-05-21,0,7.8074176512000015,4
2015-05-22,0,19.902534451200005,1
2015-05-23,0,2.777027891200003,0
2015-05-24,0,-8.723043020799999,0
2015-05-25,0,25.2000999424,0
2015-05-26,0,7.493593702400002,13
2015-05-27,0,23.0235372544,10
2015-05-28,0,25.581471027200003,4
2015-05-29,0,3.818792755200004,5
2015-05-30,0,-19.06687488,0
2015-05-31,0,-11.705502003200003,0
2015-06-01,0,17.3571076096,14
2015-06-02,0,2.9184703487999997,15
2015-06-03,0,9.9775724544,11
2015-06-04,0,34.9338021888,6
2015-06-05,0,-17.431228211199993,2
2015-06-06,0,7.6322896896,0
2015-06-07,0,-10.879306137599999,0
2015-06-08,0,5.9278039039999975,0
2015-06-09,0,36.7749701632,5
2015-06-10,0,5.260506624000001,12
2015-06-11,0,18.652421529600005,9
2015-06-12,0,-6.214753075199997,11
2015-06-13,0,-10.0893114368,0
2015-06-14,0,-11.623404032,0
2015-06-15,0,19.526309990399998,7
2015-06-16,0,2.2375106559999995,8
2015-06-17,0,13.789020672000001,11
2015-06-18,0,-0.9837220863999967,0
