,mui/material-ui,ant-design/ant-design,twbs/bootstrap
2017-07-21,0.3735873535999996,5,0
2017-07-22,4.7434288127999995,10,0
2017-07-23,4.0813119488,2,0
2017-07-24,6.834239999999999,10,0
2017-07-25,-0.9445504000000007,10,0
2017-07-26,1.0841139199999994,2,0
2017-07-27,1.195946496,5,2
2017-07-28,0.31959080959999997,6,3
2017-07-29,12.6161900544,7,0
2017-07-30,-0.6525564927999996,10,8
2017-07-31,0.6522515455999995,8,4
2017-08-01,6.0447466496,9,0
2017-08-02,3.2414618624000004,6,0
2017-08-03,1.3979564031999994,7,0
2017-08-04,-0.24183582720000008,13,8
2017-08-05,3.2821480447999996,2,0
2017-08-06,-2.0963212287999995,5,0
2017-08-07,4.7844393984,29,5
2017-08-08,1.0520982528,10,6
2017-08-09,2.3651427328,12,8
2017-08-10,2.2496744448,10,1
2017-08-11,2.2660356096000003,20,78
2017-08-12,3.2706975743999998,5,4
2017-08-13,-1.9424580608,1,19
2017-08-14,-1.0537374720000006,10,8
2017-08-15,4.304634368,18,23
2017-08-16,3.4624546816000006,15,2
2017-08-17,0.22793902080000006,14,5
2017-08-18,13.6827208704,11,4
2017-08-19,0.23993815040000088,4,1
2017-08-20,3.4865040383999992,2,16
2017-08-21,-2.5993707520000005,8,4
2017-08-22,-0.41384960000000093,3,11
2017-08-23,4.7971302399999995,14,3
2017-08-24,5.941685248000001,7,1
2017-08-25,1.2920458239999997,9,6
2017-08-26,1.8073659392000003,0,3
2017-08-27,-2.0772874239999997,16,1
2017-08-28,3.9093515264,0,4
2017-08-29,1.2549963776,13,7
2017-08-30,7.484077568,10,3
2017-08-31,7.3019314176000005,7,6
2017-09-01,0.6286601216000003,9,3
2017-09-02,2.5145074687999998,0,7
2017-09-03,-2.3885802496000004,5,3
2017-09-04,5.646378598399999,8,14
2017-09-05,1.66366208,13,2
2017-09-06,1.9077176319999998,24,14
2017-09-07,3.9984401408,3,4
2017-09-08,6.6268478464000005,25,3
2017-09-09,2.947970048,2,1
2017-09-10,6.2906384384,6,11
2017-09-11,2.7217070079999997,12,5
2017-09-12,5.0862479359999995,7,6
2017-09-13,8.7214600192,8,6
2017-09-14,1.8235362304000002,1,1
2017-09-15,0.6134590463999992,21,4
2017-09-16,3.2322589695999997,11,0
2017-09-17,5.1110482944,4,8
2017-09-18,7.7506717696,12,0
2017-09-19,-0.9947257856,6,0
2017-09-20,7.316644761599999,6,1
2017-09-21,2.3543011328000008,14,0
2017-09-22,4.8558738431999995,19,0
2017-09-23,7.6609463296,13,1
2017-09-24,10.9630577664,0,2
2017-09-25,4.8416418816,34,2
2017-09-26,3.3368962047999995,4,21
2017-09-27,0.8339460095999991,15,12
2017-09-28,8.6488281088,7,2
2017-09-29,2.5258096640000005,8,8
2017-09-30,5.1932962815999995,4,2
2017-10-01,13.9755035648,2,18
2017-10-02,0.12744386560000098,0,12
2017-10-03,0.8178928639999992,2,46
2017-10-04,5.605273599999999,0,36
2017-10-05,2.1595603968,0,5
2017-10-06,0.6414064639999997,5,5
2017-10-07,5.1963789312,2,0
2017-10-08,4.7178913792,4,6
2017-10-09,4.561668710400001,21,8
2017-10-10,8.5091166208,18,6
2017-10-11,0.7833880575999999,16,1
2017-10-12,4.807800319999999,13,1
2017-10-13,5.5212242944,2,3
2017-10-14,-0.7186991104000002,4,1
2017-10-15,8.3577447424,1,3
2017-10-16,4.1361041408000006,14,7
2017-10-17,3.3491908608,17,5
2017-10-18,0.5809046528000001,15,17
2017-10-19,2.2689482751999996,14,40
2017-10-20,0.403228672,9,12
2017-10-21,5.8637708288,2,0
2017-10-22,8.101836390399999,5,31
2017-10-23,5.271767756800001,12,17
2017-10-24,10.2550532096,15,2
2017-10-25,9.2362723328,8,6
2017-10-26,6.7833556991999995,16,1
2017-10-27,6.888677478399999,10,3
2017-10-28,15.802135552,9,2
2017-10-29,-1.0864668672000004,2,15
2017-10-30,12.086932684799999,2,12
2017-10-31,11.612738457599999,20,14
2017-11-01,9.9441961984,13,1
2017-11-02,2.7818788863999995,1,1
2017-11-03,-1.9277648896000006,8,8
2017-11-04,12.744769331199999,1,0
2017-11-05,1.8685279232000012,0,0
2017-11-06,8.074232729599998,10,15
2017-11-07,5.5828622336,8,8
2017-11-08,5.739655987200001,5,2
2017-11-09,0.8730661888000011,17,6
2017-11-10,4.9800594432,7,0
2017-11-11,-2.1429969920000005,1,3
2017-11-12,6.2460473344,6,0
2017-11-13,13.353659187200002,7,2
2017-11-14,4.6306782208,3,0
2017-11-15,8.2818428928,4,6
2017-11-16,-1.1503192064000007,3,4
2017-11-17,10.462288793599999,15,1
2017-11-18,19.0638698496,8,0
2017-11-19,-0.44478965760000033,13,2
2017-11-20,5.895161651199999,15,3
2017-11-21,0.7237991424000008,30,0
2017-11-22,1.7624773632000004,26,0
2017-11-23,-2.7215078399999997,0,3
2017-11-24,-0.46326968320000095,4,5
2017-11-25,9.9489557504,0,10
2017-11-26,-0.825895833599998,2,1
2017-11-27,15.4484388864,14,3
2017-11-28,1.0215805952000014,11,2
2017-11-29,1.4162497535999994,12,2
2017-11-30,6.0298413056,6,0
2017-12-01,5.4623891455999996,17,2
2017-12-02,6.273100185599999,4,3
2017-12-03,2.9106941951999996,6,0
2017-12-04,3.317870899199999,30,1
2017-12-05,8.5276848128,13,1
2017-12-06,15.5589086208,6,0
2017-12-07,-3.2695143424,7,1
2017-12-08,2.2615833599999986,8,1
2017-12-09,2.4640656383999997,0,0
2017-12-10,-0.32002191359999976,7,0
2017-12-11,0.43143987199999945,8,1
2017-12-12,-0.2059040768,1,2
2017-12-13,11.2014252032,9,0
2017-12-14,3.2312445952000015,1,0
2017-12-15,4.769908736,9,0
2017-12-16,9.7856109568,10,1
2017-12-17,12.6629190656,6,1
2017-12-18,16.3992150016,6,0
2017-12-19,0.7884489727999995,5,0
2017-12-20,6.753679564799998,3,0
2017-12-21,2.5069356031999996,8,0
2017-12-22,19.2188843008,14,2
2017-12-23,9.3836838912,3,13
2017-12-24,-4.335470899200001,1,6
2017-12-25,-4.629742899200001,3,0
2017-12-26,23.0242440192,3,9
2017-12-27,17.7159575552,8,15
2017-12-28,-1.5130243072000003,14,22
2017-12-29,3.2571272191999983,10,1
2017-12-30,23.7722994688,2,11
2017-12-31,-2.9545716735999985,2,16
2018-01-01,13.388109107199998,6,2
2018-01-02,6.858625228799999,2,7
2018-01-03,-3.752474112,3,10
2018-01-04,4.439613849600001,5,2
2018-01-05,8.339160576000001,119,2
2018-01-06,10.7501934592,5,1
2018-01-07,5.850520678400001,4,0
2018-01-08,-3.7385563136,19,1
2018-01-09,10.5589328896,18,0
2018-01-10,7.921447014400001,14,1
2018-01-11,3.7365750783999996,9,11
2018-01-12,3.4005623807999994,15,1
2018-01-13,2.7192904704,13,5
2018-01-14,8.0974128128,1,6
2018-01-15,5.329613209600001,3,9
2018-01-16,8.524419891199999,0,7
2018-01-17,-1.0457612288,2,4
2018-01-18,2.4206659584,8,9
2018-01-19,3.6435616768,7,4
2018-01-20,-1.3551184895999997,8,5
2018-01-21,6.6777545728,2,7
2018-01-22,15.7054764032,2,4
2018-01-23,1.400312115200001,8,2
2018-01-24,1.90003456,12,0
2018-01-25,6.510313676799999,4,0
2018-01-26,6.0202276864,8,0
2018-01-27,7.798373273599999,5,0
2018-01-28,-3.7169005568000006,4,1
2018-01-29,6.251746611199999,5,0
2018-01-30,20.3259894784,6,3
2018-01-31,4.129960038400001,8,4
2018-02-01,-0.4391989248000012,5,0
2018-02-02,-1.993042022400001,7,1
2018-02-03,5.143655936,1,3
2018-02-04,5.519404032000001,16,0
2018-02-05,10.208452403199999,1,1
2018-02-06,0.12820316160000012,1,0
2018-02-07,4.382260838400001,5,1
2018-02-08,-0.7617084415999993,12,0
2018-02-09,0.41339074559999966,10,1
2018-02-10,10.840100864,0,0
2018-02-11,4.041135923200001,15,9
2018-02-12,9.3425497088,3,2
2018-02-13,0.3968758784000004,3,1
2018-02-14,2.6193823743999998,3,1
2018-02-15,3.885716992,1,0
2018-02-16,2.7796395007999997,1,2
2018-02-17,7.9879830528,0,0
2018-02-18,-0.970716467199999,0,0
2018-02-19,5.2441893888,0,6
2018-02-20,14.7576465408,0,2
2018-02-21,2.614581964800001,1,1
2018-02-22,3.804571135999999,3,0
2018-02-23,6.048784793599999,0,0
2018-02-24,0.7458199552,5,8
2018-02-25,7.6402605056,2,1
2018-02-26,4.7634538496,3,0
2018-02-27,-1.080909107200001,5,0
2018-02-28,3.0710622208,3,0
2018-03-01,10.9514682368,2,1
2018-03-02,1.5064363008000008,12,1
2018-03-03,6.508393676799999,3,4
2018-03-04,0.0031068159999998457,0,2
2018-03-05,11.054145536,3,2
2018-03-06,10.4008907776,8,1
2018-03-07,6.6558331904,4,0
2018-03-08,4.854958796799999,6,3
2018-03-09,5.1653636096,9,0
2018-03-10,12.2506164224,4,0
2018-03-11,0.9613566975999994,2,0
2018-03-12,10.391917568,10,14
2018-03-13,0.28228823040000073,4,8
2018-03-14,6.6396447744,7,3
2018-03-15,8.19744,7,1
2018-03-16,3.7391818752,1,2
2018-03-17,17.348033536,2,1
2018-03-18,6.9389803520000015,4,0
2018-03-19,-0.3988625408000015,5,0
2018-03-20,0.3602537471999998,0,2
2018-03-21,4.153841151999999,8,11
2018-03-22,5.0428205056,2,0
2018-03-23,-2.1650811903999996,9,0
2018-03-24,2.2248019967999997,6,0
2018-03-25,4.2232193024,3,0
2018-03-26,17.917854003200002,10,1
2018-03-27,7.194014822400001,3,1
2018-03-28,1.6989003775999993,2,0
2018-03-29,5.818473471999999,9,1
2018-03-30,5.566406348799999,5,5
2018-03-31,-0.4776907776000012,1,3
2018-04-01,7.708462899199999,7,15
2018-04-02,1.7011517439999997,1,7
2018-04-03,8.3841636352,4,0
2018-04-04,9.430568345600001,7,0
2018-04-05,2.8438852608000005,0,4
2018-04-06,3.739359027199999,0,0
2018-04-07,17.970589695999998,1,1
2018-04-08,-3.6918430719999993,3,1
2018-04-09,10.074847846399997,1,2
2018-04-10,10.7182990336,2,4
2018-04-11,2.9446388735999998,7,1
2018-04-12,-1.0644963328000001,1,3
2018-04-13,-0.7095279616000005,5,1
2018-04-14,9.1043652608,2,1
2018-04-15,4.703956172800002,10,1
2018-04-16,1.8504522751999994,8,5
2018-04-17,-0.3924667392000001,7,3
2018-04-18,2.3693620224000007,4,0
2018-04-19,-2.5948242943999995,24,1
2018-04-20,5.5588752384,5,0
2018-04-21,1.6259636224,1,0
2018-04-22,3.9104181248000005,9,1
2018-04-23,11.5743516672,6,0
2018-04-24,-1.0586745855999995,3,6
2018-04-25,3.476235161599999,3,0
2018-04-26,2.3319077887999997,2,1
2018-04-27,6.489835008,7,2
2018-04-28,3.762702336,8,0
2018-04-29,0.8293921791999996,4,2
2018-04-30,0.45231984639999956,1,3
2018-05-01,7.864322969600001,6,1
2018-05-02,0.6815376384000005,4,0
2018-05-03,3.5506208767999996,6,0
2018-05-04,2.3549592576,8,0
2018-05-05,2.5233536,2,0
2018-05-06,8.5803085824,3,0
2018-05-07,1.4563515392000004,5,1
2018-05-08,5.214761062399999,4,0
2018-05-09,2.8047551488,6,0
2018-05-10,6.0367713279999995,8,0
2018-05-11,3.5641227264,1,2
2018-05-12,14.7394149376,2,0
2018-05-13,15.579488768000001,3,0
2018-05-14,-1.9002915840000005,7,0
2018-05-15,21.523888025599998,5,2
2018-05-16,-5.854419968,1,0
2018-05-17,12.633328844799998,9,0
2018-05-18,4.797233049599999,7,1
2018-05-19,4.3960961024,4,0
2018-05-20,0.7689946112000001,4,1
2018-05-21,5.7073553408,15,0
2018-05-22,-0.5784592383999998,17,7
2018-05-23,-2.3224663039999998,8,4
2018-05-24,5.6775904256,2,0
2018-05-25,4.978772275200001,20,0
2018-05-26,3.660156211200001,6,0
2018-05-27,2.8533677056,1,1
2018-05-28,1.099661824,8,0
2018-05-29,11.6040830976,7,0
2018-05-30,3.789910528,3,0
2018-05-31,4.344538726399999,1,3
2018-06-01,4.394397593599999,2,7
2018-06-02,6.3475396608,13,1
2018-06-03,0.9659516927999992,4,2
2018-06-04,2.8155901951999995,4,0
2018-06-05,4.9141405696,1,2
2018-06-06,3.5895624704,11,0
2018-06-07,1.6601232383999998,4,1
2018-06-08,24.1721617408,15,0
2018-06-09,0.9557163008000007,2,0
2018-06-10,1.109673676799999,3,0
2018-06-11,10.055625216,1,2
2018-06-12,3.874031616,11,0
2018-06-13,3.4231791615999994,3,0
2018-06-14,0.7654320127999998,1,0
2018-06-15,2.5247081471999993,11,0
2018-06-16,0.6472944640000011,0,0
2018-06-17,2.1420383232000004,0,0
2018-06-18,3.4127976448,0,0
2018-06-19,2.2867050496000005,11,0
2018-06-20,1.4507659264000003,3,0
2018-06-21,-1.1926762495999998,4,7
2018-06-22,4.5557511168,6,1
2018-06-23,1.8882600960000002,2,1
2018-06-24,1.0703466495999998,3,4
2018-06-25,0.33073571839999993,15,3
2018-06-26,5.625842176,1,0
2018-06-27,1.7734936576000004,16,0
2018-06-28,7.08165888,7,0
2018-06-29,1.1526513663999998,6,0
2018-06-30,-0.22606090240000043,9,0
2018-07-01,3.3108432895999997,1,2
2018-07-02,20.9735604224,12,2
2018-07-03,15.273390284800001,4,2
2018-07-04,-4.826562764800001,5,1
2018-07-05,-0.7819639808000018,0,1
2018-07-06,1.0435887104,0,2
2018-07-07,-1.7347004416000003,0,1
2018-07-08,-0.9006048256000005,0,6
2018-07-09,3.4609313792,0,5
2018-07-10,1.8714091520000014,10,3
2018-07-11,5.932179148800001,13,2
2018-07-12,1.3577368576000008,3,18
2018-07-13,0.01822648319999942,49,2
2018-07-14,12.5016055808,4,3
2018-07-15,-0.7062798335999996,7,6
2018-07-16,3.652106137599999,6,3
2018-07-17,2.4031108096,7,0
2018-07-18,3.5175014399999998,12,0
2018-07-19,-0.6198475775999999,15,1
2018-07-20,14.1246297088,19,10
2018-07-21,4.6538706944,6,3
2018-07-22,5.095000371199999,12,0
2018-07-23,20.0701456384,29,0
2018-07-24,6.1283872768,7,3
2018-07-25,1.0478514175999987,14,8
2018-07-26,-0.6336112640000016,0,1
2018-07-27,10.421497753599999,8,0
2018-07-28,4.902994227200001,13,1
2018-07-29,9.1492013056,16,6
2018-07-30,-2.4986812416,10,0
2018-07-31,-0.5931222016,25,0
2018-08-01,3.1079890944000006,5,0
2018-08-02,2.0737143808000003,16,7
2018-08-03,13.3315976192,4,0
2018-08-04,1.2280162304000006,9,0
2018-08-05,-0.6149165056000006,15,0
2018-08-06,4.392595968,5,0
