label,group_id,split_id,group,target,c1_m1,c2_m1,c1_m2,c2_m2,c1_m3,c2_m3,c1_m4,c2_m4,t -> c2,t -> c1,c2 -> t,c2 -> c1,c1 -> t,c1 -> c2
1,1,0,1,"chainer/chainer,tensorflow/tensorflow,pytorch/pytorch",False,False,False,False,True,True,False,False,2.0025959829278186,1.339130964467137,4.232723643404933,-1.45064632570398,0.8519100848252809,-1.0293606435077243
1,2,0,2,"voldemort/voldemort,apache/cassandra,linkedin/venice",False,False,False,False,False,True,True,False,7.10187017730367,-11.635343073502206,6.0565098647471265,11.483974114153051,-3.9399888624773505,1.3947237088780873
1,3,0,3,"spring-attic/spring-security-oauth,spring-projects/spring-security,spring-projects/spring-authorization-server",False,False,False,False,False,True,True,False,22.94220615830949,-37.048232072037464,2.9815272595387095,-2.607743902506553,-0.8447367311849504,-1.186889113609168
1,4,0,4,"koush/androidasync,androidx/androidx,koush/ion",False,False,False,False,True,False,False,True,-16.422778306471702,7.629886122716522,-24.34557507027569,4.78203078526359,0.48518573641714563,0.545307933683518
1,5,0,5,"stephanenicolas/robospice,square/retrofit,google/volley",False,False,False,False,False,False,True,True,-0.8069429722669988,-0.8480702143347534,-0.11636147210025845,0.1419532007776598,-6.287968287012073,-2.1892637998971565
1,6,0,6,"square/keywhiz,hashicorp/vault,lyft/confidant",False,False,True,False,False,False,False,True,-2.7492035442552987,3.0040961657945138,-7.9535687770020775,-3.543269433217286,-0.4591415016104299,1.0940628415480913
1,7,0,7,"torch/torch7,pytorch/pytorch,chainer/chainer",False,False,True,False,False,True,False,False,7.576850203601769,1.2172390503124928,2.1790156956550275,-1.5999001516764342,-0.7245408980029856,1.8142204805301234
1,8,0,8,"omab/django-social-auth,pennersr/django-allauth,omab/python-social-auth",True,False,False,False,False,False,False,True,-24.966480453025536,-11.657603120209469,-1.3985710619808265,-7.5995237546328935,1.834466163434325,-3.024673527948876
1,9,0,9,"midgetspy/sick-beard,sickchill/sickchill,Sonarr/Sonarr",False,False,False,False,True,False,False,True,-66.50674371220718,55.90024974040229,-9.938196680032574,17.880754908054158,5.751145971746326,8.662755092515022
1,10,0,10,"fizyr/keras-retinanet,pytorch/vision,facebookresearch/detectron2",False,False,False,False,True,False,False,True,-13.439976337413945,21.396978783130756,-2.1691103927390953,2.155665745812114,9.094544003912642,-2.7369861082233453
1,11,0,11,"bizz84/swiftystorekit,RevenueCat/purchases-ios,apphud/ApphudSDK",True,False,False,True,False,False,False,False,7.121120999903826,-0.0559156477497729,-4.637507924067887,-1.2655768277123767,3.2337658993772127,-4.959864899783967
1,12,0,12,"johncoates/aerial,OrangeJedi/Aerial,graysky2/xscreensaver-aerial",False,False,False,False,False,False,True,True,-5.942122423259785,-3.6921951592955065,-9.027715320911037,1.6568804986027061,-20.8994679792009,2.0355373701136816
1,13,0,13,"facebook/xctool,facebook/xcbuild,xcpretty/xcpretty",False,True,False,False,False,False,True,False,-14.600482008484173,-11.437898128930668,6.029697451749254,-19.11412826794668,-2.4723224847421226,-3.8834431883894602
1,14,0,14,"tekezo/karabiner,pqrs-org/karabiner-elements,hammerspoon/hammerspoon",False,True,True,False,False,False,False,False,-29.54089571874798,19.193031117737455,2.2079240225567296,8.95905775785808,-6.746561384884978,7.838830920595874
1,15,0,15,"sass/libsass,sass/dart-sass,sass/sassc",False,False,False,True,False,False,True,False,0.7633038024788091,-5.262370776608836,-36.867172998461946,0.8750743086662408,-5.316454586731466,-2.777447900123141
1,16,0,16,"amrayn/easyloggingpp,gabime/spdlog,google/glog",False,False,False,False,False,True,True,False,1.6664795459637365,-0.08738509337945016,6.865489019709817,4.97260876642694,-0.9369824479219907,0.5771678185178313
1,17,0,17,"cocos2d/cocos2d-x,defold/defold,cocos/cocos-engine",False,False,False,False,False,False,True,True,-25.14356748018849,-5.956459587818034,-2.217663673315179,0.417191735150634,-4.636899959086917,-1.7779947624273749
1,18,0,18,"overviewer/minecraft-overviewer,webbukkit/dynmap,BlueMap-Minecraft/BlueMap",True,True,False,False,False,False,False,False,-8.706421633560128,-10.284720659056024,0.5986865680773775,1.9622633916567969,2.6964818632796095,0.21202330269031078
1,19,0,19,"tensorflow/tensor2tensor,huggingface/transformers,google/trax",False,False,False,False,False,False,True,True,-12.070901639058969,-30.00401243930228,-1.2679027898976414,-6.733751986366565,-0.9326150333878979,-6.0040103831276905
1,20,0,20,"sass/node-sass,stylus/stylus,sass/dart-sass",False,False,False,False,True,False,False,True,-6.344652526942363,2.959108655584383,-2.102255935246863,0.5261987610279624,2.508289382799041,-1.5119793577595713
1,21,0,21,"ripple/rippled,stellar/stellar-core,XRPLF/clio",False,False,True,True,False,False,False,False,1.4529049916989254,0.11761696536640638,-2.7349182821708453,-6.491965936747221,-0.2809923601982671,-1.8042163001751184
1,22,0,22,"hill-a/stable-baselines,ray-project/ray,DLR-RM/stable-baselines3",False,False,False,False,True,False,False,True,-117.08162249450366,99.19237847793289,-25.8587708648865,25.501045741701006,12.924284139013503,11.036525458154106
1,23,0,23,"facebookresearch/pytext,facebookresearch/fairseq,pytorch/text",False,False,False,False,False,True,True,False,20.85343099569372,-49.46711197948067,24.898468577119637,10.776942104438703,-34.02534107737344,2.46877848729812
1,24,0,24,"orchest/orchest,apache/airflow,PrefectHQ/prefect",False,False,False,False,False,False,True,True,-0.9784114458198774,-0.2996591038553442,-2.000361959165849,-0.8626823377051266,-2.7875033423476694,-3.1562191481745216
1,25,0,25,"allenai/allennlp,huggingface/transformers,flairNLP/flair",True,False,False,False,False,False,False,True,-4.56791723830121,-7.4850210554083265,-0.5203338656996817,0.4607129218653856,4.603562918909364,0.9665054375985592
1,26,0,26,"deepmind/dm-haiku,pytorch/pytorch,google/flax",False,False,False,False,True,False,False,True,-14.18940529090882,1.8218722522014215,-8.351162781204307,-5.2704162200820885,0.5097582706694158,1.1858353616554513
1,27,0,27,"eleutherai/gpt-neo,huggingface/transformers,EleutherAI/gpt-neox",False,False,True,False,False,False,False,True,-11.415961557141067,8.96527760404262,-2.7501699769033916,1.4549117078931557,-2.187563278582446,0.9214580622732103
1,28,0,28,"railsware/upterm,Eugeny/terminus,vercel/hyper",False,False,True,False,False,False,False,True,-10.605164538092067,5.5272933111507285,-8.78389371781565,17.306964213967277,-8.686156988884877,1.8083014988160968
1,29,0,29,"palantir/tslint,eslint/eslint,typescript-eslint/typescript-eslint",False,False,False,False,False,True,True,False,0.7159910463229456,-7.497688890466936,5.566178758438131,-3.6863205616346915,-5.928201461948223,-0.1255603740769637
1,30,0,30,"microsoft/reactxp,flutter/flutter,necolas/react-native-web",False,False,False,False,True,False,False,True,-15.843779625219605,34.98687200349646,-15.677463916159029,13.236051734157755,5.0245519226317095,1.5644541311365119
1,31,0,31,"alibaba/bizcharts,antvis/g2,recharts/recharts",False,False,True,True,False,False,False,False,0.6533590516143828,9.587937883457327,-3.3299361588166576,-5.0623719171161214,-0.2620854736653374,-5.612847976337503
